,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,,-additional
Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,-9999
195,Daylon McCutcheon,CLE,28,RCB,12,10,2,0,0,2,9,,,,,0,0.0,50,45,5,0,,,McCuDa22
196,Ike Reese*,PHI,31,LB,16,1,2,22,0,15,8,1,0,0,0,0,1.0,53,45,8,2,,,ReesIk99
197,Monty Beisel,KAN,26,MLB/ROLB,11,9,1,-1,0,-1,1,1,0,1,9,0,2.5,55,44,11,3,,,BeisMo20
198,Kevin Bentley,CLE,25,LB,16,3,,,0,,,1,,,,,0.0,63,44,19,2,,,BentKe20
199,Alex Brown,CHI,25,RDE,16,16,0,0,0,0,9,3,0,1,0,0,6.0,56,44,12,10,,,BrowAl20
200,Karlos Dansby,ARI,23,LLB,15,11,1,2,0,2,5,1,0,3,0,0,5.0,61,44,17,7,,,DansKa20
201,Greg Ellis,DAL,29,LDE,16,16,0,0,0,0,9,1,0,0,0,0,9.0,59,44,15,10,,,ElliGr20
202,Kelly Gregg,BAL,28,NT,14,14,0,0,0,0,1,1,0,1,0,0,1.5,61,44,17,3,,,GregKe20
203,Renaldo Hill,ARI,26,LCB,13,10,1,2,0,2,10,1,0,0,0,0,1.0,52,44,8,6,,,HillRe20
204,Alex Lewis,DET,23,LB,15,1,1,33,0,33,3,,,,,0,2.0,59,44,15,3,,,LewiAl20
205,Derrick Rodgers,NOR,33,RLB,8,8,0,0,0,0,3,1,,,,,0.0,55,44,11,2,,,RodgDe20
206,Daryl Smith,JAX,22,LLB,15,13,1,0,0,0,4,0,0,1,0,0,2.0,52,44,8,6,,1,SmitDa24
207,Stuart Schweigert,OAK,23,DB,16,3,0,0,0,0,3,,,,,,0.0,52,43,9,0,,,SchwSt20
208,Dontarrious Thomas,MIN,24,RLB,16,5,,,0,,,1,0,1,2,0,0.5,60,43,17,1,,,ThomDo21
209,Chaun Thompson,CLE,24,LLB,16,13,0,0,0,0,3,0,0,1,0,0,2.5,65,43,22,2,,,ThomCh23
210,Denard Walker,OAK,31,DB,16,5,1,45,0,45,5,0,0,1,28,0,0.0,45,43,2,1,,,WalkDe20
211,Keith Adams,PHI,25,LB,16,2,0,0,0,0,1,2,,,,,0.0,48,42,6,3,,,AdamKe20
212,Fernando Bryant,DET,27,LCB,10,10,0,0,0,0,9,,,,,,0.0,51,42,9,1,,,BryaFe20
213,Mike Doss,IND,23,SS,10,9,2,32,0,32,2,3,0,0,0,0,1.0,49,42,7,3,,,DossMi20
214,Chris Draft,ATL,28,MLB,14,13,1,33,0,33,3,1,0,0,0,0,0.0,57,42,15,2,,,DrafCh20
215,Cory Hall,ATL,28,FS,14,13,0,0,0,0,2,0,0,1,0,0,0.0,53,42,11,2,,,HallCo21
216,Kevin Hardy,CIN,31,LLB,16,14,0,0,0,0,4,,,,,0,4.0,69,42,27,6,,,HardKe00
217,Orlando Huff,SEA,26,MLB,16,14,0,0,0,0,3,0,0,2,0,0,1.0,52,42,10,3,,,HuffOr20
218,Chris McAlister*,BAL,27,LCB,15,14,1,51,1,51,9,0,0,2,65,1,0.0,46,42,4,2,,,McAlCh00
219,Ryan Pickett,STL,25,LDT,16,16,0,0,0,0,2,1,0,0,0,0,2.0,46,42,4,5,,,PickRy20
220,Brandon Short,CAR,27,LB,16,2,,,0,,,1,0,1,0,0,0.0,55,42,13,3,,,ShorBr20
221,Justin Smith,CIN,25,RDE,16,16,0,0,0,0,2,2,0,2,0,0,8.0,71,42,29,7,,,SmitJu20
222,Andre Woolfolk,TEN,24,DB,10,2,1,25,0,25,6,,,,,0,0.0,49,42,7,0,,,WoolAn20
223,Anthony Adams,SFO,24,LDT,14,12,0,0,0,0,2,1,,,,,0.0,48,41,7,6,,,AdamAn20
224,Idrees Bashir,IND,26,FS,13,13,0,0,0,0,1,1,0,1,0,0,0.0,58,41,17,2,,,BashId20
225,Colin Branch,CAR,24,FS,16,15,3,79,0,76,8,,,,,0,0.0,55,41,14,2,,,BranCo20
226,Terry Cousin,NYG,29,FS,16,5,1,6,0,6,3,,,,,0,0.0,55,41,14,4,,,CousTe20
227,Demarcus Faggins,HOU,25,DB,16,2,3,47,1,43,9,,,,,0,0.0,45,41,4,0,,,FaggDe20
228,Earl Little,CLE,31,FS,16,11,1,28,0,28,5,1,0,1,14,0,0.0,53,41,12,0,,,LittEa20
229,Chike Okeafor,SEA,28,LDE,16,16,,,0,,,3,0,0,0,0,8.5,54,41,13,10,,,OkeaCh20
230,Jason Taylor*,MIA,30,RDE,16,16,1,-3,0,-3,11,2,0,3,1,0,9.5,68,41,27,12,,,TaylJa03
231,Robert Thomas,STL,24,MLB,14,11,0,0,0,0,1,,,,,,0.0,56,41,15,3,,,ThomRo20
232,Tank Williams,TEN,24,SS,9,9,1,13,0,13,1,1,0,1,28,0,1.0,52,41,11,0,,,WillTa20
233,Willie Williams,PIT,34,LCB,16,10,1,0,0,0,6,,,,,0,1.0,56,41,15,2,,,WillWi21
234,Jerry Azumah,CHI,27,RCB,12,8,4,128,1,70,9,2,1,0,0,0,1.5,51,40,11,2,,,AzumJe00
235,William Bartee,KAN,27,RCB,14,9,0,0,0,0,7,,,,,0,1.5,46,40,6,1,,,BartWi20
236,Bertrand Berry*,ARI,29,RDE,16,16,0,0,0,0,4,4,0,2,9,0,14.5,48,40,8,14,,,BerrBe99
237,Colby Bockwoldt,NOR,23,RLB,16,7,0,0,0,0,1,0,0,1,6,1,1.0,46,40,6,1,,,BockCo20
238,Chartric Darby,TAM,29,RDT,16,16,,,0,,,1,0,1,0,0,0.0,50,40,10,4,,,DarbCh20
239,Bradie James,DAL,23,LB,16,2,0,0,0,0,2,,,,,,0.0,54,40,14,1,,,JameBr20
240,Patrick Surtain*,MIA,28,LCB,15,15,4,2,0,2,11,0,0,2,8,0,1.0,58,40,18,4,,,SurtPa00
241,Courtney Watson,NOR,24,MLB,12,8,0,0,0,0,3,,,,,0,2.0,57,40,17,4,,,WatsCo20
242,Aeneas Williams,STL,36,FS,13,10,0,0,0,0,2,2,,,,,0.0,48,40,8,0,,,WillAe00
243,Chad Williams,BAL,25,DB,16,1,3,156,1,94,7,,,,,0,2.0,48,40,8,5,,,WillCh20
244,Brian Young,NOR,27,RDT,15,15,,,0,,,0,0,1,0,0,2.5,59,40,19,7,,,YounBr20
245,Chris Claiborne,MIN,26,RLB,12,12,1,15,1,15,5,1,0,1,0,0,1.0,57,39,18,2,,,ClaiCh20
246,Russell Davis,ARI,29,LDT,16,16,0,0,0,0,3,1,0,0,0,0,1.0,50,39,11,4,,,DaviRu20
247,Shaun Ellis,NYJ,27,LDE,15,15,0,0,0,0,4,2,0,1,0,0,11.0,57,39,18,11,,,ElliSh00
248,James Harrison,PIT,26,LB,16,4,0,0,0,0,3,0,0,1,18,1,1.0,50,39,11,8,,,HarrJa23
249,Lawyer Milloy,BUF,31,SS,11,11,2,20,0,11,5,,,,,0,4.0,62,39,23,4,,,MillLa00
250,Jeff Posey,BUF,29,LLB,16,15,1,3,0,3,2,0,0,1,0,0,1.0,66,39,27,5,,,PoseJe20
251,Simeon Rice,TAM,30,RDE,16,16,0,0,0,0,5,1,0,0,0,0,12.0,46,39,7,12,,,RiceSi00
252,Dewayne Robertson,NYJ,23,LDT,16,16,,,0,,,1,0,0,0,0,3.0,53,39,14,6,,,RobeDe20
253,Lynn Scott,DAL,27,SS,16,9,1,2,0,2,3,0,0,1,26,0,1.0,48,39,9,1,,,ScotLy20
254,Ty Warren,NWE,23,LDE,16,16,0,0,0,0,1,2,0,0,0,0,3.5,49,39,10,7,,,WarrTy20
255,Jason Webster,ATL,27,RCB,10,9,1,18,0,18,10,1,0,0,0,0,0.0,41,39,2,1,,,WebsJa20
256,Donnie Abraham,NYJ,31,LCB,16,16,2,66,1,66,13,0,0,2,39,1,0.0,53,38,15,3,,,AbraDo00
257,Rich Coady,STL,28,FS,16,5,0,0,0,0,4,1,0,1,0,0,0.0,45,38,7,1,,,CoadRi21
258,James Hall,DET,27,RDE,16,16,1,30,0,30,5,4,0,1,0,0,11.5,48,38,10,10,,,HallJa21
259,Michael Hawthorne,GNB,27,LCB,16,5,0,0,0,0,7,2,0,2,34,1,0.0,51,38,13,0,,,HawtMi20
260,Bhawoh Jue,GNB,25,DB,16,4,1,23,0,23,5,,,,,0,0.0,42,38,4,0,,,JuexBh20
261,Leonard Little,STL,30,LDE,16,16,0,0,0,0,2,1,0,4,66,2,7.0,46,38,8,7,,,LittLe00
262,Marcus Stroud*,JAX,26,LDT,16,16,0,0,0,0,3,2,0,1,0,0,4.5,54,38,16,5,,,StroMa01
263,Jimmy Williams,SFO,25,LCB,12,6,0,0,0,0,5,0,0,1,0,0,1.0,47,38,9,3,,,WillJi22
264,Nnamdi Asomugha,OAK,23,RCB,16,7,0,0,0,0,3,,,,,0,1.0,45,37,8,1,,,AsomNn20
265,Tyler Brayton,OAK,25,LDE,15,15,1,24,0,24,7,,,,,0,2.5,45,37,8,4,,,BrayTy20
266,Jason Ferguson,NYJ,30,RDT,16,14,,,0,,,2,0,0,0,0,3.5,59,37,22,4,,,FergJa21
267,Bryce Fisher,STL,27,RDE,16,14,0,0,0,0,1,2,0,0,0,0,8.5,48,37,11,7,,,FishBr20
268,Lance Frazier,DAL,23,RCB,12,8,2,2,0,2,8,1,2,2,0,0,0.0,45,37,8,2,,,FrazLa20
269,Jeff Gooch,TAM,30,LB,16,1,,,0,,,,,,,0,0.5,48,37,11,3,,,GoocJe20
270,Von Hutchins,IND,23,DB,16,1,1,77,1,77,2,,,,,0,0.0,50,37,13,1,,,HutcVo20
271,Hannibal Navies,GNB,27,LLB,15,14,,,0,,,,,,,0,0.5,47,37,10,4,,,NaviHa20
272,Joey Porter*,PIT,27,ROLB,15,15,1,3,0,3,12,3,0,0,0,0,7.0,54,37,17,9,,,PortJo00
273,Asante Samuel,NWE,23,RCB,13,8,1,34,1,34,12,3,0,0,0,0,0.0,39,37,2,2,,,SamuAs20
274,John Thornton,CIN,28,LDT,16,16,0,0,0,0,4,,,,,0,3.0,57,37,20,9,,,ThorJo21
275,Charles Tillman,CHI,23,LCB,8,7,0,0,0,0,5,1,0,1,4,0,0.0,45,37,8,3,,,TillCh20
276,Pat Williams,BUF,32,RDT,16,15,1,20,1,20,1,0,0,1,0,0,2.5,53,37,16,9,,1,WillPa20
277,Bryant Young,SFO,32,RDT,16,16,0,0,0,0,1,1,0,1,4,0,3.0,48,37,11,11,,,YounBr00
278,Raheem Brock,IND,26,LDE,16,16,0,0,0,0,4,1,0,2,0,0,6.5,47,36,11,13,,,BrocRa20
279,Darnell Dockett,ARI,23,RDT,16,15,1,20,0,20,3,1,0,1,-4,0,3.5,42,36,6,10,,,DockDa20
280,Glenn Earl,HOU,23,SS,12,9,,,0,,,,,,,,0.0,45,36,9,2,,,EarlGl20
281,Roderick Hood,PHI,23,DB,16,2,1,20,0,20,7,1,1,3,1,0,0.0,40,36,4,1,,,HoodRo20
282,Darren Howard,NOR,28,RDE,13,12,0,0,0,0,1,3,0,3,0,0,11.0,46,36,10,10,,,HowaDa21
283,Keith Newman,MIN,27,LLB,15,14,0,0,0,0,3,,,,,0,3.5,48,36,12,4,,,NewmKe20
284,Seth Payne,HOU,29,NT,16,12,,,0,,,,,,,0,2.0,51,36,15,5,,,PaynSe20
285,Fred Robbins,NYG,27,RDT,15,15,1,13,0,13,2,2,0,0,0,0,5.0,45,36,9,11,,,RobbFr20
286,Michael Waddell,TEN,23,DB,16,4,1,0,0,0,4,0,3,2,33,0,0.0,39,36,3,0,,,WaddMi20
287,Jerome Woods,KAN,31,FS,10,10,0,0,0,0,1,1,0,0,0,0,1.0,42,36,6,2,,,WoodJe00
288,John Abraham*,NYJ,26,RDE,12,12,0,0,0,0,2,3,0,1,0,0,9.5,49,35,14,13,,,AbraJo00
289,James Allen,NOR,25,LLB,16,10,0,0,0,0,1,2,0,2,1,0,0.0,51,35,16,0,,,AlleJa21
290,Cory Bird,IND,26,DB,13,4,,,0,,,,,,,,0.0,45,35,10,0,,,BirdCo20
291,Andre Dyson,TEN,25,LCB,16,16,6,135,0,44,15,,,,,0,0.0,41,35,6,0,,,DysoAn20
292,Jamar Fletcher,SDG,25,DB,16,0,1,0,0,0,5,0,0,1,7,0,0.0,38,35,3,1,,,FletJa20
293,Willie McGinest,NWE,33,LOLB,16,16,1,27,0,27,6,2,0,1,0,0,9.5,51,35,16,7,,,McGiWi00
294,Deltha O'Neal,CIN,27,LCB,12,10,4,60,1,31,15,1,0,0,0,0,1.0,40,35,5,1,,,ONeaDe00
295,Montae Reagor,IND,27,LDT,16,16,0,0,0,0,2,1,0,1,0,0,5.0,43,35,8,11,,,ReagMo20
296,Cory Redding,DET,24,LDE,16,16,,,0,,,1,0,2,0,0,3.0,41,35,6,6,,1,ReddCo20
297,Mike Rucker,CAR,29,RDE,16,16,0,0,0,0,5,1,0,1,0,0,3.5,38,35,3,7,,,RuckMi20
298,Ian Scott,CHI,23,RDT,14,13,0,0,0,0,3,0,0,1,9,0,2.0,45,35,10,9,,,ScotIa20
299,Scott Shanle,DAL,25,LB,16,3,0,0,0,0,1,,,,,,0.0,47,35,12,1,,,ShanSc20
300,Jason Simmons,HOU,28,FS,10,6,1,0,0,0,3,1,0,0,0,0,0.0,41,35,6,0,,,SimmJa20
301,Alshermond Singleton,DAL,29,LLB,13,12,0,0,0,0,1,,,,,,0.0,48,35,13,1,,,SingAl20
302,Anthony Weaver,BAL,24,LDE,16,15,1,1,0,1,4,0,0,1,0,0,4.0,39,35,4,6,,,WeavAn20
303,Deke Cooper,JAX,27,DB,16,0,1,0,0,0,2,2,0,0,0,0,1.0,38,34,4,0,,,CoopDe20
304,Bobby Hamilton,OAK,33,RDE,16,15,0,0,0,0,3,,,,,0,1.0,57,34,23,4,,,HamiBo20
305,Lance Legree,NYG,27,LDE,15,7,,,0,,,,,,,0,2.0,53,34,19,3,,,LeGrLa20
306,Sam Madison,MIA,30,RCB,16,16,0,0,0,0,7,3,1,0,4,0,0.0,47,34,13,2,,,MadiSa00
307,Jermaine Phillips,TAM,25,FS,9,9,1,0,0,0,4,,,,,0,1.0,46,34,12,4,,,PhilJe20
308,Mark Simoneau,PHI,27,LLB/MLB,14,13,0,0,0,0,1,1,0,1,7,0,1.5,49,34,15,3,,,SimoMa20
309,Nathan Vasher,CHI,23,CB,16,7,5,177,1,71,9,0,0,1,12,0,0.0,37,34,3,1,,,VashNa99
310,Quinton Caver,KAN,26,LB,16,4,0,0,0,0,2,,,,,,0.0,39,33,6,0,,,CaveQu20
311,Brandon Chillar,STL,22,LLB,16,5,,,0,,,,,,,,0.0,39,33,6,6,,,ChilBr20
312,Dwight Freeney*+,IND,24,RDE,16,16,0,0,0,0,3,4,0,0,0,0,16.0,36,33,3,17,,,FreeDw00
313,Kabeer Gbaja-Biamila,GNB,27,RDE,16,15,0,0,0,0,2,2,0,0,0,0,13.5,47,33,14,13,,,GbajKa20
314,Ted Washington,OAK,36,LDT,16,16,0,0,0,0,1,1,0,0,0,0,3.0,41,33,8,1,,,WashTe01
315,Dre' Bly*,DET,27,RCB,13,13,4,107,1,55,19,,,,,0,0.0,38,32,6,1,,,BlyxDr00
316,John Browning,KAN,31,LDT,16,7,0,0,0,0,1,1,0,0,0,0,4.5,39,32,7,5,,,BrowJo24
317,Duane Clemons,CIN,30,LDE,14,14,0,0,0,0,1,2,0,0,0,0,6.5,50,32,18,9,,,ClemDu20
318,Roderick Coleman,ATL,28,LDT,13,13,1,39,1,39,6,3,0,1,0,0,11.5,41,32,9,14,,,ColeRo99
319,Stephen Cooper,SDG,25,LB,16,2,0,0,0,0,2,0,0,1,0,0,0.0,42,32,10,2,,,CoopSt20
320,Sammy Davis,SDG,24,LCB,12,10,1,4,0,4,10,,,,,0,0.0,38,32,6,0,,,DaviSa21
321,Travis Fisher,STL,25,RCB,10,10,1,30,0,30,5,1,0,0,0,0,0.0,35,32,3,0,,,FishTr20
322,Tommie Harris,CHI,21,LDT,16,16,0,0,0,0,2,1,0,0,0,0,3.5,48,32,16,7,,,HarrTo99
323,Robert Mathis,IND,23,DE,16,1,,,0,,,6,0,3,26,0,10.5,36,32,4,5,,,MathRo20
324,Scott McGarrahan,TEN,30,DB,16,1,1,11,0,11,3,,,,,0,0.5,41,32,9,1,,,McGaSc20
325,Jon McGraw,NYJ,25,DB,12,1,2,0,0,0,6,1,0,0,0,0,0.0,40,32,8,0,,,McGrJo21
326,Rashad Moore,SEA,25,RDT,16,12,0,0,0,0,2,0,0,3,0,0,2.0,46,32,14,2,,,MoorRa21
327,Robaire Smith,HOU,27,RDE,16,16,0,0,0,0,9,,,,,0,2.0,52,32,20,6,,,SmitRo21
328,Travian Smith,OAK,29,LB,8,4,0,0,0,0,2,0,0,1,0,0,0.0,43,32,11,2,,,SmitTr20
329,Will Smith,NOR,23,DE,16,4,0,0,0,0,2,6,0,1,-1,0,7.5,42,32,10,5,,,SmitWi99
330,Kevin Thomas,BUF,26,DB,16,1,0,0,0,0,1,1,0,0,0,0,1.0,45,32,13,0,,,ThomKe22
331,Dewayne White,TAM,25,DE,16,3,0,0,0,0,3,0,0,1,0,0,6.0,39,32,7,6,,,WhitDe20
332,Jeff Zgonina,MIA,34,RDT,16,14,0,0,0,0,3,,,,,0,5.0,63,32,31,8,,,ZgonJe20
333,Drayton Florence,SDG,24,RCB,13,5,4,54,0,40,8,0,1,0,0,0,0.0,36,31,5,2,,,FlorDr20
334,La'Roi Glover*,DAL,30,RDT,16,16,0,0,0,0,1,1,0,0,0,0,7.0,41,31,10,10,,,GlovLa00
335,Reggie Hayward,DEN,25,RDE,16,15,1,76,0,76,3,1,0,1,0,0,10.5,43,31,12,13,,,HaywRe20
336,Nate Jones,DAL,22,DB,16,1,0,0,0,0,2,,,,,0,1.0,33,31,2,2,,,JoneNa20
337,Chad Lavalais,ATL,25,RDT,16,6,0,0,0,0,1,0,0,2,0,0,0.0,39,31,8,3,,,LavaCh20
338,Damione Lewis,STL,26,RDT,16,10,0,0,0,0,2,1,0,0,0,0,5.0,43,31,12,6,,,LewiDa20
339,Mike McKenzie,2TM,28,DB/LCB,11,10,5,19,0,14,12,,,,,0,0.0,33,31,2,0,,,McKeMi20
340,Kindal Moorehead,CAR,26,RDT,14,12,1,17,1,17,4,0,0,1,0,0,2.0,38,31,7,7,,,MoorKi20
341,Bob Sanders,IND,23,DB,6,4,0,0,0,0,1,0,0,2,37,1,0.0,36,31,5,0,,,SandBo99
342,Warren Sapp,OAK,32,RDT,16,16,,,0,,,0,0,2,0,0,2.5,42,31,11,6,,,SappWa00
343,Junior Seau,MIA,35,LLB,8,8,0,0,0,0,1,0,0,1,0,0,1.0,57,31,26,5,,,SeauJu00
344,Terrance Shaw,MIN,31,DB,15,4,1,22,0,22,5,,,,,0,0.0,35,31,4,0,,,ShawTe20
345,Aaron Smith*,PIT,28,LDE,16,15,0,0,0,0,1,3,0,2,54,0,8.0,44,31,13,10,,,SmitAa99
346,Keith Smith,DET,24,DB,15,2,1,2,0,2,4,1,0,0,0,0,0.0,39,31,8,0,,,SmitKe20
347,Reggie Torbor,NYG,23,LB,16,1,,,0,,,2,0,1,0,0,3.0,41,31,10,5,,,TorbRe20
348,Marcellus Wiley,DAL,30,RDE,16,15,,,0,,,1,0,0,0,0,3.0,38,31,7,6,,,WileMa00
349,Victor Hobson,NYJ,24,LLB,12,10,1,2,0,2,3,,,,,0,0.0,45,30,15,4,,,HobsVi20
350,John Howell,TAM,26,FS,16,6,0,0,0,0,1,,,,,,0.0,34,30,4,0,,,HoweJo21
351,Tyoka Jackson,STL,33,DT,14,0,0,0,0,0,2,,,,,0,4.0,33,30,3,8,,,JackTy20
352,Dexter McCleon,KAN,31,RCB,13,6,2,23,0,23,9,0,0,1,0,0,0.0,36,30,6,1,,,McClDe21
353,Marlon McCree,HOU,27,DB,16,1,1,24,0,24,3,,,,,0,0.0,32,30,2,0,,,McCrMa20
354,Roman Phifer,NWE,36,LB,13,1,1,26,0,26,2,0,0,1,0,0,1.5,40,30,10,3,,,PhifRo20
355,Kris Richard,SEA,26,DB,16,0,0,0,0,0,1,1,0,0,0,0,0.0,35,30,5,0,,,RichKr20
356,Orpheus Roye,CLE,31,RDT,15,14,0,0,0,0,5,,,,,0,1.0,38,30,8,3,,,RoyeOr20
357,Anthony Simmons,SEA,28,LLB,7,7,1,23,1,23,3,1,0,0,0,0,0.0,42,30,12,4,,,SimmAn20
358,Tracy White,SEA,23,LB,10,2,,,0,,,,,,,0,1.0,39,30,9,0,,,WhitTr20
359,Renaldo Wynn,WAS,30,LDE,16,16,,,0,,,,,,,0,3.0,38,30,8,4,,,WynnRe20
360,Jared Allen,KAN,22,RDE,15,10,,,0,,,,,,,0,9.0,31,29,2,10,,,AlleJa22
361,Shawn Barber,KAN,29,RLB,8,8,1,10,0,10,3,1,0,0,0,0,1.0,34,29,5,4,,,BarbSh20
362,Leonardo Carson,DAL,27,LDT,15,15,,,0,,,0,0,1,0,0,0.5,43,29,14,4,,,CarsLe20
363,Ebenezer Ekuban,CLE,28,LDE,16,11,0,0,0,0,2,1,0,2,4,0,8.0,39,29,10,9,,,EkubEb20
364,Trev Faulk,STL,23,LB,13,2,,,0,,,,,,,,0.0,40,29,11,2,,,FaulTr20
365,Randall Gay,NWE,22,RCB,15,9,2,23,0,13,6,0,1,2,41,1,0.0,34,29,5,1,,,GayxRa20
366,DeJuan Groce,STL,24,DB,11,4,0,0,0,0,4,,,,,0,0.0,29,29,0,2,,,GrocDe20
367,Clark Haggans,PIT,27,LOLB,13,13,0,0,0,0,1,2,0,1,0,0,6.0,37,29,8,7,,,HaggCl20
368,DeAngelo Hall,ATL,21,LCB,10,9,2,50,1,48,6,1,0,0,0,0,0.5,36,29,7,0,,,HallDe99
369,Spencer Johnson,MIN,23,LDT,9,7,0,0,0,0,1,0,1,0,0,0,1.0,40,29,11,3,,,JohnSp20
370,Alvin McKinley,CLE,26,DT,16,2,0,0,0,0,1,0,0,2,0,0,3.0,49,29,20,5,,,McKiAl20
371,Donnie Nickey,TEN,24,SS,15,6,0,0,0,0,1,,,,,,0.0,38,29,9,1,,,NickDo20
372,Adewale Ogunleye,CHI,27,LDE,12,12,0,0,0,0,2,1,0,1,7,0,5.0,38,29,9,7,,1,OgunAd00
373,Derrick Pope,MIA,22,LB,16,3,,,0,,,1,0,1,1,1,2.0,44,29,15,3,,,PopeDe20
374,Keiwan Ratliff,CIN,23,LCB,16,5,0,0,0,0,5,1,2,3,0,0,0.0,39,29,10,0,,,RatlKe20
375,Brady Smith,ATL,31,RDE,16,16,1,1,0,1,3,3,0,2,0,1,6.0,34,29,5,7,,,SmitBr21
376,Russell Stuvaints,PIT,24,DB,15,0,0,0,0,0,4,0,0,1,24,1,0.0,37,29,8,1,,,StuvRu20
377,Josh Williams,IND,28,RDT,16,15,0,0,0,0,1,1,0,2,0,0,0.0,36,29,7,1,,,WillJo30
378,David Bowens,MIA,27,LDE,16,15,0,0,0,0,6,3,0,0,0,0,7.0,43,28,15,7,,,BoweDa20
379,Vinny Ciurciu,CAR,24,LB,16,4,,,0,,,,,,,,0.0,37,28,9,2,,,CiurVi20
380,Kenny Mixon,MIN,29,LDE,14,14,0,0,0,0,2,,,,,0,2.5,46,28,18,3,,,MixoKe20
381,Willie Pile,KAN,24,SS,16,5,0,0,0,0,2,,,,,,0.0,36,28,8,1,,,PileWi20
382,Sam Rayburn,PHI,24,DT,16,2,0,0,0,0,1,2,0,0,0,0,6.0,30,28,2,7,,,RaybSa20
383,Bryan Thomas,NYJ,25,RDE,14,6,0,0,0,0,1,,,,,0,1.5,43,28,15,6,,,ThomBr21
384,Cedric Woodard,SEA,27,LDT,16,16,,,0,,,1,0,1,0,0,1.0,49,28,21,3,,,WoodCe20
385,Sam Adams*,BUF,31,LDT,16,16,1,0,0,0,3,,,,,0,5.0,42,27,15,11,,,AdamSa00
386,Brentson Buckner,CAR,33,LDT,15,15,1,8,0,8,5,1,0,0,0,0,3.5,41,27,14,5,,,BuckBr20
387,Chris Cash,DET,24,LCB,11,5,1,0,0,0,4,1,0,0,0,0,0.0,31,27,4,0,,,CashCh20
388,Antonio Cochran,SEA,28,RDE,16,7,1,0,0,0,3,3,0,1,0,0,6.5,36,27,9,6,,,CochAn20
389,Anthony Floyd,IND,23,DB,11,2,0,0,0,0,2,,,,,,0.0,40,27,13,0,,,FloyAn20
390,Ed Jasper,ATL,31,RDT,12,12,,,0,,,2,0,2,0,0,2.0,34,27,7,5,,,JaspEd20
391,Joe Jefferson,IND,24,DB,9,3,1,0,0,0,3,2,0,0,0,0,0.0,32,27,5,0,,,JeffJo20
392,William Joseph,NYG,25,DT,15,4,0,0,0,0,2,,,,,0,2.0,33,27,6,12,,,JoseWi20
393,Jevon Kearse,PHI,28,LDE,14,14,0,0,0,0,6,2,0,1,0,0,7.5,31,27,4,6,,,KearJe00
394,Eddie Moore,MIA,24,LB,13,3,0,0,0,0,2,0,0,2,0,0,0.0,35,27,8,1,,,MoorEd20
395,Samari Rolle,TEN,28,RCB,12,11,1,0,0,0,7,0,0,2,5,0,0.0,28,27,1,0,,,RollSa00
396,Chad Scott,PIT,30,LCB,7,7,1,23,0,23,7,,,,,0,0.0,29,27,2,1,,,ScotCh20
397,Gary Stills,KAN,30,DE,16,0,,,0,,,0,0,2,0,0,2.5,30,27,3,3,,,StilGa00
398,Vince Wilfork,NWE,23,NT,16,6,0,0,0,0,3,0,0,2,0,0,2.0,42,27,15,1,,,WilfVi20
399,Grant Wistrom,SEA,28,RDE,9,9,0,0,0,0,4,1,0,1,0,0,3.5,38,27,11,6,,,WistGr20
400,Rocky Bernard,SEA,25,DT,14,1,0,0,0,0,6,0,0,1,0,0,3.5,39,26,13,5,,,BernRo20
401,Chad Brown,SEA,34,RLB,7,7,,,0,,,1,0,1,15,0,1.0,37,26,11,2,,,BrowCh04
402,Kevin Carter,TEN,31,LDT,16,16,0,0,0,0,1,1,0,1,0,0,6.0,49,26,23,7,,,CartKe00
403,Barry Gardner,CLE,28,MLB,14,5,1,30,0,30,2,0,0,1,0,0,0.0,41,26,15,0,,,GardBa20
404,Barrett Green,NYG,27,RLB,10,9,0,0,0,0,3,2,0,2,16,1,0.0,39,26,13,0,,,GreeBa20
405,Carlos Hall,TEN,25,RDE,14,14,0,0,0,0,1,0,0,1,0,0,2.5,41,26,15,7,,,HallCa20
406,Michael Haynes,CHI,24,DE,16,4,1,45,1,45,3,,,,,0,2.0,32,26,6,5,,,HaynMi20
407,Albert Haynesworth,TEN,23,RDT,10,10,0,0,0,0,3,2,0,0,0,0,1.0,37,26,11,8,,,HaynAl20
408,Tim Johnson,OAK,26,LB,16,0,1,8,0,8,4,,,,,0,0.5,39,26,13,2,,,JohnTi21
409,Kevin McCadam,ATL,25,DB,16,2,,,0,,,0,0,1,0,0,0.0,29,26,3,1,,,McCaKe20
410,Eric Ogbogu,DAL,29,DE,15,1,0,0,0,0,1,1,0,1,0,0,4.5,31,26,5,4,,,OgboEr20
411,Will Poole,MIA,23,DB,15,1,0,0,0,0,5,,,,,0,1.0,31,26,5,1,,,PoolWi20
412,Allen Rossum*,ATL,29,DB,16,1,2,22,0,14,5,0,2,1,0,0,1.0,29,26,3,1,,,RossAl99
413,Corey Simon,PHI,27,LDT,16,16,0,0,0,0,1,,,,,0,5.5,32,26,6,9,,,SimoCo00
