,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,,-additional
70,Malcolm Jenkins,NOR,24,FS,15,15,0,0,0,0,9,1,0,1,30,1,1.0,78,64,14,0,4,,JenkMa99
71,Paris Lenon,ARI,34,LILB,16,16,0,0,0,0,3,0,0,1,0,0,3.0,93,64,29,5,5,,LenoPa20
72,Joe Mays,DEN,26,RILB,16,12,0,0,0,0,2,,,,,,0.0,75,64,11,8,3,,MaysJo99
73,Troy Polamalu*+,PIT,30,SS,16,16,2,33,0,33,14,0,0,1,16,1,1.0,91,64,27,7,4,,PolaTr99
74,Takeo Spikes,SDG,35,LILB,16,16,1,45,0,45,3,,,,,0,1.0,106,64,42,5,1,,SpikTa00
75,Charles Woodson*+,GNB,35,LCB,15,15,7,63,1,30,17,1,0,1,-1,0,2.0,75,63,12,4,3,,WoodCh00
76,Mathias Kiwanuka,NYG,28,LLB,16,15,1,9,0,9,2,1,0,1,0,0,3.5,84,62,22,14,9,,KiwaMa20
77,Amari Spievey,DET,23,SS,15,15,3,47,0,30,4,0,0,1,0,0,1.0,70,62,8,0,2,,SpieAm99
78,Jovan Belcher,KAN,24,LILB,16,16,0,0,0,0,1,,,,,,0.0,87,61,26,2,1,,BelcJo00
79,Chris Harris Jr.,DEN,22,DB,16,4,1,15,0,15,6,0,0,1,0,0,0.0,71,61,10,1,2,,HarrCh01
80,Gerald Sensabaugh,DAL,28,FS,16,16,2,11,0,11,3,2,0,2,0,0,0.0,75,61,14,0,0,,SensGe20
81,Cary Williams,BAL,27,RCB,16,16,0,0,0,0,18,2,,,,,0.0,78,61,17,1,0,,WillCa99
82,Jabari Greer,NOR,29,LCB,16,16,1,2,0,2,18,,,,,0,0.0,71,60,11,3,0,,GreeJa22
83,A.J. Jefferson,ARI,23,LCB,16,7,1,0,0,0,12,0,0,1,17,0,0.0,66,60,6,1,0,,JeffA.00
84,Michael Griffin,TEN,26,FS,16,16,2,0,0,0,7,1,0,0,0,0,0.0,75,59,16,3,0,,GrifMi99
85,Reggie Nelson,CIN,28,FS,16,16,4,115,1,75,12,2,0,0,0,0,2.0,85,59,26,4,6,,NelsRe99
86,Patrick Peterson*+,ARI,21,RCB,16,16,2,1,0,1,13,0,4,2,-1,0,1.0,64,59,5,1,1,,PetePa00
87,Kenny Phillips,NYG,25,SS,15,15,4,50,0,31,11,1,0,0,0,0,0.0,82,59,23,1,2,,PhilKe99
88,Glover Quin,HOU,25,SS,16,16,0,0,0,0,9,0,0,1,0,0,0.0,77,59,18,2,0,,QuinGl99
89,Reed Doughty,WAS,29,SS/FS,16,11,,,0,,,2,0,1,0,0,0.0,88,58,30,2,0,,DougRe20
90,Cortland Finnegan,TEN,27,RCB,16,16,1,8,0,8,11,0,0,1,0,0,1.0,75,58,17,6,3,,FinnCo20
91,Mason Foster,TAM,22,MLB,16,15,1,0,0,0,2,1,0,1,0,0,2.0,84,58,26,5,4,,FostMa00
92,Jerod Mayo,NWE,25,MLB,14,13,2,4,0,2,4,1,0,0,0,0,1.0,95,58,37,4,6,,MayoJe99
93,Jacquian Williams,NYG,23,LB,16,2,0,0,0,0,4,1,0,3,0,0,1.0,78,58,20,2,1,,WillJa02
94,Jo-Lonn Dunbar,NOR,26,LILB,16,14,0,0,0,0,6,2,0,0,0,0,1.0,79,57,22,4,1,,DunbJo20
95,Kurt Coleman,PHI,23,SS,15,13,4,60,0,35,5,1,0,0,0,0,0.0,78,56,22,1,2,,ColeKu99
96,Matt Giordano,OAK,29,FS,15,9,5,130,0,62,5,1,0,0,0,0,1.0,70,56,14,1,3,,GiorMa20
97,Steve Gregory,SDG,28,SS,15,13,1,26,1,26,3,,,,,0,0.0,67,56,11,0,1,,GregSt20
98,Ahtyba Rubin,CLE,25,RDT,16,16,,,0,,,,,,,0,5.0,83,56,27,4,12,,RubiAh99
99,E.J. Biggers,TAM,24,DB,16,6,1,0,0,0,10,,,,,0,0.0,61,55,6,0,0,,BiggE.99
100,Dashon Goldson*,SFO,27,FS,14,14,6,53,0,21,9,1,0,1,0,0,0.0,67,55,12,1,1,,GoldDa99
101,Cedric Griffin,MIN,29,RCB,16,14,1,0,0,0,9,3,0,0,0,0,0.0,67,55,12,1,0,,GrifCe20
102,Bernard Pollard,BAL,27,SS,16,13,1,0,0,0,13,3,0,1,0,0,2.0,75,55,20,2,3,,PollBe20
103,Dan Connor,CAR,26,MLB,15,11,,,0,,,1,,,,,0.0,75,54,21,3,0,,ConnDa99
104,Abram Elam,DAL,30,SS,16,16,,,0,,,1,0,1,1,0,0.0,68,54,14,4,0,,ElamAb20
105,James Farrior,PIT,36,LILB,14,14,0,0,0,0,3,,,,,0,2.0,78,54,24,2,5,,FarrJa99
106,Colin McCarthy,TEN,22,MLB,13,7,1,0,0,0,3,2,0,2,0,0,0.0,68,54,14,5,2,,McCaCo00
107,Bart Scott,NYJ,31,LILB,16,15,0,0,0,0,1,1,0,1,9,0,4.5,66,54,12,9,8,,ScotBa20
108,Lardarius Webb,BAL,26,LCB,16,15,5,81,1,73,20,1,2,2,0,0,1.0,67,54,13,1,2,,WebbLa99
109,Calais Campbell,ARI,25,LDE,16,16,1,0,0,0,10,2,0,1,0,0,8.0,72,53,19,13,17,,CampCa99
110,Justin Durant,DET,26,LLB,13,12,0,0,0,0,1,1,0,0,0,0,1.0,68,53,15,7,2,,DuraJu99
111,Joe Haden,CLE,22,LCB,15,15,0,0,0,0,19,1,0,1,0,0,1.0,65,53,12,2,1,,HadeJo99
112,A.J. Hawk,GNB,27,LILB,14,14,0,0,0,0,3,,,,,0,1.5,84,53,31,4,3,,HawkA.20
113,Rey Maualuga,CIN,24,MLB,13,13,1,2,0,2,2,3,0,1,0,0,0.0,88,53,35,3,0,,MauaRe99
114,Calvin Pace,NYJ,31,ROLB,16,16,1,8,0,8,3,3,0,1,0,0,4.5,72,53,19,7,11,,PaceCa20
115,Tramon Williams,GNB,28,RCB,15,15,4,92,1,43,22,0,0,1,0,0,0.0,64,53,11,2,1,,WillTr99
116,Craig Dahl,STL,26,DB,16,3,1,-3,0,-3,1,2,0,0,0,0,0.0,61,52,9,0,2,,DahlCr99
117,Sean Smith,MIA,24,LCB,16,16,2,7,0,7,7,,,,,0,0.0,62,52,10,0,0,,SmitSe99
118,Kamerion Wimbley,OAK,28,RLB,16,16,1,73,0,73,3,,,,,0,7.0,63,52,11,15,20,,WimbKa20
119,Brandon Browner*,SEA,27,RCB,16,16,6,220,2,94,23,,,,,0,0.0,54,51,3,1,0,,BrowBr00
120,Bryan Scott,BUF,30,LB,16,7,2,43,1,43,6,0,0,1,0,1,1.0,66,51,15,4,1,,ScotBr20
121,Anthony Spencer,DAL,27,LOLB,16,15,0,0,0,0,1,4,0,0,0,0,6.0,66,51,15,12,17,,SpenAn99
122,Usama Young,CLE,26,FS,16,8,1,28,0,28,1,,,,,0,0.0,70,51,19,4,0,,YounUs99
123,Akeem Ayers,TEN,22,LLB,16,16,0,0,0,0,1,1,0,1,0,0,2.0,76,50,26,6,4,,AyerAk00
124,Kavell Conner,IND,24,RLB,16,15,0,0,0,0,2,1,0,1,0,0,0.0,104,50,54,7,1,,ConnKa99
125,Sherrod Martin,CAR,27,FS,16,16,3,16,0,15,8,,,,,0,0.0,68,50,18,1,2,,MartSh99
126,Jameel McClain,BAL,26,LILB,16,16,1,8,0,8,4,0,0,2,6,1,1.0,84,50,34,3,1,,McClJa01
127,Von Miller*,DEN,22,LILB,15,15,0,0,0,0,4,2,0,0,0,0,11.5,64,50,14,19,29,,MillVo00
128,Terrell Suggs*+,BAL,29,LOLB,16,16,2,9,0,9,6,7,0,0,0,0,14.0,70,50,20,20,23,,SuggTe99
129,K.J. Wright,SEA,22,RLB,16,12,0,0,0,0,3,1,0,1,30,0,2.0,65,50,15,10,4,,WrigK.00
130,Nate Clements,CIN,32,LCB,15,15,2,5,0,7,12,2,1,2,0,0,1.0,55,49,6,4,4,,ClemNa99
131,William Gay,PIT,26,LCB,16,15,2,12,0,12,13,0,0,1,2,0,0.0,61,49,12,4,0,,GayxWi99
132,Chris Gocong,CLE,28,RLB/LLB,16,16,0,0,0,0,3,2,0,1,0,0,3.5,70,49,21,8,7,,GocoCh99
133,Reshad Jones,MIA,23,FS,15,12,1,1,0,1,4,,,,,0,2.0,67,49,18,3,2,,JoneRe99
134,Jacob Lacey,IND,24,LCB,15,10,1,32,1,32,6,3,0,1,4,0,0.0,73,49,24,1,0,,LaceJa99
135,J.J. Watt,HOU,22,LDE,16,16,0,0,0,0,4,0,0,2,2,0,5.5,56,49,7,13,19,,WattJ.00
136,Donte Whitner,SFO,26,SS,15,15,2,48,0,48,10,1,0,3,3,0,0.0,62,49,13,2,3,,WhitDo20
137,Jared Allen*+,MIN,29,RDE,16,16,1,14,0,14,3,4,0,4,6,0,22.0,66,48,18,21,32,1,AlleJa22
138,Quincy Black,TAM,27,LLB,14,12,1,0,0,0,1,1,0,0,0,0,0.0,59,48,11,6,0,,BlacQu99
139,Aaron Curry,2TM,25,LB/LLB,16,11,0,0,0,0,5,0,0,2,6,1,0.0,68,48,20,5,3,,CurrAa99
140,Tamba Hali*,KAN,28,ROLB,16,16,,,0,,,4,0,0,0,0,12.0,66,48,18,12,27,,HaliTa20
141,James Harrison*,PIT,33,ROLB,11,11,,,0,,,2,0,0,0,0,9.0,59,48,11,13,16,,HarrJa23
142,Kendrick Lewis,KAN,23,FS,16,16,3,119,1,59,10,1,0,1,0,0,0.0,60,48,12,0,0,,LewiKe00
143,DeMarcus Ware*+,DAL,29,ROLB,16,16,0,0,0,0,2,2,0,1,0,0,19.5,58,48,10,26,29,,WareDe99
144,Philip Wheeler,IND,27,LLB,13,11,,,0,,,,,,,0,1.0,85,48,37,3,1,,WheePh99
145,Adrian Wilson*,ARI,32,SS,16,16,1,17,0,17,14,1,0,0,0,0,0.0,65,48,17,8,3,,WilsAd99
146,Josh Wilson,WAS,26,RCB,16,16,2,0,0,0,15,1,0,1,4,0,0.0,62,48,14,0,0,,WilsJo99
147,Brandon Flowers,KAN,25,LCB,16,16,4,95,1,58,20,,,,,0,0.0,59,47,12,2,0,,FlowBr99
148,Justin King,STL,24,LCB,12,12,1,51,0,51,5,1,0,0,0,0,1.0,58,47,11,4,3,,KingJu99
149,Richard Sherman,SEA,23,LCB,16,10,4,45,0,33,17,1,0,0,0,0,0.0,55,47,8,0,0,,SherRi00
150,Nate Allen,PHI,24,FS,15,12,2,44,0,31,7,,,,,0,0.0,59,46,13,3,0,,AlleNa99
151,Antoine Cason,SDG,25,RCB,16,14,2,69,0,64,17,,,,,0,0.0,53,46,7,0,0,,CasoAn99
152,Justin Houston,KAN,22,LOLB,16,10,0,0,0,0,4,1,0,1,0,0,5.5,56,46,10,10,9,,HousJu00
153,James Ihedigbo,NWE,28,SS,16,12,0,0,0,0,1,,,,,,0.0,69,46,23,2,1,,IhedJa00
154,Aaron Ross,NYG,29,RCB,16,15,4,19,0,19,12,0,2,0,0,0,0.0,60,46,14,1,1,,RossAa99
155,Jamarca Sanford,MIN,26,SS,15,15,2,69,0,52,5,1,0,2,3,0,0.0,75,46,29,1,2,,SanfJa99
156,Kelvin Sheppard,BUF,23,LILB,16,9,0,0,0,0,1,0,0,1,0,0,0.0,70,46,24,3,2,1,ShepKe00
157,Asher Allen,MIN,23,LCB,12,9,1,3,0,3,3,,,,,0,0.0,49,45,4,0,0,,AlleAs99
158,Quinton Carter,DEN,23,FS,16,10,,,0,,,,,,,0,1.0,56,45,11,1,1,,CartQu01
159,Chris Crocker,CIN,31,SS,16,16,0,0,0,0,5,1,0,0,0,0,3.5,61,45,16,2,7,,CrocCh20
160,Deon Grant,NYG,32,DB,16,9,1,0,0,0,6,0,0,1,1,0,1.0,64,45,19,2,2,,GranDe21
161,Geno Hayes,TAM,24,RLB,16,13,1,8,0,8,2,2,0,0,0,0,0.0,64,45,19,5,0,,HayeGe98
162,Terence Newman,DAL,33,LCB,14,14,4,80,1,43,8,0,0,1,7,0,0.0,53,45,8,1,0,,NewmTe20
163,Justin Smith*+,SFO,32,RDE,16,16,0,0,0,0,2,3,0,1,0,0,7.5,58,45,13,6,20,,SmitJu20
164,Husain Abdullah,MIN,26,FS,9,9,1,32,0,32,5,,,,,0,1.0,49,44,5,3,1,,AbduHu99
165,Mike Adams,CLE,30,SS,16,16,3,33,0,29,6,1,0,1,0,0,0.0,64,44,20,0,0,,AdamMi21
166,Erin Henderson,MIN,25,RLB,15,11,0,0,0,0,2,2,0,0,0,0,1.5,70,44,26,7,3,,HendEr99
167,Chris Houston,DET,27,LCB,14,13,5,225,2,100,14,,,,,0,0.0,54,44,10,2,0,,HousCh99
168,Quentin Jammer,SDG,32,LCB,15,15,0,0,0,0,8,0,0,1,0,0,0.0,53,44,9,2,0,,JammQu20
169,Danieal Manning,HOU,29,FS,13,13,2,22,0,22,5,0,1,0,0,0,0.0,59,44,15,0,1,,MannDa21
170,Ed Reed*,BAL,33,FS,16,16,3,25,0,16,8,1,0,0,0,0,1.0,52,44,8,1,1,,ReedEd00
171,DeMeco Ryans,HOU,27,RILB,16,16,0,0,0,0,4,1,,,,,0.0,64,44,20,6,2,,RyanDe20
172,Rob Ninkovich,NWE,27,LLB,16,16,2,30,1,18,4,1,0,3,0,0,6.5,74,43,31,7,11,,NinkRo20
173,Jordan Senn,CAR,27,RLB,16,7,1,21,0,21,2,3,0,0,0,0,0.0,71,43,28,1,0,,SennJo00
174,Scott Shanle,NOR,32,ROLB,16,15,1,12,0,12,5,1,0,0,0,0,1.0,69,43,26,5,2,,ShanSc20
175,Alterraun Verner,TEN,23,DB,16,3,1,4,0,4,9,,,,,0,0.0,49,43,6,3,0,,VernAl99
176,Corey Webster,NYG,29,LCB,16,16,6,71,0,25,17,1,0,0,0,0,0.0,51,43,8,1,0,,WebsCo20
177,Ryan Kerrigan,WAS,23,RDE,16,16,1,9,1,9,4,4,0,0,0,0,7.5,64,42,22,9,14,,KerrRy00
178,Captain Munnerlyn,CAR,23,RCB,14,14,0,0,0,0,5,2,0,1,0,0,2.0,57,42,15,3,2,,MunnCa99
179,Tracy Porter,NOR,25,RCB,14,11,1,-7,0,-7,9,2,0,1,0,0,0.0,52,42,10,2,1,,PortTr99
180,Stanford Routt,OAK,28,LCB,16,15,4,7,0,3,15,,,,,0,0.0,49,42,7,2,0,,RoutSt20
181,Orlando Scandrick,DAL,24,RCB,13,7,1,0,0,0,5,,,,,0,2.0,49,42,7,4,4,,ScanOr99
182,Sam Shields,GNB,24,DB,15,7,4,68,0,60,12,1,0,0,0,0,0.0,45,42,3,0,0,,ShieSa00
183,Craig Steltz,CHI,25,SS,16,5,,,0,,,2,0,0,0,0,1.0,53,42,11,1,1,,StelCr99
184,Major Wright,CHI,23,SS,12,11,3,60,1,36,7,,,,,0,0.0,58,42,16,2,1,,WrigMa99
185,Jason Allen,HOU,28,DB,16,4,4,34,0,34,11,,,,,0,0.0,45,41,4,2,0,,AlleJa23
186,David Caldwell,IND,24,SS,16,13,0,0,0,0,4,,,,,,0.0,67,41,26,1,0,,CaldDa00
187,Trent Cole,PHI,29,RDE,14,14,0,0,0,0,1,1,0,0,0,0,11.0,44,41,3,14,17,,ColeTr20
188,Drayton Florence,BUF,31,RCB/LCB,16,16,3,64,1,30,12,1,0,1,0,0,0.0,50,41,9,0,0,,FlorDr20
189,Andre' Goodman,DEN,33,RCB,16,16,2,46,1,26,10,0,1,2,0,0,0.0,49,41,8,1,0,,GoodAn20
190,Israel Idonije,CHI,31,LDE,16,16,,,0,,,1,0,2,0,1,5.0,52,41,11,12,10,,IdonIs20
191,Sione Pouha,NYJ,32,NT,16,15,0,0,0,0,3,1,0,2,0,0,1.0,58,41,17,5,2,1,PouhSi20
192,Darrelle Revis*+,NYJ,26,LCB,16,16,4,184,1,100,21,,,,,0,0.0,52,41,11,1,0,,ReviDa99
193,Brian Rolle,PHI,23,LLB,16,13,0,0,0,0,4,1,0,1,22,1,1.0,54,41,13,6,4,,RollBr00
194,Erik Walden,GNB,26,ROLB,16,15,0,0,0,0,2,1,0,1,5,1,3.0,60,41,19,6,15,,WaldEr99
195,Will Witherspoon,TEN,31,RLB,16,14,1,7,0,7,3,1,0,2,2,0,2.0,56,41,15,5,4,,WithWi20
196,Jarret Johnson,BAL,30,ROLB,16,16,0,0,0,0,3,1,0,1,26,1,2.5,56,40,16,6,9,,JohnJa23
197,Rashad Johnson,ARI,25,FS,16,9,0,0,0,0,1,0,0,1,0,0,0.0,51,40,11,2,0,,JohnRa98
198,Johnathan Joseph*,HOU,27,RCB,15,15,4,40,0,29,15,1,0,0,0,0,0.0,44,40,4,2,0,,JoseJo20
199,Brandon Mebane,SEA,26,RDT,16,16,0,0,0,0,1,,,,,,0.0,56,40,16,7,4,,MebaBr99
200,Jeremy Mincey,JAX,28,RDE,16,16,1,5,0,5,1,4,0,1,0,0,8.0,57,40,17,10,17,,MincJe99
201,William Moore,ATL,26,SS,12,11,2,56,0,29,9,2,0,0,0,0,0.5,54,40,14,1,3,,MoorWi99
202,Carlos Rogers*,SFO,30,LCB,16,16,6,106,1,31,18,,,,,0,0.0,43,40,3,2,1,,RogeCa20
203,Barrett Ruud,TEN,28,MLB,9,9,1,4,0,4,3,,,,,0,0.0,57,40,17,2,1,,RuudBa20
204,Jabaal Sheard,CLE,22,LDE,16,16,0,0,0,0,2,5,0,1,5,0,8.5,55,40,15,9,9,,SheaJa00
205,Lito Sheppard,OAK,30,RCB,9,7,0,0,0,0,4,,,,,0,1.0,43,40,3,2,2,,ShepLi99
206,Will Allen,MIA,33,DB,15,6,0,0,0,0,3,,,,,,0.0,43,39,4,5,0,,AlleWi20
207,Brandon Carr,KAN,25,RCB,16,16,4,17,0,14,15,,,,,0,0.0,45,39,6,0,0,,CarrBr99
208,Jurrell Casey,TEN,22,RDT,16,15,0,0,0,0,1,1,0,1,0,0,2.5,52,39,13,7,6,,CaseJu00
209,Vontae Davis,MIA,23,RCB,12,12,4,60,0,28,9,,,,,0,1.0,43,39,4,2,2,,DaviVo99
210,Dunta Robinson,ATL,29,RCB,16,16,2,28,0,14,9,,,,,0,0.0,49,39,10,1,0,,RobiDu20
