,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,,-additional
98,Adam Jones,CIN,33,RCB,16,16,1,2,0,2,7,1,3,1,0,0,0.0,66,54,12,0,1,,JonePa20
99,Khalil Mack*+,OAK,25,RDE,16,16,1,6,1,6,3,5,0,3,1,0,11.0,73,54,19,14,26,,MackKh00
100,Keenan Robinson,NYG,27,MLB,16,6,0,0,0,0,7,,,,,,0.0,83,54,29,2,1,,RobiKe01
101,Brandon Carr,DAL,30,LCB,16,16,1,0,0,0,9,,,,,0,0.0,61,53,8,1,1,,CarrBr99
102,Korey Toomer,SDG,28,LILB,13,8,0,0,0,0,2,3,0,1,2,0,1.0,75,53,22,5,3,,ToomKo00
103,Artie Burns,PIT,21,LCB,16,9,3,13,0,9,13,,,,,0,0.0,65,52,13,2,0,,BurnAr00
104,Patrick Chung,NWE,29,SS,16,16,1,4,0,4,3,0,0,1,0,0,1.0,91,52,39,1,1,,ChunPa99
105,D'Qwell Jackson,IND,33,LILB,12,12,0,0,0,0,3,0,0,2,0,0,1.0,78,52,26,5,3,,JackDQ20
106,Rashaan Melvin,IND,27,LCB,15,9,0,0,0,0,7,2,0,1,0,0,0.0,60,52,8,1,0,,MelvRa00
107,Jalen Mills,PHI,22,DB,16,2,0,0,0,0,7,,,,,,0.0,62,52,10,0,0,,MillJa02
108,Josh Norman,WAS,29,RCB,16,16,3,38,0,35,19,2,0,0,0,0,0.0,67,52,15,2,1,,NormJo01
109,Ron Parker,KAN,29,FS,16,16,1,1,0,1,12,2,0,0,0,0,0.0,61,52,9,1,0,,ParkRo01
110,Kam Chancellor,SEA,28,SS,12,12,2,5,0,5,8,1,0,0,0,0,0.0,86,51,35,3,0,,ChanKa99
111,Brent Grimes,TAM,33,RCB,16,16,4,37,1,31,24,1,0,0,0,0,0.0,57,51,6,0,0,,GrimBr20
112,Casey Hayward*,SDG,27,RCB,16,14,7,102,1,31,20,,,,,0,0.0,58,51,7,1,0,,HaywCa00
113,Kareem Jackson,HOU,28,DB,14,13,1,42,1,42,4,,,,,0,0.0,62,51,11,3,0,,JackKa99
114,Vincent Rey,CIN,29,LLB,16,12,1,6,0,6,7,0,0,1,10,0,0.0,86,51,35,1,0,,ReyxVi00
115,Kenny Vaccaro,NOR,25,SS,11,11,2,30,0,30,5,2,0,1,0,0,1.0,68,51,17,5,8,,VaccKe00
116,Isa Abdul-Quddus,MIA,27,SS,15,15,2,16,0,9,5,,,,,0,1.0,78,50,28,2,5,,AbduIs00
117,Robert Alford,ATL,28,LCB,16,16,2,34,1,30,19,,,,,0,0.0,61,50,11,1,0,,AlfoRo00
118,Clayton Geathers,IND,24,FS,9,9,0,0,0,0,5,1,,,,,0.0,59,50,9,2,0,,GeatCl00
119,Ladarius Gunter,GNB,24,RCB,16,15,0,0,0,0,12,2,,,,,0.0,54,50,4,2,0,,GuntLa00
120,Lamarcus Joyner,LAR,26,DB,14,8,0,0,0,0,5,1,0,0,0,0,1.0,66,50,16,3,2,,JoynLa00
121,T.J. McDonald,LAR,25,SS,16,16,2,0,0,0,6,,,,,0,1.0,64,50,14,6,4,,McDoTJ00
122,Sio Moore,2TM,26,,8,7,0,0,0,0,1,2,,,,,0.0,65,50,15,5,2,,MoorSi00
123,Reggie Nelson*,OAK,33,FS,16,16,5,74,0,40,12,0,0,1,0,0,0.0,65,50,15,0,1,,NelsRe99
124,Tramaine Brock,SFO,28,LCB,16,16,1,39,0,39,14,1,0,0,0,0,0.0,59,49,10,5,0,,BrocTr00
125,George Iloka,CIN,26,FS,16,16,3,21,0,21,7,,,,,0,0.0,74,49,25,1,0,,IlokGe00
126,Dwight Lowery,SDG,30,FS,16,16,1,25,0,25,9,1,0,1,36,1,0.0,60,49,11,1,0,,LoweDw99
127,Nathan Stupar,NOR,28,MLB,16,6,1,0,0,0,2,2,0,2,0,0,1.0,59,49,10,1,1,,StupNa01
128,Danny Trevathan,CHI,26,RILB,9,8,0,0,0,0,4,,,,,0,1.0,66,49,17,1,1,,TrevDa00
129,Donte Whitner,WAS,31,SS,11,9,,,0,,,1,,,,,0.0,66,49,17,0,1,,WhitDo20
130,A.J. Bouye,HOU,25,RCB,15,11,1,0,0,0,16,,,,,0,1.0,63,48,15,2,1,,BouyA.00
131,Malcolm Butler,NWE,26,LCB,16,16,4,28,0,21,17,1,0,2,2,0,1.0,63,48,15,1,1,,ButlMa01
132,Eric Reid,SFO,25,FS,10,10,1,13,0,13,5,1,0,0,0,0,0.0,62,48,14,0,5,,ReidEr00
133,Eric Weddle*,BAL,31,SS,16,16,4,92,0,53,13,1,0,0,0,0,1.0,89,48,41,1,1,,WeddEr99
134,James Bradberry,CAR,23,LCB,13,13,2,21,0,5,10,,,,,0,0.0,59,47,12,3,0,,BradJa00
135,Ross Cockrell,PIT,25,RCB,16,16,0,0,0,0,14,0,0,1,0,0,0.0,62,47,15,3,1,,CockRo00
136,E.J. Gaines,LAR,24,RCB,11,10,0,0,0,0,7,1,0,1,0,0,0.0,56,47,9,0,1,,GainE.00
137,Micah Hyde,GNB,26,DB,16,11,3,11,0,11,9,0,1,2,0,0,1.0,58,47,11,3,2,,HydeMi00
138,Bruce Irvin,OAK,29,LLB,16,16,0,0,0,0,1,6,0,0,0,0,7.0,57,47,10,9,25,,IrviBr00
139,Edwin Jackson,IND,25,RILB,16,8,,,0,,,,,,,0,2.0,66,47,19,1,2,,JackEd00
140,Malcolm Jenkins,PHI,29,SS,16,16,3,98,2,64,9,0,0,1,0,0,1.0,72,47,25,3,3,,JenkMa99
141,Trumaine Johnson,LAR,26,LCB,14,14,1,0,0,0,11,0,0,1,0,0,0.0,57,47,10,3,0,,JohnTr05
142,Blake Martinez,GNB,22,RILB,13,9,1,4,0,4,4,,,,,0,1.0,69,47,22,4,1,,MartBl01
143,Corey Nelson,DEN,24,RILB,16,5,0,0,0,0,5,0,0,1,0,0,0.0,68,47,21,2,2,,NelsCo00
144,Keith Tandy,TAM,27,SS,16,5,4,28,0,28,9,0,0,1,0,0,0.0,58,47,11,2,0,,TandKe00
145,Jaquiski Tartt,SFO,24,FS,15,6,0,0,0,0,3,,,,,0,1.0,61,47,14,4,3,,TartJa00
146,Prince Amukamara,JAX,27,LCB,14,12,0,0,0,0,6,,,,,,0.0,49,46,3,1,0,,AmukPr00
147,Melvin Ingram,SDG,27,LOLB,16,16,0,0,0,0,5,5,0,0,0,0,8.0,60,46,14,10,19,,IngrMe00
148,Nevin Lawson,DET,25,RCB,16,16,0,0,0,0,9,,,,,,0.0,57,46,11,0,0,,LawsNe00
149,Jamar Taylor,CLE,26,RCB,15,14,3,43,0,29,13,,,,,0,0.0,57,46,11,0,1,,TaylJa01
150,Olivier Vernon,NYG,26,RDE,16,16,,,0,,,1,0,1,0,0,8.5,64,46,18,17,23,,VernOl00
151,Kevin Byard,TEN,23,FS,16,7,0,0,0,0,4,,,,,0,1.0,59,45,14,5,5,,ByarKe01
152,Darron Lee,NYJ,22,LILB,13,9,0,0,0,0,3,,,,,0,1.0,73,45,28,3,3,,LeexDa00
153,Tony Lippett,MIA,24,RCB,16,13,4,0,0,0,10,,,,,0,0.0,67,45,22,1,0,,LippTo00
154,Patrick Peterson*,ARI,26,LCB,16,16,3,27,0,25,6,0,1,1,0,0,0.0,51,45,6,1,0,,PetePa00
155,Tracy Porter,CHI,30,LCB,16,15,2,28,0,25,9,1,0,0,0,0,0.0,48,45,3,0,0,,PortTr99
156,Calvin Pryor,NYJ,24,SS,15,15,0,0,0,0,6,1,,,,,0.0,62,45,17,4,1,,PryoCa00
157,Andrew Sendejo,MIN,29,SS,14,14,2,18,0,16,4,0,1,2,5,0,0.5,69,45,24,0,1,,SendAn00
158,Jackrabbit Jenkins*,NYG,28,RCB,15,15,3,26,0,23,18,1,1,0,0,0,1.0,49,44,5,5,1,,JenkJa03
159,Karl Joseph,OAK,23,SS,12,9,1,21,0,21,6,0,0,1,0,0,0.0,60,44,16,1,0,,JoseKa00
160,Sterling Moore,NOR,26,RCB,13,12,2,8,0,8,13,,,,,0,0.0,56,44,12,1,0,,MoorSt00
161,Xavier Rhodes*,MIN,26,RCB,14,14,5,133,1,100,11,1,0,0,0,0,0.0,52,44,8,2,0,,RhodXa00
162,Michael Wilhoite,SFO,30,RILB,16,6,0,0,0,0,2,1,0,1,0,0,0.5,55,44,11,1,1,,WilhMi00
163,Shareece Wright,BAL,29,LCB,12,9,0,0,0,0,6,0,0,1,0,0,0.0,52,44,8,4,0,,WrigSh00
164,Tavon Young,BAL,22,LCB,16,11,2,22,0,16,8,0,0,1,0,0,0.0,53,44,9,2,1,,YounTa01
165,Jahleel Addae,SDG,26,SS,8,8,1,90,1,90,4,,,,,0,0.0,50,43,7,3,0,,AddaJa00
166,DeForest Buckner,SFO,22,LDE,15,15,0,0,0,0,1,0,0,2,0,0,6.0,73,43,30,7,18,,BuckDe00
167,Byron Maxwell,MIA,28,LCB,13,13,2,29,0,27,15,4,0,0,0,0,0.0,53,43,10,1,0,,MaxwBy00
168,Brian Poole,ATL,24,DB,16,9,1,24,0,24,9,0,0,2,10,0,1.0,59,43,16,5,3,,PoolBr01
169,Darrelle Revis,NYJ,31,RCB,15,15,1,51,0,51,5,,,,,0,0.0,53,43,10,1,0,,ReviDa99
170,Darius Slay,DET,25,LCB,13,13,2,24,0,13,13,1,0,0,0,0,1.0,44,43,1,1,1,,SlayDa00
171,Michael Thomas,MIA,26,FS,16,8,0,0,0,0,1,2,0,1,27,0,1.0,58,43,15,3,3,,ThomMi02
172,Jimmie Ward,SFO,25,RCB,11,10,1,8,0,8,12,1,0,1,0,0,1.0,53,43,10,2,1,,WardJi01
173,Phillip Gaines,KAN,25,RCB,11,5,1,0,0,0,7,2,0,0,0,0,0.0,44,42,2,1,0,,GainPh00
174,William Gay,PIT,31,LCB,16,9,1,0,0,0,7,1,0,0,0,0,1.0,58,42,16,3,0,,GayxWi99
175,Stephon Gilmore*,BUF,26,RCB,15,15,5,135,0,49,12,,,,,0,0.0,48,42,6,0,0,,GilmSt00
176,Spencer Paysinger,MIA,28,LB,15,3,0,0,0,0,3,0,0,2,0,0,0.0,59,42,17,0,2,,PaysSp00
177,Daimion Stafford,TEN,25,S,15,6,1,4,0,4,2,0,0,1,0,0,1.0,52,42,10,2,2,,StafDa00
178,Trae Waynes,MIN,24,DB,15,8,3,4,0,4,11,,,,,0,0.0,50,42,8,1,0,,WaynTr00
179,Kyle Williams*,BUF,33,LDE,15,15,,,0,,,,,,,0,5.0,64,42,22,11,15,,WillKy20
180,Wesley Woodyard,TEN,30,LILB,16,10,1,21,0,21,5,,,,,0,2.0,57,42,15,6,4,,WoodWe20
181,Eli Apple,NYG,21,LCB,14,11,1,0,0,0,7,1,0,2,0,0,0.0,51,41,10,4,0,,ApplEl00
182,Ahmad Brooks,SFO,32,LOLB,16,16,0,0,0,0,4,1,0,0,0,0,6.0,53,41,12,10,8,,BrooAh21
183,Nolan Carroll,PHI,29,RCB,16,16,1,0,0,0,11,1,0,0,0,0,0.0,55,41,14,0,0,,CarrNo00
184,Markus Golden,ARI,25,DE,16,3,0,0,0,0,1,4,0,0,0,0,12.5,51,41,10,16,22,,GoldMa00
185,Brandon Graham,PHI,28,LDE,16,16,0,0,0,0,1,2,0,1,4,0,5.5,59,41,18,14,22,,GrahBr99
186,Dominique Rodgers-Cromartie,NYG,30,LCB,15,9,6,28,0,28,21,1,0,0,0,0,1.0,49,41,8,2,1,,RodgDo99
187,Ndamukong Suh*,MIA,29,LDT,16,16,0,0,0,0,6,0,0,1,0,0,5.0,72,41,31,11,17,,SuhxNd99
188,Anthony Brown,DAL,23,RCB,16,9,1,0,0,0,8,1,0,0,0,0,0.0,55,40,15,2,0,,BrowAn02
189,Jadeveon Clowney*,HOU,23,RDE,14,14,0,0,0,0,2,1,0,0,0,0,6.0,52,40,12,16,17,,ClowJa00
190,Ken Crawley,NOR,23,RCB,15,5,0,0,0,0,8,1,0,1,0,0,0.0,43,40,3,2,0,,CrawKe02
191,Quandre Diggs,DET,23,DB,12,4,0,0,0,0,1,1,,,,,0.0,44,40,4,2,1,,DiggQu00
192,Neville Hewitt,MIA,23,RLB,16,5,0,0,0,0,1,0,1,1,0,0,1.0,64,40,24,4,1,,HewiNe00
193,Cameron Jordan,NOR,27,RDE,16,16,0,0,0,0,6,1,0,0,0,0,7.5,58,40,18,17,24,,JordCa00
194,Devon Kennard,NYG,25,LLB,16,9,0,0,0,0,1,1,0,1,0,0,1.0,61,40,21,4,5,,KennDe00
195,Cre'von LeBlanc,CHI,22,RCB,13,9,2,24,1,24,10,,,,,0,0.0,44,40,4,0,1,,LeBlCr01
196,Briean Boddy-Calhoun,CLE,23,SS,14,6,3,94,1,67,11,0,1,0,0,0,1.0,43,39,4,2,1,,BoddBr01
197,Marcus Gilchrist,NYJ,28,FS,13,13,2,25,0,25,3,1,0,0,0,0,0.0,55,39,16,1,0,,GilcMa00
198,James Harrison,PIT,38,ROLB,15,7,1,0,0,0,1,2,0,0,0,0,5.0,53,39,14,9,9,,HarrJa23
199,Anthony Hitchens,DAL,24,MLB,16,16,0,0,0,0,1,,,,,0,1.5,78,39,39,4,5,,HitcAn00
200,Brandon Marshall,DEN,27,RILB,11,11,0,0,0,0,3,,,,,,0.0,52,39,13,2,0,,MarsBr01
201,Quinten Rollins,GNB,24,DB,13,10,1,0,0,0,8,,,,,0,0.0,41,39,2,0,1,,RollQu00
202,Orlando Scandrick,DAL,29,DB,12,10,1,0,0,0,8,3,0,0,0,0,2.0,46,39,7,2,2,,ScanOr99
203,Buster Skrine,NYJ,27,LCB,14,14,1,51,0,51,6,0,1,0,0,0,1.0,47,39,8,1,1,,SkriBu00
204,Shaq Thompson,CAR,22,LLB,14,12,1,12,0,12,5,0,0,2,9,1,0.0,56,39,17,4,2,,ThomSh01
205,Maurice Alexander,LAR,25,FS,14,14,2,19,0,19,4,,,,,0,1.0,50,38,12,1,1,,AlexMa00
206,Tre Boston,CAR,24,FS,15,10,2,29,0,22,7,,,,,0,2.0,53,38,15,5,4,,BostTr00
207,Brian Cushing,HOU,29,LILB,13,13,0,0,0,0,1,,,,,,0.0,65,38,27,2,2,,CushBr99
208,Quintin Demps,HOU,31,SS,13,13,6,54,0,19,9,1,0,0,0,0,0.0,55,38,17,1,1,,DempQu99
209,Chandler Jones,ARI,26,LOLB,16,16,0,0,0,0,3,4,0,2,0,0,11.0,49,38,11,15,21,,JoneCh03
210,Johnathan Joseph,HOU,32,LCB,13,11,0,0,0,0,9,1,,,,,0.0,45,38,7,0,0,,JoseJo20
