,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,,-additional
211,Jon McGraw,KAN,30,FS,14,9,1,27,0,27,1,0,0,1,0,0,1.0,46,42,4,4,2,,McGrJo21
212,Mike Patterson,PHI,26,LDT,16,16,,,0,,,,,,,0,1.5,55,42,13,4,3,,PattMi20
213,Ed Reed*,BAL,31,FS,12,12,3,111,1,52,5,3,3,3,13,0,0.0,50,42,8,2,0,,ReedEd00
214,Randy Starks,MIA,26,RDE,16,16,,,0,,,0,0,1,0,0,7.0,56,42,14,10,17,,StarRa20
215,Philip Wheeler,IND,25,LLB,16,7,0,0,0,0,1,1,0,0,0,0,1.0,61,42,19,3,2,,WheePh99
216,Donte Whitner,BUF,24,SS/FS,10,8,2,104,1,76,5,,,,,0,0.0,57,42,15,2,1,,WhitDo20
217,Glenn Dorsey,KAN,24,RDE,15,14,0,0,0,0,2,0,0,3,0,0,1.0,54,41,13,3,3,,DorsGl99
218,Chris Kelsay,BUF,30,LDE,16,16,,,0,,,1,0,1,0,0,5.0,62,41,21,6,10,,KelsCh21
219,Brandon Mebane,SEA,24,LDT,15,15,,,0,,,,,,,0,1.5,49,41,8,8,6,,MebaBr99
220,Justin Smith*,SFO,30,RDE,16,16,0,0,0,0,1,2,0,2,0,0,6.0,55,41,14,11,15,,SmitJu20
221,Bryan Thomas,NYJ,30,LOLB,16,14,0,0,0,0,1,1,0,2,7,0,2.0,53,41,12,6,7,,ThomBr21
222,Marvin White,2TM,26,DB/SS,13,6,0,0,0,0,6,,,,,,0.0,53,41,12,0,0,,WhitMa99
223,Kyle Williams,BUF,26,RDT,14,14,,,0,,,1,0,0,0,0,4.0,66,41,25,14,13,,WillKy20
224,Josh Wilson,SEA,24,RCB,12,12,2,126,2,65,13,0,0,1,43,0,1.0,45,41,4,2,4,,WilsJo99
225,Chris Crocker,CIN,29,FS,13,13,2,38,0,20,9,1,0,0,0,0,0.0,52,40,12,1,0,,CrocCh20
226,Keith Ellison,BUF,25,LLB,8,8,0,0,0,0,2,,,,,,0.0,68,40,28,3,1,,ElliKe20
227,Andre' Goodman,DEN,31,RCB,16,16,5,65,0,30,17,0,0,1,30,1,1.0,44,40,4,1,3,,GoodAn20
228,Jabari Greer,NOR,27,LCB,9,8,2,59,1,48,13,,,,,0,0.0,43,40,3,1,2,,GreeJa22
229,Ken Hamlin,DAL,28,FS,12,12,0,0,0,0,2,,,,,,0.0,52,40,12,0,1,,HamlKe20
230,Brandon Johnson,CIN,26,LB,16,3,0,0,0,0,4,0,0,1,0,0,1.5,58,40,18,2,4,,JohnBr20
231,Terrence McGee,BUF,29,LCB,11,10,1,3,0,3,7,,,,,0,0.0,48,40,8,1,0,,McGeTe99
232,Antonio Pierce,NYG,31,MLB,9,9,0,0,0,0,3,1,0,1,3,0,1.0,55,40,15,4,4,,PierAn20
233,Benny Sapp,MIN,28,LCB,16,7,0,0,0,0,6,2,,,,,0.0,44,40,4,1,1,,SappBe20
234,Darryl Tapp,SEA,25,RDE,16,5,0,0,0,0,3,0,0,1,0,0,2.5,49,40,9,9,16,,TappDa20
235,Tim Dobbins,SDG,27,LB,14,2,1,13,0,13,1,1,0,0,0,0,1.0,55,39,16,2,2,,DobbTi20
236,Tavares Gooden,BAL,25,LILB,12,12,0,0,0,0,1,,,,,,0.0,47,39,8,2,2,,GoodTa99
237,James Hall,STL,32,RDE,14,14,0,0,0,0,1,,,,,0,4.5,42,39,3,6,9,,HallJa21
238,Chris Houston,ATL,25,RCB,12,10,1,4,0,4,9,,,,,0,0.0,47,39,8,1,0,,HousCh99
239,Rey Maualuga,CIN,22,LLB,15,15,0,0,0,0,2,3,0,0,0,0,1.0,63,39,24,6,1,,MauaRe99
240,Captain Munnerlyn,CAR,21,DB,15,4,0,0,0,0,1,1,2,2,0,0,0.0,44,39,5,0,0,,MunnCa99
241,Kevin Payne,CHI,26,SS,13,5,0,0,0,0,5,,,,,,0.0,46,39,7,0,0,,PaynKe99
242,Brodney Pool,CLE,25,SS,11,10,4,33,0,32,11,,,,,0,1.0,50,39,11,4,1,,PoolBr20
243,Asante Samuel*,PHI,28,LCB,16,16,9,117,0,37,16,1,0,1,0,0,0.0,40,39,1,1,0,,SamuAs20
244,Kroy Biermann,ATL,24,LB,16,2,,,0,,,1,0,2,4,1,5.0,49,38,11,8,8,,BierKr99
245,Phillip Buchanon,DET,29,RCB,13,11,0,0,0,0,4,2,1,1,0,0,1.0,43,38,5,2,0,,BuchPh20
246,Chris Carr,BAL,26,DB,16,4,2,24,0,13,4,2,2,0,4,0,1.5,44,38,6,3,3,,CarrCh22
247,Antoine Cason,SDG,23,DB,16,1,2,22,0,22,3,,,,,0,0.0,41,38,3,1,0,,CasoAn99
248,Hiram Eugene,OAK,29,DB,14,4,1,0,0,0,3,0,0,1,0,0,0.0,43,38,5,0,0,,EugeHi99
249,Victor Harris,PHI,23,FS,15,8,0,0,0,0,3,0,2,0,0,0,0.0,41,38,3,3,0,,HarrVi99
250,Anthony Henry,DET,33,LCB,14,6,2,26,0,26,7,,,,,0,0.0,46,38,8,0,0,,HenrAn20
251,Will Herring,SEA,26,LLB,16,6,0,0,0,0,1,1,0,1,0,0,0.0,46,38,8,5,0,,HerrWi99
252,Ben Leber,MIN,31,RLB,16,13,0,0,0,0,5,1,0,1,0,0,2.5,46,38,8,5,4,,LebeBe20
253,Paul Oliver,SDG,25,DB,16,3,1,34,0,34,3,0,0,1,40,1,1.0,49,38,11,2,1,,OlivPa20
254,Trevor Scott,OAK,25,LLB,16,6,,,0,,,,,,,0,7.0,43,38,5,11,12,,ScotTr99
255,Eric Smith,NYJ,26,DB,16,4,1,0,0,0,6,,,,,0,0.0,48,38,10,4,2,,SmitEr22
256,Marcus Stroud,BUF,31,LDT,15,15,0,0,0,0,8,0,0,1,0,0,2.0,56,38,18,7,4,,StroMa01
257,Mario Williams*,HOU,24,RDE,16,16,0,0,0,0,3,2,0,1,0,0,9.0,43,38,5,13,21,,WillMa22
258,Michael Adams,ARI,24,DB,16,1,1,17,0,17,4,,,,,0,0.0,40,37,3,0,0,,AdamMi98
259,Russell Allen,JAX,23,RLB,16,5,,,0,,,,,,,,0.0,47,37,10,3,0,,AlleRu00
260,Jonathan Babineaux,ATL,28,LDT,16,16,0,0,0,0,2,2,0,2,0,0,6.0,47,37,10,13,10,,BabiJo20
261,Atari Bigby,GNB,28,SS,13,11,4,14,0,14,8,,,,,0,0.0,49,37,12,0,1,,BigbAt20
262,Chase Blackburn,NYG,26,RLB,16,7,1,24,0,24,1,,,,,0,0.5,60,37,23,4,1,,BlacCh21
263,Tyler Brayton,CAR,30,LDE,15,15,0,0,0,0,1,2,0,1,0,0,5.0,46,37,9,6,11,,BrayTy20
264,Bobby Carpenter,DAL,26,LB,16,2,0,0,0,0,1,,,,,0,2.0,46,37,9,3,5,,CarpBo20
265,Tim Crowder,TAM,24,DE,15,4,0,0,0,0,2,0,0,1,0,0,3.5,43,37,6,2,7,,CrowTi99
266,LeRoy Hill,SEA,27,LLB,11,11,,,0,,,,,,,0,1.0,46,37,9,4,1,,HillLe20
267,Tommy Kelly,OAK,29,LDT,16,16,0,0,0,0,3,,,,,0,1.0,55,37,18,6,6,,KellTo21
268,Clay Matthews*,GNB,23,ROLB,16,13,0,0,0,0,7,1,0,3,46,1,10.0,51,37,14,17,21,,MattCl99
269,Brian Orakpo*,WAS,23,LLB,16,16,0,0,0,0,2,1,0,0,0,0,11.0,50,37,13,13,15,,OrakBr99
270,Will Smith,NOR,28,RDE,16,16,1,0,0,0,3,3,0,0,0,0,13.0,49,37,12,14,26,,SmitWi99
271,Jonathan Wilhite,NWE,25,LCB,14,8,2,17,0,17,5,0,0,1,0,0,0.0,45,37,8,1,0,,WilhJo99
272,Anthony Adams,CHI,29,RDT,16,8,0,0,0,0,1,0,0,2,3,0,2.0,44,36,8,3,6,,AdamAn20
273,Eric Barton,CLE,32,RILB,8,8,0,0,0,0,2,0,0,1,0,0,0.0,58,36,22,1,1,,BartEr20
274,Alex Brown,CHI,30,RDE,16,16,0,0,0,0,1,1,0,1,0,0,6.0,48,36,12,10,18,,BrowAl20
275,Calais Campbell,ARI,23,LDE,16,15,0,0,0,0,5,1,0,0,0,0,7.0,47,36,11,8,14,,CampCa99
276,Marques Douglas,NYJ,32,RDE,16,12,,,0,,,1,0,2,1,1,1.5,64,36,28,6,2,,DougMa20
277,Joselio Hanson,PHI,28,DB,12,1,2,8,0,6,8,0,0,1,12,0,0.5,47,36,11,4,1,,HansJo20
278,Bruce Johnson,NYG,22,DB,16,5,2,83,1,49,8,,,,,0,1.0,46,36,10,0,0,,JohnBr97
279,Jarret Johnson,BAL,28,ROLB,16,16,2,8,0,8,4,1,0,0,0,0,6.0,50,36,14,9,9,,JohnJa23
280,Brett Keisel,PIT,31,RDE,15,15,0,0,0,0,2,1,0,2,0,0,3.0,54,36,18,4,5,,KeisBr20
281,Julius Peppers*,CAR,29,RDE,16,14,2,13,1,13,5,5,0,1,11,0,10.5,42,36,6,10,18,,PeppJu99
282,Carlos Rogers,WAS,28,LCB,16,15,0,0,0,0,12,0,0,2,18,0,0.0,39,36,3,1,0,,RogeCa20
283,David Vobora,STL,23,LLB,12,10,0,0,0,0,2,1,,,,,0.0,46,36,10,4,1,,VoboDa99
284,Tully Banta-Cain,NWE,29,LOLB,16,10,0,0,0,0,2,2,0,0,0,0,10.0,55,35,20,12,17,,BantTu20
285,Dwan Edwards,BAL,28,RDE,16,9,0,0,0,0,1,0,0,2,0,1,1.0,47,35,12,3,7,,EdwaDw20
286,Shaun Ellis*,NYJ,32,LDE,15,15,0,0,0,0,1,1,1,0,1,0,6.5,53,35,18,8,8,,ElliSh00
287,Chris Gocong,PHI,26,RLB,15,11,0,0,0,0,2,1,0,0,0,0,1.0,44,35,9,2,2,,GocoCh99
288,Charles Godfrey,CAR,24,FS,12,11,1,12,0,12,5,4,0,0,0,0,0.0,45,35,10,1,0,,GodfCh99
289,Paris Lenon,STL,32,RLB,15,10,0,0,0,0,1,3,,,,,0.0,42,35,7,3,0,,LenoPa20
290,Chike Okeafor,ARI,33,LOLB,13,13,0,0,0,0,1,,,,,0,4.5,47,35,12,5,7,,OkeaCh20
291,Clifton Ryan,STL,25,RDT,16,15,0,0,0,0,1,,,,,0,1.0,42,35,7,9,2,,RyanCl99
292,Fabian Washington,BAL,26,LCB,10,10,0,0,0,0,6,,,,,,0.0,37,35,2,2,0,,WashFa20
293,Jamar Williams,CHI,25,LB,16,2,0,0,0,0,2,1,,,,,0.0,43,35,8,0,1,,WillJa21
294,Tarell Brown,SFO,24,DB,16,4,2,52,0,51,8,,,,,0,0.0,40,34,6,0,1,,BrowTa99
295,Danny Clark,NYG,32,LLB,16,11,0,0,0,0,3,,,,,0,2.0,53,34,19,6,2,,ClarDa21
296,Dannell Ellerbe,BAL,24,LB,13,3,1,28,0,28,1,0,0,1,0,0,0.0,41,34,7,3,0,,ElleDa99
297,Terrance Knighton,JAX,23,RDT,16,16,0,0,0,0,1,1,0,1,0,0,1.5,45,34,11,6,2,,KnigTe99
298,Kaluka Maiava,CLE,22,LB,16,3,0,0,0,0,2,2,0,0,0,0,2.5,45,34,11,1,5,,MaiaKa99
299,Joey Porter,MIA,32,ROLB,14,14,0,0,0,0,1,1,0,1,0,0,9.0,41,34,7,10,13,,PortJo00
300,Aaron Schobel,BUF,32,RDE,16,16,1,26,1,26,4,3,0,1,0,0,10.0,56,34,22,17,17,,SchoAa99
301,Shawn Springs,NWE,34,LCB,12,8,1,8,0,8,4,,,,,0,0.0,39,34,5,0,0,,SpriSh00
302,Pat Williams,MIN,37,LDT,15,15,0,0,0,0,3,2,0,0,0,0,2.0,45,34,11,7,3,,WillPa20
303,Darius Butler,NWE,23,LCB,14,5,3,91,1,91,8,,,,,0,0.0,35,33,2,0,0,,ButlDa99
304,Jairus Byrd*,BUF,23,FS,14,11,9,118,0,37,11,,,,,0,0.0,45,33,12,0,0,,ByrdJa99
305,Na'il Diggs,CAR,31,LLB,14,11,0,0,0,0,1,1,,,,,0.0,39,33,6,3,2,,DiggNa20
306,Parys Haralson,SFO,25,ROLB,16,16,0,0,0,0,2,0,0,1,0,0,5.0,45,33,12,12,16,,HaraPa20
307,Spencer Johnson,BUF,28,DT,16,3,0,0,0,0,1,0,0,1,0,0,2.0,43,33,10,5,4,,JohnSp20
308,Justin King,STL,22,RCB,15,7,0,0,0,0,2,0,0,1,0,0,0.0,36,33,3,0,2,,KingJu99
309,Kendall Langford,MIA,23,LDE,16,13,0,0,0,0,1,1,0,0,0,0,2.5,43,33,10,3,5,,LangKe98
310,Chris Long,STL,24,DE,16,4,0,0,0,0,1,1,0,0,0,0,5.0,43,33,10,7,12,,LongCh99
311,Sione Pouha,NYJ,30,NT,16,14,0,0,0,0,1,,,,,,0.0,45,33,12,3,2,,PouhSi20
312,Jason Taylor,MIA,35,LOLB,16,15,1,0,0,0,5,3,0,1,48,1,7.0,42,33,9,9,10,,TaylJa03
313,Kyle Vanden Bosch*,TEN,31,RDE,16,16,0,0,0,0,1,2,0,0,0,0,3.0,45,33,12,7,14,,VandKy99
314,Ty Warren,NWE,28,LDE,13,12,0,0,0,0,1,,,,,0,1.0,46,33,13,2,5,,WarrTy20
315,H.B. Blades,WAS,25,LB,16,1,,,0,,,,,,,,0.0,41,32,9,0,0,,BladH.99
316,Randall Gay,NOR,27,LCB,14,7,1,25,0,25,5,,,,,0,1.0,37,32,5,2,2,,GayxRa20
317,Gerald McRath,TEN,23,LLB,16,5,1,1,0,1,1,,,,,0,0.0,47,32,15,2,1,,McRaGe99
318,James Sanders,NWE,26,FS,14,5,0,0,0,0,3,1,0,1,0,0,0.0,48,32,16,0,0,,SandJa21
319,Ernie Sims,DET,25,RLB,11,8,0,0,0,0,1,0,0,1,0,0,0.0,49,32,17,2,0,,SimsEr20
320,Sean Smith,MIA,22,RCB,16,16,0,0,0,0,12,0,0,1,0,0,0.0,39,32,7,0,0,,SmitSe99
321,Lardarius Webb,BAL,24,DB,14,4,0,0,0,0,6,,,,,0,1.0,35,32,3,5,1,,WebbLa99
322,Wesley Woodyard,DEN,23,LB,16,0,1,0,0,0,2,1,0,0,0,0,0.0,44,32,12,2,2,,WoodWe20
323,Brandon Chillar,GNB,27,LB,12,4,0,0,0,0,1,0,0,1,0,0,2.0,41,31,10,3,3,,ChilBr20
324,Antonio Cromartie,SDG,25,RCB,16,16,3,17,0,16,10,,,,,0,0.0,33,31,2,0,0,,CromAn20
325,Chris Draft,BUF,33,LB,11,3,1,0,0,0,1,,,,,0,1.0,45,31,14,3,2,,DrafCh20
326,Keyaron Fox,PIT,27,LB,16,3,1,82,1,82,1,0,0,1,5,0,0.0,44,31,13,1,0,,FoxxKe20
327,Corey Graham,CHI,24,DB,16,1,0,0,0,0,1,,,,,,0.0,35,31,4,0,1,,GrahCo99
328,Charles Grant,NOR,31,LDE,16,16,0,0,0,0,2,1,0,0,0,0,5.5,44,31,13,6,12,,GranCh21
329,William Hayes,TEN,24,LDE,16,11,,,0,,,2,0,0,0,0,4.0,51,31,20,9,11,,HayeWi99
330,Anthony Smith,2TM,26,DB,10,2,2,34,0,30,4,0,0,1,0,0,0.0,37,31,6,1,2,,SmitAn21
331,Vince Wilfork*,NWE,28,NT,13,13,0,0,0,0,3,1,,,,,0.0,43,31,12,4,0,,WilfVi20
332,John Abraham,ATL,31,LDE,16,15,0,0,0,0,1,1,0,0,0,0,5.5,35,30,5,6,14,,AbraJo00
333,Nnamdi Asomugha*,OAK,28,RCB,16,16,1,0,0,0,3,,,,,0,0.0,34,30,4,8,0,,AsomNn20
334,Tyron Brackenridge,JAX,25,RCB,16,5,0,0,0,0,4,2,0,1,12,0,0.0,33,30,3,1,0,,BracTy99
335,Jasper Brinkley,MIN,24,LB,16,4,,,0,,,1,,,,,0.0,31,30,1,2,0,,BrinJa99
336,Brodrick Bunkley,PHI,26,RDT,16,16,0,0,0,0,4,0,0,1,0,0,1.0,37,30,7,5,2,,BunkBr20
337,Nate Clements,SFO,30,LCB,7,6,1,8,0,8,7,0,1,0,0,0,0.0,35,30,5,2,0,,ClemNa99
338,Eric Foster,IND,24,DT,16,5,0,0,0,0,2,1,0,1,0,0,2.5,38,30,8,5,7,,FostEr20
339,Anthony Hargrove,NOR,26,RDT,16,6,0,0,0,0,3,1,0,3,1,1,5.0,40,30,10,,,,HargAn20
340,Derrick Johnson,KAN,27,LB,15,3,3,175,2,70,5,1,0,0,0,0,1.0,37,30,7,2,1,,JohnDe25
341,Aaron Kampman,GNB,30,LOLB,9,9,,,0,,,1,0,0,0,0,3.5,42,30,12,4,16,,KampAa99
342,Marquand Manuel,DET,30,SS,9,6,0,0,0,0,2,1,,,,,0.0,36,30,6,0,0,,ManuMa20
343,Juqua Parker,PHI,31,LDE,16,11,0,0,0,0,4,2,0,0,0,0,8.0,34,30,4,10,13,,ThomJu20
344,Richard Seymour,OAK,30,LDE,16,16,0,0,0,0,3,1,0,0,0,0,4.0,47,30,17,8,12,,SeymRi00
345,Stylez G. White,TAM,30,RDE,15,8,0,0,0,0,1,,,,,0,6.5,43,30,13,,,,WhitGr99
346,Justin Bannan,BAL,30,DT,16,2,,,0,,,,,,,,0.0,35,29,6,2,2,,BannJu20
347,Colin Cole,SEA,29,RDT,16,15,0,0,0,0,2,0,0,1,2,0,0.0,48,29,19,1,0,,ColeCo20
348,Al Harris,GNB,35,RCB,10,10,2,29,0,29,5,0,0,1,0,0,1.0,34,29,5,2,2,,HarrAl21
349,Albert Haynesworth,WAS,28,RDT,12,12,0,0,0,0,5,0,0,1,0,0,4.0,37,29,8,6,13,,HaynAl20
350,Damione Lewis,CAR,31,RDT,16,16,,,0,,,0,0,1,0,0,0.5,41,29,12,4,9,,LewiDa20
351,Rashean Mathis,JAX,29,RCB,10,10,3,46,0,29,7,2,0,1,0,0,0.0,33,29,4,0,1,,MathRa99
352,Igor Olshansky,DAL,27,RDE,16,14,,,0,,,,,,,0,1.5,40,29,11,2,4,,OlshIg20
353,Jay Ratliff*+,DAL,28,NT,16,16,,,0,,,2,0,4,0,0,6.0,40,29,11,11,8,,RatlJa20
354,Jeremiah Trotter,PHI,32,MLB,13,7,,,0,,,,,,,,0.0,32,29,3,1,0,,TrotJe00
355,Jimmy Wilkerson,TAM,28,LDE,15,15,0,0,0,0,2,2,0,0,0,0,6.0,46,29,17,3,14,,WilkJi20
356,Dominique Barber,HOU,23,FS,13,6,1,3,0,3,4,0,0,2,48,1,0.0,33,28,5,0,1,,BarbDo99
357,Tony Brown,TEN,29,RDT,15,15,0,0,0,0,1,3,0,1,0,0,5.0,38,28,10,8,12,,BrowTo25
358,Kenyon Coleman,CLE,30,LDE,13,13,0,0,0,0,2,,,,,0,1.5,38,28,10,4,2,,ColeKe20
359,Sean Considine,JAX,27,SS,11,6,1,25,0,25,4,0,0,1,0,0,0.0,35,28,7,2,0,,ConsSe20
360,Chris Horton,WAS,25,SS,8,5,0,0,0,0,3,1,0,1,0,0,0.0,37,28,9,2,0,,HortCh99
361,Ramon Humber,IND,22,LB,16,2,,,0,,,1,,,,,0.0,33,28,5,1,0,,HumbRa00
362,Lawrence Jackson,SEA,24,RDE,16,10,0,0,0,0,2,2,0,0,0,0,4.5,32,28,4,4,13,,JackLa98
363,Ken Lucas,SEA,30,RCB,16,6,1,0,0,0,2,,,,,0,0.0,34,28,6,0,0,,LucaKe20
364,Roy Miller,TAM,22,DT,15,1,0,0,0,0,1,,,,,0,2.0,34,28,6,4,6,,MillRo99
365,Reggie Torbor,MIA,28,LB,16,2,1,0,0,0,4,,,,,0,1.0,37,28,9,6,7,,TorbRe20
366,Cliff Avril,DET,23,RDE,13,11,0,0,0,0,3,3,0,0,0,0,5.5,41,27,14,5,9,,AvriCl99
367,Derrick Burgess,NWE,31,RDT,16,6,,,0,,,1,0,1,0,0,5.0,34,27,7,4,12,,BurgDe99
368,Moise Fokou,PHI,24,LB,16,4,0,0,0,0,1,0,0,2,0,0,0.0,39,27,12,0,0,,FokoMo99
369,Vincent Fuller,TEN,27,DB,13,1,3,71,2,45,7,,,,,0,1.0,33,27,6,3,1,,FullVi20
370,Jason Hunter,DET,26,LDE,14,9,0,0,0,0,3,0,0,2,0,0,5.0,34,27,7,9,11,,HuntJa24
371,Kelly Jennings,SEA,27,RCB,16,7,0,0,0,0,5,,,,,,0.0,30,27,3,0,0,,JennKe20
372,Freddy Keiaho,IND,27,LB,16,2,0,0,0,0,1,0,0,2,0,0,1.0,38,27,11,2,3,,KeiaFr20
373,Lawyer Milloy,SEA,36,DB,16,1,0,0,0,0,2,,,,,,0.0,34,27,7,0,2,,MillLa00
374,Shaun Rogers,CLE,30,NT,11,11,0,0,0,0,1,,,,,0,2.0,36,27,9,3,10,,RogeSh99
375,Tracy White,PHI,28,LB,16,0,1,5,0,5,3,0,0,1,0,0,0.0,36,27,9,2,2,,WhitTr20
376,Corey Williams,CLE,29,DT,16,2,0,0,0,0,4,1,0,0,0,0,4.0,31,27,4,5,12,,WillCo21
377,Alan Ball,DAL,24,DB,16,3,0,0,0,0,3,,,,,,0.0,31,26,5,0,0,,BallAl99
378,Dre' Bly,SFO,32,LCB,16,6,3,66,0,31,13,2,1,3,3,0,1.0,29,26,3,2,1,,BlyxDr00
379,John Busing,HOU,26,DB,16,4,1,14,0,14,3,0,1,0,0,0,0.0,32,26,6,0,1,,BusiJo20
380,Sedrick Ellis,NOR,24,RDT,10,10,0,0,0,0,2,0,1,1,7,0,2.0,34,26,8,2,3,,ElliSe99
381,Larry English,SDG,23,DE,16,2,0,0,0,0,1,1,0,1,0,0,2.0,36,26,10,2,7,,EnglLa99
382,John Henderson,JAX,30,LDT,15,15,0,0,0,0,3,2,0,1,0,0,3.0,36,26,10,4,6,,HendJo99
383,Chris Hovan,TAM,31,RDT,16,16,,,0,,,,,,,0,0.5,33,26,7,3,3,,HovaCh20
384,Chevis Jackson,ATL,24,DB,15,2,0,0,0,0,2,1,0,1,0,0,1.0,29,26,3,2,1,,JackCh99
385,Tyson Jackson,KAN,23,LDE,16,14,0,0,0,0,2,,,,,,0.0,37,26,11,1,2,,JackTy98
386,Brad Jones,GNB,23,LOLB,14,7,0,0,0,0,1,,,,,0,4.0,33,26,7,6,8,,JoneBr99
387,Elbert Mack,TAM,23,WR,15,3,3,36,0,36,4,,,,,0,0.0,29,26,3,0,0,,MackEl20
388,Shawne Merriman,SDG,25,ROLB,14,14,,,0,,,0,0,1,0,0,4.0,36,26,10,5,6,,MerrSh99
389,Kareem Moore,WAS,25,DB,16,1,1,14,0,14,3,2,1,0,0,0,0.0,34,26,8,0,0,,MoorKa99
390,Haloti Ngata*,BAL,25,LDE,14,13,0,0,0,0,1,1,0,1,0,0,1.5,35,26,9,7,7,,NgatHa20
391,Adewale Ogunleye,CHI,32,LDE,14,14,,,0,,,0,0,3,-2,0,6.5,38,26,12,7,15,,OgunAd00
392,Amobi Okoye,HOU,22,RDT,16,16,0,0,0,0,3,,,,,0,1.5,38,26,12,6,6,,OkoyAm99
393,Kenny Peterson,DEN,31,RDE,16,14,,,0,,,1,0,0,0,0,1.0,40,26,14,2,1,,PeteKe21
394,Hank Poteat,CLE,32,DB,16,2,0,0,0,0,4,,,,,0,1.0,34,26,8,2,1,,PoteHa20
395,Pierson Prioleau,NOR,32,DB,16,1,0,0,0,0,1,0,0,1,0,0,0.0,29,26,3,0,0,,PrioPi20
396,Matt Shaughnessy,OAK,23,DE,16,2,,,0,,,0,0,1,0,0,4.0,29,26,3,10,5,,ShauMa99
397,Ko Simpson,DET,26,SS,8,5,1,8,0,8,4,0,0,1,0,0,0.0,30,26,4,1,0,,SimpKo20
398,Antonio Smith,HOU,28,LDE,16,15,0,0,0,0,1,2,0,2,2,0,4.5,34,26,8,6,19,,SmitAn22
399,Adalius Thomas,NWE,32,ROLB,14,11,0,0,0,0,2,,,,,0,3.0,34,26,8,7,6,,ThomAd00
400,Hollis Thomas,2TM,35,DT/LDT,16,13,,,0,,,0,0,1,0,0,0.0,35,26,9,4,1,1,ThomHo20
401,Tank Tyler,2TM,24,DT,12,2,,,0,,,,,,,,0.0,30,26,4,1,0,,TyleTa99
402,Raheem Brock,IND,31,LDE,16,8,0,0,0,0,1,0,0,2,9,0,3.5,32,25,7,3,5,,BrocRa20
403,Jarrett Bush,GNB,25,DB,16,3,1,3,0,3,7,,,,,0,0.0,28,25,3,0,0,,BushJa20
404,Quincy Butler,STL,26,RCB,14,7,0,0,0,0,5,0,1,0,0,0,0.0,28,25,3,0,0,,ButlQu20
405,Patrick Chung,NWE,22,DB,16,1,1,2,0,2,1,1,0,0,0,0,2.0,37,25,12,2,2,,ChunPa99
406,Tyrone Culver,MIA,26,DB,16,2,1,23,0,23,4,0,0,1,0,0,0.0,32,25,7,0,0,,CulvTy20
407,Greg Ellis,OAK,34,RDE,14,14,0,0,0,0,1,2,0,2,0,0,7.0,29,25,4,7,11,,ElliGr20
408,Troy Evans,NOR,32,LB,16,2,0,0,0,0,1,,,,,,0.0,29,25,4,1,1,,EvanTr20
409,Aubrayo Franklin,SFO,29,NT,16,16,1,10,0,10,3,,,,,0,2.0,36,25,11,7,2,,FranAu20
410,Johnny Jolly,GNB,26,LDE,16,16,1,2,0,2,10,0,0,2,0,0,1.0,40,25,15,4,7,,JollJo20
411,Jason McCourty,TEN,22,DB,15,3,,,0,,,1,0,0,0,0,0.0,30,25,5,3,0,,McCoJa99
412,Jacques Reeves,HOU,27,LCB,12,5,1,19,0,19,7,,,,,0,0.0,31,25,6,0,0,,ReevJa20
413,Lito Sheppard,NYJ,28,RCB,11,9,1,0,0,0,8,,,,,0,0.0,31,25,6,0,0,,ShepLi99
414,Ryan Sims,TAM,29,LDT,16,16,0,0,0,0,1,0,0,1,0,0,1.0,33,25,8,3,5,,SimsRy20
415,Gerard Warren,OAK,31,RDT,16,16,0,0,0,0,1,,,,,0,2.0,35,25,10,4,5,,WarrGe20
416,Pierre Woods,NWE,27,LB,16,5,,,0,,,1,,,,,0.0,36,25,11,3,0,,WoodPi20
417,Mike Wright,NWE,27,DT/DE,16,9,0,0,0,0,1,1,0,1,0,0,5.0,35,25,10,6,8,,WrigMi20
418,Ricky Brown,OAK,26,LLB,5,5,0,0,0,0,2,1,,,,,0.0,31,24,7,0,0,,BrowRi22
419,Desmond Bryant,OAK,24,DT,16,0,,,0,,,1,0,1,0,0,0.0,32,24,8,0,0,,BryaDe00
420,Phillip Daniels,WAS,36,LDE,16,15,0,0,0,0,2,,,,,0,1.0,35,24,11,4,3,,DaniPh20
421,Ron Edwards,KAN,30,NT,16,14,0,0,0,0,3,0,0,1,0,0,0.0,29,24,5,3,3,,EdwaRo20
422,Omar Gaither,PHI,25,LB,5,3,0,0,0,0,1,0,0,1,0,0,1.5,30,24,6,4,2,,GaitOm20
423,Quentin Groves,JAX,25,LDE,16,7,1,37,0,37,1,1,0,0,0,0,0.0,30,24,6,4,3,,GrovQu99
424,Kevin Hobbs,DET,23,DB,14,2,0,0,0,0,1,1,,,,,0.0,37,24,13,1,2,,HobbKe99
425,Vonnie Holliday,DEN,34,DE,16,3,,,0,,,2,0,1,0,0,5.0,33,24,9,5,10,,HollVo20
426,Robert Mathis*,IND,28,LDE,14,9,0,0,0,0,2,5,0,0,0,0,9.5,37,24,13,4,19,,MathRo20
427,Phillip Merling,MIA,24,DE,16,2,0,0,0,0,3,0,0,1,1,0,2.5,33,24,9,3,6,,MerlPh99
428,Chris Owens,ATL,23,LCB,16,6,2,13,0,13,2,0,0,1,0,0,0.0,29,24,5,0,1,,OwenCh99
