,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,,-additional
13,David Hawthorne,SEA,24,MLB,16,11,3,9,0,5,5,1,0,1,36,0,4.0,117,94,23,10,5,,HawtDa20
14,Stephen Tulloch,TEN,24,MLB,16,13,0,0,0,0,1,0,0,1,0,0,2.0,121,94,27,9,5,,TullSt20
15,Lance Briggs*,CHI,29,LLB,15,15,1,0,0,0,5,,,,,0,2.5,118,93,25,7,5,,BrigLa99
16,DeMeco Ryans*,HOU,25,MLB,16,16,0,0,0,0,2,1,0,1,29,0,1.0,123,93,30,14,5,,RyanDe20
17,Yeremiah Bell*,MIA,31,FS,16,15,3,48,0,29,8,,,,,0,1.5,114,92,22,3,3,,BellYe20
18,Karlos Dansby,ARI,28,LILB,16,16,1,11,0,11,4,1,0,0,0,0,1.0,109,89,20,7,6,,DansKa20
19,Paul Posluszny,BUF,25,MLB,12,12,3,20,0,17,4,3,0,0,0,0,1.0,111,88,23,5,6,,PoluPa99
20,Jonathan Vilma*,NOR,27,MLB,15,15,3,25,0,11,8,,,,,0,2.0,110,87,23,10,10,,VilmJo99
21,Brian Cushing*,HOU,22,LLB,16,16,4,26,0,20,10,2,0,0,0,0,4.0,133,86,47,12,12,1,CushBr99
22,Roman Harper*,NOR,27,SS,16,16,0,0,0,0,5,2,0,0,0,0,1.5,103,85,18,11,5,,HarpRo21
23,Daryl Smith,JAX,27,LLB,16,16,1,10,0,10,6,3,0,2,0,0,1.5,107,84,23,6,5,,SmitDa24
24,Nick Barnett,GNB,28,RILB,16,16,0,0,0,0,7,,,,,0,4.0,106,83,23,12,4,,BarnNi20
25,Clint Session,IND,25,RLB,14,14,2,35,1,27,5,1,0,0,0,0,0.5,102,83,19,3,4,,SessCl99
26,Erik Coleman,ATL,27,SS,16,16,0,0,0,0,5,2,,,,,0.0,116,82,34,3,0,,ColeEr21
27,David Harris,NYJ,25,RILB,16,16,2,24,0,14,3,2,0,0,0,0,5.5,127,82,45,4,13,,HarrDa99
28,Mike Peterson,ATL,33,RLB,16,16,1,39,0,39,7,2,0,0,0,0,1.0,109,82,27,7,2,,PeteMi20
29,Bernard Pollard,HOU,25,SS,13,13,4,121,1,70,7,1,0,3,0,1,1.5,102,82,20,4,2,,PollBe20
30,Keith Bulluck,TEN,32,RLB,14,14,3,45,0,23,7,0,0,1,0,0,0.0,108,81,27,3,0,,BullKe00
31,Justin Durant,JAX,24,MLB,13,13,1,27,0,27,2,1,0,0,0,0,1.0,98,81,17,3,2,,DuraJu99
32,Gary Brackett,IND,29,MLB,14,14,1,8,0,8,5,0,0,1,0,0,1.0,99,80,19,4,7,,BracGa20
33,Chad Greenway,MIN,26,LLB,16,16,3,49,0,36,6,1,1,3,0,0,0.0,99,80,19,3,2,,GreeCh99
34,Geno Hayes,TAM,22,RLB,15,13,2,21,0,20,6,1,0,1,0,0,3.0,98,80,18,15,12,,HayeGe98
35,Bradie James,DAL,28,LILB,16,16,0,0,0,0,5,1,0,1,0,0,2.0,113,80,33,6,5,,JameBr20
36,Mike Brown,KAN,31,SS,16,16,3,13,0,10,3,0,0,1,4,0,2.0,103,79,24,3,2,,BrowMi99
37,Will Witherspoon,2TM,29,LLB/RLB,17,16,1,9,1,9,5,1,0,0,0,0,1.0,90,79,11,5,1,,WithWi20
38,LaRon Landry,WAS,25,FS,15,15,1,12,0,12,6,2,0,0,0,0,1.0,90,78,12,3,2,,LandLa99
39,Dhani Jones,CIN,31,MLB,16,16,0,0,0,0,4,1,0,2,0,0,3.5,113,77,36,9,6,,JoneDh20
40,Dashon Goldson,SFO,25,FS,16,16,4,39,0,34,6,3,0,1,0,0,2.0,94,76,18,1,2,,GoldDa99
41,Jordan Babineaux,SEA,27,FS,16,16,2,18,0,18,6,1,0,0,0,0,1.5,104,75,29,3,3,,BabiJo21
42,Keith Brooking,DAL,34,RILB,16,14,0,0,0,0,7,,,,,0,3.0,106,75,31,7,9,,BrooKe00
43,Reed Doughty,WAS,27,SS,15,7,1,13,0,13,3,0,0,1,0,0,2.0,91,75,16,6,2,,DougRe20
44,Richard Marshall,CAR,25,RCB,16,16,4,47,0,28,9,0,0,2,0,0,0.0,88,75,13,0,0,,MarsRi20
45,Abram Elam,CLE,28,FS,16,16,0,0,0,0,2,1,0,1,0,0,1.0,91,74,17,3,2,,ElamAb20
46,Gibril Wilson,MIA,28,SS,16,14,0,0,0,0,7,,,,,0,1.0,93,73,20,1,3,,WilsGi20
47,Thomas Howard,OAK,26,RLB,16,15,0,0,0,0,6,1,0,1,0,0,2.0,79,72,7,11,3,,HowaTh20
48,Stephen Cooper,SDG,30,LILB,16,16,0,0,0,0,8,2,0,2,0,0,0.0,102,71,31,2,0,,CoopSt20
49,Michael Lewis,SFO,29,SS,15,15,1,0,0,0,2,2,0,1,0,0,1.0,82,71,11,3,4,,LewiMi99
50,Danieal Manning,CHI,27,FS,15,10,1,35,0,35,2,3,0,3,4,0,1.0,91,71,20,1,1,1,MannDa21
51,Antoine Bethea*,IND,25,FS,16,16,4,19,0,19,5,2,0,1,0,0,0.0,95,70,25,2,1,,BethAn20
52,Larry Foote,DET,29,MLB,14,14,0,0,0,0,4,1,0,1,0,0,2.0,99,70,29,11,3,,FootLa20
53,William Gay,PIT,24,RCB,16,14,0,0,0,0,10,1,0,0,0,0,1.0,78,70,8,4,2,,GayxWi99
54,Dawan Landry,BAL,27,SS,16,16,4,89,1,48,8,1,0,0,0,0,0.0,89,70,19,5,0,,LandDa21
55,Jerod Mayo,NWE,23,LILB,13,12,0,0,0,0,1,1,0,0,0,0,1.5,103,70,33,2,4,,MayoJe99
56,Terrell Thomas,NYG,24,RCB,16,16,5,87,1,33,13,1,0,0,0,0,1.0,85,70,15,6,1,,ThomTe99
57,George Wilson,BUF,28,SS,16,12,4,23,0,27,6,1,0,0,0,0,2.0,103,70,33,4,2,,WilsGe01
58,Ronde Barber,TAM,34,RCB,16,16,0,0,0,0,6,2,0,1,0,0,2.0,77,69,8,9,4,,BarbRo00
59,Quincy Black,TAM,25,LLB,16,13,1,3,0,3,4,,,,,0,1.5,84,69,15,8,3,,BlacQu99
60,Nick Harper,TEN,35,LCB,11,11,1,4,0,4,6,,,,,0,0.0,81,69,12,2,1,,HarpNi20
61,Jacob Lacey,IND,22,LCB,16,9,3,53,1,35,13,,,,,0,0.0,85,69,16,0,0,,LaceJa99
62,Quintin Mikell*,PHI,29,SS,16,16,2,16,0,16,14,0,0,2,0,0,0.0,90,69,21,2,2,,MikeQu20
63,Ryan Clark,PIT,30,FS,15,15,3,0,0,0,8,,,,,0,0.0,89,68,21,0,0,,ClarRy20
64,James Farrior,PIT,34,LILB,16,16,1,18,0,18,5,1,0,1,1,0,3.0,102,68,34,4,6,,FarrJa99
65,Eric Weddle,SDG,24,FS,13,13,2,44,1,31,7,,,,,0,1.5,82,68,14,7,3,,WeddEr99
66,Andra Davis,DEN,31,LILB,16,13,0,0,0,0,3,,,,,0,3.5,90,67,23,14,6,,DaviAn20
67,Chris Hope,TEN,29,SS,16,16,3,24,0,24,7,1,0,0,0,0,2.0,81,67,14,3,3,,HopeCh21
68,Bart Scott,NYJ,29,LILB,16,16,0,0,0,0,1,,,,,0,1.0,92,67,25,12,11,,ScotBa20
69,A.J. Hawk,GNB,25,LILB,16,14,2,42,0,29,2,1,0,0,0,0,1.0,88,66,22,9,2,,HawkA.20
70,Corey Mays,KAN,26,RILB,16,13,0,0,0,0,1,,,,,,0.0,85,66,19,2,3,,MaysCo20
71,Sabby Piscitelli,TAM,26,SS,16,15,2,7,0,4,5,1,0,1,72,0,0.0,80,66,14,1,0,,PiscSa99
72,Charles Tillman,CHI,28,LCB,15,15,2,35,1,21,7,6,0,1,0,0,0.0,79,66,13,3,0,,TillCh20
73,Charles Woodson*+,GNB,33,LCB,16,16,9,179,3,45,18,4,0,1,0,0,2.0,74,66,8,9,3,,WoodCh00
74,Michael Boley,NYG,27,RLB,11,11,0,0,0,0,8,,,,,0,1.0,84,65,19,9,2,,BoleMi20
75,Louis Delmas,DET,22,FS,15,15,2,130,1,101,8,0,0,1,65,1,1.0,94,65,29,7,3,1,DelmLo99
76,Cedric Griffin,MIN,27,RCB,16,16,4,-2,0,0,6,3,0,0,0,0,0.0,78,65,13,3,0,,GrifCe20
77,Hunter Hillenmeyer,CHI,29,MLB,14,13,1,0,0,0,5,4,0,1,-1,0,2.5,90,65,25,5,6,,HillHu20
78,Stephen Nicholas,ATL,26,LLB,16,13,0,0,0,0,3,1,0,1,0,0,3.0,80,65,15,4,4,,NichSt99
79,Bryant McFadden,ARI,28,LCB,16,16,0,0,0,0,15,0,0,1,7,0,0.0,69,64,5,1,1,,McFaBr20
80,Rocky McIntosh,WAS,27,RLB,16,16,2,27,0,18,4,2,1,0,0,0,0.0,94,64,30,4,5,,McInRo20
81,Reggie Nelson,JAX,26,FS,16,14,0,0,0,0,5,0,0,1,0,0,0.0,70,64,6,1,3,,NelsRe99
82,Champ Bailey*,DEN,31,LCB,16,16,3,18,0,11,15,1,0,0,0,0,0.0,74,63,11,3,0,,BailCh00
83,Melvin Bullitt,IND,25,SS,14,12,0,0,0,0,1,1,,,,,0.0,77,63,14,1,1,,BullMe99
84,E.J. Henderson,MIN,29,MLB,12,12,0,0,0,0,1,0,0,1,6,0,2.0,83,63,20,8,8,,HendE.20
85,Nedu Ndukwe,CIN,24,SS,16,12,1,9,0,9,5,,,,,0,2.0,89,63,26,4,5,,NdukCh99
86,Brent Grimes,ATL,26,RCB,16,8,6,17,0,11,13,0,0,1,0,0,0.0,66,62,4,1,0,,GrimBr20
87,Adrian Wilson*+,ARI,30,SS,16,16,5,56,0,41,13,1,0,2,11,0,2.0,75,62,13,11,8,,WilsAd99
88,Akin Ayodele,MIA,30,RILB,16,15,,,0,,,1,1,2,2,0,0.0,71,61,10,3,2,,AyodAk20
89,Ron Bartell,STL,27,LCB,15,15,0,0,0,0,9,3,0,1,0,0,0.0,66,61,5,0,0,,BartRo20
90,DeAndre Levy,DET,22,RLB,16,10,1,5,0,5,5,1,1,2,0,0,0.0,85,61,24,7,3,,LevyDe99
91,Antrel Rolle*,ARI,27,FS,15,15,4,71,0,29,8,1,1,1,0,0,1.5,72,61,11,3,4,,RollAn20
92,Madieu Williams,MIN,28,FS,16,16,0,0,0,0,4,0,0,1,0,0,0.0,74,61,13,2,2,,WillMa20
93,Deon Grant,SEA,30,SS,16,16,3,7,0,7,8,1,0,1,0,0,0.0,78,60,18,2,1,,GranDe21
94,James Harrison*,PIT,31,ROLB,16,16,0,0,0,0,2,5,0,2,0,0,10.0,79,60,19,14,14,,HarrJa23
95,Tanard Jackson,TAM,24,FS,12,12,5,86,2,35,8,2,0,1,5,0,0.0,71,60,11,3,1,,JackTa99
96,Akeem Jordan,PHI,24,LLB,12,10,2,14,0,11,6,,,,,0,1.0,71,60,11,5,2,,JordAk99
97,Zackary Bowman,CHI,25,RCB,16,12,6,67,0,39,10,1,1,0,0,0,0.0,66,59,7,0,0,,BowmZa20
98,C.C. Brown,NYG,26,FS,16,7,0,0,0,0,3,3,,,,,0.0,69,59,10,3,1,,BrowC.20
99,Chris Johnson,OAK,30,LCB,15,15,3,20,0,20,18,,,,,0,0.0,68,59,9,1,1,,JohnCh26
100,Johnathan Joseph,CIN,25,LCB,16,16,6,92,1,32,20,,,,,0,0.0,70,59,11,2,0,,JoseJo20
101,Mike Adams,CLE,28,RCB/SS,16,9,0,0,0,0,8,0,0,1,1,0,1.0,69,58,11,4,2,,AdamMi21
102,O.J. Atogwe,STL,28,FS,12,12,2,21,0,12,5,3,0,2,0,0,1.0,74,58,16,1,4,,AtogO.20
103,James Butler,STL,27,SS,13,13,3,17,0,17,6,0,0,1,10,0,0.0,69,58,11,1,0,,ButlJa20
104,Derek Cox,JAX,23,LCB,16,16,4,6,0,6,11,0,1,1,5,0,0.0,72,58,14,1,0,,CoxxDe99
105,Brandon Flowers,KAN,23,LCB,15,15,5,38,0,33,23,2,0,2,0,0,0.0,65,58,7,4,0,,FlowBr99
106,Steve Gregory,SDG,26,SS,16,6,1,13,0,13,6,0,0,2,3,0,2.0,71,58,13,4,3,,GregSt20
107,Leon Hall,CIN,25,RCB,16,16,6,47,0,26,24,2,0,0,0,0,0.0,71,58,13,0,0,,HallLe98
108,Brandon McGowan,NWE,26,FS,16,11,0,0,0,0,3,3,0,2,0,0,0.0,78,58,20,3,3,,McGoBr21
109,Bryan Scott,BUF,28,RCB/LLB,9,9,1,27,0,27,3,1,0,0,0,0,2.0,81,58,23,3,3,,ScotBr20
110,Craig Dahl,STL,24,FS,14,8,0,0,0,0,3,0,0,2,0,0,2.0,65,57,8,5,4,,DahlCr99
111,Thomas DeCoud,ATL,24,FS,16,16,3,25,0,15,7,2,0,1,0,0,2.0,68,57,11,3,3,,DeCoTh99
112,Michael Griffin,TEN,24,FS,16,15,1,3,0,3,7,2,0,2,0,0,1.0,77,57,20,3,2,,GrifMi99
113,Clark Haggans,ARI,32,ROLB,16,14,0,0,0,0,1,2,0,0,0,0,5.0,74,57,17,5,10,,HaggCl20
114,Jerraud Powers,IND,22,RCB,12,12,1,1,0,1,10,1,0,1,4,0,0.0,66,57,9,1,0,,PoweJe99
115,Scott Shanle,NOR,30,RLB,14,14,2,16,0,13,3,0,0,2,12,0,0.0,69,57,12,3,0,,ShanSc20
116,Takeo Spikes,SFO,33,LILB,15,15,0,0,0,0,1,0,0,1,0,0,4.0,75,57,18,7,5,,SpikTa00
117,Eric Wright,CLE,24,LCB,16,16,4,74,0,47,14,,,,,0,0.0,65,57,8,2,0,,WrigEr99
118,Brandon Carr,KAN,23,RCB,16,16,1,31,0,31,19,1,0,2,1,0,0.0,62,56,6,2,0,,CarrBr99
119,Cortland Finnegan,TEN,25,RCB,13,13,5,194,1,80,11,0,1,1,0,0,0.0,63,56,7,0,0,,FinnCo20
120,Glover Quin,HOU,23,LCB,15,12,0,0,0,0,11,,,,,,0.0,68,56,12,3,0,,QuinGl99
121,Aqib Talib,TAM,23,LCB,15,15,5,99,0,32,15,0,0,1,-5,0,0.0,64,56,8,2,0,,TaliAq99
122,Lawrence Timmons,PIT,23,RILB,14,13,0,0,0,0,4,4,0,0,0,0,7.0,78,56,22,7,9,,TimmLa99
123,Gary Guyton,NWE,24,RILB,16,16,0,0,0,0,3,,,,,0,1.5,85,55,30,1,11,,GuytGa99
124,Kerry Rhodes,NYJ,27,FS,16,14,3,17,0,11,13,0,0,1,44,0,0.0,63,55,8,2,2,,RhodKe20
125,Dunta Robinson,HOU,27,RCB,16,16,0,0,0,0,9,1,,,,,0.0,65,55,10,6,0,,RobiDu20
126,Aaron Curry,SEA,23,RLB,14,12,0,0,0,0,6,2,0,0,0,0,2.0,61,54,7,6,8,,CurrAa99
127,Michael Huff,OAK,26,FS,16,12,3,15,0,10,14,0,0,1,0,0,0.5,59,54,5,0,1,,HuffMi20
128,Jim Leonhard,NYJ,27,SS,16,16,1,44,0,44,5,1,1,0,0,0,2.5,76,54,22,9,4,,LeonJi23
129,Brandon Meriweather*,NWE,25,SS,16,16,5,149,1,56,9,2,0,0,0,0,0.0,84,54,30,3,0,,MeriBr99
130,Will Peterson,DET,30,LCB,16,14,2,41,1,38,14,,,,,0,0.0,69,54,15,,,,PeteWi20
131,Nick Roach,CHI,24,RLB,16,15,0,0,0,0,3,3,0,1,0,0,2.0,75,54,21,8,3,,RoacNi99
132,Ike Taylor,PIT,29,LCB,16,16,1,20,0,20,13,0,0,1,1,0,1.0,62,53,9,1,1,,TaylIk20
133,Antoine Winfield*,MIN,32,LCB,10,9,1,0,0,0,5,1,0,0,0,0,1.0,55,53,2,2,1,,WinfAn20
134,Reggie Corner,BUF,26,LCB,16,8,1,0,0,0,9,,,,,0,0.0,67,52,15,3,0,,CornRe99
135,Mario Haggan,DEN,29,LOLB,16,16,0,0,0,0,1,3,0,0,0,0,1.0,64,52,12,9,4,,HaggMa20
136,Terence Newman*,DAL,31,LCB,16,16,3,36,1,27,18,3,1,0,0,0,0.0,57,52,5,2,0,,NewmTe20
137,Brandon Siler,SDG,24,RILB,16,7,1,5,0,5,2,0,0,1,0,0,2.0,67,52,15,6,2,,SileBr99
138,Manny Lawson,SFO,25,LOLB,16,16,0,0,0,0,2,3,0,1,0,0,6.5,68,51,17,9,16,,LawsMa20
139,Darren Sharper*+,NOR,34,FS,14,14,9,376,3,99,15,,,,,0,0.5,71,51,20,1,2,,SharDa00
140,LaMarr Woodley*,PIT,25,LOLB,16,16,0,0,0,0,6,1,0,1,77,1,13.5,62,51,11,20,26,,WoodLa99
141,Chris Gamble,CAR,26,LCB,16,16,4,55,0,41,12,0,1,0,0,0,0.0,58,50,8,2,0,,GambCh20
142,Gerald Hayes,ARI,29,RILB,14,13,,,0,,,,,,,,0.0,63,50,13,7,0,,HayeGe20
143,Anthony Spencer,DAL,25,LOLB,16,16,1,-3,0,-3,8,2,0,2,0,0,6.0,67,50,17,13,23,,SpenAn99
144,Kevin Burnett,SDG,27,RILB,11,7,0,0,0,0,1,,,,,0,2.5,66,49,17,5,5,,BurnKe20
145,Tyrone Carter,PIT,33,SS,16,12,2,53,1,48,4,1,0,1,6,0,1.0,61,49,12,5,1,,CartTy20
146,Drayton Florence,BUF,29,RCB,14,13,1,7,0,7,11,,,,,0,0.0,60,49,11,4,0,,FlorDr20
147,Malcolm Jenkins,NOR,22,RCB,14,6,1,14,0,14,4,2,0,1,0,0,0.0,55,49,6,0,2,,JenkMa99
148,Brandon McDonald,CLE,24,RCB,16,10,1,39,0,39,10,1,0,0,0,0,1.0,55,49,6,2,1,,McDoBr99
149,Tracy Porter,NOR,23,RCB,12,11,4,72,1,54,12,2,0,0,0,0,0.0,58,49,9,0,0,,PortTr99
150,Shawntae Spencer,SFO,27,RCB,16,16,2,2,0,2,10,,,,,0,0.0,53,49,4,1,0,,SpenSh20
151,Jason Trusnik,2TM,25,DE/RILB,16,10,0,0,0,0,1,2,0,1,0,0,2.5,62,49,13,6,4,,TrusJa99
152,Leigh Bodden,NWE,28,RCB,15,14,5,60,1,53,19,0,0,2,0,0,0.0,56,48,8,1,0,,BoddLe20
153,Andre Carter,WAS,30,RDE,16,16,0,0,0,0,4,3,0,0,0,0,11.0,62,48,14,19,21,,CartAn20
154,Trent Cole*,PHI,27,RDE,16,16,,,0,,,2,0,0,0,0,12.5,57,48,9,17,28,,ColeTr20
155,Thomas Davis,CAR,26,RLB,7,7,2,24,0,24,6,,,,,0,1.5,61,48,13,5,2,,DaviTh20
156,Vontae Davis,MIA,21,LCB,16,9,4,64,1,26,11,,,,,0,0.0,52,48,4,2,0,,DaviVo99
157,Domonique Foxworth,BAL,26,RCB,16,16,4,34,0,19,16,0,0,1,0,0,0.0,53,48,5,2,0,,FoxwDo20
158,Tamba Hali,KAN,26,ROLB,16,16,0,0,0,0,1,4,0,0,0,0,8.5,63,48,15,9,11,1,HaliTa20
159,Chris Harris,CAR,27,SS,13,13,3,3,0,3,6,2,0,1,0,0,0.0,60,48,12,1,1,,HarrCh20
160,Tyrell Johnson,MIN,24,SS,15,15,1,0,0,0,7,0,0,1,0,0,0.0,57,48,9,2,0,,JohnTy99
161,Julian Peterson,DET,31,LLB,16,14,0,0,0,0,4,5,0,1,1,0,4.5,75,48,27,3,8,,PeteJu00
162,Dominique Rodgers-Cromartie*,ARI,23,RCB,16,16,6,77,1,49,25,3,0,0,0,0,0.0,50,48,2,1,0,,RodgDo99
163,Aaron Rouse,2TM,25,DB/FS,16,9,0,0,0,0,4,,,,,0,1.0,64,48,16,3,3,,RousAa99
164,Orlando Scandrick,DAL,22,DB,16,4,1,0,0,0,9,1,0,1,15,0,1.0,51,48,3,1,1,,ScanOr99
165,Kamerion Wimbley,CLE,26,LOLB,15,15,0,0,0,0,1,1,0,0,0,0,6.5,69,48,21,8,14,,WimbKa20
166,James Anderson,CAR,26,RLB,16,7,0,0,0,0,1,1,0,1,3,0,1.0,65,47,18,3,1,,AndeJa21
167,David Bowens,CLE,32,LILB/ROLB,16,15,1,15,0,15,5,1,0,1,1,0,5.5,71,47,24,5,12,,BoweDa20
168,Quentin Jammer,SDG,30,LCB,16,16,3,25,0,21,11,1,0,0,0,0,0.0,58,47,11,0,0,,JammQu20
169,Shaun Phillips,SDG,28,LOLB,16,16,0,0,0,0,4,7,0,0,0,0,7.0,59,47,12,9,11,,PhilSh20
170,Darrelle Revis*+,NYJ,24,LCB,16,16,6,121,1,67,31,,,,,0,0.0,54,47,7,0,0,,ReviDa99
171,Gerald Sensabaugh,DAL,26,SS,15,15,1,0,0,0,8,,,,,0,0.0,66,47,19,0,0,,SensGe20
172,Tramon Williams,GNB,26,RCB,16,10,4,94,0,67,15,,,,,0,1.0,56,47,9,1,2,,WillTr99
173,Jovan Belcher,KAN,22,LB,16,3,0,0,0,0,1,,,,,,0.0,48,46,2,2,2,,BelcJo00
174,Kelly Gregg,BAL,33,NT,16,14,,,0,,,,,,,0,3.0,63,46,17,7,5,,GregKe20
175,DeAngelo Hall,WAS,26,RCB,13,12,4,114,0,44,9,0,1,1,7,0,0.0,58,46,12,0,0,,HallDe99
176,D'Qwell Jackson,CLE,26,LILB,6,6,0,0,0,0,2,1,,,,,0.0,59,46,13,2,1,,JackDQ20
177,Michael Johnson,NYG,25,SS,15,14,1,0,0,0,4,0,0,1,0,0,1.0,59,46,13,6,2,,JohnMi99
178,Mathias Kiwanuka,NYG,26,RDE,16,6,0,0,0,0,1,2,0,0,0,0,3.0,61,46,15,10,18,,KiwaMa20
179,Keith Rivers,CIN,23,RLB,13,13,1,0,0,0,2,,,,,0,1.0,72,46,26,4,1,,RiveKe99
180,Mark Roman,SFO,32,DB,16,1,1,27,0,27,2,1,0,3,25,0,1.0,53,46,7,3,1,,RomaMa20
181,David Thornton,TEN,31,LLB,11,11,,,0,,,1,0,0,0,0,1.0,60,46,14,3,0,,ThorDa20
182,Gerald Alexander,JAX,25,SS,15,10,2,23,0,22,5,3,0,1,0,0,0.0,55,45,10,0,0,,AlexGe99
183,Zach Diles,HOU,24,RLB,16,12,0,0,0,0,1,2,0,1,0,0,0.0,62,45,17,7,1,1,DileZa99
184,Mike Jenkins*,DAL,24,RCB,16,15,5,0,0,0,19,,,,,0,0.0,49,45,4,1,0,,JenkMi99
185,Nate Jones,MIA,27,SS,16,5,2,0,0,0,10,2,0,0,0,0,1.0,54,45,9,0,1,,JoneNa20
186,Sean Jones,PHI,27,FS,15,9,2,37,0,37,5,0,0,2,-1,0,1.0,62,45,17,3,3,,JoneSe20
187,Calvin Pace,NYJ,29,ROLB,12,12,0,0,0,0,1,2,0,0,0,0,8.0,55,45,10,13,6,,PaceCa20
188,Justin Tuck,NYG,26,LDE,16,15,0,0,0,0,8,5,0,1,0,0,6.0,59,45,14,10,13,,TuckJu20
189,DeMarcus Ware*+,DAL,27,ROLB,16,15,0,0,0,0,6,5,0,0,0,0,11.0,57,45,12,9,24,,WareDe99
190,Nick Collins*,GNB,26,FS,16,16,6,110,0,31,13,0,0,2,4,0,1.0,53,44,9,3,1,,CollNi20
191,Channing Crowder,MIA,26,LILB,13,13,1,2,0,2,3,,,,,0,1.0,52,44,8,3,2,,CrowCh20
192,Derrick Harvey,JAX,23,RDE,16,16,0,0,0,0,2,0,0,1,0,0,2.0,57,44,13,5,8,,HarvDe99
193,Renaldo Hill,DEN,31,SS,15,15,2,18,0,18,6,1,0,0,0,0,2.0,59,44,15,3,2,,HillRe20
194,Tim Jennings,IND,26,LCB,15,5,2,13,0,13,10,0,1,0,0,0,0.0,57,44,13,2,0,,JennTi20
195,Terrell Suggs,BAL,27,LOLB,13,13,0,0,0,0,5,1,0,1,0,0,4.5,59,44,15,9,7,,SuggTe99
196,Corey Webster,NYG,27,LCB,13,13,1,0,0,0,12,,,,,0,0.0,51,44,7,2,0,,WebsCo20
197,Al Afalava,CHI,22,SS,13,13,0,0,0,0,7,1,0,1,43,0,2.0,53,43,10,3,3,,AfalAl99
198,Jared Allen*+,MIN,27,RDE,16,16,1,-4,0,-4,4,5,0,3,54,1,14.5,51,43,8,19,23,1,AlleJa22
199,Sheldon Brown,PHI,30,RCB,16,16,5,152,1,83,17,1,0,1,60,1,0.0,51,43,8,2,0,,BrowSh20
200,Ray Edwards,MIN,24,LDE,16,16,0,0,0,0,2,1,0,1,0,0,8.5,51,43,8,15,26,,EdwaRa21
201,Kevin Ellison,SDG,22,SS,13,9,0,0,0,0,3,,,,,0,1.0,52,43,9,3,2,,ElliKe98
202,Scott Fujita,NOR,30,LLB,11,10,0,0,0,0,2,2,0,0,0,0,1.0,58,43,15,2,1,,FujiSc20
203,Daniel Muir,IND,26,LDT,16,10,,,0,,,,,,,0,0.5,52,43,9,5,3,,MuirDa20
204,Robaire Smith,CLE,32,RDE,15,15,,,0,,,,,,,0,1.5,62,43,19,1,7,,SmitRo21
205,Marcus Trufant,SEA,29,LCB,10,9,2,4,0,4,6,,,,,0,0.0,49,43,6,0,0,,TrufMa20
206,Mike Vrabel,KAN,34,LOLB,14,14,0,0,0,0,6,2,0,1,0,0,2.0,52,43,9,2,2,,VrabMi20
207,Darnell Dockett*,ARI,28,RDE,16,16,1,3,0,3,2,1,1,1,0,0,7.0,51,42,9,18,16,,DockDa20
208,Elvis Dumervil*+,DEN,25,ROLB,16,14,0,0,0,0,3,4,0,1,0,0,17.0,49,42,7,14,21,,DumeEl20
209,Kelvin Hayden,IND,26,LCB,9,8,1,6,0,6,5,,,,,0,0.0,50,42,8,1,0,,HaydKe20
210,Clint Ingram,JAX,26,RLB,13,12,,,0,,,,,,,0,1.0,52,42,10,5,5,,IngrCl20
