,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,,-additional
214,Kristian Fulton,TEN,25,CB,12,11,0,0,0,0,5,,,,,0,0.0,46,37,9,2,0,,FultKr00
215,Micah Hyde,BUF,33,S,14,14,2,24,0,23,7,,,,,0,0.0,54,37,17,1,1,,HydeMi00
216,Kareem Jackson,2TM,35,,10,8,2,5,0,5,3,,,,,0,0.0,53,37,16,0,0,,JackKa99
217,Ja'Quan McMillian,DEN,23,CB,16,3,2,14,0,9,5,2,0,2,4,0,2.0,51,37,14,7,3,,McMiJa00
218,Terell Smith,CHI,24,DB,12,4,0,0,0,0,6,1,0,1,0,0,0.0,49,37,12,3,0,,SmitTe05
219,Tuli Tuipulotu,LAC,21,OLB,17,11,0,0,0,0,1,2,0,1,0,0,4.5,53,37,16,8,12,,TuipTu00
220,Leonard Williams,2TM,29,,18,17,0,0,0,0,2,,,,,0,5.5,62,37,25,10,16,,WillLe02
221,Russ Yeast,LAR,24,DB,17,9,0,0,0,0,5,,,,,0,0.0,61,37,24,0,0,,YeasRu00
222,Dennis Gardeck,ARI,29,OLB,17,8,0,0,0,0,4,1,0,1,2,0,6.0,46,36,10,7,12,,GardDe01
223,Jonathan Greenard,HOU,26,DE,15,15,0,0,0,0,2,1,0,0,0,0,12.5,52,36,16,15,22,,GreeJo04
224,Xavien Howard,MIA,30,CB,13,13,1,0,0,0,12,,,,,0,0.0,45,36,9,1,1,,HowaXa00
225,Aidan Hutchinson*,DET,23,DL,17,17,1,6,0,6,7,3,0,2,0,0,11.5,51,36,15,14,33,,HutcAi00
226,Jermaine Johnson II*,NYJ,24,LB,17,17,1,37,1,37,7,1,0,1,0,0,7.5,55,36,19,11,16,,JohnJe07
227,Brandon Jones,MIA,25,S,16,6,2,40,0,40,4,1,0,1,0,0,0.0,48,36,12,2,1,,JoneBr06
228,Jourdan Lewis,DAL,28,CB,16,8,1,0,0,0,5,3,0,2,0,0,0.0,52,36,16,2,0,,LewiJo01
229,Micah Parsons*,DAL,24,LB,17,17,0,0,0,0,2,1,0,1,0,0,14.0,64,36,28,18,33,,ParsMi00
230,Darnell Savage Jr.,GNB,26,S,10,10,0,0,0,0,1,,,,,0,0.0,51,36,15,1,0,,SavaDa00
231,Krys Barnes,ARI,25,LB,16,6,1,46,0,46,6,,,,,0,0.0,55,35,20,3,1,,BarnKr00
232,Percy Butler,WAS,23,S,15,13,0,0,0,0,8,1,0,0,0,0,0.0,64,35,29,2,0,,ButlPe00
233,Emmanuel Forbes,WAS,22,CB,14,6,1,3,0,3,11,0,1,0,0,0,0.0,38,35,3,2,0,,ForbEm00
234,Boye Mafe,SEA,25,LB,16,16,0,0,0,0,6,1,0,2,3,0,9.0,52,35,17,9,16,,MafeBo00
235,Nick Scott,CIN,28,S,17,10,,,0,,,0,0,1,0,0,0.0,57,35,22,1,1,,ScotNi01
236,Ambry Thomas,SFO,24,CB,15,6,1,2,0,2,7,1,0,1,26,0,0.0,43,35,8,0,0,,ThomAm00
237,Starling Thomas,ARI,23,CB,12,7,0,0,0,0,5,,,,,0,0.0,38,35,3,1,0,,ThomSt01
238,Henry To'oTo'o,HOU,22,LB,14,6,0,0,0,0,2,1,0,1,0,0,0.0,61,35,26,2,1,,TooTHe00
239,Marcus Williams,BAL,27,S,11,11,1,22,0,22,8,,,,,0,0.0,55,35,20,1,0,,WillMa06
240,Andrew Wingard,JAX,27,S,17,2,1,0,0,0,2,1,0,0,0,0,0.0,45,35,10,1,1,,WingAn01
241,Jamal Adams,SEA,28,SS,9,9,0,0,0,0,2,,,,,0,0.0,48,34,14,7,2,,AdamJa00
242,Mekhi Blackmon,MIN,24,CB,15,3,1,0,0,0,8,0,0,1,0,0,0.0,41,34,7,3,0,,BlacMe00
243,Nick Bosa*,SFO,26,DL,17,17,0,0,0,0,4,2,0,1,-3,0,10.5,53,34,19,16,35,,BosaNi00
244,Terrell Edmunds,2TM,26,,16,4,1,2,0,2,2,1,0,0,0,0,2.5,48,34,14,2,2,,EdmuTe00
245,Alex Highsmith,PIT,26,LB,17,17,2,30,1,30,3,2,0,0,0,0,7.0,57,34,23,8,18,,HighAl02
246,Dane Jackson,BUF,27,CB,15,6,0,0,0,0,5,1,0,0,0,0,0.0,39,34,5,0,0,,JackDa02
247,Greg Newsome II,CLE,23,CB,14,13,2,34,1,34,14,,,,,0,0.5,49,34,15,4,1,,NewsGr00
248,Jeff Okudah,ATL,24,CB,13,9,0,0,0,0,3,,,,,0,0.0,44,34,10,1,0,,OkudJe00
249,Ed Oliver,BUF,26,DT,16,16,1,0,0,0,3,1,0,0,0,0,9.5,51,34,17,14,16,,OlivEd00
250,Patrick Peterson,PIT,33,CB,17,16,2,0,0,0,11,,,,,0,0.0,42,34,8,0,0,,PetePa00
251,A'Shawn Robinson,NYG,28,DL,17,13,0,0,0,0,2,,,,,0,0.0,62,34,28,6,1,,RobiAS00
252,AJ Terrell,ATL,25,CB,17,17,0,0,0,0,11,,,,,0,0.0,45,34,11,4,0,,TerrAJ00
253,Shaquil Barrett,TAM,31,OLB,16,16,1,4,1,4,2,3,0,0,0,0,4.5,52,33,19,3,9,,BarrSh00
254,Myles Garrett*+,CLE,28,DE,16,16,0,0,0,0,3,4,0,1,1,0,14.0,42,33,9,17,30,,GarrMy00
255,Jaylon Jones,IND,21,CB,17,10,0,0,0,0,5,,,,,0,0.0,44,33,11,1,0,,JoneJa13
256,P.J. Locke,DEN,26,S,12,8,1,14,0,14,5,2,0,0,0,0,3.0,53,33,20,2,3,,LockPJ00
257,Fabian Moreau,DEN,29,CB,16,11,1,9,0,9,7,,,,,0,0.0,46,33,13,1,0,,MoreFa00
258,Keanu Neal,PIT,28,S,9,8,1,32,0,32,2,0,0,1,0,0,0.0,50,33,17,1,0,,NealKe01
259,Taylor Rapp,BUF,26,S,16,4,1,0,0,0,2,0,0,1,6,0,0.5,50,33,17,1,1,,RappTa00
260,Isaiah Simmons,NYG,25,S,17,4,1,54,1,54,3,1,0,1,1,0,1.0,50,33,17,2,1,,SimmIs00
261,Carrington Valentine,GNB,22,CB,17,12,0,0,0,0,9,0,0,1,50,0,0.0,44,33,11,0,0,,ValeCa00
262,Jimmie Ward,HOU,32,S,10,10,1,0,0,0,3,1,0,0,0,0,0.0,50,33,17,0,0,,WardJi01
263,D.J. Wonnum,MIN,26,OLB,15,14,0,0,0,0,6,0,0,1,51,1,8.0,62,33,29,7,15,,WonnDJ00
264,Josh Woods,ARI,27,LB,11,7,0,0,0,0,1,1,0,0,0,0,0.5,61,33,28,2,1,,WoodJo02
265,Kwon Alexander,PIT,29,LB,9,2,1,0,0,0,1,1,0,0,0,0,1.0,41,32,9,5,2,,AlexKw00
266,Sydney Brown,PHI,23,S,14,6,1,99,1,99,3,1,0,0,0,0,0.0,45,32,13,1,0,,BrowSy00
267,Brian Burns,CAR,25,OLB,16,16,0,0,0,0,2,1,0,1,0,0,8.0,50,32,18,16,18,,BurnBr00
268,Calais Campbell,ATL,37,DL,17,17,0,0,0,0,1,1,0,1,0,0,6.5,56,32,24,10,17,1,CampCa99
269,Michael Danna,KAN,26,DE,16,16,0,0,0,0,3,,,,,0,6.5,50,32,18,7,13,,DannMi00
270,Mike Edwards,KAN,27,S,17,5,1,16,0,16,5,0,0,2,101,1,1.0,51,32,19,2,1,,EdwaMi01
271,Eddie Jackson,CHI,30,DB,12,12,1,27,0,27,5,,,,,0,0.0,37,32,5,0,0,,JackEd01
272,Malcolm Koonce,LVR,25,DE,17,11,,,0,,,3,0,0,0,0,8.0,43,32,11,9,17,,KoonMa00
273,Dexter Lawrence*,NYG,26,DL,16,16,0,0,0,0,2,,,,,0,4.5,53,32,21,7,21,,LawrDe03
274,Dean Marlowe,LAC,31,FS,16,4,,,0,,,,,,,0,1.0,40,32,8,1,0,,MarlDe00
275,Arthur Maulet,BAL,30,CB,14,3,1,0,0,0,5,0,0,2,21,0,2.0,37,32,5,5,3,,MaulAr00
276,Daron Payne,WAS,26,DT,17,17,0,0,0,0,4,2,0,2,0,0,4.0,53,32,21,13,11,,PaynDa00
277,Joey Porter Jr.,PIT,23,CB,17,11,1,0,0,0,10,,,,,0,0.0,43,32,11,1,0,,PortJo02
278,Zach Sieler,MIA,28,DT,17,17,1,5,1,5,4,1,0,2,3,0,10.0,63,32,31,11,22,,SielZa00
279,Levi Wallace,PIT,28,CB,16,9,2,0,0,0,11,,,,,0,0.0,38,32,6,0,0,,WallLe00
280,Chamarri Conner,KAN,23,DB,17,7,1,4,0,4,1,,,,,0,0.0,36,31,5,2,0,,ConnCh01
281,Kamu Grugier-Hill,CAR,29,LB,17,5,1,31,0,31,2,,,,,0,1.0,56,31,25,2,1,,GrugKa00
282,C.J. Henderson,CAR,25,CB,12,7,0,0,0,0,2,,,,,0,1.0,39,31,8,3,1,,HendCJ00
283,Tre Herndon,JAX,27,CB,16,4,0,0,0,0,9,1,0,0,0,0,0.0,46,31,15,1,3,,HernTr00
284,Cole Holcomb,PIT,27,LB,8,8,0,0,0,0,2,2,0,1,0,0,0.0,54,31,23,4,2,,HolcCo00
285,Jaylon Johnson*,CHI,24,DB,14,14,4,65,1,39,10,1,1,0,0,0,0.0,36,31,5,1,0,,JohnJa13
286,Kwity Paye,IND,25,DE,16,16,,,0,,,2,0,2,-5,0,8.5,52,31,21,8,9,,PayeKw00
287,Jonathan Allen,WAS,28,DT,16,16,0,0,0,0,1,,,,,0,5.5,53,30,23,10,19,,AlleJo01
288,Denico Autry,TEN,33,DL,17,14,0,0,0,0,4,2,0,0,0,0,11.5,50,30,20,12,17,,AutrDe00
289,Julius Brents,IND,23,CB,9,8,1,0,0,0,6,1,0,1,0,0,0.0,43,30,13,0,0,,BrenJu00
290,Troy Hill,CAR,32,CB,16,3,1,61,1,61,6,1,0,0,0,0,0.0,48,30,18,3,0,,HillTr01
291,D.J. Jones,DEN,28,DT,16,16,,,0,,,3,0,2,14,0,2.0,46,30,16,5,4,,JoneD.01
292,Duke Riley,MIA,29,LB,17,5,0,0,0,0,1,1,0,0,0,0,0.5,42,30,12,0,2,,RileDu00
293,Gregory Rousseau,BUF,23,DE,16,16,0,0,0,0,4,1,0,1,0,0,5.0,42,30,12,12,18,,RousGr00
294,Jeffery Simmons,TEN,26,DT,12,12,0,0,0,0,1,1,0,1,2,0,5.5,44,30,14,10,11,,SimmJe01
295,Josh Sweat,PHI,26,DE,17,17,0,0,0,0,1,2,0,0,0,0,6.5,43,30,13,7,23,,SweaJo00
296,Rodney Thomas II,IND,25,S,17,15,2,5,0,5,4,,,,,0,0.0,34,30,4,0,0,,ThomRo07
297,Tavierre Thomas,HOU,27,CB,9,5,0,0,0,0,1,2,0,0,0,0,0.0,51,30,21,2,0,,ThomTa01
298,Denzel Ward*,CLE,26,CB,13,11,2,20,0,20,11,1,0,0,0,0,0.0,34,30,4,1,0,,WardDe02
299,Will Anderson*,HOU,22,DE,15,13,0,0,0,0,1,,,,,0,7.0,45,29,16,10,22,,AndeWi01
300,Tre Brown,SEA,26,CB,15,7,2,40,1,40,6,2,0,0,0,0,1.0,34,29,5,2,1,,BrowTr03
301,Oren Burks,SFO,28,LB,15,5,1,11,0,11,1,0,0,1,0,0,1.0,46,29,17,3,1,,BurkOr00
302,Shaquill Griffin,2TM,28,,13,7,1,0,0,0,5,,,,,0,0.0,39,29,10,0,0,,GrifSh00
303,Antonio Hamilton,ARI,30,CB,14,9,1,0,0,0,11,0,1,0,0,0,0.0,40,29,11,0,0,,HamiAn01
304,Justin Jones,CHI,27,DL,17,17,0,0,0,0,4,,,,,0,4.5,49,29,20,10,17,,JoneJu03
305,George Karlaftis III,KAN,22,DE,16,16,0,0,0,0,3,1,0,0,0,0,10.5,47,29,18,7,17,,KarlGe00
306,DeMarcus Lawrence*,DAL,31,DE,17,17,0,0,0,0,6,1,0,0,0,0,4.0,50,29,21,10,8,,LawrDe00
307,Sheldon Rankins,HOU,29,DT,15,15,,,0,,,1,0,1,13,1,6.0,37,29,8,9,10,,RankSh00
308,Haason Reddick*,PHI,29,OLB,17,17,0,0,0,0,1,,,,,0,11.0,38,29,9,13,23,,ReddHa00
309,Kobie Turner,LAR,24,NT,17,4,0,0,0,0,2,,,,,0,9.0,57,29,28,8,16,,TurnKo00
310,Tre Avery,TEN,26,CB,15,2,0,0,0,0,2,,,,,0,0.0,33,28,5,2,0,,AverTr01
311,Darrell Baker,IND,25,CB,14,6,0,0,0,0,7,,,,,0,0.0,35,28,7,0,0,,BakeDa02
312,Corey Ballentine,GNB,27,CB,14,6,1,0,0,0,7,,,,,0,0.0,43,28,15,0,0,,BallCo00
313,Aaron Donald*+,LAR,32,DT,16,16,0,0,0,0,3,,,,,0,8.0,53,28,25,16,23,,DonaAa00
314,Trey Hendrickson*,CIN,29,DE,17,17,0,0,0,0,3,3,0,0,0,0,17.5,43,28,15,16,25,,HendTr00
315,Michael Jackson,SEA,26,CB,17,4,0,0,0,0,5,,,,,0,0.0,34,28,6,2,0,,JackMi01
316,Jack Jones,2TM,26,,12,3,2,49,2,33,5,,,,,0,0.0,37,28,9,1,1,,JoneJa10
317,Quan Martin,WAS,23,DB,16,5,2,7,0,7,4,,,,,0,1.0,46,28,18,1,1,,MartJa04
318,Marcus Peters,LVR,30,CB,12,12,1,75,1,75,5,,,,,0,0.0,43,28,15,1,0,,PeteMa00
319,Jaelan Phillips,MIA,24,LB,8,6,1,5,0,5,2,,,,,0,6.5,43,28,15,7,11,,PhilJa02
320,Jamien Sherwood,NYJ,23,LB,17,3,0,0,0,0,1,1,0,0,0,0,0.0,46,28,18,3,0,,SherJa00
321,Preston Smith,GNB,31,LB,17,17,0,0,0,0,4,2,0,0,0,0,8.0,48,28,20,4,21,,SmitPr00
322,Derek Stingley Jr.,HOU,22,CB,11,11,5,17,0,14,13,,,,,0,0.0,39,28,11,1,0,,StinDe00
323,Joe Tryon-Shoyinka,TAM,24,OLB,17,12,0,0,0,0,1,1,0,1,0,0,5.0,45,28,17,7,7,,TryoJo00
324,Vita Vea,TAM,28,NT,15,15,,,0,,,2,0,0,0,0,5.5,43,28,15,8,9,,VeaxVi00
325,Jaylen Watson,KAN,25,CB,16,2,0,0,0,0,6,,,,,0,2.0,33,28,5,2,2,,WatsJa02
326,Zach Allen,DEN,26,DE,17,17,0,0,0,0,1,1,0,0,0,0,5.0,60,27,33,8,24,,AlleZa01
327,Zaven Collins,ARI,24,LB,17,17,1,1,0,1,3,0,0,1,0,0,3.5,41,27,14,6,6,,CollZa00
328,Kingsley Enagbare,GNB,23,LB,17,4,0,0,0,0,1,1,0,1,0,0,2.0,37,27,10,8,6,,EnagKi00
329,Malik Hooker,DAL,27,S,16,15,1,0,0,0,3,1,0,1,0,0,0.0,50,27,23,1,0,,HookMa00
330,Marcus Maye,NOR,30,S,7,7,2,5,0,5,2,,,,,0,1.0,37,27,10,3,0,,MayeMa00
331,Jarran Reed,SEA,31,DE,16,16,0,0,0,0,2,1,0,1,0,0,7.0,54,27,27,7,12,,ReedJa02
332,Nathan Shepherd,NOR,30,DT,17,17,,,0,,,,,,,0,3.5,50,27,23,4,8,,ShepNa00
333,Travon Walker,JAX,23,OLB,17,17,0,0,0,0,2,0,0,1,0,0,10.0,52,27,25,10,19,,WalkTr03
334,Bryan Cook,KAN,24,S,12,12,1,9,0,9,2,0,0,2,59,1,0.0,42,26,16,1,0,,CookBr02
335,Jonathan Harris,DEN,27,DL,17,5,,,0,,,,,,,0,1.0,43,26,17,4,4,,HarrJo05
336,B.J. Hill,CIN,28,DT,17,17,2,0,0,0,5,0,0,1,0,0,4.5,51,26,25,2,21,,HillB.00
337,DeAndre Houston-Carson,2TM,30,,13,5,2,13,0,13,5,0,0,1,0,0,0.0,41,26,15,1,0,,HousDe00
338,Dre'Mont Jones,SEA,26,DE,17,16,,,0,,,,,,,0,4.5,49,26,23,5,12,,JoneDr00
339,Damarri Mathis,DEN,24,CB,17,6,0,0,0,0,1,,,,,0,0.0,35,26,9,2,0,,MathDa00
340,Jalen Mills,NWE,29,DB,17,8,0,0,0,0,1,1,0,0,0,0,0.0,45,26,19,1,1,,MillJa02
341,Osa Odighizuwa,DAL,25,DT,17,17,,,0,,,,,,,0,3.0,46,26,20,9,13,,OdigOs00
342,Kayvon Thibodeaux,NYG,23,OLB,17,17,0,0,0,0,4,3,0,1,0,0,11.5,50,26,24,12,16,,ThibKa00
343,Delarrin Turner-Yell,DEN,24,S,16,2,0,0,0,0,1,,,,,0,0.0,34,26,8,0,1,,TurnDe02
344,DeAundre Alford,ATL,26,CB,16,5,0,0,0,0,6,0,2,2,0,0,0.0,41,25,16,2,0,,AlfoDe00
345,D'Anthony Bell,CLE,27,S,17,4,2,8,0,6,4,1,0,0,0,0,0.0,28,25,3,4,1,,BellDA03
346,Montaric Brown,JAX,24,CB,12,6,0,0,0,0,4,,,,,0,0.0,34,25,9,0,0,,BrowMo00
347,YaYa Diaby,TAM,24,OLB,17,7,,,0,,,1,0,2,-2,0,7.5,38,25,13,12,8,,DiabYa00
348,Cordale Flott,NYG,22,CB,14,7,1,21,0,21,5,1,0,0,0,0,0.0,36,25,11,0,0,,FlotCo00
349,Javon Hargrave*,SFO,30,DL,16,16,0,0,0,0,2,,,,,0,7.0,44,25,19,8,14,,HargJa00
350,DeMarcco Hellams,ATL,23,S,15,4,,,0,,,,,,,0,0.0,40,25,15,1,1,,HellDe00
351,Cameron Heyward,PIT,34,DT,11,11,0,0,0,0,1,,,,,0,2.0,33,25,8,6,3,,HeywCa01
352,J.C. Jackson,2TM,28,,10,8,1,9,0,9,9,,,,,0,0.0,28,25,3,0,0,,JackJ.00
353,Bilal Nichols,LVR,27,DT,17,17,0,0,0,0,1,0,0,1,8,1,1.5,48,25,23,4,2,,NichBi00
354,David Onyemata,ATL,31,DL,14,14,0,0,0,0,3,2,0,0,0,0,4.0,50,25,25,6,16,,OnyeDa00
355,Kevin Strong,ARI,27,DL,14,11,0,0,0,0,1,0,0,1,0,0,2.5,46,25,21,5,3,,StroKe00
356,Ja'Sir Taylor,LAC,24,DB,16,6,1,8,0,8,8,,,,,0,0.0,32,25,7,0,2,,TaylJa04
357,Dorian Williams,BUF,22,LB,17,2,0,0,0,0,1,,,,,0,0.0,40,25,15,0,2,,WillDo04
358,Isaac Yiadom,NOR,27,CB,17,8,1,0,0,0,14,0,0,1,0,0,0.0,37,25,12,0,0,,YiadIs00
359,Jakorian Bennett,LVR,23,CB,14,4,0,0,0,0,3,,,,,0,0.0,32,24,8,0,0,,BennJa00
360,Jonathan Bullard,MIN,30,DL,17,14,,,0,,,1,0,0,0,0,2.0,44,24,20,3,2,,BullJo00
361,Lorenzo Carter,ATL,28,OLB,17,1,0,0,0,0,1,1,0,2,19,0,3.0,35,24,11,6,9,,CartLo01
362,Jadeveon Clowney,BAL,30,OLB,17,15,0,0,0,0,5,2,0,1,0,0,9.5,43,24,19,9,19,,ClowJa00
363,Nick Cross,IND,22,S,17,2,1,18,0,18,2,,,,,0,0.0,39,24,15,1,0,,CrosNi00
364,Ronald Darby,BAL,29,CB,16,7,0,0,0,0,7,,,,,0,0.0,28,24,4,1,0,,DarbRo00
365,Davon Godchaux,NWE,29,DL,17,17,,,0,,,0,0,1,0,0,0.0,56,24,32,2,1,,GodcDa00
366,Tre Hawkins,NYG,23,CB,17,3,0,0,0,0,1,,,,,0,0.0,35,24,11,0,0,,HawkTr00
367,John Jenkins,LVR,34,DT,17,17,0,0,0,0,4,0,0,1,44,1,1.0,61,24,37,4,2,,JenkJo00
368,Austin Johnson,LAC,29,DL,17,17,0,0,0,0,2,1,0,1,0,0,0.0,46,24,22,2,1,,JohnAu01
369,John Johnson,LAR,28,DB,17,8,2,44,0,42,6,,,,,0,0.0,42,24,18,0,0,,JohnJo10
370,Ifeatu Melifonwu,DET,24,S,17,6,2,35,0,24,8,1,0,0,0,0,3.0,33,24,9,4,5,,MeliIf00
371,Michael Pierce,BAL,31,NT,17,17,0,0,0,0,2,1,0,2,0,0,1.0,42,24,18,2,3,,PierMi00
372,Khalen Saunders,NOR,27,DT,17,17,0,0,0,0,1,,,,,0,0.0,57,24,33,1,2,,SaunKh00
373,Lukas Van Ness,GNB,22,LB,17,0,0,0,0,0,1,,,,,0,4.0,32,24,8,8,10,,VanNLu00
374,Mack Wilson,NWE,25,LB,17,1,0,0,0,0,3,2,0,0,0,0,3.5,37,24,13,4,4,,WilsMa03
375,Jaire Alexander,GNB,26,CB,7,7,0,0,0,0,5,1,0,0,0,0,0.0,27,23,4,1,0,,AlexJa00
376,Adrian Amos,2TM,30,,16,3,0,0,0,0,1,0,0,1,0,0,0.0,28,23,5,0,0,,AmosAd00
377,Nik Bonitto,DEN,24,OLB,15,4,0,0,0,0,2,1,0,0,0,0,8.0,30,23,7,13,20,,BoniNi00
378,Andre Chachere,ARI,27,CB,17,5,0,0,0,0,3,,,,,0,0.0,30,23,7,0,0,,ChacAn00
379,Ashtyn Davis,NYJ,27,S,17,5,3,66,0,51,8,0,1,3,-3,0,0.0,37,23,14,3,0,,DaviAs00
380,Cobie Durant,LAR,25,DB,16,9,0,0,0,0,6,,,,,0,0.0,39,23,16,0,2,,DuraDe01
381,Rashan Gary,GNB,26,LB,17,13,0,0,0,0,2,2,0,2,0,0,9.0,44,23,21,7,22,,GaryRa00
382,Jordan Howden,NOR,23,DB,16,7,0,0,0,0,5,1,0,0,0,0,1.0,43,23,20,0,1,,HowdJo00
383,Jerry Hughes,HOU,35,DE,17,2,,,0,,,1,0,0,0,0,3.0,32,23,9,4,3,,HughJe99
384,BJ Ojulari,ARI,21,OLB,17,0,0,0,0,0,1,,,,,0,4.0,40,23,17,5,6,,OjulBJ00
385,Tedarrell Slaton,GNB,26,DL,17,17,0,0,0,0,2,,,,,0,0.0,50,23,27,2,2,,SlatTe00
386,Grover Stewart,IND,30,DT,11,11,,,0,,,,,,,0,0.5,41,23,18,5,8,,StewGr00
387,Anthony Walker,CLE,28,LB,12,12,0,0,0,0,4,1,0,2,0,0,0.0,44,23,21,1,2,,WalkAn01
388,Dane Belton,NYG,23,S,17,2,2,22,0,20,2,0,0,1,2,0,1.0,33,22,11,3,2,,BeltDa00
389,Ji'Ayir Brown,SFO,23,S,15,5,2,0,0,0,4,,,,,0,0.0,35,22,13,0,0,,BrowJi01
390,Kenny Clark*,GNB,28,DL,17,17,0,0,0,0,3,2,0,0,0,0,7.5,44,22,22,9,16,,ClarKe01
391,Nakobe Dean,PHI,23,LB,5,4,,,0,,,,,,,0,0.5,30,22,8,2,1,,DeanNa00
392,Mike Ford,CLE,28,CB,16,1,1,10,0,10,2,0,0,1,0,0,0.0,28,22,6,0,0,,FordMi01
393,Marlon Humphrey,BAL,27,CB,10,10,1,3,0,3,5,,,,,0,0.0,26,22,4,1,1,,HumpMa00
394,Deion Jones,CAR,29,LB,13,3,1,0,0,0,6,,,,,0,1.0,35,22,13,4,1,,JoneDe01
395,Patrick Jones II,MIN,25,OLB,17,4,,,0,,,,,,,0,1.0,32,22,10,5,8,,JonePa00
396,Desmond King,2TM,29,,10,3,0,0,0,0,2,0,1,0,0,0,1.0,47,22,25,5,2,,KingDe01
397,Deane Leonard,LAC,24,DB,11,3,0,0,0,0,3,1,0,0,0,0,0.0,28,22,6,1,0,,LeonDe00
398,Roy Lopez,ARI,26,DT,14,5,,,0,,,,,,,0,0.0,42,22,20,2,1,,LopeRo00
399,Nick Niemann,LAC,26,LB,17,3,0,0,0,0,1,0,1,1,-2,0,0.0,40,22,18,1,1,,NiemNi00
400,Dayo Odeyingbo,IND,24,DE,17,1,0,0,0,0,2,2,0,2,0,0,8.0,38,22,16,9,17,,OdeyDa00
401,Ogbonnia Okoronkwo,CLE,28,DE,14,0,0,0,0,0,1,0,0,1,0,0,4.5,31,22,9,12,8,,OkorOg00
402,Clark Phillips,ATL,22,CB,11,5,0,0,0,0,5,,,,,0,0.0,27,22,5,1,0,,PhilCl00
403,Mark Robinson,PIT,24,LB,17,2,,,0,,,1,0,0,0,0,1.0,30,22,8,1,1,,RobiMa03
404,Eric Rowe,PIT,31,S,3,3,1,25,0,25,2,1,0,0,0,0,0.0,29,22,7,1,0,,RoweEr00
405,Deatrich Wise Jr.,NWE,29,DL,16,13,0,0,0,0,1,1,0,0,0,0,4.5,54,22,32,3,6,,WiseDe00
406,Jack Cochrane,KAN,24,LB,17,1,0,0,0,0,1,,,,,0,0.0,28,21,7,2,0,,CochJa00
407,Victor Dimukeje,ARI,24,OLB,16,6,0,0,0,0,1,1,0,0,0,0,4.0,32,21,11,5,8,,DimuVi00
408,Leonard Floyd,BUF,31,DE,17,16,0,0,0,0,1,1,0,0,0,0,10.5,32,21,11,9,19,,FloyLe00
409,Miles Killebrew*+,PIT,30,DB,17,1,,,0,,,,,,,0,0.0,26,21,5,1,1,1,KillMi00
410,Jonathan Ledbetter,ARI,26,DL,12,12,,,0,,,,,,,0,1.5,46,21,25,1,4,,LedbJo01
411,Anthony Nelson,TAM,26,OLB,16,0,0,0,0,0,1,,,,,0,3.0,40,21,19,7,6,,NelsAn01
412,Larry Ogunjobi,PIT,29,DT,17,17,0,0,0,0,2,1,0,2,0,0,3.0,43,21,22,3,8,,OgunLa00
413,Shaun Wade,NWE,25,CB,14,6,0,0,0,0,1,,,,,0,0.0,23,21,2,2,0,,WadeSh00
414,Mykal Walker,PIT,26,LB,8,5,1,30,0,30,2,,,,,0,0.0,33,21,12,2,0,,WalkMy00
415,Milton Williams,PHI,24,DT,16,10,0,0,0,0,1,1,0,0,0,0,0.5,42,21,21,3,7,,WillMi08
416,Dorance Armstrong Jr.,DAL,26,DE,17,1,0,0,0,0,1,,,,,0,7.5,38,20,18,7,12,,ArmsDo00
417,Zack Baun,NOR,27,LB,17,6,1,10,0,10,2,0,1,0,0,0,2.0,30,20,10,4,4,,BaunZa00
418,Jalen Carter,PHI,22,DT,16,1,,,0,,,2,0,1,42,1,6.0,33,20,13,8,9,,CartJa05
419,Sam Franklin,CAR,27,S,17,4,1,99,1,99,3,,,,,0,0.0,30,20,10,0,0,,FranSa00
420,Elijah Hicks,CHI,24,DB,17,6,0,0,0,0,1,,,,,0,0.0,35,20,15,0,0,,HickEl00
421,Jaycee Horn,CAR,24,CB,6,6,0,0,0,0,5,,,,,0,0.0,27,20,7,1,0,,HornJa00
422,Josh Jobe,PHI,25,CB,17,3,0,0,0,0,4,1,0,0,0,0,0.0,22,20,2,0,0,,JobeJo00
423,Chris Jones*+,KAN,29,DT,16,16,0,0,0,0,4,,,,,0,10.5,30,20,10,13,29,,JoneCh09
424,Travis Jones,BAL,24,DT,17,0,0,0,0,0,2,,,,,0,1.5,36,20,16,4,5,,JoneTr00
425,Cameron Jordan,NOR,34,DE,17,17,0,0,0,0,3,0,0,1,0,0,2.0,43,20,23,3,6,,JordCa00
426,Nick McCloud,NYG,25,CB,17,3,1,0,0,0,2,3,1,3,1,0,0.0,28,20,8,0,0,,McClNi00
427,Segun Olubi,IND,24,LB,15,2,1,0,0,0,1,0,0,1,6,0,0.0,26,20,6,0,0,,OlubSe00
428,Odafe Oweh,BAL,25,OLB,13,5,,,0,,,2,0,0,0,0,5.0,23,20,3,4,12,,OwehJa00
429,D.J. Reader,CIN,29,DT,14,14,0,0,0,0,1,0,0,1,0,0,1.0,34,20,14,2,7,,ReadD.00
430,Kyle Van Noy,BAL,32,OLB,14,3,0,0,0,0,4,2,0,0,0,0,9.0,30,20,10,9,9,,VanNKy00
431,Jonah Williams,LAR,28,DE,17,16,0,0,0,0,1,,,,,0,2.0,49,20,29,4,4,,WillJo16
