,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,,-additional
210,Kamerion Wimbley,CLE,23,ROLB,16,15,,,0,,,1,0,3,1,0,11.0,62,44,18,13,26,,WimbKa20
211,Will Allen,MIA,28,LCB,15,15,1,11,0,11,11,1,0,3,1,0,1.0,57,43,14,3,3,,AlleWi20
212,Jordan Babineaux,SEA,24,SS,15,8,1,20,0,20,4,,,,,0,0.0,55,43,12,0,1,,BabiJo21
213,Kendrell Bell,KAN,28,RLB,16,14,,,0,,,,,,,0,1.0,49,43,6,7,2,,BellKe20
214,Derrick Burgess*,OAK,28,RDE,16,16,0,0,0,0,1,1,0,0,0,0,11.0,51,43,8,10,13,,BurgDe99
215,Trent Cole,PHI,24,LDE/RDE,16,14,1,19,1,19,3,1,0,1,1,0,8.0,62,43,19,12,16,,ColeTr20
216,Rosevelt Colvin,NWE,29,LOLB,16,15,0,0,0,0,3,1,0,1,0,0,8.5,55,43,12,11,27,,ColvRo20
217,Jason Craft,NOR,30,RCB,16,6,1,0,0,0,5,,,,,0,0.0,47,43,4,0,0,,CrafJa20
218,Michael Lewis,PHI,26,SS,14,6,2,105,1,84,9,1,0,0,0,0,2.0,58,43,15,3,3,,LewiMi99
219,Ricky Manning,CHI,26,RCB,15,6,5,113,1,54,10,1,0,2,0,0,2.0,53,43,10,2,0,,MannRi20
220,Chris McAlister*,BAL,29,LCB,16,16,6,121,2,60,22,0,0,2,0,0,0.0,47,43,4,3,0,,McAlCh00
221,Rob Morris,IND,31,LLB,15,5,,,0,,,,,,,,0.0,56,43,13,3,1,,MorrRo20
222,Brian Russell,CLE,28,FS,12,12,1,6,0,6,4,1,0,0,0,0,0.0,52,43,9,0,0,,RussBr20
223,Takeo Spikes,BUF,30,LLB,12,11,0,0,0,0,3,1,0,0,0,0,1.0,70,43,27,1,0,,SpikTa00
224,Omar Stoutmire,NOR,32,SS,13,9,2,10,0,10,7,,,,,0,0.0,55,43,12,1,0,,StouOm20
225,Ted Washington,CLE,38,NT,16,16,,,0,,,,,,,,0.0,52,43,9,4,1,,WashTe01
226,Dexter Coakley,STL,34,RLB,16,5,2,0,0,0,4,,,,,0,0.0,45,42,3,1,1,,CoakDe00
227,Randall Godfrey,SDG,33,LILB,13,13,0,0,0,0,2,2,0,0,0,0,4.0,58,42,16,7,4,,GodfRa20
228,Napoleon Harris,MIN,27,MLB,14,14,3,20,0,11,4,1,0,0,0,0,2.5,59,42,17,5,5,,HarrNa20
229,Marlon McCree,SDG,29,FS,14,14,1,0,0,0,5,0,0,1,79,1,1.0,59,42,17,3,1,,McCrMa20
230,Chike Okeafor,ARI,30,LDE,16,15,0,0,0,0,6,2,0,2,0,0,8.5,54,42,12,11,18,,OkeaCh20
231,Allen Rossum,ATL,31,RCB,16,6,0,0,0,0,2,0,2,0,0,0,0.0,48,42,6,4,1,,RossAl99
232,Jason Taylor*+,MIA,32,RDE,16,16,2,71,2,51,11,9,0,2,33,0,13.5,62,42,20,12,14,,TaylJa03
233,Alex Brown,CHI,27,RDE,16,16,2,22,0,18,4,3,0,2,0,0,7.0,47,41,6,9,13,,BrowAl20
234,Aaron Francisco,ARI,23,DB,16,2,2,61,0,44,3,,,,,0,0.0,49,41,8,1,0,,FranAa20
235,Gilbert Gardner,IND,24,LLB,15,12,0,0,0,0,4,,,,,,0.0,61,41,20,4,4,,GardGi20
236,Eric Green,ARI,24,RCB,15,8,0,0,0,0,12,1,0,1,0,0,0.0,44,41,3,1,1,,GreeEr20
237,Kelly Gregg,BAL,30,LDT,16,16,0,0,0,0,2,1,0,3,59,0,3.5,62,41,21,6,5,,GregKe20
238,Chris Kelsay,BUF,27,LDE,16,16,0,0,0,0,2,1,0,1,0,0,5.5,62,41,21,7,12,,KelsCh21
239,Paul Spicer,JAX,31,RDE/LDE,16,16,0,0,0,0,4,,,,,0,3.0,47,41,6,10,9,,SpicPa20
240,Vince Wilfork,NWE,25,NT,13,13,0,0,0,0,1,0,0,1,0,0,1.0,51,41,10,1,4,,WilfVi20
241,Bryant Young,SFO,34,LDE,16,16,0,0,0,0,1,1,0,0,0,0,5.5,52,41,11,5,10,,YounBr00
242,Clinton Hart,SDG,29,DB,16,1,3,37,0,22,8,1,1,1,0,0,0.0,49,40,9,1,0,,HartCl20
243,Chris Hovan,TAM,28,LDT,16,16,,,0,,,0,0,1,0,0,2.0,52,40,12,9,7,,HovaCh20
244,Joey Porter,PIT,29,ROLB,14,14,2,49,1,42,5,,,,,0,7.0,55,40,15,10,10,,PortJo00
245,Jason Webster,ATL,29,RCB,8,7,2,-2,0,3,5,1,0,0,0,0,0.0,50,40,10,0,0,,WebsJa20
246,Donovin Darius,JAX,31,SS,10,10,0,0,0,0,3,,,,,,0.0,48,39,9,1,0,,DariDo20
247,Cornelius Griffin,WAS,30,LDT,14,14,0,0,0,0,2,1,0,0,0,0,1.0,50,39,11,2,3,,GrifCo20
248,Reynaldo Hill,TEN,24,LCB,15,14,2,20,0,11,5,,,,,0,0.0,56,39,17,1,0,,HillRe21
249,Ellis Hobbs,NWE,23,RCB,15,9,2,79,0,70,6,0,0,1,5,0,0.0,46,39,7,1,0,,HobbEl20
250,Dexter Jackson,CIN,29,SS,12,11,1,46,0,46,4,0,0,1,0,0,1.0,55,39,16,4,3,,JackDe20
251,Rashad Jeanty,CIN,23,LLB,12,9,0,0,0,0,2,1,0,1,0,0,0.0,60,39,21,2,2,,JeanRa20
252,Junior Seau,NWE,37,LILB,11,10,0,0,0,0,1,,,,,0,1.0,69,39,30,5,4,,SeauJu00
253,Jason Simmons,HOU,30,DB,16,2,1,11,0,11,1,,,,,0,0.0,46,39,7,0,0,,SimmJa20
254,Kiwaukee Thomas,BUF,29,DB,16,3,0,0,0,0,5,,,,,,0.0,50,39,11,1,1,,ThomKi20
255,Fabian Washington,OAK,23,RCB,14,14,4,4,0,7,15,,,,,0,0.0,40,39,1,0,0,,WashFa20
256,Ryan Denney,BUF,29,DE,16,0,0,0,0,0,5,2,0,1,0,0,6.0,54,38,16,7,7,,DennRy20
257,La'Roi Glover,STL,32,LDT,16,16,,,0,,,0,0,1,0,0,5.5,43,38,5,9,7,,GlovLa00
258,Cedric Griffin,MIN,24,RCB,14,7,2,4,0,4,10,2,0,1,-4,0,0.0,43,38,5,0,0,,GrifCe20
259,John Henderson*,JAX,27,RDT,16,16,0,0,0,0,6,,,,,0,3.5,51,38,13,8,6,,HendJo99
260,Kelly Jennings,SEA,24,DB,16,2,1,0,0,0,6,1,0,0,0,0,0.0,43,38,5,0,1,,JennKe20
261,Brett Keisel,PIT,28,RDE,16,16,0,0,0,0,4,0,0,1,1,0,5.5,56,38,18,6,10,,KeisBr20
262,Terrence Kiel,SDG,26,SS,15,15,0,0,0,0,2,1,0,1,6,0,0.0,54,38,16,2,0,,KielTe20
263,Mike Patterson,PHI,23,LDT,16,16,0,0,0,0,3,0,0,3,98,1,1.5,52,38,14,7,5,,PattMi20
264,Cory Redding,DET,26,RDT/LDE,16,16,,,0,,,2,0,1,2,0,8.0,48,38,10,12,10,,ReddCo20
265,Brandon Short,NYG,29,RLB,9,9,0,0,0,0,2,2,0,0,0,0,2.0,45,38,7,4,1,,ShorBr20
266,Corey Webster,NYG,24,LCB,12,10,1,0,0,0,12,2,0,1,4,0,1.0,43,38,5,1,0,,WebsCo20
267,Sam Williams,OAK,26,LLB,15,12,0,0,0,0,1,0,0,1,30,1,1.0,44,38,6,5,2,,WillSa22
268,Victor Adeyanju,STL,23,RDE,12,9,0,0,0,0,1,0,0,2,89,1,1.0,42,37,5,3,2,,AdeyVi20
269,Sheldon Brown,PHI,27,RCB,16,16,1,70,1,70,11,,,,,0,0.0,52,37,15,3,1,,BrowSh20
270,Darnell Dockett,ARI,25,RDT,16,16,1,-1,0,-1,2,1,0,2,5,0,2.0,51,37,14,5,7,,DockDa20
271,Shaun Ellis,NYJ,29,LDE,16,16,0,0,0,0,3,1,0,0,0,0,5.0,58,37,21,4,4,,ElliSh00
272,Bryce Fisher,SEA,29,LDE,16,16,,,0,,,0,0,1,0,0,4.0,46,37,9,7,8,,FishBr20
273,Alex Lewis,DET,25,LB,11,2,0,0,0,0,2,1,,,,,0.0,48,37,11,1,2,,LewiAl20
274,Michael Myers,DEN,30,LDT,16,16,0,0,0,0,2,1,0,2,11,0,2.0,57,37,20,7,3,,MyerMi20
275,Dewayne Robertson,NYJ,25,LDT,16,16,,,0,,,1,0,1,0,0,2.5,62,37,25,4,6,,RobeDe20
276,Barrett Ruud,TAM,23,MLB,16,5,,,0,,,,,,,,0.0,57,37,20,1,0,,RuudBa20
277,Chad Scott,NWE,32,LCB,14,9,2,32,0,32,4,,,,,0,0.0,46,37,9,1,0,,ScotCh20
278,Gerald Sensabaugh,JAX,23,SS,16,7,2,8,0,8,4,1,0,1,0,0,0.0,44,37,7,2,0,,SensGe20
279,Deshea Townsend,PIT,31,RCB,16,12,2,6,0,6,11,2,0,0,0,0,2.0,41,37,4,4,1,,TownDe20
280,Pat Williams*,MIN,34,LDT,16,16,0,0,0,0,3,1,0,0,0,0,1.0,44,37,7,9,2,,WillPa20
281,Fernando Bryant,DET,29,LCB,10,10,0,0,0,0,6,0,0,1,0,0,0.0,45,36,9,3,0,,BryaFe20
282,Hunter Hillenmeyer,CHI,26,LLB,15,13,0,0,0,0,2,0,0,1,0,0,0.0,49,36,13,3,1,,HillHu20
283,Ben Leber,MIN,28,LLB,15,10,1,0,0,0,5,3,0,2,0,1,3.0,48,36,12,5,2,,LebeBe20
284,Willie McGinest,CLE,35,LOLB,14,13,1,0,0,0,2,0,0,1,0,0,4.0,45,36,9,8,10,,McGiWi00
285,Trevor Pryce,BAL,31,LDE,16,16,0,0,0,0,3,2,0,0,0,0,13.0,46,36,10,12,23,,PrycTr00
286,Jamar Fletcher,DET,27,DB,13,2,3,122,1,88,6,0,0,1,3,0,0.0,37,35,2,2,0,,FletJa20
287,Al Harris,GNB,32,RCB,16,16,3,39,0,34,17,,,,,0,0.0,41,35,6,0,0,,HarrAl21
288,Rodney Harrison,NWE,34,SS,10,10,1,2,0,2,3,1,0,1,0,0,1.0,50,35,15,0,3,,HarrRo01
289,Melvin Oliver,SFO,23,RDE,16,14,,,0,,,0,0,1,12,1,1.0,43,35,8,2,3,,OlivMe20
290,Carlos Polk,SDG,29,LB,16,4,,,0,,,,,,,0,2.0,45,35,10,3,0,,PolkCa20
291,Lewis Sanders,HOU,28,RCB,9,7,0,0,0,0,6,,,,,,0.0,43,35,8,0,0,,SandLe20
292,Aaron Schobel*,BUF,29,RDE,16,16,0,0,0,0,3,4,0,1,0,0,14.0,53,35,18,12,22,,SchoAa99
293,Shawn Springs,WAS,31,LCB,9,8,1,4,0,4,9,1,0,0,0,0,0.0,38,35,3,2,0,,SpriSh00
294,Hollis Thomas,NOR,32,RDT,12,12,0,0,0,0,2,0,0,1,0,0,3.5,43,35,8,6,6,,ThomHo20
295,Mario Williams,HOU,21,RDE,16,16,0,0,0,0,4,1,0,1,0,0,4.5,47,35,12,7,7,,WillMa22
296,Brian Young,NOR,29,LDT,16,16,0,0,0,0,1,0,0,1,0,0,5.5,46,35,11,8,16,,YounBr20
297,Tyler Brayton,OAK,27,LDE,16,13,0,0,0,0,1,1,,,,,0.0,43,34,9,1,0,,BrayTy20
298,Raheem Brock,IND,28,RDT,16,16,0,0,0,0,2,3,0,3,0,0,3.0,48,34,14,2,9,,BrocRa20
299,Kedric Golston,WAS,23,RDT,16,13,0,0,0,0,3,0,0,1,0,0,0.5,44,34,10,3,2,,GolsKe20
300,Tory James,CIN,33,RCB,16,16,4,44,0,28,14,,,,,0,0.0,43,34,9,0,0,,JameTo99
301,Jon McGraw,DET,27,DB,16,3,0,0,0,0,2,1,0,1,0,0,0.0,44,34,10,1,0,,McGrJo21
302,Brian Simmons,CIN,31,MLB,11,8,2,5,0,5,5,1,0,1,0,0,0.0,61,34,27,1,3,,SimmBr20
303,Mark Simoneau,NOR,29,MLB,16,13,1,0,0,0,1,,,,,0,1.0,62,34,28,2,4,,SimoMa20
304,Shawn Barber,PHI,31,LB,13,1,0,0,0,0,9,1,0,1,0,0,0.0,50,33,17,4,1,,BarbSh20
305,Ralph Brown,CLE,28,DB,16,4,0,0,0,0,8,,,,,,0.0,36,33,3,0,1,,BrowRa20
306,Paul Carrington,ATL,24,DE,15,2,0,0,0,0,1,1,0,0,0,0,3.0,42,33,9,1,5,,CarrPa21
307,Keith Ellison,BUF,22,LLB,14,7,1,7,0,7,2,0,0,1,0,0,1.0,65,33,32,6,0,,ElliKe20
308,Kelvin Hayden,IND,23,DB,15,1,0,0,0,0,1,0,0,1,26,1,0.0,40,33,7,0,0,,HaydKe20
309,David Macklin,ARI,28,RCB,14,7,1,56,0,56,5,,,,,0,0.0,34,33,1,2,0,,MackDa20
310,Sam Madison,NYG,32,RCB,12,12,2,28,0,24,10,0,0,1,0,0,0.0,39,33,6,1,0,,MadiSa00
311,Will Smith*,NOR,25,RDE,14,14,0,0,0,0,3,3,0,1,0,0,10.5,52,33,19,11,17,,SmitWi99
312,Greg Spires,TAM,32,LDE,16,16,0,0,0,0,3,,,,,0,5.0,51,33,18,6,10,,SpirGr20
313,Nathan Vasher,CHI,25,RCB,14,13,3,11,0,7,8,,,,,0,0.0,45,33,12,0,1,,VashNa99
314,Dewayne White,TAM,27,RDE,16,8,0,0,0,0,7,2,0,3,2,0,5.0,43,33,10,9,15,,WhitDe20
315,Kyle Williams,BUF,23,RDT,16,11,,,0,,,,,,,,0.0,53,33,20,4,3,,WillKy20
316,Michael Boulware,SEA,25,SS,16,8,2,1,0,1,6,1,0,1,32,0,0.0,40,32,8,1,0,,BoulMi20
317,Barry Cofield,NYG,22,LDT,16,16,0,0,0,0,3,,,,,0,1.5,44,32,12,5,3,,CofiBa20
318,Patrick Dendy,GNB,24,DB,12,3,3,37,1,30,6,,,,,0,0.0,37,32,5,0,0,,DendPa20
319,Jason Ferguson,DAL,32,NT,16,16,0,0,0,0,1,,,,,,0.0,46,32,14,2,1,,FergJa21
320,Kris Jenkins*,CAR,27,RDT,16,16,0,0,0,0,1,,,,,0,3.0,41,32,9,4,7,,JenkKr00
321,Warren Sapp,OAK,34,LDT,16,16,0,0,0,0,2,1,0,0,0,0,10.0,47,32,15,13,17,,SappWa00
322,Robaire Smith,TEN,29,LDT,15,12,0,0,0,0,2,,,,,0,0.5,48,32,16,3,1,,SmitRo21
323,Stephen Tulloch,TEN,21,LB,16,3,1,0,0,0,3,0,0,1,0,0,0.5,54,32,22,5,1,,TullSt20
324,Kenny Wright,WAS,29,LCB,16,9,1,0,0,0,13,,,,,0,0.0,39,32,7,0,0,,WrigKe20
325,Tyrone Carter,PIT,30,DB,16,3,0,0,0,0,2,1,0,1,0,0,2.0,43,31,12,3,2,,CartTy20
326,Stephen Cooper,SDG,27,LB,16,4,0,0,0,0,2,1,0,0,0,0,2.5,54,31,23,3,4,,CoopSt20
327,Mike Doss,IND,25,DB,6,4,2,47,0,31,5,,,,,0,0.0,37,31,6,2,1,,DossMi20
328,Nick Greisen,JAX,27,RLB,16,10,1,6,0,6,3,0,0,1,1,0,0.0,34,31,3,6,1,,GreiNi20
329,Casey Hampton*,PIT,29,NT,15,15,0,0,0,0,1,1,,,,,0.0,46,31,15,3,1,,HampCa00
330,Grady Jackson,ATL,33,LDT,16,15,0,0,0,0,2,1,,,,,0.0,36,31,5,12,1,,JackGr20
331,Jimmy Kennedy,STL,27,RDT,16,16,0,0,0,0,1,1,0,2,0,0,1.0,40,31,9,5,1,,KennJi21
332,Ken Lucas,CAR,27,RCB/LCB,13,12,3,13,0,13,10,,,,,0,0.0,45,31,14,0,0,,LucaKe20
333,Quintin Mikell,PHI,26,DB,16,1,0,0,0,0,1,1,,,,,0.0,42,31,11,1,0,,MikeQu20
334,Ryan Pickett,GNB,27,RDT,16,16,0,0,0,0,5,0,0,1,0,0,0.0,64,31,33,1,2,,PickRy20
335,Fred Robbins,NYG,29,RDT,16,16,2,12,0,11,3,0,0,3,67,0,5.5,46,31,15,11,13,,RobbFr20
336,Tully Banta-Cain,NWE,26,ROLB,16,5,,,0,,,1,0,0,0,0,5.5,42,30,12,5,10,,BantTu20
337,Ed Hartwell,ATL,28,MLB,8,6,,,0,,,1,0,0,0,0,1.0,40,30,10,0,1,,HartEd20
338,Bobby McCray,JAX,25,LDE/RDE,15,12,0,0,0,0,1,2,0,0,0,0,10.0,35,30,5,11,15,,McCrBo20
339,Alvin McKinley,CLE,28,RDE,14,14,,,0,,,,,,,0,1.0,45,30,15,4,5,,McKiAl20
340,Deltha O'Neal,CIN,29,LCB,12,7,1,42,0,42,10,0,0,1,0,0,0.0,37,30,7,1,0,,ONeaDe00
341,Jarrad Page,KAN,22,DB,16,2,3,30,0,30,8,0,0,1,0,0,1.0,35,30,5,1,2,,PageJa20
342,Kalvin Pearson,TAM,28,DB,16,0,0,0,0,0,1,1,,,,,0.0,36,30,6,2,0,,PearKa20
343,James Reed,KAN,29,RDT,15,15,0,0,0,0,2,,,,,0,1.0,37,30,7,3,8,,ReedJa21
344,Terdell Sands,OAK,27,DT,16,2,1,5,0,5,4,,,,,0,1.0,41,30,11,5,2,,SandTe20
345,Travares Tillman,MIA,29,SS,14,7,0,0,0,0,3,1,,,,,0.0,47,30,17,1,0,,TillTr20
346,Pat Watkins,DAL,24,FS,14,9,3,45,0,24,7,1,0,1,53,0,0.0,38,30,8,0,0,,WatkPa20
347,Grant Wistrom,SEA,30,RDE,16,16,0,0,0,0,2,1,0,1,0,0,4.0,37,30,7,7,4,,WistGr20
348,Kevin Burnett,DAL,24,LB,16,0,1,39,1,39,2,2,0,0,0,0,1.0,40,29,11,2,1,,BurnKe20
349,Chauncey Davis,ATL,23,LDE,16,13,1,41,0,41,2,0,0,1,0,0,1.0,38,29,9,3,2,,DaviCh22
350,Kevin Dockery,NYG,22,DB,14,0,2,100,1,96,8,,,,,0,0.0,35,29,6,0,0,,DockKe20
351,Travis Fisher,STL,27,LCB,9,9,0,0,0,0,1,,,,,,0.0,30,29,1,0,1,,FishTr20
352,Adewale Ogunleye,CHI,29,LDE,14,14,0,0,0,0,2,1,0,3,0,0,6.5,43,29,14,8,14,,OgunAd00
353,Bryan Robinson,CIN,32,LDE,16,16,0,0,0,0,2,,,,,0,3.0,42,29,13,2,7,,RobiBr20
354,Marcus Spears,DAL,23,LDE,16,16,0,0,0,0,3,,,,,0,1.0,45,29,16,3,3,,SpeaMa21
355,Pisa Tinoisamoa,STL,25,RLB,11,11,0,0,0,0,1,0,0,1,0,0,2.0,36,29,7,5,4,,TinoPi20
356,Leon Williams,CLE,23,LB,16,3,0,0,0,0,3,1,0,0,0,0,1.0,42,29,13,2,3,,WillLe20
357,Ron Bartell,STL,24,DB,16,1,3,63,1,38,8,,,,,0,0.0,29,28,1,5,2,,BartRo20
358,Kevin Carter,MIA,33,LDE,16,16,,,0,,,0,0,2,0,0,5.5,45,28,17,5,9,,CartKe00
359,Luis Castillo,SDG,23,LDE,10,9,1,1,0,1,1,0,0,1,0,0,7.0,37,28,9,7,7,,CastLu20
360,Colin Cole,GNB,26,DT,15,3,,,0,,,1,0,0,0,0,1.0,38,28,10,3,1,,ColeCo20
361,Terry Cousin,JAX,31,DB,10,4,1,16,0,16,5,,,,,0,0.0,35,28,7,0,1,,CousTe20
362,Chartric Darby,SEA,31,LDT,16,14,,,0,,,,,,,0,3.5,37,28,9,8,7,,DarbCh20
363,Nick Ferguson,DEN,32,SS,10,10,1,0,0,0,4,1,0,0,0,0,0.0,36,28,8,0,0,,FergNi20
364,Jason Fisk,STL,34,DT,16,0,,,0,,,,,,,,0.0,30,28,2,3,1,,FiskJa20
365,Kabeer Gbaja-Biamila,GNB,29,RDE,16,13,,,0,,,2,0,0,0,0,6.0,40,28,12,7,17,,GbajKa20
366,Robert Geathers,CIN,23,DE,16,0,,,0,,,,,,,0,10.5,42,28,14,13,17,,GeatRo21
367,Kenard Lang,DEN,31,LDE,16,16,0,0,0,0,1,1,0,0,0,0,6.0,36,28,8,6,11,,LangKe20
368,Anthony McFarland,2TM,29,LDT/RDT,16,16,,,0,,,0,0,1,0,0,2.5,40,28,12,7,4,,McFaAn20
369,Mike McKenzie,NOR,30,LCB,16,16,2,54,0,54,10,,,,,0,0.0,33,28,5,2,0,,McKeMi20
370,Shantee Orr,HOU,25,LLB,16,11,0,0,0,0,1,0,0,1,19,0,1.5,32,28,4,3,2,,OrrxSh20
371,Donnie Spragan,MIA,30,RLB,16,9,0,0,0,0,3,0,0,1,0,0,1.5,50,28,22,1,1,,SpraDo20
372,Michael Strahan,NYG,35,LDE,9,9,0,0,0,0,3,,,,,0,3.0,38,28,10,5,8,,StraMi02
373,John Thornton,CIN,30,RDT,15,15,0,0,0,0,3,1,0,1,0,0,2.0,43,28,15,5,2,,ThorJo21
374,Keith Traylor,MIA,37,LDT,14,14,0,0,0,0,2,1,0,0,0,0,4.0,36,28,8,6,4,,TrayKe20
375,Kevin Williams*+,MIN,26,RDT,16,16,0,0,0,0,6,0,0,3,0,1,5.0,36,28,8,11,12,,WillKe98
376,Leigh Bodden,CLE,25,LCB,9,9,2,48,0,35,13,1,0,0,0,0,0.0,31,27,4,0,1,,BoddLe20
377,Jacques Cesaire,SDG,26,LDE,16,10,0,0,0,0,1,1,0,0,0,0,4.0,37,27,10,6,6,,CesaJa20
378,Demarcus Faggins,HOU,27,RCB,11,10,2,0,0,0,10,1,0,2,58,1,1.0,30,27,3,2,1,,FaggDe20
379,Andre' Goodman,MIA,28,RCB,15,14,0,0,0,0,9,1,0,2,64,0,0.0,42,27,15,2,0,,GoodAn20
380,Calvin Pace,ARI,26,LLB,16,5,0,0,0,0,1,2,0,0,0,0,1.0,31,27,4,2,1,,PaceCa20
381,Robert Thomas,OAK,26,LB,16,0,0,0,0,0,1,1,0,1,0,0,0.0,36,27,9,6,0,,ThomRo20
382,Darwin Walker,PHI,29,RDT,16,15,1,6,0,6,4,1,0,0,0,0,6.0,36,27,9,6,10,,WalkDa21
383,Jimmy Williams,ATL,22,RCB,13,5,0,0,0,0,1,,,,,,0.0,33,27,6,4,1,,WillJi23
384,Kenyon Coleman,DAL,27,DE,16,0,0,0,0,0,2,1,0,0,0,0,4.0,31,26,5,4,5,,ColeKe20
385,Torrie Cox,TAM,26,DB,16,3,0,0,0,0,3,0,0,1,0,0,0.0,31,26,5,0,0,,CoxxTo21
386,Dwight Freeney,IND,26,RDE,16,16,0,0,0,0,2,4,0,0,0,0,5.5,29,26,3,4,9,,FreeDw00
387,Joselio Hanson,PHI,25,DB,16,1,0,0,0,0,13,,,,,,0.0,35,26,9,1,0,,HansJo20
388,Corey Ivy,BAL,29,DB,13,0,1,0,0,0,5,2,1,0,0,0,2.0,28,26,2,1,3,,IvyxCo20
389,Todd Johnson,CHI,28,SS,12,6,0,0,0,0,3,1,,,,,0.0,33,26,7,0,0,,JohnTo20
390,Ma'ake Kemoeatu,CAR,27,LDT,16,13,0,0,0,0,1,,,,,,0.0,34,26,8,2,0,,KemoMa20
391,Darrell Reid,IND,24,DE,15,0,,,0,,,,,,,0,0.0,35,26,9,5,1,,ReidDa20
392,Orpheus Roye,CLE,33,LDE,9,9,0,0,0,0,1,,,,,0,1.0,32,26,6,2,4,,RoyeOr20
393,James Sanders,NWE,23,SS,16,5,1,21,0,21,1,,,,,0,1.0,43,26,17,1,2,,SandJa21
394,Lenny Walls,KAN,27,DB,16,2,0,0,0,0,4,,,,,0,0.0,27,26,1,0,0,,WallLe20
395,Anthony Weaver,HOU,26,LDE,15,15,1,21,0,21,6,0,0,1,0,0,1.0,35,26,9,5,4,,WeavAn20
396,Chad Williams,SFO,27,DB,15,1,1,43,0,43,1,,,,,0,2.5,30,26,4,7,6,,WillCh20
397,Corey Williams,GNB,26,LDT,16,11,0,0,0,0,3,0,0,1,0,0,7.0,34,26,8,9,11,,WillCo21
398,Mike Wright,NWE,24,DT,16,4,,,0,,,1,0,2,0,0,1.0,34,26,8,3,2,,WrigMi20
399,Rocky Bernard,SEA,27,RDT,16,15,0,0,0,0,1,2,0,1,0,0,3.5,37,25,12,8,4,,BernRo20
400,Kendrick Clancy,ARI,28,LDT,11,11,,,0,,,1,0,0,0,0,1.0,29,25,4,2,0,,ClanKe20
401,Travis Daniels,MIA,24,RCB,12,6,1,-2,0,-2,2,,,,,0,0.0,36,25,11,0,0,,DaniTr20
402,Kalimba Edwards,DET,27,RDE,16,10,0,0,0,0,1,1,0,3,3,0,3.0,37,25,12,4,6,,EdwaKa20
403,Jarvis Green,NWE,27,DE,16,4,0,0,0,0,1,3,0,1,0,0,7.5,33,25,8,3,10,,GreeJa21
404,Roman Harper,NOR,24,SS,5,5,0,0,0,0,3,1,0,0,0,0,1.0,27,25,2,1,2,,HarpRo21
405,Hank Poteat,2TM,29,DB/RCB,13,7,0,0,0,0,4,0,0,1,4,0,0.0,35,25,10,0,0,,PoteHa20
406,Mike Rucker,CAR,31,RDE,14,14,,,0,,,1,0,0,0,0,5.0,39,25,14,9,11,1,RuckMi20
407,Darrion Scott,MIN,25,LDE,16,13,0,0,0,0,2,1,0,0,0,0,5.5,46,25,21,4,6,,ScotDa20
408,Lito Sheppard*,PHI,25,LCB,13,13,6,157,1,102,19,0,0,1,0,0,0.0,30,25,5,0,0,,ShepLi99
409,Anthony Smith,PIT,23,DB,16,4,2,40,0,20,5,,,,,0,0.0,34,25,9,0,0,,SmitAn21
410,Randy Starks,TEN,23,RDT,16,8,,,0,,,0,0,2,26,0,3.0,40,25,15,6,4,,StarRa20
411,Darryl Tapp,SEA,22,DE,16,0,1,25,1,25,1,1,0,0,0,0,3.0,36,25,11,6,9,,TappDa20
412,Rashad Washington,NYJ,26,DB,16,0,,,0,,,,,,,0,0.5,35,25,10,0,1,,WashRa20
413,Stanley Wilson,DET,24,DB,13,4,0,0,0,0,5,,,,,,0.0,38,25,13,0,0,,WilsSt20
414,Jonathan Babineaux,ATL,25,DT,16,1,1,6,0,6,3,1,0,1,0,0,1.0,29,24,5,7,2,,BabiJo20
415,James Butler,NYG,24,DB,14,0,0,0,0,0,4,,,,,,0.0,27,24,3,0,0,,ButlJa20
416,Chris Canty,DAL,24,RDE,16,16,0,0,0,0,1,,,,,0,1.0,33,24,9,2,4,,CantCh21
417,Jerome Carter,STL,24,DB,14,0,2,39,0,36,2,,,,,0,0.0,25,24,1,2,1,,CartJe20
418,Phillip Daniels,WAS,33,LDE,16,15,1,0,0,0,4,1,0,0,0,0,3.0,37,24,13,2,3,,DaniPh20
419,Keith Davis,DAL,28,FS,15,6,,,0,,,,,,,,0.0,35,24,11,0,0,,DaviKe21
420,Russell Davis,SEA,31,DT,13,0,,,0,,,0,0,1,0,0,3.0,30,24,6,3,3,,DaviRu20
421,Greg Ellis,DAL,31,LOLB,9,9,1,-1,0,-1,3,3,0,0,0,0,4.5,31,24,7,3,7,,ElliGr20
422,John Engelberger,DEN,30,DE,16,1,0,0,0,0,4,2,0,1,0,0,1.0,31,24,7,3,1,,EngeJo20
423,Ryan Fowler,DAL,24,LB,16,0,,,0,,,,,,,,0.0,30,24,6,1,0,,FowlRy20
424,Anthony Maddox,HOU,28,RDT,12,9,,,0,,,1,0,1,47,1,2.0,37,24,13,4,1,,MaddAn20
425,Rocky McIntosh,WAS,24,LB,16,2,,,0,,,,,,,,0.0,28,24,4,2,0,,McInRo20
426,Rob Meier,JAX,29,LDE,16,8,,,0,,,0,0,1,0,0,5.0,29,24,5,7,7,,MeieRo20
