,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,,-additional
45,Kerry Rhodes,NYJ,24,FS,16,16,4,46,0,25,13,3,0,1,4,0,5.0,99,75,24,4,4,,RhodKe20
46,Darrent Williams,DEN,24,RCB,15,14,4,37,1,31,9,1,3,3,12,0,0.0,86,75,11,3,0,,WillDa21
47,Champ Bailey*+,DEN,28,LCB,16,16,10,162,1,70,21,0,0,1,4,0,0.0,86,74,12,5,0,,BailCh00
48,Will Demps,NYG,27,FS,16,16,2,30,0,29,7,1,0,2,0,0,1.0,100,74,26,3,0,,DempWi20
49,Scott Shanle,NOR,27,RLB,16,15,0,0,0,0,1,1,0,0,0,0,4.0,99,74,25,6,5,,ShanSc20
50,Anthony Henry,DAL,30,RCB,16,16,2,41,0,37,21,,,,,0,0.0,81,73,8,0,0,,HenrAn20
51,Daryl Smith,JAX,24,MLB,16,16,1,4,0,4,7,1,0,0,0,0,3.0,89,73,16,8,4,,SmitDa24
52,Eric Barton,NYJ,29,LLB,16,15,0,0,0,0,2,1,0,0,0,0,4.5,100,72,28,6,4,,BartEr20
53,Lawyer Milloy,ATL,33,SS,16,16,0,0,0,0,5,,,,,0,2.0,98,72,26,6,5,,MillLa00
54,Thomas Davis,CAR,23,LLB,14,14,0,0,0,0,5,2,0,0,0,0,1.5,90,71,19,4,8,,DaviTh20
55,Quentin Jammer,SDG,27,LCB,16,16,4,57,0,35,18,,,,,0,0.0,78,71,7,0,0,,JammQu20
56,Sean Jones,CLE,24,SS,16,16,5,46,0,19,16,0,0,1,-3,0,0.5,111,71,40,3,7,,JoneSe20
57,Julian Peterson*,SEA,28,RLB,16,16,1,-4,0,-4,6,1,0,1,25,0,10.0,89,71,18,13,14,,PeteJu00
58,Erik Coleman,NYJ,24,SS,16,13,1,3,0,3,4,,,,,0,0.0,101,70,31,3,1,,ColeEr21
59,Ian Gold,DEN,28,RLB,15,15,0,0,0,0,4,1,,,,,0.0,91,70,21,4,4,,GoldIa00
60,LeRoy Hill,SEA,24,LLB,15,15,0,0,0,0,2,1,0,1,4,0,2.0,92,70,22,2,2,,HillLe20
61,Lemar Marshall,WAS,30,MLB,15,15,0,0,0,0,3,0,0,1,0,0,1.5,104,70,34,2,5,1,MarsLe20
62,Dunta Robinson,HOU,24,LCB,16,16,2,9,1,9,12,1,0,0,0,0,0.0,83,70,13,4,1,,RobiDu20
63,Michael Boley,ATL,24,LLB,16,13,2,44,0,40,7,1,0,3,0,0,3.0,88,69,19,7,3,,BoleMi20
64,Karlos Dansby,ARI,25,LLB,14,10,0,0,0,0,3,1,0,1,0,0,8.0,82,69,13,14,9,,DansKa20
65,Richard Marshall,CAR,22,RCB,16,8,3,59,1,30,15,2,1,4,25,0,1.0,82,69,13,6,0,,MarsRi20
66,Charles Tillman,CHI,25,LCB,14,14,5,32,0,13,14,1,0,1,40,1,0.0,81,69,12,5,1,,TillCh20
67,Jonathan Vilma,NYJ,24,MLB,16,16,1,0,0,0,4,0,0,1,12,0,0.0,117,69,48,2,2,,VilmJo99
68,Shelton Quarles,TAM,35,MLB,12,12,0,0,0,0,2,3,0,0,0,0,2.5,106,68,38,7,6,,QuarSh20
69,Carlos Rogers,WAS,25,RCB,15,15,1,0,0,0,17,1,0,0,0,0,0.0,80,68,12,4,0,,RogeCa20
70,Donte Whitner,BUF,21,SS,15,14,1,10,0,10,5,,,,,0,0.0,106,68,38,2,0,,WhitDo20
71,Madieu Williams,CIN,25,FS,16,16,3,33,0,25,13,2,0,0,0,0,0.0,90,68,22,4,2,,WillMa20
72,C.C. Brown,HOU,23,FS,15,15,1,0,0,0,5,1,0,1,0,0,1.0,77,67,10,1,2,,BrowC.20
73,Nick Collins,GNB,23,FS,16,16,3,68,1,55,14,2,0,0,0,0,0.0,82,67,15,2,0,,CollNi20
74,O.J. Atogwe,STL,25,FS,16,16,3,8,0,7,10,5,0,1,0,0,1.0,75,66,9,0,1,,AtogO.20
75,Antoine Bethea,IND,22,SS,14,14,1,38,0,38,5,,,,,0,0.0,90,66,24,0,0,,BethAn20
76,Victor Hobson,NYJ,26,RLB,16,16,1,9,0,9,2,1,0,2,32,1,6.0,100,66,34,7,13,,HobsVi20
77,Bradie James,DAL,25,LILB,16,16,1,15,1,15,9,2,0,2,0,0,0.0,103,66,37,2,0,,JameBr20
78,Caleb Miller,CIN,26,MLB,16,7,0,0,0,0,3,0,0,1,0,0,1.0,101,66,35,3,2,,MillCa20
79,Michael Huff,OAK,23,SS,16,16,0,0,0,0,1,,,,,0,0.0,78,65,13,5,0,1,HuffMi20
80,Jared Allen,KAN,24,RDE,16,16,1,3,0,3,10,5,1,6,24,0,7.5,76,64,12,15,15,,AlleJa22
81,Akin Ayodele,DAL,27,RILB,16,16,2,2,0,2,4,0,1,2,2,0,1.0,84,64,20,6,2,,AyodAk20
82,Scott Fujita,NOR,27,LLB,16,16,2,19,0,19,7,1,0,0,0,0,3.5,96,64,32,6,8,,FujiSc20
83,Renaldo Hill,MIA,28,FS,16,16,2,33,0,21,9,0,0,1,48,1,0.0,86,64,22,2,0,,HillRe20
84,Marlin Jackson,IND,23,FS,14,8,1,24,0,24,5,,,,,0,0.0,87,64,23,1,1,,JackMa22
85,Ty Law,KAN,32,LCB,16,16,4,11,0,16,9,3,0,0,0,0,1.0,69,64,5,3,1,,LawxTy00
86,Terrence McGee,BUF,26,LCB,15,14,0,0,0,0,11,1,2,1,68,1,0.0,77,64,13,3,0,,McGeTe99
87,Adalius Thomas*+,BAL,29,LLB/ROLB,16,16,1,7,0,7,7,0,0,1,57,1,11.0,83,64,19,14,24,1,ThomAd00
88,Greg Wesley,KAN,28,FS,14,14,3,39,0,29,7,1,0,0,0,0,0.0,69,64,5,2,2,,WeslGr20
89,Fakhir Brown,STL,29,RCB,14,14,3,17,0,20,10,2,0,0,0,0,1.0,67,63,4,1,1,,BrowFa20
90,Brandon Moore,SFO,27,RLB/ROLB,16,11,0,0,0,0,2,2,0,0,0,0,6.5,93,63,30,10,12,,MoorBr22
91,Dwight Smith,MIN,28,FS,15,14,4,81,0,47,7,1,0,1,5,0,1.0,79,63,16,4,2,,SmitDw20
92,Larry Foote,PIT,26,RILB,16,16,1,11,0,11,3,2,0,1,0,0,4.0,91,62,29,5,4,,FootLa20
93,Marquand Manuel,GNB,27,SS,16,16,1,29,1,29,3,,,,,0,0.0,81,62,19,2,0,,ManuMa20
94,Nick Barnett,GNB,25,MLB,15,15,2,3,0,3,8,0,0,1,0,0,2.0,105,61,44,6,6,,BarnNi20
95,Channing Crowder,MIA,23,LLB,16,14,0,0,0,0,4,1,0,0,0,0,1.0,104,61,43,3,5,,CrowCh20
96,Robert Griffith,ARI,36,FS,16,16,3,30,0,23,10,1,0,1,0,0,0.0,80,61,19,1,0,,GrifRo00
97,D'Qwell Jackson,CLE,23,RILB,13,13,,,0,,,,,,,,0.0,94,61,33,2,2,,JackDQ20
98,Ike Taylor,PIT,26,LCB,16,11,2,34,0,34,12,0,0,1,0,0,0.0,69,61,8,2,1,,TaylIk20
99,Brandon Chillar,STL,24,LLB,16,14,0,0,0,0,1,1,0,0,0,0,2.0,61,60,1,8,6,,ChilBr20
100,Sean Considine,PHI,24,SS,16,9,1,12,0,12,5,1,0,2,0,0,1.5,86,60,26,2,2,,ConsSe20
101,Glenn Earl,HOU,25,SS,15,15,1,2,0,2,4,1,0,0,0,0,2.0,74,60,14,5,2,,EarlGl20
102,Keith Lewis,SFO,25,FS,16,9,2,24,0,24,4,1,0,1,23,0,1.0,77,60,17,4,2,,LewiKe20
103,Peter Sirmon,TEN,29,MLB,16,15,1,13,0,13,4,,,,,0,0.5,88,60,28,5,1,,SirmPe20
104,Patrick Surtain,KAN,30,RCB,16,16,1,0,0,0,6,3,0,1,19,0,1.0,68,60,8,4,0,,SurtPa00
105,Marcus Trufant,SEA,26,RCB,15,15,1,0,0,0,11,2,0,0,0,0,0.0,68,60,8,1,0,,TrufMa20
106,Shaun Williams,CAR,30,SS,12,12,2,1,0,1,4,1,0,0,0,0,0.0,73,60,13,4,0,,WillSh20
107,Aaron Kampman*,GNB,27,LDE,16,16,,,0,,,3,0,1,0,0,15.5,89,59,30,13,30,,KampAa99
108,John Lynch*,DEN,35,FS,16,16,0,0,0,0,5,2,0,1,7,0,0.0,84,59,25,3,2,,LyncJo00
109,Mike Minter,CAR,32,FS,16,16,1,3,0,3,5,0,0,1,0,0,0.0,83,59,24,0,2,,MintMi21
110,Asante Samuel,NWE,25,LCB/RCB,15,15,10,120,0,33,24,1,0,0,0,0,0.0,64,59,5,5,0,,SamuAs20
111,Fred Smoot,MIN,27,RCB,14,11,1,47,1,47,5,2,0,1,29,0,0.0,63,59,4,4,0,,SmooFr20
112,DeMarcus Ware*,DAL,24,ROLB,16,16,1,41,1,41,6,5,0,1,69,1,11.5,73,59,14,12,18,,WareDe99
113,Marcus Washington,WAS,29,LLB,14,14,0,0,0,0,8,2,0,2,6,0,2.5,88,59,29,4,9,,WashMa99
114,D.J. Williams,DEN,24,LLB,16,15,0,0,0,0,2,1,0,0,0,0,1.0,76,59,17,4,4,,WillD.20
115,Demorrio Williams,ATL,26,RLB,16,10,1,9,0,9,3,2,0,1,54,1,1.0,93,59,34,6,3,,WillDe22
116,Angelo Crowell,BUF,25,RLB,12,12,2,0,0,0,7,1,0,0,0,0,2.0,84,58,26,3,2,,CrowAn20
117,Nick Harper,IND,32,LCB,15,15,3,18,0,19,9,,,,,0,0.0,75,58,17,2,0,,HarpNi20
118,Orlando Huff,ARI,28,RLB,16,13,0,0,0,0,4,1,,,,,0.0,70,58,12,2,0,,HuffOr20
119,Derrick Johnson,KAN,24,LLB,13,12,0,0,0,0,2,1,0,2,0,0,4.5,76,58,18,7,5,,JohnDe25
120,Bryan Thomas,NYJ,27,RDE,16,16,,,0,,,1,0,1,0,0,8.5,77,58,19,11,12,,ThomBr21
121,Josh Bullocks,NOR,23,FS,16,16,2,14,0,14,7,1,0,0,0,0,0.0,72,57,15,0,1,,BullJo20
122,Leonard Little,STL,32,LDE,16,16,0,0,0,0,2,6,0,0,0,0,13.0,60,57,3,14,24,,LittLe00
123,Matt McCoy,PHI,24,RLB,15,10,0,0,0,0,3,3,0,0,0,0,2.0,69,57,12,4,3,,McCoMa20
124,Troy Polamalu*,PIT,25,SS,13,13,3,51,0,49,8,1,0,0,0,0,1.0,77,57,20,6,2,,PolaTr99
125,Will Allen,TAM,24,FS,16,16,0,0,0,0,1,,,,,,0.0,77,56,21,3,2,,AlleWi21
126,Rashean Mathis*+,JAX,26,LCB,16,16,8,146,0,55,21,,,,,0,0.0,63,56,7,4,0,,MathRa99
127,Brodney Pool,CLE,22,FS,16,8,1,0,0,0,8,1,0,2,0,0,1.0,70,56,14,4,1,,PoolBr20
128,Ty Warren,NWE,25,LDE,15,15,0,0,0,0,2,1,0,1,0,0,7.5,84,56,28,11,13,1,WarrTy20
129,Daniel Bullocks,DET,23,SS,15,7,0,0,0,0,3,1,0,0,0,0,1.0,75,55,20,1,1,,BullDa20
130,Nate Clements,BUF,27,RCB,16,16,3,80,1,58,20,1,0,2,18,0,0.0,71,55,16,0,0,,ClemNa99
131,Cortland Finnegan,TEN,22,DB,16,2,0,0,0,0,7,1,0,2,92,1,2.0,70,55,15,2,2,,FinnCo20
132,Daven Holly,CLE,24,RCB,14,12,5,127,1,57,10,0,0,1,40,1,0.0,58,55,3,3,0,,HollDa22
133,Clint Ingram,JAX,23,LLB,14,11,1,0,0,0,3,,,,,0,1.5,71,55,16,3,3,,IngrCl20
134,Dhani Jones,PHI,28,LLB,16,13,0,0,0,0,6,,,,,0,0.5,76,55,21,4,3,,JoneDh20
135,Lamont Thompson,TEN,28,FS,16,16,3,14,0,11,8,0,0,2,19,0,0.0,73,55,18,1,1,,ThomLa21
136,Mike Adams,SFO,25,FS,16,8,0,0,0,0,3,,,,,,0.0,65,54,11,1,2,,AdamMi21
137,Drayton Florence,SDG,26,RCB,16,16,3,24,0,23,16,,,,,0,0.0,66,54,12,1,0,,FlorDr20
138,Artrell Hawkins,NWE,30,FS,14,12,1,0,0,0,3,2,0,1,0,0,0.0,73,54,19,1,1,,HawkAr20
139,Tommy Kelly,OAK,26,RDT,16,16,0,0,0,0,2,1,0,0,0,0,3.5,68,54,14,9,6,,KellTo21
140,Kyle Vanden Bosch,TEN,28,LDE,16,16,0,0,0,0,1,1,0,0,0,0,6.5,75,54,21,9,24,,VandKy99
141,Mike Vrabel,NWE,31,ROLB/RILB,16,16,3,0,0,2,4,3,0,1,0,0,4.5,89,54,35,1,6,,VrabMi20
142,Juran Bolden,TAM,32,LCB,16,11,1,27,0,27,11,0,0,1,0,0,1.0,63,53,10,1,1,,BoldJu20
143,Tedy Bruschi,NWE,33,RILB/LILB,15,14,1,8,0,8,7,0,0,2,0,0,1.5,112,53,59,3,4,,BrusTe99
144,Chris Gamble,CAR,23,LCB,15,13,3,31,1,18,13,0,2,1,0,0,1.0,66,53,13,5,1,,GambCh20
145,Deon Grant,JAX,27,FS,16,16,2,25,0,24,8,0,0,1,6,0,0.0,60,53,7,0,0,,GranDe21
146,Tye Hill,STL,24,LCB,16,10,3,20,0,14,6,0,0,1,2,0,0.0,56,53,3,2,0,,HillTy20
147,Warrick Holdman,WAS,31,RLB,16,16,0,0,0,0,2,,,,,0,1.0,69,53,16,4,2,,HoldWa20
148,Danieal Manning,CHI,24,FS,16,14,2,26,0,15,7,4,0,1,0,0,0.0,70,53,17,0,0,,MannDa21
149,Terence Newman,DAL,28,LCB,16,16,1,12,0,12,12,0,1,0,0,0,0.0,63,53,10,1,0,,NewmTe20
150,Shawntae Spencer,SFO,24,LCB,13,13,1,0,0,0,9,2,0,2,11,0,2.0,61,53,8,2,1,,SpenSh20
151,Roy Williams*,DAL,26,SS,16,16,5,33,0,27,14,0,0,2,0,0,0.0,63,53,10,2,1,,WillRo03
152,Clark Haggans,PIT,29,LOLB,15,15,1,0,0,0,4,2,0,1,0,0,6.0,77,52,25,9,9,,HaggCl20
153,Walt Harris*,SFO,32,RCB,15,15,8,84,1,42,20,4,1,2,0,0,1.0,63,52,11,2,0,,HarrWa21
154,Ed Reed*+,BAL,28,FS,16,16,5,70,1,37,9,1,0,1,32,0,0.0,60,52,8,5,0,1,ReedEd00
155,Darren Sharper,MIN,31,SS,16,16,4,10,0,10,9,1,0,0,0,0,1.0,68,52,16,2,1,,SharDa00
156,Boss Bailey,DET,27,LLB,16,12,0,0,0,0,2,,,,,0,1.0,67,51,16,3,1,,BailBo20
157,Dre' Bly,DET,29,RCB,16,16,3,13,0,8,18,4,0,1,5,0,0.0,59,51,8,1,1,,BlyxDr00
158,Andre Dyson,NYJ,27,LCB,15,15,4,-3,0,0,8,,,,,0,0.0,62,51,11,1,0,,DysoAn20
159,Omar Gaither,PHI,22,RLB,16,5,1,16,0,16,3,,,,,0,1.0,64,51,13,1,1,,GaitOm20
160,DeAngelo Hall*,ATL,23,LCB,16,16,4,131,1,60,16,0,1,1,25,0,0.0,58,51,7,3,0,,HallDe99
161,Terrence Holt,DET,26,FS,16,15,3,8,0,7,4,1,0,1,0,0,0.5,77,51,26,0,2,,HoltTe20
162,Adam Jones,TEN,23,RCB,15,15,4,130,1,83,12,1,4,2,1,0,1.0,63,51,12,1,1,,JonePa20
163,Paris Lenon,DET,29,MLB/LLB,16,16,1,0,0,0,3,0,0,2,10,0,0.0,71,51,20,2,3,,LenoPa20
164,R.W. McQuarters,NYG,30,LCB,16,10,2,67,1,27,8,1,0,0,0,0,1.0,56,51,5,0,1,,McQuR.20
165,Ko Simpson,BUF,23,FS,16,15,2,76,0,76,4,1,0,0,0,0,1.0,77,51,26,1,1,,SimpKo20
166,Derek Smith,SFO,31,MLB/LILB,13,12,,,0,,,1,,,,,0.0,69,51,18,1,0,,SmitDe21
167,Charles Woodson,GNB,30,LCB,16,16,8,61,1,23,20,3,0,1,0,0,1.0,62,51,11,1,1,,WoodCh00
168,Charles Grant,NOR,28,LDE,16,16,0,0,0,0,5,3,0,2,0,0,6.0,65,50,15,6,18,,GranCh21
169,Kelly Herndon,SEA,30,LCB,16,16,1,0,0,0,16,1,0,1,61,1,0.0,68,50,18,5,0,,HernKe20
170,Robert Mathis,IND,25,LDE,16,16,0,0,0,0,4,4,0,2,0,0,9.5,65,50,15,13,12,,MathRo20
171,Fred Thomas,NOR,33,RCB,13,13,1,9,0,9,11,2,0,0,0,0,0.0,57,50,7,1,1,,ThomFr20
172,Adam Archuleta,WAS,29,SS,16,7,0,0,0,0,1,,,,,0,1.0,60,49,11,2,1,,ArchAd20
173,Carlos Emmons,NYG,33,LLB/RLB,12,12,0,0,0,0,2,,,,,0,1.0,62,49,13,2,1,,EmmoCa20
174,Kevin Kaesviharn,CIN,30,SS,14,7,6,24,0,22,9,1,0,0,0,0,4.0,64,49,15,4,7,,KaesKe20
175,Shawne Merriman*+,SDG,22,LOLB/ROLB,12,12,1,10,0,10,8,4,0,1,0,0,17.0,63,49,14,15,17,,MerrSh99
176,Julius Peppers*+,CAR,26,LDE,16,16,0,0,0,0,6,3,0,2,0,0,13.0,58,49,9,18,17,,PeppJu99
177,Justin Smith,CIN,27,RDE,16,16,0,0,0,0,3,1,0,2,0,0,7.5,80,49,31,8,19,,SmitJu20
178,Jamal Williams*+,SDG,30,NT,16,16,0,0,0,0,2,,,,,0,2.0,69,49,20,4,2,,WillJa99
179,Nnamdi Asomugha,OAK,25,LCB,15,15,8,59,1,24,19,1,0,0,0,0,1.0,51,48,3,3,0,,AsomNn20
180,Ryan Clark,PIT,27,FS,13,12,1,-1,0,-1,4,0,0,3,5,0,0.0,72,48,24,1,0,,ClarRy20
181,Jason David,IND,24,RCB,16,16,2,16,0,16,9,0,0,1,5,0,0.0,55,48,7,1,0,,DaviJa20
182,Ebenezer Ekuban,DEN,30,RDE,15,15,,,0,,,1,0,0,0,0,7.0,63,48,15,9,10,,EkubEb20
183,Domonique Foxworth,DEN,23,SS,16,5,1,45,0,45,6,1,0,0,0,0,0.0,61,48,13,1,1,,FoxwDo20
184,Dawan Landry,BAL,24,SS,16,14,5,101,1,37,11,,,,,0,3.0,69,48,21,4,3,,LandDa21
185,Samari Rolle,BAL,30,RCB,16,16,3,60,0,44,10,,,,,0,1.0,52,48,4,4,2,,RollSa00
186,Brian Williams,JAX,27,RCB,15,15,1,4,0,4,10,1,0,0,0,0,0.0,56,48,8,0,0,,WillBr22
187,Andre Carter,WAS,27,RDE,16,16,0,0,0,0,2,,,,,0,6.0,56,47,9,12,14,,CartAn20
188,Marques Douglas,SFO,29,RDT/NT,16,16,0,0,0,0,1,2,0,1,0,0,3.0,61,47,14,7,3,,DougMa20
189,Manny Lawson,SFO,22,LLB/LOLB,16,12,1,0,0,0,2,0,0,2,0,0,2.5,57,47,10,4,4,,LawsMa20
190,Bryant McFadden,PIT,25,RCB,16,9,3,39,0,39,12,0,0,3,0,0,0.0,54,47,7,0,0,,McFaBr20
191,Mark Roman,SFO,29,SS,16,11,1,27,0,27,7,1,0,1,0,0,1.0,59,47,12,3,1,,RomaMa20
192,Terrell Suggs*,BAL,24,RDE/LOLB,16,15,0,0,0,0,7,3,0,2,0,0,9.5,65,47,18,15,15,,SuggTe99
193,Yeremiah Bell,MIA,28,SS,16,11,0,0,0,0,12,3,0,2,0,0,2.0,70,46,24,1,3,,BellYe20
194,Kenoy Kennedy,DET,29,SS,10,9,2,17,0,17,2,1,0,1,0,0,1.0,66,46,20,3,0,,KennKe21
195,Justin Miller*,NYJ,22,DB,16,4,0,0,0,0,6,1,1,2,0,0,0.0,53,46,7,1,0,,MillJu99
196,Ryan Nece,TAM,27,LLB,15,11,0,0,0,0,2,,,,,0,1.5,65,46,19,6,4,,NeceRy20
197,Aaron Smith,PIT,30,LDE,16,16,0,0,0,0,2,1,0,1,0,0,4.5,64,46,18,4,7,,SmitAa99
198,Jeff Ulbrich,SFO,29,RILB,16,9,,,0,,,,,,,,0.0,64,46,18,3,0,,UlbrJe20
199,Na'il Diggs,CAR,28,RLB,15,10,0,0,0,0,3,,,,,,0.0,61,45,16,4,0,,DiggNa20
200,Vernon Fox,WAS,27,SS,16,6,1,-4,0,-4,3,,,,,0,0.0,53,45,8,1,0,,FoxxVe20
201,Vonnie Holliday,MIA,31,RDT,16,16,0,0,0,0,1,0,0,1,0,0,7.0,65,45,20,8,12,,HollVo20
202,Johnathan Joseph,CIN,22,LCB,16,9,0,0,0,0,20,1,0,2,7,0,0.0,57,45,12,0,1,,JoseJo20
203,Brady Poppinga,GNB,27,LLB,16,12,1,21,0,21,5,2,0,0,0,0,1.0,61,45,16,2,2,,PoppBr20
204,Chris Crocker,ATL,26,FS,16,16,1,28,0,28,8,,,,,0,1.0,50,44,6,3,1,,CrocCh20
205,Keyaron Fox,KAN,24,LB,16,4,0,0,0,0,1,,,,,0,1.0,52,44,8,3,2,,FoxxKe20
206,Tamba Hali,KAN,23,LDE,16,16,1,-9,0,-9,4,5,0,1,0,0,8.0,62,44,18,10,7,,HaliTa20
207,Chris Harris,CHI,24,SS,11,7,2,19,0,16,5,,,,,0,0.0,53,44,9,2,0,,HarrCh20
208,Mathias Kiwanuka,NYG,23,RDE,16,9,2,44,0,32,4,2,1,0,0,0,4.0,53,44,9,6,9,,KiwaMa20
209,Shaun Phillips,SDG,25,ROLB/LOLB,14,14,0,0,0,0,8,4,0,2,0,0,11.5,65,44,21,12,15,,PhilSh20
