,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,,-additional
19,Cortland Finnegan,STL,28,LCB,16,15,3,68,1,32,9,1,0,0,0,0,1.0,101,83,18,3,1,,FinnCo20
20,Quintin Mikell,STL,32,SS/FS,16,16,0,0,0,0,2,4,0,0,0,0,3.0,101,83,18,3,3,,MikeQu20
21,Eric Weddle,SDG,27,FS,16,16,3,52,1,23,8,2,3,2,0,0,1.0,97,83,14,4,2,,WeddEr99
22,Justin Durant,DET,27,LLB,16,14,0,0,0,0,2,,,,,0,0.5,103,82,21,9,2,,DuraJu99
23,Mason Foster,TAM,23,MLB,16,16,1,0,0,0,1,0,0,1,4,0,2.0,106,82,24,13,3,,FostMa00
24,Curtis Lofton,NOR,26,MLB,16,16,0,0,0,0,6,2,0,2,0,0,1.0,123,82,41,7,2,,LoftCu99
25,A.J. Hawk,GNB,28,LILB,16,16,,,0,,,,,,,0,3.0,120,81,39,9,5,,HawkA.20
26,Dawan Landry,JAX,30,SS,16,16,1,47,0,21,2,,,,,0,0.0,100,81,19,0,0,,LandDa21
27,Kevin Burnett,MIA,30,LLB,16,16,0,0,0,0,5,,,,,0,2.5,110,80,30,5,5,,BurnKe20
28,David Harris,NYJ,28,RILB,16,16,0,0,0,0,3,1,0,1,0,0,3.0,123,79,44,4,7,,HarrDa99
29,George Wilson,BUF,31,SS,16,16,0,0,0,0,5,,,,,,0.0,104,79,25,0,0,,WilsGe01
30,London Fletcher*,WAS,37,LILB,16,16,5,29,0,10,11,1,0,0,0,0,3.0,139,78,61,5,4,,FletLo20
31,Philip Wheeler,OAK,28,LLB,16,16,0,0,0,0,6,2,0,1,0,0,3.0,110,78,32,5,12,,WheePh99
32,LaRon Landry*,NYJ,28,SS,16,15,2,42,1,24,8,4,0,0,9,0,0.0,100,76,24,4,3,,LandLa99
33,Antoine Bethea,IND,28,FS,16,16,0,0,0,0,7,,,,,0,2.0,100,75,25,3,3,,BethAn20
34,Kam Chancellor,SEA,24,SS,16,16,0,0,0,0,4,1,0,2,0,0,0.0,101,75,26,3,0,,ChanKa99
35,Larry Foote,PIT,32,LILB,16,16,0,0,0,0,3,2,0,2,0,0,4.0,113,75,38,8,7,,FootLa20
36,Charles Tillman*+,CHI,31,RCB,16,16,3,71,3,36,16,10,0,2,0,0,0.0,87,75,12,1,0,,TillCh20
37,Lawrence Timmons,PIT,26,RILB,16,16,3,80,1,53,5,2,0,1,1,0,6.0,106,75,31,10,17,,TimmLa99
38,Tyvon Branch,OAK,26,SS,14,14,1,11,0,11,3,,,,,0,0.0,94,74,20,3,1,,BranTy99
39,Lance Briggs,CHI,32,LLB,16,16,2,110,2,74,11,2,0,0,0,0,1.5,103,74,29,7,2,,BrigLa99
40,Ryan Clark,PIT,33,FS,15,15,2,26,0,26,7,2,0,1,2,0,0.0,102,74,28,4,0,,ClarRy20
41,Paris Lenon,ARI,35,LILB,16,16,1,0,0,0,3,1,0,1,0,0,2.0,104,74,30,3,6,,LenoPa20
42,Harrison Smith,MIN,23,FS,16,16,3,87,2,56,10,1,0,1,0,0,1.0,104,74,30,1,2,,SmitHa00
43,Stephen Tulloch,DET,27,MLB,16,16,0,0,0,0,6,1,0,2,0,0,0.5,112,74,38,6,5,,TullSt20
44,Yeremiah Bell,NYJ,34,FS,16,16,0,0,0,0,2,0,0,3,18,0,1.0,90,73,17,3,1,,BellYe20
45,Eric Berry*,KAN,24,SS,16,16,1,0,0,0,10,,,,,0,0.0,86,73,13,10,0,,BerrEr99
46,Vontaze Burfict,CIN,22,RLB,16,14,0,0,0,0,2,0,0,2,0,0,1.0,127,73,54,7,3,,BurfVo00
47,Reshad Jones,MIA,24,FS,16,16,4,28,0,15,9,2,1,2,24,0,1.0,94,73,21,4,4,,JoneRe99
48,Jason McCourty,TEN,25,LCB,16,16,4,29,0,28,15,1,0,1,0,0,0.0,92,73,19,4,0,,McCoJa99
49,Perry Riley,WAS,24,RILB,16,16,0,0,0,0,7,1,0,1,0,0,3.5,129,73,56,6,5,,RilePe00
50,Antrel Rolle,NYG,30,FS,16,16,2,42,0,22,5,1,0,1,0,0,0.0,96,73,23,4,0,,RollAn20
51,Wesley Woodyard,DEN,26,ROLB,15,14,3,40,0,25,6,1,0,1,12,0,5.5,117,73,44,9,9,,WoodWe20
52,Nick Barnett,BUF,31,RLB,16,16,0,0,0,0,1,3,0,0,0,0,2.0,112,72,40,6,1,,BarnNi20
53,Chris Clemons,MIA,27,SS,16,16,2,29,0,29,4,0,0,1,-3,0,0.0,98,72,26,3,0,,ClemCh97
54,Stephen Nicholas,ATL,29,RLB,16,15,1,3,0,3,4,1,0,1,0,0,2.0,97,72,25,5,5,,NichSt99
55,Buster Skrine,CLE,23,DB,16,6,0,0,0,0,10,0,0,1,0,0,0.0,85,72,13,3,1,,SkriBu00
56,Antoine Winfield,MIN,35,LCB,16,15,3,37,0,31,13,0,0,1,0,0,0.5,101,72,29,8,1,,WinfAn20
57,Ronde Barber,TAM,37,FS,16,16,4,160,1,78,13,1,0,0,0,0,1.0,92,71,21,8,0,,BarbRo00
58,Mark Barron,TAM,23,SS,16,16,1,12,0,12,10,1,0,0,0,0,0.0,88,71,17,4,0,,BarrMa00
59,Bernard Pollard*,BAL,28,SS,13,13,1,0,0,0,5,,,,,0,2.0,98,71,27,6,3,,PollBe20
60,Sean Weatherspoon,ATL,25,LLB,13,13,1,6,0,6,4,1,0,1,0,0,3.0,96,71,25,6,7,,WeatSe99
61,Kurt Coleman,PHI,24,FS,14,14,2,13,0,7,4,1,0,0,0,0,0.0,93,70,23,3,0,,ColeKu99
62,Thomas Davis,CAR,29,RLB,15,12,1,0,0,0,3,2,0,1,-2,0,0.0,105,70,35,9,1,,DaviTh20
63,Dannell Ellerbe,BAL,27,RILB,13,7,0,0,0,0,2,1,0,0,0,0,4.5,92,69,23,8,8,,ElleDa99
64,J.J. Watt*+,HOU,23,LDE,16,16,0,0,0,0,16,4,0,2,7,0,20.5,81,69,12,39,43,,WattJ.00
65,Zach Brown,TEN,23,RLB,16,14,3,156,2,79,5,1,1,2,6,0,5.5,93,68,25,11,8,,BrowZa00
66,DeAngelo Hall,WAS,29,LCB,16,16,4,62,0,27,13,0,1,2,0,0,1.0,95,68,27,7,1,,HallDe99
67,K.J. Wright,SEA,23,RLB,15,15,1,24,0,24,5,1,0,0,0,0,1.0,98,68,30,8,3,,WrigK.00
68,Dunta Robinson,ATL,30,LCB,16,16,1,4,0,4,8,1,0,0,0,0,1.5,80,67,13,7,2,,RobiDu20
69,Cary Williams,BAL,28,RCB,16,16,4,90,1,63,17,,,,,0,1.0,75,67,8,2,1,,WillCa99
70,Akeem Ayers,TEN,23,LLB,16,13,1,2,0,2,8,1,0,0,0,0,6.0,104,66,38,8,10,,AyerAk00
71,Jordan Babineaux,TEN,30,SS/FS,16,12,1,10,0,10,7,,,,,0,0.0,96,66,30,0,2,,BabiJo21
72,Madieu Williams,WAS,31,FS,16,16,1,24,1,24,6,,,,,0,1.0,99,66,33,3,2,,WillMa20
73,Michael Boley,NYG,30,RLB,16,11,3,74,0,51,4,0,0,2,70,1,0.5,92,65,27,4,3,,BoleMi20
74,Malcolm Jenkins,NOR,25,FS,13,13,1,55,1,55,6,,,,,0,0.0,94,65,29,2,2,,JenkMa99
75,Chase Blackburn,NYG,29,MLB,15,15,1,0,0,0,5,4,0,0,0,0,3.0,98,64,34,6,7,,BlacCh21
76,Jasper Brinkley,MIN,27,MLB,16,15,0,0,0,0,3,3,,,,,0.0,100,64,36,2,2,,BrinJa99
77,Stevie Brown,NYG,25,SS,16,11,8,307,0,70,11,2,0,2,9,0,0.0,76,64,12,3,1,,BrowSt99
78,D'Qwell Jackson,CLE,29,MLB,16,16,2,31,1,27,8,2,0,2,0,0,3.5,119,64,55,4,5,,JackDQ20
79,Jackrabbit Jenkins,STL,24,RCB,15,14,4,150,3,41,14,0,3,1,2,1,0.0,73,64,9,3,0,,JenkJa03
80,Glover Quin,HOU,26,FS,16,16,2,22,0,22,13,2,0,0,0,0,1.0,84,64,20,6,1,,QuinGl99
81,Alterraun Verner,TEN,24,RCB,16,16,2,11,0,11,9,1,0,1,72,1,0.0,81,64,17,8,0,,VernAl99
82,Devin McCourty,NWE,25,LCB/FS,16,16,5,53,0,34,13,2,1,0,0,0,0.0,82,63,19,3,0,,McCoDe99
83,Kyle Arrington,NWE,26,RCB,16,12,0,0,0,0,11,1,0,1,0,0,0.0,74,62,12,2,1,,ArriKy00
84,Miles Burris,OAK,24,RLB,16,15,1,7,0,7,3,,,,,0,1.5,96,62,34,5,8,,BurrMi00
85,Antoine Cason,SDG,26,RCB,16,16,2,34,0,31,10,2,0,0,0,0,0.0,73,62,11,1,0,,CasoAn99
86,Craig Dahl,STL,27,FS/SS,16,16,1,38,0,38,2,,,,,0,0.0,78,62,16,1,0,,DahlCr99
87,Thomas DeCoud*,ATL,27,FS,16,16,6,42,0,24,9,0,0,1,0,0,1.0,76,62,14,4,1,,DeCoTh99
88,Rey Maualuga,CIN,25,MLB,16,16,0,0,0,0,5,0,0,1,0,0,1.0,122,62,60,1,4,,MauaRe99
89,Craig Robertson,CLE,24,LB,16,3,2,1,0,1,3,0,0,2,2,0,1.0,93,62,31,4,3,,RobeCr00
90,Champ Bailey*,DEN,34,LCB,16,15,2,18,0,18,8,,,,,0,0.0,66,61,5,3,0,,BailCh00
91,Donte Whitner*,SFO,27,SS,16,16,1,42,1,42,4,2,0,1,0,0,0.0,82,61,21,1,0,,WhitDo20
92,Mike Adams,DEN,31,SS,16,16,0,0,0,0,11,2,0,2,0,0,1.0,80,60,20,1,8,1,AdamMi21
93,Nate Allen,PHI,25,SS,15,13,0,0,0,0,4,,,,,,0.0,73,60,13,1,0,,AlleNa99
94,Michael Griffin,TEN,27,FS/SS,16,16,4,59,0,33,4,2,0,0,0,0,1.0,79,60,19,3,3,,GrifMi99
95,Rahim Moore,DEN,22,FS,16,15,1,23,0,23,6,0,0,1,0,0,1.0,72,60,12,4,1,,MoorRa00
96,Danieal Manning,HOU,30,SS,16,16,2,59,1,55,8,3,0,1,1,0,1.0,77,59,18,2,1,,MannDa21
97,William Moore*,ATL,27,SS,12,12,4,51,0,33,9,2,0,1,0,0,1.0,75,59,16,5,3,,MoorWi99
98,Mychal Kendricks,PHI,22,RLB,15,14,0,0,0,0,8,,,,,0,1.0,75,58,17,6,1,,KendMy00
99,Kerry Rhodes,ARI,30,FS,15,15,4,39,0,30,11,2,0,0,0,0,1.0,67,58,9,0,1,,RhodKe20
100,Cassius Vaughn,IND,25,LCB,16,11,1,3,1,3,9,,,,,0,0.0,66,58,8,0,0,,VaugCa00
101,DeAndre Levy,DET,25,RLB,14,13,1,-1,0,0,3,0,0,1,0,0,0.0,82,57,25,9,0,,LevyDe99
102,Jameel McClain,BAL,27,LILB,13,13,0,0,0,0,3,0,0,1,0,0,0.0,79,57,22,4,1,,McClJa01
103,Brandon Spikes,NWE,25,MLB,15,14,0,0,0,0,6,4,0,0,0,0,1.0,92,57,35,5,5,,SpikBr99
104,Brad Jones,GNB,26,RILB,16,10,0,0,0,0,5,1,0,0,0,0,2.0,77,56,21,7,3,,JoneBr99
105,Keenan Lewis,PIT,26,LCB,16,16,0,0,0,0,23,1,,,,,0.0,71,56,15,2,0,,LewiKe96
106,Reggie Nelson,CIN,29,FS,14,14,3,10,0,10,9,1,0,0,0,0,1.0,85,56,29,6,4,,NelsRe99
107,Kelvin Sheppard,BUF,24,MLB,16,15,0,0,0,0,1,,,,,0,2.0,80,56,24,3,4,,ShepKe00
108,Derek Cox,JAX,26,RCB,12,12,4,18,0,16,11,1,0,0,0,0,0.0,60,55,5,1,0,,CoxxDe99
109,Dashon Goldson*+,SFO,28,FS,16,16,3,21,0,20,12,1,0,2,71,0,0.0,69,55,14,1,0,,GoldDa99
110,Quentin Jammer,SDG,33,LCB,16,16,3,89,1,80,9,1,0,3,0,1,0.0,64,55,9,3,0,,JammQu20
111,Tim Jennings*,CHI,29,LCB,14,14,9,105,1,31,21,,,,,0,0.0,60,55,5,1,0,,JennTi20
112,Von Miller*+,DEN,23,LILB,16,16,1,26,1,26,2,6,0,0,0,0,18.5,68,55,13,28,25,,MillVo00
113,Anthony Spencer*,DAL,28,LOLB,14,14,0,0,0,0,4,2,0,1,0,0,11.0,95,55,40,14,14,,SpenAn99
114,Javier Arenas,KAN,25,RCB,16,9,0,0,0,0,9,1,2,1,0,0,0.0,61,54,7,1,0,,ArenJa99
115,Terence Newman,CIN,34,LCB,15,15,2,0,0,0,11,1,0,2,8,0,0.0,75,54,21,4,0,,NewmTe20
116,Richard Sherman+,SEA,24,LCB,16,16,8,57,1,29,24,3,0,1,0,0,1.0,65,54,11,0,1,,SherRi00
117,Josh Wilson,WAS,27,RCB,16,16,2,8,0,7,13,3,0,2,30,1,1.0,74,54,20,0,2,,WilsJo99
118,Sheldon Brown,CLE,33,RCB,15,14,3,20,1,19,12,1,0,2,0,0,1.0,60,53,7,3,1,,BrowSh20
119,Jairus Byrd*,BUF,26,FS,16,16,5,81,0,45,6,4,0,2,0,0,0.0,76,53,23,5,1,,ByrdJa99
120,Justin Houston*,KAN,23,LOLB,16,16,1,32,0,32,6,1,0,1,4,0,10.0,66,53,13,13,18,1,HousJu00
121,Robert McClain,ATL,24,DB,15,3,1,32,0,32,10,0,0,2,28,0,0.0,61,53,8,1,1,,McClRo98
122,Patrick Robinson,NOR,25,RCB,16,16,3,99,1,99,18,1,0,0,0,0,1.0,64,53,11,1,1,,RobiPa99
123,Sean Smith,MIA,25,LCB,16,16,2,31,0,31,11,3,0,0,0,0,0.0,59,53,6,0,0,,SmitSe99
124,Takeo Spikes,SDG,36,LILB,16,16,0,0,0,0,1,2,0,0,0,0,0.5,78,53,25,1,4,,SpikTa00
125,Brian Urlacher,CHI,34,MLB,12,12,1,46,1,46,7,2,0,2,4,0,0.0,68,53,15,8,0,,UrlaBr00
126,Tarell Brown,SFO,27,RCB,16,16,2,17,0,12,13,,,,,0,0.0,57,52,5,0,0,,BrowTa99
127,Chris Conte,CHI,23,FS,15,15,2,70,0,35,9,0,0,1,0,0,0.0,68,52,16,2,0,,ContCh00
128,Stephon Gilmore,BUF,22,RCB,16,16,1,23,0,23,16,2,0,0,0,0,0.0,61,52,9,1,0,,GilmSt00
129,Johnathan Joseph*,HOU,28,RCB,14,14,2,88,1,52,10,,,,,0,0.0,57,52,5,0,0,,JoseJo20
130,Josh Norman,CAR,25,RCB,16,12,1,2,0,2,7,,,,,0,0.0,73,52,21,0,0,,NormJo01
131,Patrick Peterson*,ARI,22,LCB,16,16,7,64,0,31,16,0,7,5,60,0,0.0,55,52,3,2,0,,PetePa00
132,Josh Robinson,MIN,21,DB,16,6,2,68,0,44,3,,,,,0,0.0,56,52,4,0,0,,RobiJo01
133,Jamarca Sanford,MIN,27,SS,16,13,0,0,0,0,5,4,0,1,0,0,0.0,66,52,14,1,1,,SanfJa99
134,Corey Webster,NYG,30,LCB,16,16,4,45,0,38,11,,,,,0,0.0,58,52,6,0,0,,WebsCo20
135,Tramon Williams,GNB,29,LCB,16,16,2,38,0,38,16,,,,,0,0.0,61,52,9,1,0,,WillTr99
136,Major Wright,CHI,24,SS,16,16,4,45,1,45,8,1,0,2,0,0,0.0,71,52,19,5,0,,WrigMa99
137,Bruce Carter,DAL,24,LILB,11,11,0,0,0,0,2,,,,,,0.0,70,51,19,9,2,,CartBr00
138,Chris Harris Jr.,DEN,23,RCB,15,12,3,144,2,98,9,0,0,1,0,0,2.5,61,51,10,4,4,,HarrCh01
139,Mike Harris,JAX,23,LCB,15,6,1,0,0,0,5,,,,,0,1.0,55,51,4,2,1,,HarrMi00
140,Nick Roach,CHI,27,RLB,16,14,0,0,0,0,4,1,0,1,0,0,1.5,66,51,15,5,2,,RoacNi99
141,Donald Butler,SDG,24,RILB,12,12,1,21,1,21,4,1,0,0,0,0,3.0,78,50,28,5,5,,ButlDo99
142,Calais Campbell,ARI,26,LDE,13,12,0,0,0,0,6,,,,,0,6.5,63,50,13,13,12,,CampCa99
143,Erin Henderson,MIN,26,RLB,14,10,0,0,0,0,3,1,0,0,0,0,3.0,80,50,30,7,4,,HendEr99
144,Danny McCray,DAL,24,SS,15,10,1,0,0,0,2,,,,,0,0.0,71,50,21,1,0,,McCrDa00
145,Koa Misi,MIA,25,RLB,14,14,0,0,0,0,2,2,0,0,0,0,3.5,65,50,15,7,5,,MisiKo99
146,Carlos Rogers,SFO,31,LCB,16,16,1,63,0,63,6,0,0,3,63,1,1.0,56,50,6,2,2,,RogeCa20
147,Aldon Smith*+,SFO,23,ROLB,16,16,1,6,0,6,1,3,0,0,0,0,19.5,66,50,16,18,29,,SmitAl04
148,T.J. Ward,CLE,26,SS,14,14,1,37,0,37,4,3,0,0,0,0,1.0,68,50,18,2,3,,WardT.99
149,Atari Bigby,SDG,31,SS,11,11,0,0,0,0,3,0,0,1,0,0,0.0,68,49,19,2,1,,BigbAt20
150,Joselio Hanson,OAK,31,DB,16,5,2,24,0,21,5,1,0,2,1,0,0.0,61,49,12,3,2,,HansJo20
151,James Harrison,PIT,34,ROLB,13,13,,,0,,,2,0,0,0,0,6.0,70,49,21,10,13,,HarrJa23
152,Lamarr Houston,OAK,25,LDE,16,16,0,0,0,0,2,1,0,1,0,0,4.5,69,49,20,13,12,,HousLa99
153,Ed Reed*,BAL,34,FS,16,16,4,78,1,34,15,0,0,3,31,0,0.0,58,49,9,1,0,,ReedEd00
154,Brandon Carr,DAL,26,LCB,16,16,3,120,1,47,10,,,,,0,0.0,53,48,5,0,0,,CarrBr99
155,Marcus Gilchrist,SDG,24,DB,16,4,0,0,0,0,3,,,,,0,1.0,59,48,11,5,3,,GilcMa00
156,Captain Munnerlyn,CAR,24,LCB,16,11,2,107,2,74,9,0,1,0,0,0,0.0,61,48,13,0,0,,MunnCa99
157,Bryan Scott,BUF,31,LB,16,1,4,66,1,32,8,1,0,2,8,0,0.0,67,48,19,0,1,,ScotBr20
158,Nnamdi Asomugha,PHI,31,RCB,16,16,1,0,0,0,12,,,,,0,0.0,55,47,8,2,0,,AsomNn20
159,Kareem Jackson,HOU,24,LCB,16,15,4,71,1,63,17,,,,,0,0.0,53,47,6,1,0,,JackKa99
160,Justin Smith*,SFO,33,RDE,14,14,0,0,0,0,2,0,0,1,0,0,3.0,66,47,19,9,10,,SmitJu20
161,Nolan Carroll,MIA,25,RCB,14,10,0,0,0,0,6,1,0,0,0,0,1.0,53,46,7,2,0,,CarrNo00
162,Vontae Davis,IND,24,RCB,10,10,3,26,0,26,7,,,,,0,1.0,51,46,5,4,1,,DaviVo99
163,Bradie James,HOU,31,RILB,15,15,0,0,0,0,2,0,0,2,0,0,0.5,77,46,31,3,3,,JameBr20
164,Prince Amukamara,NYG,23,RCB,13,11,1,0,0,0,6,,,,,0,0.0,53,45,8,1,0,,AmukPr00
165,William Gay,ARI,27,RCB,16,15,2,7,0,6,6,3,0,1,0,0,1.0,57,45,12,4,1,,GayxWi99
166,Charles Godfrey,CAR,27,SS,15,15,2,9,1,9,6,0,0,1,0,0,0.0,70,45,25,2,0,,GodfCh99
167,Chris Houston,DET,28,LCB,14,14,2,2,0,2,10,2,0,0,0,0,0.0,57,45,12,3,0,,HousCh99
168,Reed Doughty,WAS,30,SS,16,10,1,1,0,1,1,,,,,0,0.0,69,44,25,1,1,,DougRe20
169,Ray Lewis,BAL,37,RILB,6,6,0,0,0,0,1,1,0,1,0,0,1.0,57,44,13,1,2,,LewiRa00
170,Cortez Allen,PIT,24,DB,15,3,2,6,0,6,10,3,0,1,21,0,0.0,55,43,12,0,2,,AlleCo00
171,Morris Claiborne,DAL,22,RCB,15,15,1,0,0,0,8,1,0,2,50,1,0.0,55,43,12,1,0,,ClaiMo00
172,Tamba Hali*,KAN,29,ROLB,15,15,0,0,0,0,2,1,0,0,0,0,9.0,51,43,8,13,16,,HaliTa20
173,Dont'a Hightower,NWE,22,RLB,14,13,0,0,0,0,3,0,0,2,6,1,4.0,60,43,17,10,9,,HighDo01
174,Jason Pierre-Paul*,NYG,23,RDE,16,15,1,28,1,28,5,1,0,1,10,0,6.5,66,43,23,13,10,,PierJa99
175,Dominique Rodgers-Cromartie,PHI,26,LCB,16,16,3,14,0,14,16,,,,,0,0.0,51,43,8,0,0,,RodgDo99
176,Akeem Dent,ATL,25,MLB,16,13,0,0,0,0,2,,,,,,0.0,65,42,23,5,2,,DentAk00
177,Corey Graham,BAL,27,LCB,16,8,2,20,0,20,8,1,0,0,0,0,0.0,60,42,18,1,0,,GrahCo99
178,Ryan Kerrigan*,WAS,24,LOLB,16,16,1,28,1,28,8,2,0,1,0,0,8.5,54,42,12,10,14,,KerrRy00
179,Chris Prosinski,JAX,25,FS,16,7,1,6,0,4,4,,,,,0,0.0,53,42,11,0,0,,ProsCh00
180,Gerald Sensabaugh,DAL,29,FS,15,15,0,0,0,0,4,1,,,,,0.0,58,42,16,1,0,,SensGe20
181,Earl Thomas*+,SEA,23,FS,16,16,3,80,1,57,8,1,0,1,0,0,0.0,66,42,24,2,2,,ThomEa99
182,E.J. Biggers,TAM,25,LCB,13,12,1,0,0,0,7,2,0,0,0,0,1.0,51,41,10,2,1,,BiggE.99
183,Chris Culliver,SFO,24,DB,16,6,2,4,0,4,12,1,0,1,0,0,0.0,48,41,7,0,0,,CullCh00
184,Cameron Jordan,NOR,23,LDE,16,16,0,0,0,0,3,3,0,2,0,0,8.0,67,41,26,8,13,,JordCa00
185,Kyle Wilson,NYJ,25,LCB,16,15,1,5,0,5,4,1,1,1,0,0,0.0,48,41,7,1,0,,WilsKy99
186,Brandon Flowers,KAN,26,LCB,15,15,3,28,0,29,12,0,0,1,64,0,1.0,48,40,8,2,1,,FlowBr99
187,Joe Haden,CLE,23,LCB,11,11,3,64,0,50,11,1,0,0,0,0,0.0,51,40,11,0,0,,HadeJo99
188,Greg Hardy,CAR,24,LDE,15,10,0,0,0,0,1,2,0,1,0,0,11.0,60,40,20,13,19,,HardGr99
189,Casey Hayward,GNB,23,RCB,16,7,6,81,0,24,20,1,0,0,0,0,0.0,53,40,13,1,1,,HaywCa00
190,Corey Lynch,SDG,27,DB,16,4,2,50,0,30,7,0,0,1,0,0,0.0,47,40,7,4,0,,LyncCo99
191,James Anderson,CAR,29,LLB,12,12,0,0,0,0,2,,,,,,0.0,73,39,34,3,0,,AndeJa21
192,Geno Atkins*+,CIN,24,RDT,16,16,0,0,0,0,2,4,0,0,0,0,12.5,54,39,15,17,21,,AtkiGe99
193,Matt Giordano,OAK,30,FS,16,13,2,45,0,24,5,,,,,0,0.0,51,39,12,0,1,,GiorMa20
194,M.D. Jennings,GNB,24,FS,16,10,1,72,1,72,2,,,,,0,0.0,52,39,13,0,0,,JennM.00
195,Demorrio Williams,SDG,32,LB,14,3,2,90,2,59,3,1,0,0,0,0,0.0,50,39,11,1,3,,WillDe22
196,Adrian Wilson,ARI,33,SS,15,14,1,-2,0,-2,5,1,0,0,0,0,3.0,54,39,15,5,4,,WilsAd99
197,Jabaal Sheard,CLE,23,LDE,16,16,0,0,0,0,3,1,0,0,0,0,7.0,55,38,17,9,10,,SheaJa00
198,Courtney Upshaw,BAL,23,ROLB,16,9,0,0,0,0,1,1,0,2,5,0,1.5,60,38,22,8,3,,UpshCo00
199,Cameron Wake*+,MIA,30,RDE,16,16,0,0,0,0,1,3,0,0,0,0,15.0,53,38,15,13,33,,WakeCa00
200,Kroy Biermann,ATL,27,LDE,16,3,,,0,,,,,,,0,4.0,52,37,15,5,13,,BierKr99
201,Nigel Bradham,BUF,23,LLB,16,11,0,0,0,0,1,0,0,1,0,0,0.0,57,37,20,2,0,,BradNi00
202,Kavell Conner,IND,25,LILB,14,12,0,0,0,0,4,,,,,0,1.0,54,37,17,4,2,,ConnKa99
203,Quentin Groves,ARI,28,LOLB,16,7,,,0,,,1,0,0,0,0,4.0,46,37,9,3,7,,GrovQu99
204,Michael Huff,OAK,29,LCB,16,16,2,0,0,0,12,,,,,0,0.0,56,37,19,2,0,,HuffMi20
205,Rolando McClain,OAK,23,MLB,11,9,,,0,,,1,0,0,0,0,1.0,62,37,25,3,2,,McClRo00
206,Aaron Ross,JAX,30,LCB,14,9,0,0,0,0,3,,,,,0,0.0,46,37,9,1,0,,RossAa99
207,Mario Williams,BUF,27,LDE,16,16,0,0,0,0,4,2,0,2,0,0,10.5,46,37,9,12,15,,WillMa22
208,Usama Young,CLE,27,FS,13,11,3,44,0,44,7,0,0,1,2,0,1.5,53,37,16,1,2,,YounUs99
209,Jared Allen*,MIN,30,RDE,16,16,0,0,0,0,3,1,0,1,0,0,12.0,46,36,10,17,21,,AlleJa22
210,Ahmad Brooks,SFO,28,LOLB,16,16,1,50,1,50,6,2,0,0,0,0,6.5,48,36,12,12,15,,BrooAh21
