,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,,-additional
47,Eric Brown,HOU,28,SS,16,16,1,5,0,5,3,3,1,0,0,0,0.5,98,75,23,4,,,BrowEr21
48,Corey Chavous*,MIN,27,SS,16,16,8,143,1,39,14,0,1,0,0,0,0.0,86,75,11,2,,,ChavCo00
49,Mike Doss,IND,22,SS,15,15,1,15,0,15,5,3,1,0,0,0,0.0,105,75,30,5,,,DossMi20
50,Dexter Jackson,ARI,26,FS,16,16,6,122,0,30,14,1,1,0,0,0,0.0,89,75,14,1,,,JackDe20
51,Chad Brown,SEA,33,RLB,14,14,1,-1,0,-1,3,1,0,2,0,0,7.0,86,74,12,13,,,BrowCh04
52,Dexter Coakley*,DAL,31,RLB,16,16,1,24,0,24,4,1,0,0,0,0,1.0,98,74,24,5,,,CoakDe00
53,Robert Griffith,CLE,33,SS,16,16,2,3,0,3,7,1,0,0,0,0,0.0,93,74,19,5,,,GrifRo00
54,Marvin Jones,NYJ,31,MLB,16,16,0,0,0,0,3,0,0,1,0,0,0.0,118,74,44,5,,,JoneMa23
55,Omar Stoutmire,NYG,29,FS,16,16,1,34,0,34,9,2,1,0,0,0,1.0,95,74,21,0,,,StouOm20
56,Fred Thomas,NOR,30,RCB,16,14,4,47,0,20,22,2,0,1,0,0,1.0,85,74,11,1,,,ThomFr20
57,Marcus Trufant,SEA,23,RCB/LCB,16,16,2,21,0,15,20,0,0,1,31,0,0.0,83,74,9,2,,,TrufMa20
58,Will Witherspoon,CAR,23,RLB,16,16,1,10,0,10,5,,,,,0,1.0,99,74,25,8,,,WithWi20
59,Derrick Brooks*,TAM,30,RLB,16,16,2,56,1,44,9,2,0,0,0,0,1.0,103,73,30,3,,,BrooDe00
60,Mike Peterson,JAX,27,MLB,16,16,3,8,0,7,9,2,0,2,0,0,1.0,102,73,29,5,,,PeteMi20
61,Adam Archuleta,STL,26,SS,13,13,1,22,0,22,7,1,0,1,45,1,5.0,79,72,7,8,,,ArchAd20
62,Brian Simmons,CIN,28,RLB,16,16,2,14,0,13,6,2,0,4,13,0,1.5,103,72,31,5,,,SimmBr20
63,Jerry Azumah*,CHI,26,RCB,16,13,4,44,0,25,8,0,1,0,0,0,1.0,82,71,11,2,,,AzumJe00
64,Gary Baxter,BAL,25,FS/RCB,16,16,3,41,0,34,12,,,,,0,1.0,83,71,12,6,,,BaxtGa20
65,Mike Logan,PIT,29,SS,16,15,0,0,0,0,5,1,0,3,14,0,1.0,94,71,23,7,,,LogaMi20
66,Rashean Mathis,JAX,23,RCB/FS,16,16,2,0,0,0,10,0,0,1,0,0,0.0,81,71,10,2,,,MathRa99
67,Hannibal Navies,GNB,26,LLB,16,16,0,0,0,0,2,2,0,1,0,0,1.0,88,71,17,8,,,NaviHa20
68,Darren Sharper,GNB,28,FS,15,15,5,78,0,50,13,2,0,0,0,0,2.0,84,71,13,3,,,SharDa00
69,Lawyer Milloy,BUF,30,SS,16,16,0,0,0,0,9,2,0,1,2,0,3.0,105,70,35,4,,,MillLa00
70,Takeo Spikes*,BUF,27,RLB,16,16,2,1,0,1,8,1,0,2,29,0,2.0,126,70,56,6,,,SpikTa00
71,Adrian Wilson,ARI,24,SS,16,15,0,0,0,0,8,2,,,,,0.0,79,70,9,1,,,WilsAd99
72,Al Wilson*,DEN,26,MLB,16,16,0,0,0,0,7,0,0,2,0,0,1.0,88,70,18,5,,,WilsAl00
73,David Barrett,ARI,26,RCB,16,16,1,25,0,25,9,1,0,0,0,0,0.0,80,69,11,1,,,BarrDa22
74,Ben Leber,SDG,25,LLB,16,16,0,0,0,0,1,1,0,0,0,0,3.0,80,69,11,8,,,LebeBe20
75,Julian Peterson*+,SFO,25,LLB,16,16,2,31,0,31,12,2,0,0,0,0,7.0,95,69,26,4,,,PeteJu00
76,Nate Wayne,PHI,28,LLB,16,16,1,33,0,33,5,3,0,0,0,0,3.0,90,69,21,7,,,WaynNa20
77,Boss Bailey,DET,24,RLB,16,16,1,-2,0,-2,6,0,0,1,62,1,1.5,88,68,20,6,,,BailBo20
78,Champ Bailey*,WAS,25,LCB,16,16,2,2,0,2,9,1,0,2,1,0,0.0,72,68,4,5,,,BailCh00
79,Earl Holmes,DET,30,MLB,16,13,,,0,,,,,,,0,2.0,97,68,29,11,,,HolmEa20
80,Roman Phifer,NWE,35,LLB,16,15,0,0,0,0,5,1,,,,,0.0,101,68,33,0,,,PhifRo20
81,Pisa Tinoisamoa,STL,22,LLB,16,15,3,46,0,29,7,4,0,1,5,0,2.0,81,68,13,10,,,TinoPi20
82,Sam Garnes,NYJ,29,SS,16,16,2,0,0,0,8,2,0,1,0,0,0.5,100,67,33,1,,,GarnSa20
83,Ed Hartwell,BAL,25,LILB,16,15,1,26,0,26,5,1,0,0,0,0,3.0,94,67,27,7,,,HartEd20
84,Michael Lewis,PHI,23,SS,16,16,3,31,0,23,11,2,0,1,0,0,2.0,87,67,20,2,,,LewiMi99
85,Sammy Knight,MIA,28,SS,16,16,3,98,0,70,6,2,0,0,0,0,0.0,98,66,32,1,,,KnigSa00
86,Terence Newman,DAL,25,LCB,16,16,4,23,0,25,20,0,0,1,0,0,1.0,76,66,10,4,,,NewmTe20
87,Junior Seau,MIA,34,LLB,15,15,0,0,0,0,3,,,,,0,3.0,96,66,30,12,,,SeauJu00
88,Lance Briggs,CHI,23,LLB,16,13,1,45,1,45,4,,,,,0,0.0,78,65,13,5,,,BrigLa99
89,Jerametrius Butler,STL,25,LCB,16,15,4,72,0,45,10,1,0,2,0,0,0.0,72,65,7,1,,,ButlJe20
90,Carlos Emmons,PHI,30,RLB,15,15,0,0,0,0,5,1,0,1,0,0,0.0,85,65,20,6,,,EmmoCa20
91,Deon Grant,CAR,24,FS,16,16,3,25,0,25,12,0,0,1,0,0,1.0,77,65,12,5,,,GranDe21
92,Barrett Green,DET,26,LLB,16,16,0,0,0,0,2,0,0,2,38,0,3.0,94,65,29,4,,,GreeBa20
93,Lance Schulters,TEN,28,FS,16,16,0,0,0,0,8,,,,,0,1.0,85,65,20,2,,,SchuLa00
94,Ben Taylor,CLE,25,RLB,13,8,1,0,0,0,1,,,,,0,0.0,81,65,16,4,,,TaylBe20
95,Brian Walker,DET,31,FS,16,16,2,0,0,0,7,1,0,0,0,0,0.0,85,65,20,1,,,WalkBr21
96,Darren Woodson,DAL,34,SS,16,16,1,-2,0,-2,16,1,0,2,0,0,1.0,86,65,21,5,,,WoodDa01
97,Tyrone Carter,NYJ,27,FS,16,10,2,37,0,23,3,,,,,0,0.0,88,64,24,0,,,CartTy20
98,Peter Sirmon,TEN,26,LLB,14,14,0,0,0,0,2,1,,,,,0.0,87,64,23,8,,,SirmPe20
99,Jerry Wilson,SDG,30,FS,16,16,1,-2,0,-2,8,3,0,0,0,0,1.0,83,64,19,1,,,WilsJe22
100,Nick Ferguson,DEN,29,FS/SS,15,10,0,0,0,0,4,2,0,0,0,0,1.0,76,63,13,3,,,FergNi20
101,Kelly Gregg,BAL,27,NT,16,15,,,0,,,0,0,1,0,0,3.0,80,63,17,9,,,GregKe20
102,Brian Williams,MIN,24,LCB/RCB,16,16,5,205,1,77,16,2,0,0,0,0,3.0,79,63,16,4,,,WillBr22
103,Brent Alexander,PIT,32,FS,16,16,4,63,0,34,6,0,0,2,2,0,1.0,85,62,23,2,,,AlexBr20
104,Rogers Beckett,CIN,26,SS,16,9,2,11,0,11,5,2,0,0,0,0,3.0,83,62,21,5,,,BeckRo20
105,Mike Brown,CHI,25,FS,16,16,2,0,0,0,6,,,,,0,0.0,76,62,14,1,,,BrowMi99
106,Tony Parrish,SFO,28,SS,16,16,9,202,0,49,18,1,0,1,0,0,0.5,79,62,17,1,,,ParrTo20
107,Dwight Smith,TAM,25,RCB/FS,16,16,5,3,0,3,10,1,0,0,0,0,0.0,74,62,12,1,,,SmitDw20
108,Robert Thomas,STL,23,MLB,12,9,0,0,0,0,4,0,0,1,0,0,2.0,71,62,9,11,,,ThomRo20
109,Eric Warfield,KAN,27,LCB,15,15,4,39,0,20,13,1,0,0,0,0,1.0,66,62,4,1,,,WarfEr20
110,Greg Biekert,MIN,34,MLB,16,16,,,0,,,1,0,0,0,0,1.0,77,61,16,7,,,BiekGr20
111,Fernando Bryant,JAX,26,LCB,16,16,1,0,0,0,9,,,,,0,0.0,70,61,9,3,,,BryaFe20
112,Chris Claiborne,MIN,25,RLB,12,12,1,3,0,3,7,1,0,2,0,0,3.0,80,61,19,7,,,ClaiCh20
113,Tory James,CIN,30,RCB,16,16,4,56,0,31,18,,,,,0,1.0,67,61,6,3,,,JameTo99
114,Ty Law*+,NWE,29,LCB,15,15,6,112,1,65,23,0,1,0,0,0,0.0,74,61,13,3,,,LawxTy00
115,Ahmed Plummer,SFO,27,LCB,15,15,4,85,1,68,16,,,,,0,0.0,69,61,8,0,,,PlumAh20
116,Bryan Scott,ATL,22,SS,15,6,2,3,0,3,6,3,0,1,0,0,0.0,69,61,8,4,,,ScotBr20
117,Matt Stewart,ATL,24,ROLB,16,16,0,0,0,0,1,3,0,3,3,0,2.5,78,61,17,8,,,StewMa21
118,Jerome Woods*,KAN,30,FS,16,16,3,125,2,79,11,3,0,1,0,0,0.0,79,61,18,0,,,WoodJe00
119,Kevin Bentley,CLE,24,LLB,16,14,1,25,0,25,2,,,,,0,0.0,96,60,36,1,,,BentKe20
120,Kelly Herndon,DEN,27,RCB,15,11,3,19,0,16,17,3,0,1,0,0,0.0,66,60,6,3,,,HernKe20
121,Warrick Holdman,CHI,28,RLB,13,13,0,0,0,0,2,1,,,,,0.0,74,60,14,4,,,HoldWa20
122,Michael Strahan*+,NYG,32,LDE,16,16,0,0,0,0,5,3,0,1,0,0,18.5,75,60,15,23,,,StraMi02
123,Aeneas Williams*,STL,35,FS,16,16,4,82,1,46,8,1,0,4,93,1,1.0,75,60,15,2,,,WillAe00
124,Kevin Hardy,CIN,30,MLB,16,16,0,0,0,0,4,1,0,1,10,1,1.5,92,59,33,5,,,HardKe00
125,Terrence Kiel,SDG,23,SS,16,8,2,15,0,15,4,,,,,0,0.0,68,59,9,1,,,KielTe20
126,Ed Reed*,BAL,25,SS,16,15,7,132,1,54,15,1,1,0,0,0,1.0,71,59,12,8,,,ReedEd00
127,Rob Morris,IND,28,MLB,16,16,0,0,0,0,1,,,,,,0.0,83,58,25,5,,,MorrRo20
128,Tommy Polley,STL,25,RLB,14,14,4,32,0,22,12,1,0,1,0,0,0.0,70,58,12,6,,,PollTo21
129,Jeff Ulbrich,SFO,26,RLB,15,15,1,7,0,7,5,1,0,1,0,0,2.5,79,58,21,5,,1,UlbrJe20
130,Marcus Coleman,HOU,29,RCB,15,15,7,95,0,41,22,1,0,0,0,0,0.0,70,57,13,0,,,ColeMa20
131,Quentin Jammer,SDG,24,LCB,16,16,4,6,0,6,13,0,0,1,2,0,0.0,71,57,14,4,,,JammQu20
132,Brock Marion*,MIA,33,FS,16,16,3,3,0,3,7,2,0,0,0,0,0.0,81,57,24,0,,,MariBr00
133,Shelton Quarles,TAM,32,MLB,11,11,,,0,,,0,0,2,0,0,0.0,80,57,23,1,,,QuarSh20
134,Derrick Rodgers,NOR,32,RLB,15,15,1,40,1,40,5,0,0,2,3,0,0.0,75,57,18,5,,,RodgDe20
135,Reggie Tongue,SEA,30,SS,14,14,4,11,0,10,8,2,0,1,0,0,2.0,71,57,14,1,,,TongRe20
136,Tim Wansley,TAM,25,RCB,12,6,2,38,1,23,7,1,1,1,0,0,0.0,62,57,5,0,,,WansTi20
137,Roy Williams*+,DAL,23,FS,16,16,2,69,0,39,9,2,0,1,0,0,2.0,75,57,18,5,,,WillRo03
138,Donovin Darius,JAX,28,SS,16,16,1,4,0,4,7,2,1,1,0,0,0.0,83,56,27,2,,,DariDo20
139,Greg Favors,CAR,29,LLB,16,12,0,0,0,0,1,1,,,,,0.0,76,56,20,5,,,FavoGr20
140,Travis Fisher,STL,24,RCB,15,15,4,205,2,74,11,0,0,1,0,0,0.0,61,56,5,0,,,FishTr20
141,Derrick Gibson,OAK,24,SS,15,14,2,16,0,11,3,1,1,0,0,0,1.0,68,56,12,3,,,GibsDe21
142,Travian Smith,OAK,28,LLB,10,7,,,0,,,,,,,0,1.0,69,56,13,8,,,SmitTr20
143,Marcus Washington,IND,26,LLB,16,16,0,0,0,0,4,3,0,1,0,0,6.0,82,56,26,8,,,WashMa99
144,Charles Woodson,OAK,27,LCB,15,15,3,67,0,51,8,1,0,1,3,0,1.0,70,56,14,5,,,WoodCh00
145,Dexter McCleon,KAN,30,RCB,16,16,6,-3,0,0,15,0,0,2,10,0,0.0,60,55,5,2,,,McClDe21
146,Mark Roman,CIN,26,FS,16,16,1,1,0,1,8,1,0,0,0,0,0.5,74,55,19,0,,,RomaMa20
147,Marques Anderson,GNB,24,SS,16,7,1,3,0,3,8,0,0,2,1,0,0.0,74,54,20,2,,,AndeMa22
148,Andre Dyson,TEN,24,LCB,16,16,4,62,2,51,14,,,,,0,0.0,65,54,11,0,,,DysoAn20
149,Ray Mickens,NYJ,30,LCB,16,14,2,16,0,16,18,,,,,0,0.0,64,54,10,1,,,MickRa20
150,Mike Rumph,SFO,24,RCB,15,13,3,19,0,12,7,1,0,0,0,0,2.0,63,54,9,4,,,RumpMi20
151,Raynoch Thompson,ARI,26,LLB,12,12,0,0,0,0,2,1,0,1,0,0,3.0,63,54,9,3,,,ThomRa23
152,Pat Williams,BUF,31,RDT,16,16,0,0,0,0,3,0,0,1,28,1,0.0,82,54,28,13,,,WillPa20
153,Keith Hamilton,NYG,32,RDT,15,15,0,0,0,0,1,,,,,0,1.5,69,53,16,5,,,HamiKe20
154,Reggie Howard,CAR,26,RCB,15,15,2,2,0,2,12,1,0,0,0,0,0.5,63,53,10,2,,,HowaRe21
155,Lenny Walls,DEN,24,LCB,16,16,1,0,0,0,15,1,0,1,0,0,0.0,58,53,5,6,,,WallLe20
156,Dewayne Washington,PIT,31,RCB,16,12,1,7,0,7,8,0,1,0,0,0,0.0,60,53,7,3,,,WashDe20
157,Dre' Bly*,DET,26,RCB,14,14,6,89,1,48,15,5,0,3,113,1,1.0,60,52,8,4,,,BlyxDr00
158,Marques Douglas,BAL,26,RDE,16,16,0,0,0,0,2,2,0,0,0,0,4.5,63,52,11,10,,,DougMa20
159,Jason Ferguson,NYJ,29,RDT,16,16,0,0,0,0,4,1,0,1,0,0,4.5,75,52,23,4,,,FergJa21
160,Tebucky Jones,NOR,29,FS,15,15,1,2,0,2,5,1,0,0,0,0,0.0,70,52,18,1,,,JoneTe20
161,Kevin Kaesviharn,CIN,27,SS,16,7,1,10,0,10,4,,,,,0,1.0,64,52,12,1,,,KaesKe20
162,Ken Lucas,SEA,24,RCB,14,7,1,27,0,27,12,1,1,1,24,0,0.0,62,52,10,1,,,LucaKe20
163,Ricky Manning,CAR,23,LCB,16,7,3,33,1,27,7,2,0,1,0,0,0.0,60,52,8,1,,,MannRi20
164,Mike McKenzie,GNB,27,LCB,14,14,4,98,1,90,18,1,0,0,0,0,0.0,58,52,6,1,,,McKeMi20
165,Terrance Shaw,OAK,30,RCB,16,8,0,0,0,0,7,,,,,,0.0,64,52,12,1,,,ShawTe20
166,Nate Clements,BUF,24,RCB,16,16,3,54,1,54,7,0,3,1,0,0,0.0,62,51,11,0,,,ClemNa99
167,Levar Fisher,ARI,24,RLB,16,15,0,0,0,0,2,1,0,1,0,0,1.0,59,51,8,8,,,FishLe20
168,Corey Harris,DET,34,SS,13,13,1,-1,0,-1,4,2,0,0,35,1,1.0,59,51,8,3,,,HarrCo20
169,Artrell Hawkins,CIN,27,LCB,14,9,1,8,0,8,7,1,0,0,0,0,0.0,58,51,7,2,,,HawkAr20
170,Kwamie Lassiter,SDG,34,SS,10,10,1,38,1,38,1,1,0,0,0,0,0.0,59,51,8,1,,,LassKw20
171,Tank Williams,TEN,23,SS,16,16,2,0,0,0,7,,,,,0,0.5,74,51,23,3,,,WillTa20
172,Morlon Greenwood,MIA,25,RLB,16,11,0,0,0,0,1,,,,,0,0.5,75,50,25,3,,,GreeMo20
173,John Lynch,TAM,32,SS,14,14,2,18,0,18,8,0,1,1,0,0,0.5,72,50,22,2,,,LyncJo00
174,Joey Porter,PIT,26,ROLB,14,14,0,0,0,0,4,1,0,1,0,0,5.0,66,50,16,10,,,PortJo00
175,Orlando Ruff,NOR,27,MLB,16,9,1,7,0,7,4,0,0,1,0,0,0.0,69,50,19,1,,,RuffOr20
176,Fred Smoot,WAS,24,RCB,15,15,4,35,0,35,9,,,,,0,0.0,58,50,8,3,,,SmooFr20
177,Jashon Sykes,DEN,24,LLB,16,8,0,0,0,0,1,0,0,1,0,0,0.0,64,50,14,0,,,SykeJa20
178,Grant Wistrom,STL,27,RDE,16,16,0,0,0,0,1,1,0,1,0,0,7.5,61,50,11,9,,1,WistGr20
179,Brandon Short,NYG,26,LLB,16,12,0,0,0,0,2,2,0,1,-3,0,3.0,75,49,26,7,,,ShorBr20
180,Troy Vincent*,PHI,33,LCB,13,13,3,28,0,28,8,0,0,1,0,0,0.0,57,49,8,1,,,VincTr00
181,Kailee Wong,HOU,27,LOLB,16,16,0,0,0,0,11,1,0,0,0,0,3.0,62,49,13,7,,,WongKa20
182,Tyler Brayton,OAK,24,RDE,16,16,0,0,0,0,1,0,0,1,0,0,2.5,61,48,13,8,,,BrayTy20
183,Alex Brown,CHI,24,RDE,16,16,1,0,0,0,6,2,0,1,0,0,5.5,58,48,10,10,,,BrowAl20
184,Shaun Ellis*,NYJ,26,LDE,16,16,,,0,,,1,0,0,0,0,12.5,69,48,21,10,,,ElliSh00
185,Charles Grant,NOR,25,LDE/RDE,16,16,0,0,0,0,7,4,0,0,0,0,10.0,61,48,13,11,,,GranCh21
186,James Hall,DET,26,RDE,16,16,,,0,,,1,0,1,0,0,4.5,62,48,14,8,,,HallJa21
187,Mike Rucker*,CAR,28,RDE,14,14,1,0,0,0,6,1,0,0,0,0,12.0,59,48,11,16,,,RuckMi20
188,Otis Smith,DET,38,LCB,16,13,1,0,0,0,5,1,0,1,0,0,1.5,58,48,10,1,,,SmitOt20
189,Marcus Stroud*,JAX,25,LDT,16,16,0,0,0,0,3,,,,,0,4.5,66,48,18,13,,,StroMa01
190,Denard Walker,MIN,30,LCB,16,8,1,0,0,0,6,,,,,0,0.0,53,48,5,0,,,WalkDe20
191,Johnnie Harris,NYG,31,SS,14,5,2,3,0,3,7,2,1,0,0,0,0.0,62,47,15,4,,,HarrJo25
192,Clinton Hart,PHI,26,FS,16,9,0,0,0,0,5,0,0,1,0,0,1.0,57,47,10,2,,,HartCl20
193,John Henderson,JAX,24,RDT,16,16,0,0,0,0,7,3,0,1,0,0,3.5,58,47,11,10,,,HendJo99
194,Renaldo Hill,ARI,25,LCB,14,14,5,119,1,70,11,1,0,0,0,0,2.0,58,47,11,5,,,HillRe20
195,D.D. Lewis,SEA,24,LLB,15,5,0,0,0,0,2,,,,,,0.0,66,47,19,3,,,LewiD.21
196,Sam Madison,MIA,29,RCB,16,16,3,82,1,36,10,0,0,2,0,0,0.0,50,47,3,1,,,MadiSa00
197,Ryan Nece,TAM,24,LLB,15,10,1,2,0,2,3,,,,,0,0.0,62,47,15,0,,,NeceRy20
198,Tyrone Poole,NWE,31,RCB,16,16,6,81,0,44,21,3,1,0,0,0,0.0,60,47,13,0,,,PoolTy20
199,Eugene Wilson,NWE,23,FS,16,15,4,18,0,10,9,,,,,0,0.0,62,47,15,1,,,WilsEu20
200,Aaron Beasley,NYJ,30,RCB,16,16,3,64,0,39,12,1,0,1,0,0,0.0,61,46,15,2,,,BeasAa20
201,Brant Boyer,CLE,32,RLB,15,7,1,4,0,4,2,,,,,0,0.0,66,46,20,4,,,BoyeBr20
202,Bobby Gray,CHI,25,SS,16,9,0,0,0,0,5,1,0,1,2,0,1.0,58,46,12,2,,,GrayBo20
203,Al Harris,GNB,29,RCB,16,16,3,89,1,56,14,1,1,0,0,0,0.0,48,46,2,1,,,HarrAl21
204,Victor Hobson,NYJ,23,LB,16,1,1,26,0,26,1,1,0,0,0,0,2.0,66,46,20,4,,,HobsVi20
205,Ken Irvin,MIN,31,RCB,16,8,1,1,0,1,13,1,0,0,0,0,0.0,57,46,11,1,,,IrviKe20
206,Kenard Lang,CLE,28,RDE,15,15,1,0,0,0,2,1,0,1,8,0,8.0,60,46,14,11,,,LangKe20
207,Mike Maslowski,KAN,29,MLB,10,10,0,0,0,0,4,1,0,1,0,0,0.0,60,46,14,0,,,MaslMi20
208,Willie McGinest*,NWE,32,RDE,14,11,1,15,1,15,4,2,0,2,20,0,5.5,67,46,21,10,,,McGiWi00
209,Dan Morgan,CAR,25,MLB,11,11,0,0,0,0,1,0,0,2,0,0,0.0,66,46,20,3,,,MorgDa99
210,Shaun Williams,NYG,27,SS,10,10,1,14,0,14,5,1,0,1,2,0,1.5,60,46,14,2,,,WillSh20
211,Terry Cousin,CAR,28,LCB,13,13,0,0,0,0,4,,,,,0,2.0,49,45,4,4,,,CousTe20
212,Sammy Davis,SDG,23,RCB,16,16,2,48,0,41,10,,,,,0,0.0,58,45,13,1,,,DaviSa21
213,Randall Godfrey,SEA,30,MLB,15,14,1,7,0,7,4,1,0,1,55,1,0.0,59,45,14,3,,,GodfRa20
