,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,,-additional
14,Kiko Alonso,BUF,23,MLB,16,16,4,38,0,32,4,1,0,2,13,0,2.0,159,87,72,11,1,,AlonKi00
15,Johnathan Cyprien,JAX,23,SS,15,15,1,27,0,27,6,2,0,0,0,0,1.0,103,86,17,1,3,,CyprJo00
16,Lawrence Timmons,PIT,27,RILB,16,16,2,26,0,23,5,1,0,1,29,0,3.0,126,86,40,7,6,,TimmLa99
17,Thomas Davis,CAR,30,LLB,16,16,2,-2,0,0,7,1,0,0,0,0,4.0,123,85,38,13,5,,DaviTh20
18,James Laurinaitis,STL,27,MLB,16,16,2,9,0,9,9,0,0,2,43,0,3.5,116,85,31,8,5,,LaurJa99
19,DeAndre Levy,DET,26,RLB,16,16,6,76,1,66,15,,,,,0,0.0,118,85,33,8,3,,LevyDe99
20,James Anderson,CHI,30,RLB,16,16,0,0,0,0,3,0,0,1,0,0,4.0,102,84,18,10,5,,AndeJa21
21,Reshad Jones,MIA,25,FS,16,16,1,25,1,25,4,,,,,0,1.5,107,84,23,3,4,,JoneRe99
22,Kevin Burnett,OAK,31,LLB,16,16,1,0,0,0,4,3,0,1,3,0,2.5,105,83,22,12,5,,BurnKe20
23,Jerrell Freeman,IND,27,RILB,16,16,2,13,0,13,6,6,0,2,24,0,5.5,126,83,43,6,7,,FreeJe00
24,Chad Greenway,MIN,30,LLB,16,16,3,23,0,23,4,,,,,0,3.0,134,83,51,6,5,,GreeCh99
25,Nick Roach,OAK,28,MLB,16,16,1,0,0,0,3,4,0,0,0,0,5.5,112,83,29,8,4,,RoacNi99
26,Philip Wheeler,MIA,29,LLB,16,16,0,0,0,0,7,0,0,1,0,0,0.5,118,83,35,5,5,,WheePh99
27,Curtis Lofton,NOR,27,RILB,16,16,0,0,0,0,4,1,0,0,0,0,2.0,125,82,43,6,2,,LoftCu99
28,Patrick Willis*,SFO,28,RILB,14,14,0,0,0,0,1,2,0,0,0,0,3.0,104,82,22,10,5,,WillPa98
29,Mychal Kendricks,PHI,23,RILB,15,15,3,25,0,18,4,2,0,4,6,0,4.0,106,81,25,8,8,,KendMy00
30,Antoine Bethea,IND,29,SS,16,16,2,48,0,46,6,0,0,1,0,0,1.0,110,80,30,3,4,,BethAn20
31,Antrel Rolle*,NYG,31,SS,16,16,6,23,0,25,12,1,0,1,10,0,2.0,98,80,18,4,2,,RollAn20
32,Paul Worrilow,ATL,23,RLB/MLB,16,12,0,0,0,0,1,,,,,0,2.0,127,79,48,4,3,,WorrPa00
33,Major Wright,CHI,25,SS,15,15,2,46,1,38,3,2,0,0,0,0,0.0,101,79,22,0,0,,WrigMa99
34,Earl Thomas*+,SEA,24,FS,16,16,5,9,0,11,9,2,0,0,0,0,0.0,105,78,27,0,0,,ThomEa99
35,Bernard Pollard,TEN,29,SS,16,16,3,36,0,32,9,,,,,0,0.5,99,77,22,3,3,,PollBe20
36,Prince Amukamara,NYG,24,RCB,16,16,1,-4,0,-4,13,2,0,0,0,0,0.0,85,76,9,4,0,,AmukPr00
37,D'Qwell Jackson,CLE,30,RILB,16,16,1,0,0,0,7,1,0,1,0,0,1.5,141,75,66,1,4,,JackDQ20
38,T.J. Ward*,CLE,27,SS,16,16,2,57,1,44,5,0,0,1,51,1,1.5,112,75,37,9,2,,WardT.99
39,Charles Woodson,OAK,37,FS,16,16,1,13,0,13,3,3,0,2,25,1,2.0,97,75,22,5,2,,WoodCh00
40,A.J. Hawk,GNB,29,LILB,16,16,1,7,0,7,5,1,0,1,0,0,5.0,118,74,44,13,6,,HawkA.20
41,Bruce Carter,DAL,25,RLB,15,13,0,0,0,0,3,,,,,0,2.0,96,73,23,5,4,,CartBr00
42,Jon Beason,2TM,28,LB/MLB,15,13,1,9,0,9,1,,,,,0,0.0,104,72,32,1,1,,BeasJo99
43,Zach Brown,TEN,24,RLB,16,13,1,3,0,3,5,1,0,1,0,0,4.0,91,72,19,9,7,,BrowZa00
44,Chris Conte,CHI,24,FS,16,16,3,48,0,35,7,2,0,0,0,0,0.0,89,72,17,1,0,,ContCh00
45,Perry Riley,WAS,25,RILB,16,16,1,0,0,0,8,0,0,1,6,0,3.0,115,72,43,7,9,,RilePe00
46,Bobby Wagner,SEA,23,MLB,14,14,2,9,0,9,7,0,0,1,0,0,5.0,120,72,48,4,6,,WagnBo00
47,Donald Butler,SDG,25,RILB,13,12,1,30,0,30,4,1,0,1,0,0,0.5,84,71,13,4,1,,ButlDo99
48,Mark Barron,TAM,24,SS,14,14,2,3,0,3,7,0,0,1,0,0,2.0,88,70,18,3,3,,BarrMa00
49,Dannell Ellerbe,MIA,28,MLB,15,15,2,25,0,16,5,0,0,2,0,0,1.0,101,70,31,3,4,,ElleDa99
50,David Harris,NYJ,29,RILB,16,16,0,0,0,0,1,1,0,0,0,0,2.0,124,70,54,8,4,,HarrDa99
51,Erin Henderson,MIN,27,MLB,14,12,2,19,0,10,3,1,0,0,0,0,4.0,113,70,43,12,6,,HendEr99
52,Sean Lee,DAL,27,MLB,11,11,4,174,1,74,6,0,0,1,10,0,0.0,99,68,31,3,1,,LeexSe99
53,Josh Wilson,WAS,28,RCB,16,16,1,0,0,0,7,2,0,3,1,0,2.0,93,68,25,5,5,,WilsJo99
54,William Moore,ATL,28,SS,16,16,3,36,0,19,7,3,0,2,0,0,2.0,86,67,19,3,3,,MoorWi99
55,Eric Berry*+,KAN,25,SS,15,15,3,134,2,49,11,2,0,2,24,0,3.5,74,66,8,11,7,,BerrEr99
56,Kam Chancellor*,SEA,25,SS,16,16,3,78,0,32,6,1,0,0,0,0,0.0,99,65,34,3,1,,ChanKa99
57,Tyrann Mathieu,ARI,21,FS,13,11,2,7,0,7,9,1,0,0,0,0,1.0,68,65,3,6,3,,MathTy00
58,Spencer Paysinger,NYG,25,RLB,16,10,0,0,0,0,1,0,0,1,0,0,1.0,74,65,9,0,2,,PaysSp00
59,J.J. Watt*+,HOU,24,LDE,16,16,0,0,0,0,7,4,0,2,0,0,10.5,80,65,15,22,46,,WattJ.00
60,Chris Clemons,MIA,28,SS,16,16,1,0,0,0,8,,,,,0,0.0,93,63,30,1,0,,ClemCh97
61,Demario Davis,NYJ,24,LILB,16,16,1,0,0,0,1,,,,,0,1.0,106,63,43,5,5,,DaviDe00
62,London Fletcher,WAS,38,LILB,16,16,0,0,0,0,2,1,0,0,0,0,2.0,111,63,48,4,3,,FletLo20
63,Brandon Flowers*,KAN,27,LCB,13,13,1,32,0,32,8,,,,,0,1.0,68,63,5,3,3,,FlowBr99
64,Mason Foster,TAM,24,MLB,15,13,3,122,2,85,7,1,0,0,0,0,2.0,92,63,29,6,7,,FostMa00
65,Tashaun Gipson,CLE,23,FS,16,15,5,143,1,44,12,,,,,0,0.0,95,63,32,2,0,,GipsTa00
66,James Ihedigbo,BAL,30,SS,16,16,3,54,0,37,11,1,0,2,0,0,0.0,101,63,38,5,3,,IhedJa00
67,Dawan Landry,NYJ,31,FS,16,16,1,38,0,38,7,,,,,0,1.0,101,63,38,2,3,,LandDa21
68,Rodney McLeod,STL,23,FS,16,16,2,2,0,2,7,2,0,2,9,0,0.0,79,63,16,2,0,,McLeRo00
69,Lardarius Webb,BAL,28,LCB,16,16,2,19,0,19,22,,,,,0,0.0,74,63,11,2,0,,WebbLa99
70,Bradley Fletcher,PHI,27,LCB,13,13,2,30,0,25,15,1,0,1,0,0,0.0,70,62,8,0,0,,FletBr99
71,Moise Fokou,TEN,28,MLB,12,12,,,0,,,2,0,1,0,0,1.0,78,62,16,2,3,,FokoMo99
72,LaRon Landry,IND,29,FS,12,12,0,0,0,0,2,,,,,,0.0,87,62,25,1,1,,LandLa99
73,Eric Reid*,SFO,22,FS,16,16,4,54,0,53,11,0,0,2,0,0,0.0,77,62,15,0,1,,ReidEr00
74,Kenny Vaccaro,NOR,22,SS,14,14,1,29,0,29,8,1,0,0,0,0,1.0,79,62,17,4,3,,VaccKe00
75,Tramon Williams,GNB,30,LCB,16,16,3,10,0,10,11,2,0,2,0,0,2.5,84,62,22,4,3,,WillTr99
76,Yeremiah Bell,ARI,35,SS,16,16,2,6,0,6,9,,,,,0,1.0,77,61,16,5,2,,BellYe20
77,Ryan Clark,PIT,34,FS,16,16,2,50,0,37,4,0,0,1,0,0,0.0,104,61,43,1,0,,ClarRy20
78,Michael Griffin,TEN,28,FS,14,14,1,0,0,0,4,2,0,1,0,0,0.0,82,61,21,1,1,,GrifMi99
79,Morgan Burnett,GNB,24,SS,13,13,0,0,0,0,6,0,0,3,12,1,0.0,96,60,36,0,0,,BurnMo99
80,Brandon Carr,DAL,27,LCB,16,16,3,49,1,49,12,0,0,1,21,0,0.0,71,60,11,2,0,,CarrBr99
81,David Hawthorne,NOR,28,LILB,16,15,,,0,,,1,0,0,0,0,3.0,91,60,31,8,4,,HawtDa20
82,Will Hill,NYG,23,FS,12,10,2,38,1,38,2,2,0,1,8,0,0.0,77,60,17,1,1,,HillWi01
83,Brad Jones,GNB,27,RILB,12,12,,,0,,,1,0,1,3,0,3.0,84,60,24,8,5,,JoneBr99
84,Leodis McKelvin,BUF,28,LCB,15,13,1,0,0,0,19,1,7,4,0,0,0.0,72,60,12,1,0,,McKeLe99
85,Jerraud Powers,ARI,26,RCB,16,16,1,9,0,9,17,1,0,0,0,0,0.0,65,60,5,0,0,,PoweJe99
86,Aaron Williams,BUF,23,SS,14,14,4,43,0,34,11,1,0,0,0,0,0.0,82,60,22,2,0,,WillAa00
87,Nate Allen,PHI,26,SS,16,16,1,43,0,43,5,1,0,0,0,0,1.0,82,59,23,2,1,,AlleNa99
88,Marcus Gilchrist,SDG,25,SS,16,16,2,43,0,26,5,1,0,1,0,0,1.0,77,59,18,3,1,,GilcMa00
89,Orlando Scandrick,DAL,26,RCB,16,15,2,0,0,0,12,1,0,0,0,0,2.0,64,59,5,4,2,,ScanOr99
90,Daryl Washington,ARI,27,LILB,12,12,2,49,0,41,11,0,0,1,0,0,3.0,75,59,16,8,12,,WashDa99
91,Chris Harris Jr.,DEN,24,LCB,16,15,3,1,0,1,14,,,,,0,0.0,65,58,7,5,2,,HarrCh01
92,Geno Hayes,JAX,26,LILB,14,14,2,39,0,28,4,1,0,0,0,0,1.0,77,58,19,2,2,,HayeGe98
93,Trumaine Johnson,STL,23,LCB,16,12,3,36,0,29,11,1,0,0,0,0,0.0,67,58,9,2,0,,JohnTr05
94,Jamarca Sanford,MIN,28,SS,13,13,0,0,0,0,1,2,0,1,0,0,0.0,75,58,17,2,1,,SanfJa99
95,Terrell Thomas,NYG,28,DB,16,7,1,65,0,65,7,1,0,0,0,0,1.0,67,58,9,1,1,,ThomTe99
96,Donte Whitner,SFO,28,SS,16,16,2,7,0,7,12,2,1,1,-5,0,0.0,73,58,15,3,0,,WhitDo20
97,DeAngelo Hall,WAS,30,LCB,16,16,4,49,2,26,13,3,0,1,75,1,0.0,78,57,21,1,0,,HallDe99
98,Duke Ihenacho,DEN,24,SS,15,14,0,0,0,0,6,3,0,2,0,0,0.0,74,57,17,2,0,,IhenDu00
99,Mike Jenkins,OAK,28,LCB,15,15,2,0,0,0,6,1,0,1,20,0,0.0,65,57,8,5,0,,JenkMi99
100,Richard Marshall,SDG,29,LCB,16,6,0,0,0,0,6,0,0,1,0,0,0.0,71,57,14,0,0,,MarsRi20
101,Craig Robertson,CLE,25,LILB,14,14,1,12,0,12,3,1,0,1,7,0,3.0,85,57,28,4,4,,RobeCr00
102,Daryl Smith,BAL,31,RILB,16,16,3,41,1,37,18,2,0,0,0,0,5.0,123,57,66,8,7,,SmitDa24
103,Cary Williams,PHI,29,RCB,16,16,3,16,0,15,12,0,0,1,0,0,1.0,67,57,10,1,1,,WillCa99
104,Corey Graham,BAL,28,DB,16,5,4,28,0,28,12,1,0,0,0,0,1.0,74,56,18,5,2,,GrahCo99
105,Lamarr Houston,OAK,26,LDE,16,16,,,0,,,2,0,1,0,0,6.0,69,56,13,10,16,,HousLa99
106,M.D. Jennings,GNB,25,FS,16,16,0,0,0,0,1,0,0,1,24,1,1.0,74,56,18,4,1,,JennM.00
107,Brandian Ross,OAK,24,SS,16,13,0,0,0,0,3,1,0,0,0,0,2.0,75,56,19,1,4,,RossBr00
108,Darryl Sharpton,HOU,25,LILB,15,8,0,0,0,0,1,2,,,,,0.0,87,56,31,2,4,,SharDa01
109,William Gay,PIT,28,LCB,16,11,1,21,1,21,9,2,0,0,0,0,1.0,63,55,8,4,1,,GayxWi99
110,Dont'a Hightower,NWE,23,RLB,16,14,0,0,0,0,3,,,,,0,1.0,97,55,42,4,5,,HighDo01
111,Robert McClain,ATL,25,RCB,16,6,0,0,0,0,5,2,1,2,0,0,1.0,65,55,10,2,3,,McClRo98
112,Buster Skrine,CLE,24,RCB,16,15,1,5,0,5,17,,,,,0,1.0,65,55,10,2,1,,SkriBu00
113,Desmond Trufant,ATL,23,LCB,16,16,2,0,0,0,17,1,0,1,18,0,0.0,70,55,15,1,0,,TrufDe00
114,Matt Elam,BAL,22,FS,16,15,1,18,0,18,3,0,0,2,7,0,0.0,77,54,23,5,0,,ElamMa00
115,Dashon Goldson,TAM,29,FS,13,13,1,0,0,0,8,1,0,1,0,0,0.0,72,54,18,1,0,,GoldDa99
116,Jackrabbit Jenkins,STL,25,RCB,16,16,1,5,0,5,14,0,0,1,0,0,1.0,60,54,6,0,1,,JenkJa03
117,Akeem Jordan,KAN,28,LILB,16,10,,,0,,,2,,,,,0.0,67,54,13,3,0,,JordAk99
118,Jason McCourty,TEN,26,LCB,16,16,0,0,0,0,11,1,0,1,77,1,0.0,65,54,11,2,0,,McCoJa99
119,D.J. Swearinger,HOU,22,SS,16,10,1,0,0,0,4,1,0,0,0,0,0.0,71,54,17,3,0,,SweaDJ00
120,Shareece Wright,SDG,26,RCB,13,13,1,41,0,41,9,,,,,0,0.0,56,54,2,1,0,,WrigSh00
121,Brandon Meriweather,WAS,29,FS,13,13,2,62,0,32,3,1,0,1,0,0,1.0,69,53,16,3,2,,MeriBr99
122,Tracy Porter,OAK,27,RCB,16,16,2,44,1,43,12,,,,,0,1.5,67,53,14,5,4,,PortTr99
123,Ahmad Brooks*,SFO,29,LOLB,16,16,1,22,0,22,7,2,1,1,0,0,8.5,60,52,8,12,15,,BrooAh21
124,Brent Grimes*,MIA,30,LCB,16,16,4,102,1,94,17,,,,,0,0.0,60,52,8,1,1,,GrimBr20
125,Rashad Johnson,ARI,27,FS,13,7,3,35,0,18,5,,,,,0,0.0,58,52,6,0,0,,JohnRa98
126,Shiloh Keo,HOU,26,FS,16,11,1,4,0,4,6,,,,,0,0.0,63,52,11,0,0,,KeoxSh00
127,Manny Lawson,BUF,29,LLB,15,15,1,0,0,0,1,1,0,1,1,0,4.0,73,52,21,10,6,,LawsMa20
128,Rey Maualuga,CIN,26,MLB,13,13,1,14,0,14,2,,,,,0,1.0,75,52,23,0,1,,MauaRe99
129,Andrew Sendejo,MIN,26,FS,16,10,1,1,0,1,2,,,,,0,0.0,84,52,32,5,0,,SendAn00
130,Ike Taylor,PIT,33,RCB,16,16,0,0,0,0,12,,,,,,0.0,63,52,11,1,0,,TaylIk20
131,Lance Briggs,CHI,33,LLB,9,9,0,0,0,0,6,2,0,0,0,0,3.0,71,51,20,10,3,,BrigLa99
132,Kareem Jackson,HOU,25,LCB,14,14,0,0,0,0,9,0,0,1,0,0,0.0,56,51,5,1,0,,JackKa99
133,Sam Shields,GNB,26,RCB,14,14,4,3,0,7,16,,,,12,0,0.0,61,51,10,0,1,,ShieSa00
134,Steve Gregory,NWE,30,SS,14,11,0,0,0,0,3,,,,,0,1.0,79,50,29,0,2,,GregSt20
135,Tim Jennings*,CHI,30,LCB,16,16,4,111,2,48,13,2,0,1,0,0,0.0,58,50,8,0,0,,JennTi20
136,Mike Mitchell,CAR,26,FS,15,14,4,63,0,38,8,2,0,0,0,0,4.0,66,50,16,4,6,,MitcMi99
137,Ryan Mundy,NYG,28,FS,16,9,1,91,0,91,2,0,0,1,0,0,1.0,77,50,27,4,1,,MundRy00
138,Troy Polamalu*,PIT,32,SS,16,16,2,36,1,19,11,5,0,1,0,0,2.0,69,50,19,7,2,,PolaTr99
139,Robert Quinn*+,STL,23,RDE,16,16,0,0,0,0,1,7,0,2,33,1,19.0,57,50,7,23,34,,QuinRo00
140,Johnthan Banks,TAM,24,RCB,16,16,3,33,0,18,5,,,,,0,0.0,55,49,6,1,0,,BankJo00
141,Reggie Nelson,CIN,30,FS,15,15,2,0,0,0,7,1,2,2,12,0,1.0,65,49,16,4,3,,NelsRe99
142,Jimmy Smith,BAL,25,RCB,16,16,2,0,0,0,15,3,0,0,0,0,0.0,58,49,9,1,0,,SmitJi03
143,Alterraun Verner*,TEN,25,RCB,16,16,5,68,1,34,22,0,0,2,9,0,0.0,57,49,8,0,0,,VernAl99
144,Mike Adams,DEN,32,FS,16,7,1,3,0,3,6,0,0,1,0,0,0.0,64,48,16,1,1,,AdamMi21
145,Kyle Arrington,NWE,27,CB,16,12,1,5,0,5,13,2,0,0,0,0,2.0,62,48,14,4,2,,ArriKy00
146,Louis Delmas,DET,26,FS,16,15,3,44,0,42,8,,,,,0,2.0,64,48,16,4,3,,DelmLo99
147,Leonard Johnson,TAM,23,DB,16,8,1,48,1,48,8,1,0,0,0,0,0.0,62,48,14,0,0,,JohnLe03
148,Devin McCourty,NWE,26,FS,15,15,1,0,0,0,9,2,0,1,44,0,0.0,69,48,21,1,0,,McCoDe99
149,Captain Munnerlyn,CAR,25,LCB/RCB,16,16,2,86,2,45,12,1,0,1,0,0,3.0,74,48,26,4,5,,MunnCa99
150,Josh Robinson,MIN,22,LCB,10,10,0,0,0,0,4,1,,,,,0.0,58,48,10,3,1,,RobiJo01
151,Da'Norris Searcy,BUF,25,FS,16,7,1,32,1,32,7,0,0,2,74,1,3.5,71,48,23,5,4,,SearDa00
152,Brandon Spikes,NWE,26,MLB,16,11,1,3,0,3,2,0,0,1,0,0,0.0,86,48,38,6,0,,SpikBr99
153,Cedric Thornton,PHI,25,LDE,16,16,0,0,0,0,2,1,0,0,0,0,1.0,60,48,12,7,1,1,ThorCe00
154,Wesley Woodyard,DEN,27,LILB,14,10,1,0,0,0,4,2,0,0,0,0,1.5,84,48,36,3,9,,WoodWe20
155,Joplo Bartu,ATL,23,LLB,16,13,0,0,0,0,1,,,,,0,3.5,85,47,38,8,8,,BartJo01
156,Reed Doughty,WAS,31,SS,15,8,1,25,0,25,2,,,,,0,0.0,80,47,33,1,0,,DougRe20
157,Josh Evans,JAX,22,FS,15,11,0,0,0,0,1,,,,,,0.0,58,47,11,0,0,,EvanJo00
158,Jeff Heath,DAL,22,SS,16,9,1,0,0,0,3,1,0,1,50,1,0.0,60,47,13,1,1,,HeatJe00
159,Ryan Kerrigan,WAS,25,LOLB,16,16,0,0,0,0,3,4,0,0,0,0,8.5,66,47,19,15,7,,KerrRy00
160,Harrison Smith,MIN,24,FS,8,7,2,4,0,4,3,0,0,1,0,0,0.0,58,47,11,2,0,,SmitHa00
161,Terrell Suggs*,BAL,31,LOLB,16,16,,,0,,,0,0,1,0,0,10.0,80,47,33,13,19,,SuggTe99
162,Russell Allen,JAX,27,ROLB,14,13,,,0,,,0,0,2,0,0,1.0,64,46,18,4,1,,AlleRu00
163,Jonathan Bostic,CHI,22,MLB,16,9,1,0,0,0,1,0,0,1,0,0,2.0,58,46,12,5,2,,BostJo00
164,Marcell Dareus*,BUF,23,RDT,16,14,0,0,0,0,3,1,0,0,0,0,7.5,71,46,25,8,12,,DareMa00
165,Kendrick Lewis,KAN,25,FS,16,15,1,1,0,1,4,,,,,0,0.0,56,46,10,3,2,,LewiKe00
166,Chris Owens,2TM,27,DB,13,2,0,0,0,0,3,1,0,1,0,0,2.5,58,46,12,1,2,,OwenCh99
167,Olivier Vernon,MIA,23,RDE,16,14,,,0,,,,,,,0,11.5,57,46,11,13,16,,VernOl00
168,K.J. Wright,SEA,24,RLB,13,13,0,0,0,0,4,0,0,1,0,0,1.5,80,46,34,4,2,,WrigK.00
169,Zackary Bowman,CHI,29,RCB,16,7,3,67,1,43,8,,,,,0,0.0,48,45,3,2,0,,BowmZa20
170,Darius Butler,IND,27,LCB,16,7,4,79,1,41,15,0,0,1,0,0,0.0,55,45,10,1,1,,ButlDa99
171,Calais Campbell,ARI,27,LDE,16,16,0,0,0,0,6,1,0,2,2,0,9.0,58,45,13,14,21,1,CampCa99
172,T.J. McDonald,STL,22,SS,10,10,1,-2,0,-2,4,,,,,0,1.0,53,45,8,4,1,,McDoTJ00
173,Dee Milliner,NYJ,22,RCB,13,12,3,31,0,19,17,,,,,0,0.0,56,45,11,1,0,,MillDe00
174,Terence Newman,CIN,35,LCB,13,13,2,8,0,9,11,0,0,1,58,1,0.0,52,45,7,4,0,,NewmTe20
175,Cortez Allen,PIT,25,LCB,14,8,2,43,1,40,13,,,,,0,0.0,51,44,7,1,0,,AlleCo00
176,Connor Barwin,PHI,27,LOLB,16,16,1,-2,0,-2,10,2,0,1,0,0,5.0,58,44,14,10,9,,BarwCo99
177,Trent Cole,PHI,31,ROLB,16,16,0,0,0,0,3,3,0,0,0,0,8.0,56,44,12,12,13,1,ColeTr20
178,Thomas DeCoud,ATL,28,FS,15,15,0,0,0,0,2,0,0,1,30,1,0.0,65,44,21,1,0,,DeCoTh99
179,Malcolm Jenkins,NOR,26,FS,14,14,2,35,0,31,6,2,0,0,0,0,2.5,68,44,24,4,3,,JenkMa99
180,Adam Jones,CIN,30,RCB,16,13,3,60,1,60,12,1,0,2,43,0,0.0,56,44,12,2,0,,JonePa20
181,Johnathan Joseph,HOU,29,RCB,15,15,3,64,0,32,16,,,,,0,0.0,47,44,3,1,1,,JoseJo20
182,Rashean Mathis,DET,33,RCB,15,13,0,0,0,0,15,,,,,,0.0,47,44,3,2,0,,MathRa99
183,Robert Mathis*+,IND,32,ROLB,16,16,0,0,0,0,1,10,0,0,0,0,19.5,59,44,15,15,21,1,MathRo20
184,Glover Quin,DET,27,SS,16,16,3,57,0,42,8,1,0,1,0,0,2.0,57,44,13,2,1,,QuinGl99
185,Nolan Carroll,MIA,26,RCB,16,12,3,24,0,24,11,,,,,0,2.0,47,43,4,2,2,,CarrNo00
186,Adrian Clayborn,TAM,25,RDE,16,16,0,0,0,0,1,2,0,0,0,0,5.5,64,43,21,18,14,,ClayAd00
187,Joe Haden*,CLE,24,LCB,15,15,4,57,1,29,20,,,,,0,0.0,54,43,11,0,0,,HadeJo99
188,Brian Orakpo*,WAS,27,ROLB,15,15,1,29,1,29,4,0,0,2,0,0,10.0,60,43,17,16,18,,OrakBr99
189,Dontari Poe*,KAN,23,NT,15,15,0,0,0,0,4,,,,,0,4.5,51,43,8,5,7,,PoexDo00
190,Brooks Reed,HOU,26,LOLB,16,16,,,0,,,,,,,0,3.0,56,43,13,9,6,,ReedBr00
191,Darrelle Revis*,TAM,28,LCB,16,16,2,3,0,3,11,2,0,1,0,0,1.0,50,43,7,3,1,,ReviDa99
192,Sean Smith,KAN,26,RCB,16,15,2,96,1,100,13,,,,,0,0.0,47,43,4,0,0,,SmitSe99
193,Muhammad Wilkerson,NYJ,24,LDE,16,16,1,6,0,6,3,2,0,0,0,0,10.5,63,43,20,13,18,,WilkMu00
194,Jason Worilds,PIT,25,ROLB,15,11,,,0,,,2,0,0,0,0,8.0,63,43,20,10,23,,WoriJa99
195,Antonio Allen,NYJ,25,SS,16,9,1,23,1,23,7,,,,,0,1.0,63,42,21,2,1,,AlleAn02
196,Brandon Boykin,PHI,23,DB,16,2,6,136,1,76,17,2,0,0,0,0,0.0,47,42,5,0,2,,BoykBr00
197,Joe Mays,HOU,28,RILB,14,13,0,0,0,0,3,,,,,0,1.0,67,42,25,6,4,1,MaysJo99
198,Rob Ninkovich,NWE,29,LDE,16,16,0,0,0,0,1,2,0,2,3,0,8.0,91,42,49,10,16,,NinkRo20
199,Sheldon Richardson,NYJ,23,RDE,16,15,0,0,0,0,1,1,0,0,0,0,3.5,78,42,36,12,8,,RichSh00
200,Kyle Williams*,BUF,30,LDT,16,16,0,0,0,0,1,1,0,1,0,0,10.5,68,42,26,14,22,,WillKy20
201,Alan Ball,JAX,28,RCB,15,15,2,8,0,8,14,,,,,0,0.0,47,41,6,0,0,,BallAl99
202,Chris Cook,MIN,26,RCB,12,11,0,0,0,0,2,,,,,,0.0,47,41,6,1,0,,CookCh99
203,Marcus Cooper,KAN,23,DB,16,6,3,32,0,20,19,1,0,1,0,1,0.0,44,41,3,0,0,,CoopMa00
204,Vontae Davis,IND,25,RCB,16,16,1,0,0,0,12,,,,,0,0.0,46,41,5,0,0,,DaviVo99
205,Justin Houston*,KAN,24,LOLB,11,11,0,0,0,0,4,1,0,2,0,0,11.0,44,41,3,11,15,,HousJu00
206,George Iloka,CIN,23,SS,16,16,1,-1,0,-1,6,2,0,1,0,0,0.0,66,41,25,0,0,,IlokGe00
207,Quintin Mikell,CAR,33,SS,14,12,0,0,0,0,6,2,0,1,0,0,3.0,59,41,18,2,2,,MikeQu20
208,Xavier Rhodes,MIN,23,LCB,13,6,0,0,0,0,10,1,,,,,0.0,48,41,7,1,0,,RhodXa00
209,Pat Sims,OAK,28,RDT,16,16,,,0,,,,,,,0,2.0,54,41,13,8,6,,SimsPa99
210,Manti Te'o,SDG,22,LILB,13,13,0,0,0,0,4,,,,,,0.0,61,41,20,6,0,,TeoxMa00
