,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,,-additional
83,Will Witherspoon,TEN,30,RLB,16,16,2,11,0,9,8,1,0,0,0,0,3.0,92,63,29,6,7,,WithWi20
84,Jairus Byrd,BUF,24,FS,16,14,1,37,1,37,2,3,0,2,0,0,1.0,89,62,27,2,1,,ByrdJa99
85,Louis Delmas,DET,23,FS,15,15,0,0,0,0,1,2,0,2,-4,0,2.0,84,62,22,4,4,,DelmLo99
86,Dashon Goldson,SFO,26,FS,16,16,1,39,1,39,6,,,,,0,1.0,80,62,18,2,1,,GoldDa99
87,Kyle Arrington,NWE,24,RCB,16,14,1,36,1,36,5,,,,,0,0.0,71,60,11,0,0,,ArriKy00
88,Akin Ayodele,BUF,31,LILB,15,10,0,0,0,0,4,,,,,,0.0,106,60,46,3,0,,AyodAk20
89,Aaron Curry,SEA,24,RLB,16,16,0,0,0,0,1,2,0,0,0,0,3.5,73,60,13,6,8,,CurrAa99
90,Lawyer Milloy,SEA,37,SS,16,16,0,0,0,0,3,2,0,0,0,0,4.0,87,60,27,6,5,,MillLa00
91,Kenny Phillips,NYG,24,SS,16,15,1,0,0,0,5,0,0,3,25,0,0.0,77,60,17,1,0,,PhilKe99
92,Pat Angerer,IND,23,LLB,16,11,0,0,0,0,2,1,0,0,0,0,1.0,89,59,30,2,1,,AngePa99
93,Nick Collins*,GNB,27,FS,16,16,4,34,0,24,12,0,0,2,26,1,0.0,70,59,11,1,2,,CollNi20
94,Zach Diles,HOU,25,RLB,15,10,,,0,,,,,,,,0.0,82,59,23,4,3,,DileZa99
95,Danieal Manning,CHI,28,SS,16,16,1,0,0,0,7,,,,,0,0.0,72,59,13,0,0,,MannDa21
96,Sherrod Martin,CAR,26,FS,15,15,1,34,0,34,5,2,0,1,0,0,0.0,85,59,26,2,0,,MartSh99
97,Rolando McClain,OAK,21,MLB,15,15,1,10,0,10,6,,,,,0,0.5,85,59,26,6,3,,McClRo00
98,Matt Roth,CLE,28,LOLB,16,16,0,0,0,0,2,,,,,0,3.5,86,59,27,7,11,,RothMa20
99,Bart Scott,NYJ,30,LILB,16,16,0,0,0,0,2,1,0,1,0,0,1.0,81,59,22,7,9,,ScotBa20
100,Gerald Sensabaugh,DAL,27,SS,16,14,5,26,0,10,10,,,,,0,2.0,71,59,12,3,2,,SensGe20
101,Lofa Tatupu,SEA,28,MLB,16,16,1,26,1,26,8,1,0,0,0,0,1.0,89,59,30,4,2,,TatuLo99
102,Courtney Greene,JAX,24,SS,14,11,1,8,0,8,4,1,0,1,0,0,0.0,78,58,20,2,0,,GreeCo99
103,Kareem Jackson,HOU,22,RCB,16,16,2,23,0,23,10,1,0,0,0,0,0.0,71,58,13,1,0,,JackKa99
104,William Moore,ATL,25,SS,16,15,5,117,0,34,8,1,0,1,0,0,0.0,71,58,13,5,3,,MoorWi99
105,Antoine Cason,SDG,24,RCB,16,15,4,51,0,28,17,1,0,0,0,0,0.0,67,57,10,3,0,,CasoAn99
106,Ryan Clark,PIT,31,FS,16,15,2,34,0,23,7,0,0,1,5,0,0.0,90,57,33,0,0,,ClarRy20
107,Perrish Cox,DEN,23,RCB,15,9,1,15,0,15,14,2,1,0,0,0,0.0,58,57,1,2,0,,CoxxPe99
108,Thomas DeCoud,ATL,25,FS,16,16,1,0,0,0,4,2,1,0,0,0,0.0,75,57,18,0,0,,DeCoTh99
109,Joe Haden,CLE,21,LCB,16,7,6,101,0,62,18,1,1,0,0,0,1.0,64,57,7,0,0,,HadeJo99
110,Ahtyba Rubin,CLE,24,NT,16,16,1,1,0,1,2,,,,,0,2.0,82,57,25,2,4,,RubiAh99
111,Justin Smith*,SFO,31,RDE,16,16,0,0,0,0,1,1,0,0,0,0,8.5,70,57,13,12,17,,SmitJu20
112,Brandon Flowers,KAN,24,LCB,15,15,2,33,1,33,14,1,0,0,0,0,0.0,65,56,9,0,0,,FlowBr99
113,Deon Grant,NYG,31,DB,16,8,3,0,0,0,10,2,0,3,0,0,1.0,72,56,16,5,4,,GranDe21
114,Jim Leonhard,NYJ,28,SS,11,11,1,2,0,2,4,1,0,1,-1,0,0.0,60,56,4,1,1,,LeonJi23
115,Julian Peterson,DET,32,RLB,15,14,0,0,0,0,5,0,0,2,0,0,1.0,83,56,27,8,0,,PeteJu00
116,DeMarcus Ware*,DAL,28,ROLB,16,16,0,0,0,0,1,2,0,2,22,1,15.5,66,56,10,21,23,,WareDe99
117,Ron Bartell,STL,28,LCB,15,13,0,0,0,0,10,1,,,,,0.0,61,55,6,2,0,,BartRo20
118,Brian Dawkins,DEN,37,SS,11,11,1,-2,0,-2,5,2,0,0,0,0,2.0,66,55,11,3,3,,DawkBr00
119,Jonathan Goff,NYG,25,MLB,16,16,0,0,0,0,2,1,0,1,22,0,1.0,80,55,25,9,2,,GoffJo99
120,Sean Jones,TAM,28,SS,16,16,1,45,0,31,2,0,0,1,0,0,1.0,74,55,19,3,2,,JoneSe20
121,Scott Shanle,NOR,31,RLB,14,14,0,0,0,0,2,1,0,1,0,0,0.0,76,55,21,2,3,,ShanSc20
122,Husain Abdullah,MIN,25,SS,15,15,3,5,0,5,7,,,,,0,0.0,75,54,21,3,0,,AbduHu99
123,Chris Carr,BAL,27,LCB,16,16,2,13,0,12,8,3,0,0,0,0,0.0,61,54,7,2,0,,CarrCh22
124,Reed Doughty,WAS,28,SS,15,9,0,0,0,0,2,1,0,0,0,0,1.0,93,54,39,1,1,,DougRe20
125,Jabari Greer,NOR,28,LCB,14,13,2,50,1,26,12,0,0,1,0,0,0.0,61,54,7,3,0,,GreeJa22
126,Renaldo Hill,DEN,32,FS,16,16,2,67,0,36,4,1,0,1,0,0,0.0,63,54,9,0,0,,HillRe20
127,Malcolm Jenkins,NOR,23,FS,15,15,2,105,1,96,12,1,0,2,0,0,1.0,64,54,10,3,1,,JenkMa99
128,Clay Matthews*+,GNB,24,LOLB,15,15,1,62,1,62,4,2,0,0,0,0,13.5,60,54,6,18,25,,MattCl99
129,Kyle Williams*,BUF,27,NT,16,16,0,0,0,0,1,0,0,2,11,0,5.5,76,54,22,16,13,,WillKy20
130,Jovan Belcher,KAN,23,LILB,16,15,0,0,0,0,1,1,0,0,0,0,1.0,84,53,31,4,2,,BelcJo00
131,Quincy Black,TAM,26,LLB,11,10,1,4,0,4,4,1,0,1,1,0,2.0,61,53,8,5,3,,BlacQu99
132,Gary Brackett,IND,30,MLB,12,12,0,0,0,0,3,,,,,0,0.5,74,53,21,6,3,,BracGa20
133,Brian Cushing,HOU,23,LLB,12,12,0,0,0,0,4,1,0,0,0,0,1.5,76,53,23,8,11,,CushBr99
134,Leodis McKelvin,BUF,25,LCB,16,14,2,10,0,10,11,1,3,0,0,0,0.0,62,53,9,2,0,,McKeLe99
135,Terrell Suggs*,BAL,28,LOLB,16,16,0,0,0,0,2,2,0,0,0,0,11.0,68,53,15,18,21,,SuggTe99
136,Dunta Robinson,ATL,28,RCB,15,15,1,0,0,0,7,0,0,1,0,0,0.0,55,52,3,1,0,,RobiDu20
137,Anthony Spencer,DAL,26,LOLB,16,16,0,0,0,0,2,2,0,1,0,0,5.0,63,52,11,5,7,,SpenAn99
138,Ike Taylor,PIT,30,RCB,16,15,2,9,0,9,11,1,0,0,0,0,1.0,66,52,14,1,1,,TaylIk20
139,Sheldon Brown,CLE,31,RCB,16,16,2,0,0,0,10,,,,,0,0.0,63,51,12,1,1,,BrowSh20
140,Chris Clemons,MIA,25,FS,15,14,1,0,0,0,5,2,0,1,0,0,1.5,61,51,10,5,1,,ClemCh97
141,Glenn Dorsey,KAN,25,RDE,16,16,,,0,,,0,0,1,0,0,2.0,69,51,18,6,8,,DorsGl99
142,Mike Jenkins,DAL,25,RCB,16,16,1,-4,0,-4,9,1,0,0,0,0,0.0,55,51,4,0,0,,JenkMi99
143,Charles Johnson,CAR,24,LDE,16,16,0,0,0,0,1,,,,,0,11.5,62,51,11,14,22,,JohnCh98
144,Jacob Lacey,IND,23,RCB,12,8,1,44,0,44,2,,,,,0,0.0,64,51,13,3,0,,LaceJa99
145,Keith Rivers,CIN,24,RLB,15,13,0,0,0,0,2,,,,,0,1.0,77,51,26,6,2,,RiveKe99
146,Trent Cole,PHI,28,RDE,15,15,0,0,0,0,2,1,0,0,0,0,10.0,65,50,15,16,19,,ColeTr20
147,Kenyon Coleman,CLE,31,LDE,16,14,,,0,,,0,0,3,0,0,2.5,68,50,18,3,5,,ColeKe20
148,Chris Gocong,CLE,27,RILB,16,16,0,0,0,0,3,1,0,2,0,0,2.0,75,50,25,4,4,,GocoCh99
149,Chris Harris,CHI,28,FS,16,16,5,69,0,39,7,0,0,2,0,0,0.0,70,50,20,1,2,,HarrCh20
150,Chris Houston,DET,26,LCB,15,15,1,0,0,0,12,1,0,0,0,0,0.0,56,50,6,1,0,,HousCh99
151,Jason Hunter,DEN,27,LOLB,16,12,1,14,0,14,2,1,0,2,75,1,3.0,61,50,11,10,5,,HuntJa24
152,DeAndre Levy,DET,23,MLB,11,11,2,41,1,30,4,0,0,2,0,0,0.0,72,50,22,1,3,,LevyDe99
153,Dimitri Patterson,PHI,27,RCB,16,9,4,40,1,40,11,0,1,0,0,0,1.0,52,50,2,4,1,,PattDi20
154,Madieu Williams,MIN,29,FS,14,13,1,0,0,0,2,1,0,0,0,0,0.5,75,50,25,1,1,,WillMa20
155,Tramon Williams*,GNB,27,RCB,16,16,6,87,0,64,20,1,2,3,5,0,1.0,57,50,7,2,1,,WillTr99
156,E.J. Biggers,TAM,23,LCB,16,6,1,0,0,0,11,,,,,0,0.0,56,49,7,1,0,,BiggE.99
157,Stewart Bradley,PHI,27,MLB,12,12,1,0,0,0,6,,,,,0,1.0,60,49,11,5,2,,BradSt99
158,Drayton Florence,BUF,30,RCB,16,16,3,42,1,40,15,0,0,2,27,1,0.0,58,49,9,2,0,,FlorDr20
159,James Hall,STL,33,RDE,16,16,0,0,0,0,2,5,0,0,0,0,10.5,55,49,6,8,12,,HallJa21
160,Brandon Meriweather*,NWE,26,FS,16,13,3,39,0,39,6,0,0,1,0,0,0.0,68,49,19,1,0,,MeriBr99
161,Troy Polamalu*+,PIT,29,SS,14,14,7,101,1,45,11,1,0,1,0,0,1.0,63,49,14,6,2,,PolaTr99
162,Stanford Routt,OAK,27,LCB,16,15,2,22,1,22,13,1,0,0,0,0,0.0,55,49,6,1,0,,RoutSt20
163,Ndamukong Suh*+,DET,23,LDT,16,16,1,20,0,20,3,1,0,1,17,1,10.0,66,49,17,13,17,,SuhxNd99
164,Tyjuan Hagler,IND,29,LB,13,2,1,35,0,35,3,0,0,1,0,0,1.0,59,48,11,1,1,,HaglTy20
165,Nate Jones,DEN,28,DB,16,3,0,0,0,0,3,,,,,,0.0,57,48,9,0,1,,JoneNa20
166,Manny Lawson,SFO,26,LOLB,16,16,1,0,0,0,6,2,0,1,5,0,2.5,59,48,11,4,10,,LawsMa20
167,Ernie Sims,PHI,26,LLB,15,15,0,0,0,0,5,1,0,1,0,0,2.0,55,48,7,7,4,,SimsEr20
168,Justin Tuck*,NYG,27,LDE,16,16,0,0,0,0,4,5,0,5,4,0,11.5,76,48,28,16,22,,TuckJu20
169,Cameron Wake*,MIA,28,ROLB,16,16,0,0,0,0,4,3,0,0,0,0,14.0,57,48,9,21,26,,WakeCa00
170,Eric Barton,CLE,33,LILB,16,12,0,0,0,0,1,0,0,1,1,0,0.0,66,47,19,4,1,,BartEr20
171,Danny Clark,NOR,33,LLB,14,10,0,0,0,0,1,1,,,,,0.0,59,47,12,4,2,,ClarDa21
172,Justin Durant,JAX,25,RLB,10,9,0,0,0,0,2,0,0,1,0,0,0.0,55,47,8,5,0,,DuraJu99
173,Haloti Ngata*+,BAL,26,LDE,16,15,0,0,0,0,5,0,0,1,0,0,5.5,63,47,16,12,14,,NgatHa20
174,Paul Oliver,SDG,26,SS,16,8,1,15,0,15,3,1,0,2,23,0,0.0,62,47,15,1,0,,OlivPa20
175,Shaun Phillips*,SDG,29,LOLB,16,16,1,31,1,31,7,0,0,1,0,0,11.0,55,47,8,17,12,,PhilSh20
176,Lardarius Webb,BAL,25,DB,15,0,2,32,0,32,9,0,2,2,0,0,0.0,54,47,7,1,2,,WebbLa99
177,Jason Allen,2TM,27,DB/RCB,15,7,6,18,0,17,12,,,,,0,0.0,59,46,13,0,0,,AlleJa23
178,Calais Campbell,ARI,24,LDE,15,15,0,0,0,0,2,0,0,1,0,0,6.0,60,46,14,13,7,,CampCa99
179,Brandon Carr,KAN,24,RCB,16,16,1,0,0,0,25,0,0,2,23,0,0.0,57,46,11,0,0,,CarrBr99
180,Vontae Davis,MIA,22,LCB,16,15,1,0,0,0,12,1,0,0,0,0,0.0,54,46,8,1,0,,DaviVo99
181,Chris Kelsay,BUF,31,LOLB,16,16,0,0,0,0,3,1,0,0,0,0,3.5,72,46,26,5,9,,KelsCh21
182,Rashean Mathis,JAX,30,RCB,16,16,1,24,0,24,6,1,0,0,0,0,0.0,57,46,11,1,0,,MathRa99
183,Jameel McClain,BAL,25,LILB,16,15,0,0,0,0,2,0,0,1,9,0,1.0,71,46,25,1,1,,McClJa01
184,Charlie Peprah,GNB,27,SS,14,11,2,0,0,0,5,,,,,0,0.0,63,46,17,3,0,,PeprCh20
185,Vince Wilfork*,NWE,29,LDE,16,16,0,0,0,0,2,0,0,1,0,0,2.0,57,46,11,8,4,,WilfVi20
186,Kamerion Wimbley,OAK,27,RLB,16,16,0,0,0,0,1,1,0,0,0,0,9.0,58,46,12,10,13,,WimbKa20
187,Jared Allen,MIN,28,RDE,16,16,2,40,1,36,6,1,0,1,0,0,11.0,60,45,15,14,25,,AlleJa22
188,Darnell Dockett*,ARI,29,RDE,15,15,0,0,0,0,1,1,0,3,0,1,5.0,52,45,7,9,15,,DockDa20
189,Aaron Francisco,IND,27,SS,12,12,2,10,0,11,3,,,,,0,0.0,59,45,14,3,0,,FranAa20
190,Ashlee Palmer,DET,24,LLB,16,5,0,0,0,0,1,3,0,0,0,0,1.0,55,45,10,4,1,,PalmAs99
191,Tracy Porter,NOR,24,RCB,12,12,1,5,0,5,6,0,0,2,2,0,0.0,60,45,15,5,0,,PortTr99
192,Corey Webster,NYG,28,LCB,15,15,4,11,0,13,12,0,0,1,1,0,0.0,52,45,7,1,2,,WebsCo20
193,Jason Babin*,TEN,30,LDE,16,16,,,0,,,2,0,0,0,0,12.5,58,44,14,16,27,,BabiJa20
194,Moise Fokou,PHI,25,RLB,16,11,0,0,0,0,1,1,0,0,0,0,1.0,51,44,7,3,2,,FokoMo99
195,Gary Guyton,NWE,25,LILB,16,8,2,72,1,59,7,1,0,1,35,1,3.0,63,44,19,3,3,,GuytGa99
196,Robert Mathis*,IND,29,LDE,16,16,0,0,0,0,1,1,0,1,1,0,11.0,60,44,16,10,19,,MathRo20
197,Rey Maualuga,CIN,23,LLB,16,15,2,58,0,47,2,,,,,0,1.0,75,44,31,4,2,,MauaRe99
198,Gerald McRath,TEN,24,LLB,12,7,0,0,0,0,2,,,,,0,1.5,58,44,14,4,3,,McRaGe99
199,Rob Ninkovich,NWE,26,LOLB,16,10,2,1,0,1,3,1,0,3,63,0,4.0,61,44,17,6,9,,NinkRo20
200,Eric Smith,NYJ,27,FS,13,6,0,0,0,0,2,,,,,0,1.0,54,44,10,1,2,,SmitEr22
201,Asher Allen,MIN,22,RCB,14,11,2,27,0,27,7,,,,,0,0.0,58,43,15,0,0,,AlleAs99
202,Sean Considine,JAX,28,FS,14,5,1,-2,0,-2,3,1,0,1,0,0,1.0,52,43,9,1,1,,ConsSe20
203,Cody Grimm,TAM,23,FS,11,9,2,24,1,13,2,1,0,0,0,0,0.0,57,43,14,0,0,,GrimCo99
204,Kelvin Hayden,IND,27,LCB,11,11,2,56,2,31,8,1,0,0,0,0,0.0,61,43,18,3,0,,HaydKe20
205,Jarret Johnson,BAL,29,ROLB,16,16,0,0,0,0,2,2,0,0,0,0,1.5,73,43,30,5,5,,JohnJa23
206,William Middleton,JAX,24,DB,16,3,1,2,0,2,1,,,,,0,1.0,47,43,4,2,2,,MiddWi98
207,Julius Peppers*+,CHI,30,RDE,16,16,2,1,0,1,9,3,0,0,0,0,8.0,54,43,11,11,18,,PeppJu99
208,Carlos Rogers,WAS,29,RCB,12,12,2,43,0,38,12,1,0,0,0,0,0.0,54,43,11,0,0,,RogeCa20
209,James Sanders,NWE,27,SS,15,9,3,60,1,32,6,0,0,1,0,0,0.0,59,43,16,0,0,,SandJa21
