,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,,-additional
27,Kawika Mitchell,KAN,26,MLB,16,16,1,0,0,0,11,0,0,2,0,0,2.0,105,84,21,8,,,MitcKa20
28,Ronde Barber*+,TAM,30,RCB,16,16,5,105,0,42,20,0,0,1,4,0,2.0,99,83,16,2,,,BarbRo00
29,Danny Clark,OAK,28,MLB,16,15,0,0,0,0,7,,,,,0,1.0,113,82,31,6,,,ClarDa21
30,Morlon Greenwood,HOU,27,RILB,16,16,0,0,0,0,7,0,0,2,0,0,2.0,112,82,30,4,,,GreeMo20
31,Nate Clements,BUF,26,RCB,16,16,2,0,0,0,13,3,0,1,0,0,0.0,102,81,21,4,,,ClemNa99
32,Lemar Marshall,WAS,29,MLB,16,16,4,55,1,27,9,2,0,0,0,0,2.0,101,81,20,5,,,MarsLe20
33,Angelo Crowell,BUF,24,RLB,15,13,2,3,0,2,5,2,0,0,0,0,3.0,120,80,40,9,,,CrowAn20
34,Derrick Johnson,KAN,23,LLB,16,16,0,0,0,0,5,2,0,1,0,0,2.0,96,80,16,7,,,JohnDe25
35,Antonio Pierce,NYG,27,MLB,13,13,2,41,0,24,11,1,0,2,12,1,2.5,100,80,20,7,,,PierAn20
36,Ben Taylor,CLE,27,RILB,16,16,0,0,0,0,3,,,,,,0.0,113,77,36,2,,,TaylBe20
37,James Farrior,PIT,30,LILB,14,14,0,0,0,0,4,2,0,1,0,0,2.0,121,76,45,7,,,FarrJa99
38,Larry Foote,PIT,25,RILB,16,16,0,0,0,0,2,0,0,1,27,0,3.0,102,76,26,13,,1,FootLa20
39,Renaldo Hill,OAK,27,DB,16,13,1,0,0,0,5,,,,,0,0.0,89,75,14,4,,,HillRe20
40,Kenoy Kennedy,DET,28,SS,16,16,2,64,1,64,6,1,1,0,0,0,0.0,99,75,24,3,,,KennKe21
41,Lawyer Milloy,BUF,32,SS,16,16,1,0,0,0,4,0,0,1,0,0,1.0,107,75,32,4,,,MillLa00
42,Ike Taylor,PIT,25,LCB,16,15,1,0,0,0,20,0,0,2,8,0,0.0,91,75,16,0,,,TaylIk20
43,Jason Webster,ATL,28,RCB,15,13,1,19,0,19,5,2,0,0,0,0,0.0,81,75,6,2,,,WebsJa20
44,Ian Gold,DEN,27,RLB,16,16,0,0,0,0,4,4,0,2,0,0,3.0,90,74,16,12,,,GoldIa00
45,Marlon McCree,CAR,28,SS,16,15,3,73,0,46,10,0,0,1,4,0,0.0,88,74,14,2,,,McCrMa20
46,Troy Polamalu*+,PIT,24,SS,16,16,2,42,0,36,8,1,0,2,78,1,3.0,92,74,18,7,,,PolaTr99
47,Shawntae Spencer,SFO,23,RCB,15,14,4,85,1,61,19,,,,,0,0.0,83,74,9,2,,,SpenSh20
48,Marcus Washington,WAS,28,LLB,16,16,1,41,0,41,8,3,0,2,-1,0,7.5,94,74,20,11,,,WashMa99
49,Bradie James,DAL,24,LILB,16,16,0,0,0,0,4,,,,,0,2.5,93,73,20,4,,,JameBr20
50,Tommy Polley,BAL,27,MLB/RLB,16,15,0,0,0,0,3,0,0,1,2,0,4.0,97,73,24,5,,,PollTo21
51,Mike Vrabel,NWE,30,RILB,16,16,2,23,1,24,5,1,0,0,0,0,4.5,108,73,35,7,,,VrabMi20
52,Bob Sanders*+,IND,24,FS,14,14,1,0,0,0,4,1,0,1,0,0,0.0,92,72,20,3,,,SandBo99
53,Stuart Schweigert,OAK,24,FS,16,13,2,35,0,33,9,2,0,3,3,0,0.0,89,72,17,0,,,SchwSt20
54,Roy Williams*,DAL,25,SS,16,16,3,52,1,46,10,3,0,1,0,0,2.5,84,72,12,4,,,WillRo03
55,Sam Cowart,MIN,30,MLB,15,14,0,0,0,0,2,,,,,0,2.0,84,71,13,7,,,CowaSa00
56,James Darling,ARI,31,MLB,14,14,2,22,0,15,4,,,,,0,1.0,88,71,17,4,,,DarlJa20
57,Sammy Knight,KAN,30,SS,16,16,2,12,0,12,13,2,0,2,80,1,2.0,91,71,20,3,,,KnigSa00
58,Daylon McCutcheon,CLE,29,LCB,16,16,2,14,0,14,9,2,0,0,0,0,0.0,78,71,7,3,,,McCuDa22
59,Adalius Thomas,BAL,28,LLB,16,16,2,48,1,28,5,4,0,4,44,2,9.0,86,71,15,8,,,ThomAd00
60,Pisa Tinoisamoa,STL,24,LLB,16,16,2,35,0,20,9,1,0,0,0,0,1.5,94,71,23,7,,,TinoPi20
61,Karlos Dansby,ARI,24,LLB,15,15,3,31,2,18,5,2,0,2,0,0,4.0,89,70,19,13,,,DansKa20
62,Chris Hope,PIT,25,FS,16,16,3,60,0,55,5,1,0,1,6,0,0.0,97,70,27,1,,,HopeCh21
63,Mark Roman,GNB,28,SS,16,16,2,18,0,12,8,0,0,2,0,0,0.0,90,70,20,2,,,RomaMa20
64,Daryl Smith,JAX,23,RLB,16,16,1,0,0,0,2,,,,,0,4.0,82,70,12,10,,,SmitDa24
65,Brian Dawkins*,PHI,32,FS,16,16,3,24,0,24,24,4,0,1,0,0,3.5,80,69,11,4,,,DawkBr00
66,Dunta Robinson,HOU,23,RCB/LCB,16,16,1,1,0,1,10,1,0,1,0,0,1.0,88,69,19,2,,,RobiDu20
67,Cato June*,IND,26,RLB,13,13,5,115,2,36,7,,,,,0,0.0,103,68,35,1,,,JuneCa99
68,Odell Thurman,CIN,22,MLB,16,15,5,59,1,30,9,5,0,1,23,0,1.5,105,68,37,5,,,ThurOd20
69,Nick Greisen,NYG,26,RLB,16,12,0,0,0,0,4,3,0,3,28,0,1.0,88,67,21,9,,,GreiNi20
70,Nick Collins,GNB,22,FS,16,16,1,0,0,0,8,2,0,0,0,0,0.0,86,66,20,3,,,CollNi20
71,Chris Gamble,CAR,22,RCB,15,15,7,157,1,61,12,1,0,1,0,0,0.0,76,66,10,2,,,GambCh20
72,Greg Wesley,KAN,27,FS,16,16,6,106,0,51,8,1,0,0,0,0,0.0,83,66,17,1,,,WeslGr20
73,Will Witherspoon,CAR,25,RLB,15,15,2,35,1,35,14,,,,,0,2.5,81,66,15,5,,,WithWi20
74,Will Allen,NYG,27,LCB,16,16,0,17,0,17,11,1,0,1,0,0,0.0,73,65,8,1,,,AlleWi20
75,Domonique Foxworth,DEN,22,RCB,16,7,2,23,0,23,16,1,0,2,9,0,0.0,71,65,6,0,,,FoxwDo20
76,Orpheus Roye,CLE,32,LDE,16,16,0,0,0,0,4,0,0,1,0,0,3.0,88,65,23,9,,,RoyeOr20
77,DaShon Polk,HOU,28,LILB,16,11,0,0,0,0,1,1,0,0,0,0,3.5,94,64,30,3,,,PolkDa20
78,Bart Scott,BAL,25,RLB,16,10,0,0,0,0,1,2,0,2,11,0,4.0,94,64,30,8,,,ScotBa20
79,Mike Brown*,CHI,27,SS,12,12,3,116,1,72,6,1,0,0,0,0,1.0,72,63,9,1,,,BrowMi99
80,Corey Ivy,STL,28,CB,16,5,1,19,0,19,5,1,0,0,0,0,2.0,70,63,7,9,,,IvyxCo20
81,Kevin Kaesviharn,CIN,29,FS,16,16,3,9,0,6,8,0,0,3,0,0,1.0,87,63,24,2,,,KaesKe20
82,Dwight Smith,NOR,27,SS,15,15,2,53,0,28,7,2,1,0,0,0,1.0,73,63,10,8,,,SmitDw20
83,Chaun Thompson,CLE,25,ROLB,16,15,0,0,0,0,3,2,0,1,0,0,5.0,84,63,21,10,,,ThomCh23
84,Jordan Babineaux,SEA,23,DB,16,4,3,56,0,25,8,1,0,1,0,0,0.0,75,62,13,3,,,BabiJo21
85,Nick Ferguson,DEN,31,SS,16,16,5,59,0,30,8,0,0,1,0,0,0.0,80,62,18,0,,,FergNi20
86,Quentin Jammer,SDG,26,LCB,16,16,1,14,0,14,19,1,0,0,0,0,0.0,74,62,12,0,,,JammQu20
87,Ken Lucas,CAR,26,LCB,15,15,6,70,0,32,15,0,0,1,24,0,0.0,69,62,7,3,,,LucaKe20
88,Sean Taylor,WAS,22,FS,15,15,2,34,0,32,12,2,0,1,39,1,1.0,72,62,10,2,,,TaylSe20
89,Lamont Thompson,TEN,27,FS,16,16,1,0,0,0,3,1,0,0,0,0,1.0,81,62,19,2,,,ThomLa21
90,Al Wilson*+,DEN,28,MLB,15,15,0,0,0,0,9,2,0,1,0,0,3.0,73,62,11,4,,,WilsAl00
91,Landon Johnson,CIN,24,LLB,16,10,0,0,0,0,2,1,,,,,0.0,87,61,26,7,,,JohnLa20
92,Ronald McKinnon,NOR,32,MLB,16,9,0,0,0,0,1,,,,,,0.0,78,61,17,4,,,McKiRo21
93,Michael Strahan*,NYG,34,LDE,16,16,0,0,0,0,2,1,0,1,0,0,11.5,82,61,21,18,,,StraMi02
94,Fred Thomas,NOR,32,RCB,16,11,2,4,0,4,11,0,0,2,0,0,3.0,80,61,19,6,,,ThomFr20
95,David Thornton,IND,27,LLB,16,16,0,0,0,0,1,2,0,0,0,0,2.0,83,61,22,1,,,ThorDa20
96,Champ Bailey*+,DEN,27,LCB,14,14,8,139,2,65,23,1,0,0,0,0,0.0,66,60,6,3,,,BailCh00
97,Colby Bockwoldt,NOR,24,RLB,16,16,0,0,0,0,3,0,0,1,0,0,0.0,89,60,29,6,,,BockCo20
98,Nick Harper,IND,31,LCB,15,15,3,41,0,21,15,0,0,1,7,0,0.0,66,60,6,2,,,HarpNi20
99,Aaron Kampman,GNB,26,LDE,16,16,0,0,0,0,2,2,0,0,0,0,6.5,82,60,22,9,,,KampAa99
100,Rashean Mathis,JAX,25,LCB,16,16,5,79,1,41,15,0,0,1,0,0,0.0,69,60,9,1,,,MathRa99
101,Terrence McGee,BUF,25,LCB,15,14,4,97,1,46,15,1,1,2,0,0,0.0,73,60,13,1,,,McGeTe99
102,Keith Adams,PHI,26,RLB,16,16,0,0,0,0,1,,,,,,0.0,69,59,10,3,,,AdamKe20
103,Mike Adams,SFO,24,FS,14,10,4,36,1,40,10,1,0,1,0,0,1.0,77,59,18,3,,,AdamMi21
104,DeAngelo Hall*,ATL,22,LCB,15,15,6,177,0,65,10,1,2,3,86,1,0.0,66,59,7,0,,,HallDe99
105,Marquand Manuel,SEA,26,FS,16,11,0,0,0,0,2,1,0,1,0,0,0.0,72,59,13,2,,,ManuMa20
106,Dan Morgan,CAR,27,MLB,13,13,0,0,0,0,2,1,0,1,0,0,3.0,77,59,18,4,,,MorgDa99
107,Julian Peterson,SFO,27,LOLB,15,14,0,0,0,0,6,1,0,1,0,0,3.0,83,59,24,7,,,PeteJu00
108,Michael Boulware,SEA,24,SS,16,16,4,107,0,40,9,1,0,0,0,0,2.0,73,58,15,3,,,BoulMi20
109,Tank Williams,TEN,25,SS,16,16,1,1,0,1,5,0,0,1,5,0,0.0,78,58,20,4,,,WillTa20
110,Mike Doss,IND,24,SS,15,14,2,8,0,8,5,,,,,0,0.0,77,57,20,1,,,DossMi20
111,Terence Newman,DAL,27,LCB,16,16,3,16,0,12,17,1,3,4,0,0,1.0,60,57,3,4,,,NewmTe20
112,Lance Schulters,MIA,30,FS,16,16,4,78,0,37,6,1,0,0,0,0,2.0,77,57,20,1,,,SchuLa00
113,Akin Ayodele,JAX,26,LLB,16,11,0,0,0,0,1,4,0,1,0,0,2.5,72,56,16,4,,,AyodAk20
114,Randall Godfrey,SDG,32,RILB,14,14,0,0,0,0,3,1,0,4,35,0,1.0,77,56,21,3,,,GodfRa20
115,Dhani Jones,PHI,27,LLB,16,16,1,0,0,0,7,,,,,0,0.0,70,56,14,8,,,JoneDh20
116,Deltha O'Neal*,CIN,28,LCB,15,14,10,103,0,37,20,0,0,1,26,0,0.0,65,56,9,1,,,ONeaDe00
117,Nnamdi Asomugha,OAK,24,LCB,16,16,0,0,0,0,14,,,,,,0.0,60,55,5,2,,,AsomNn20
118,Deon Grant,JAX,26,FS,16,16,3,29,0,29,11,,,,,0,1.5,66,55,11,1,,,GranDe21
119,Marcus Trufant,SEA,25,RCB,15,15,1,7,0,7,14,1,0,0,0,0,1.0,64,55,9,3,,,TrufMa20
120,Kenny Wright,JAX,28,RCB,16,16,2,4,0,4,6,,,,,0,0.0,64,55,9,0,,,WrigKe20
121,Adam Archuleta,STL,28,SS,14,14,1,85,1,85,4,0,0,1,0,0,3.5,70,54,16,4,,,ArchAd20
122,C.C. Brown,HOU,22,SS/FS,16,13,1,5,0,5,2,1,0,0,0,0,0.0,80,54,26,3,,,BrowC.20
123,Corey Chavous,MIN,29,SS,16,16,2,0,0,0,5,,,,,0,0.0,71,54,17,0,,,ChavCo00
124,E.J. Henderson,MIN,25,RLB,15,14,0,0,0,0,1,2,0,1,0,0,1.0,76,54,22,2,,,HendE.20
125,Victor Hobson,NYJ,25,LLB,16,16,,,0,,,0,0,1,43,0,1.0,80,54,26,5,,,HobsVi20
126,Brad Kassell,TEN,25,MLB,16,14,1,21,1,21,4,1,0,3,0,0,0.0,78,54,24,3,,,KassBr20
127,Aaron Schobel,BUF,28,RDE,16,16,1,0,0,0,5,2,0,1,0,0,12.0,71,54,17,14,,,SchoAa99
128,Bryan Scott,ATL,24,FS,16,13,1,15,0,15,7,0,0,1,0,0,1.0,67,54,13,2,,,ScotBr20
129,Josh Bullocks,NOR,22,FS,16,13,1,51,0,51,6,,,,,0,0.0,67,53,14,1,,,BullJo20
130,Channing Crowder,MIA,22,RLB,16,13,0,0,0,0,4,1,0,2,0,0,0.0,85,53,32,2,,,CrowCh20
131,John Henderson,JAX,26,RDT,16,15,0,0,0,0,7,1,0,0,0,0,3.0,70,53,17,8,,,HendJo99
132,David Macklin,ARI,27,RCB,16,15,2,79,1,60,17,,,,,0,0.0,61,53,8,1,,,MackDa20
133,Eric Warfield,KAN,29,RCB,11,10,1,57,1,57,9,0,0,2,0,0,0.0,57,53,4,2,,,WarfEr20
134,Derrick Burgess*,OAK,27,RDE,16,12,,,0,,,3,0,2,0,0,16.0,58,52,6,13,,,BurgDe99
135,Robert Griffith,ARI,35,FS,16,16,1,11,0,11,5,2,0,0,0,0,0.0,66,52,14,0,,,GrifRo00
136,James Hall,DET,28,RDE,14,14,0,0,0,0,1,3,0,0,0,0,5.0,60,52,8,8,,,HallJa21
137,LeRoy Hill,SEA,23,LLB,15,9,0,0,0,0,2,1,0,0,0,0,7.5,73,52,21,11,,,HillLe20
138,Brian Simmons,CIN,30,RLB,16,16,2,15,0,16,7,3,1,0,0,0,4.0,84,52,32,4,,,SimmBr20
139,Jason Taylor*,MIA,31,RDE,16,16,0,0,0,0,10,4,0,2,85,1,12.0,73,52,21,12,,1,TaylJa03
140,Jared Allen,KAN,23,RDE,16,15,0,0,0,0,5,6,0,2,0,0,11.0,58,51,7,12,,,AlleJa22
141,Chris Crocker,CLE,25,SS,16,16,2,35,0,24,4,2,0,1,0,0,2.0,82,51,31,2,,,CrocCh20
142,Kelly Herndon,SEA,29,LCB,12,6,2,12,0,10,9,1,0,0,0,0,0.0,55,51,4,1,,,HernKe20
143,Earl Holmes,DET,32,MLB,11,10,0,0,0,0,1,2,,,,,0.0,75,51,24,7,,,HolmEa20
144,Brandon Moore,SFO,26,LILB,16,10,1,12,0,12,4,0,1,1,9,0,5.0,72,51,21,4,,,MoorBr22
145,Bobby Hamilton,OAK,34,LDE,14,13,0,0,0,0,4,1,0,2,8,0,2.0,56,50,6,5,,,HamiBo20
146,Orlando Huff,ARI,27,RLB,16,12,1,3,0,3,3,1,0,0,0,0,1.0,70,50,20,11,,,HuffOr20
147,Darrent Williams,DEN,23,RCB,12,9,2,108,1,80,10,1,2,1,0,0,1.0,54,50,4,2,,,WillDa21
148,Brandon Chillar,STL,23,RLB,16,7,0,0,0,0,1,1,0,1,8,0,0.0,58,49,9,2,,,ChilBr20
149,Walt Harris,WAS,31,LCB,13,12,1,0,0,0,11,,,,,0,0.0,57,49,8,4,,,HarrWa21
150,Tory James,CIN,32,RCB,16,16,5,5,0,5,14,1,0,1,26,0,0.0,58,49,9,1,,,JameTo99
151,Terrence Kiel,SDG,25,SS,12,12,0,0,0,0,6,1,0,1,0,0,1.0,59,49,10,1,,,KielTe20
152,R.W. McQuarters,DET,29,RCB/LCB,16,11,2,25,0,19,10,0,2,1,0,0,0.0,60,49,11,0,,,McQuR.20
153,Osi Umenyiora*+,NYG,24,RDE,16,16,0,0,0,0,3,4,0,2,0,0,14.5,71,49,22,13,,,UmenOs99
154,Sheldon Brown,PHI,26,RCB,16,16,4,67,1,40,27,1,0,1,80,1,1.0,57,48,9,2,,,BrowSh20
155,Deke Cooper,JAX,28,SS,16,12,1,0,0,0,5,0,0,1,0,0,0.0,58,48,10,0,,,CoopDe20
156,Curtis DeLoatch,NYG,24,RCB,16,13,1,20,0,20,13,1,0,0,0,0,0.0,58,48,10,1,,,DeLoCu20
157,Will Demps,BAL,26,FS,11,11,0,0,0,0,2,0,0,2,22,0,0.0,52,48,4,0,,,DempWi20
158,Mike Furrey,STL,28,FS,16,11,4,143,1,67,8,0,0,3,0,0,0.0,58,48,10,1,,,FurrMi00
159,Chris Harris,CHI,23,FS,14,13,3,44,0,44,8,0,0,2,49,0,1.0,58,48,10,4,,,HarrCh20
160,Will Smith,NOR,24,LDE,16,9,0,0,0,0,6,2,0,1,-2,0,8.5,60,48,12,10,,,SmitWi99
161,Leigh Bodden,CLE,24,RCB,13,11,3,6,0,6,17,2,0,0,0,0,0.0,58,47,11,3,,,BoddLe20
162,Marcus Coleman,HOU,31,FS,15,11,1,6,0,6,3,1,1,0,0,0,0.0,53,47,6,0,,,ColeMa20
163,Travis Daniels,MIA,23,LCB,16,14,1,4,0,4,14,0,0,1,0,0,0.0,62,47,15,3,,,DaniTr20
164,Keith Davis,DAL,27,FS,16,15,0,0,0,0,3,0,0,1,5,0,0.0,66,47,19,1,,,DaviKe21
165,Drayton Florence,SDG,25,RCB,13,12,1,9,0,9,11,0,1,0,0,0,0.0,54,47,7,1,,,FlorDr20
166,Chris McAlister,BAL,28,LCB,14,13,1,0,0,0,14,1,0,0,0,0,0.0,49,47,2,1,,,McAlCh00
167,Ryan Pickett,STL,26,LDT,16,16,0,0,0,0,3,,,,,0,2.0,65,47,18,14,,,PickRy20
168,Brian Russell,CLE,27,FS,16,16,3,50,0,37,7,,,,,0,0.0,70,47,23,0,,,RussBr20
169,Shawn Springs,WAS,30,RCB,15,15,1,2,0,2,10,,,,,0,0.0,50,47,3,2,,,SpriSh00
170,Patrick Surtain,KAN,29,LCB,15,15,4,57,0,53,12,0,1,1,2,0,0.0,57,47,10,2,,,SurtPa00
171,DeMarcus Ware,DAL,23,ROLB,16,16,0,0,0,0,1,3,0,0,0,0,8.0,58,47,11,15,,,WareDe99
172,Brent Alexander,NYG,34,FS,16,16,4,45,0,24,12,0,0,1,9,0,0.0,61,46,15,1,,,AlexBr20
173,Al Harris,GNB,31,RCB,16,16,3,30,1,22,13,1,0,0,0,0,3.0,53,46,7,3,,,HarrAl21
174,D.D. Lewis,SEA,26,RLB,12,12,0,0,0,0,1,1,,,,,0.0,64,46,18,4,,,LewiD.21
175,Leonard Little,STL,31,LDE,14,14,0,0,0,0,3,3,0,2,0,0,9.5,57,46,11,11,,,LittLe00
176,Sam Madison,MIA,31,RCB,15,15,2,11,0,11,12,1,0,0,0,0,0.0,56,46,10,3,,,MadiSa00
177,Ryan Nece,TAM,26,LLB,16,14,,,0,,,,,,,0,2.0,74,46,28,6,,,NeceRy20
178,Jermaine Phillips,TAM,26,SS,13,13,0,0,0,0,3,,,,,,0.0,61,46,15,2,,,PhilJe20
179,Peter Sirmon,TEN,28,LLB,14,13,0,0,0,0,2,0,0,1,41,0,2.5,69,46,23,5,,,SirmPe20
180,Terrell Suggs,BAL,23,RDE,16,16,2,38,0,38,5,3,0,1,0,0,8.0,69,46,23,6,,,SuggTe99
181,DeJuan Groce,STL,25,LCB,15,15,2,0,0,0,11,1,0,0,0,0,0.0,49,45,4,3,,,GrocDe20
182,Hunter Hillenmeyer,CHI,25,LLB,13,12,1,0,0,0,2,,,,,0,1.0,63,45,18,4,,,HillHu20
183,Ty Law*,NYJ,31,LCB,16,16,10,195,1,74,18,0,1,1,0,0,0.0,62,45,17,2,,,LawxTy00
184,John Lynch*,DEN,34,FS,16,16,2,2,0,1,8,4,0,0,0,0,4.0,62,45,17,2,,,LyncJo00
185,Robert Mathis,IND,24,DE,13,0,0,0,0,0,2,8,0,0,0,0,11.5,56,45,11,10,,,MathRo20
186,Willie McGinest,NWE,34,LOLB,16,16,0,0,0,0,5,0,0,1,19,0,6.0,57,45,12,11,,,McGiWi00
187,Alvin McKinley,CLE,27,RDE,16,16,,,0,,,1,0,0,0,0,5.0,68,45,23,6,,,McKiAl20
188,Seth Payne,HOU,30,NT,16,14,0,0,0,0,3,1,0,0,0,0,4.0,59,45,14,6,,,PaynSe20
189,Justin Smith,CIN,26,LDE,16,16,0,0,0,0,2,1,0,1,0,0,6.0,66,45,21,10,,,SmitJu20
190,John Abraham,NYJ,27,RDE,16,15,0,0,0,0,2,6,0,1,0,0,10.5,58,44,14,6,,,AbraJo00
191,Ryan Clark,WAS,26,SS,13,13,3,10,0,6,5,1,0,0,0,0,0.5,59,44,15,0,,,ClarRy20
192,Marques Douglas,SFO,28,RDE,16,15,0,0,0,0,2,1,0,2,0,0,1.0,58,44,14,2,,,DougMa20
193,Chris Draft,CAR,29,LB,16,3,0,0,0,0,1,1,0,2,0,0,2.0,53,44,9,7,,,DrafCh20
194,Scott Fujita,DAL,26,LOLB,16,8,0,0,0,0,1,2,0,0,0,0,2.0,54,44,10,3,,,FujiSc20
195,Charles Grant,NOR,27,RDE,16,14,0,0,0,0,2,1,0,1,23,0,2.5,62,44,18,5,,,GranCh21
196,Reynaldo Hill,TEN,23,LCB,15,10,3,88,1,52,9,1,0,0,0,0,0.0,54,44,10,3,,,HillRe21
197,Adam Jones,TEN,22,RCB,15,13,0,0,0,0,11,0,5,1,0,0,0.0,54,44,10,4,,,JonePa20
198,James Reed,NYJ,28,LDT,16,15,,,0,,,0,0,2,33,1,2.0,65,44,21,7,,,ReedJa21
199,Carlos Rogers,WAS,24,LCB,12,5,2,14,0,14,4,2,0,0,0,0,0.0,48,44,4,1,,,RogeCa20
200,Asante Samuel,NWE,24,LCB,15,15,3,15,0,15,16,,,,,0,0.0,54,44,10,1,,,SamuAs20
201,Eugene Wilson,NWE,25,FS,16,16,1,0,0,0,7,0,0,1,0,0,0.0,68,44,24,0,,,WilsEu20
202,Rocky Bernard,SEA,26,RDT,16,7,0,0,0,0,3,0,0,2,5,0,8.5,52,43,9,16,,,BernRo20
203,Michael Boley,ATL,23,LLB,16,11,0,0,0,0,5,1,,,,,0.0,64,43,21,3,,,BoleMi20
204,Keion Carpenter,ATL,28,SS,15,15,2,1,0,1,8,0,1,0,0,0,0.0,55,43,12,2,,,CarpKe20
205,Chris Claiborne,STL,27,MLB,14,7,,,0,,,1,0,0,0,0,0.5,51,43,8,4,,,ClaiCh20
206,James Harrison,PIT,27,LB,16,3,1,25,0,25,3,0,0,1,0,0,3.0,57,43,14,9,,,HarrJa23
207,Marlin Jackson,IND,22,DB,15,1,1,16,0,16,4,0,1,0,0,0,0.0,59,43,16,1,,,JackMa22
208,Shawne Merriman*,SDG,21,LOLB,15,10,0,0,0,0,5,2,0,0,0,0,10.0,57,43,14,10,,,MerrSh99
209,Brandon Short,CAR,28,LLB,16,15,0,0,0,0,1,,,,,0,0.5,61,43,18,3,,,ShorBr20
210,Robaire Smith,HOU,28,RDE,16,16,0,0,0,0,4,0,0,1,3,0,1.5,68,43,25,10,,,SmitRo21
211,Troy Vincent,BUF,35,FS,16,16,4,78,0,42,8,1,0,2,0,0,0.0,67,43,24,1,,,VincTr00
212,Chad Williams,BAL,26,DB,16,3,1,14,0,14,4,2,0,0,0,0,1.5,48,43,5,4,,,WillCh20
213,Raheem Brock,IND,27,LDE,16,16,0,0,0,0,2,4,0,1,15,0,6.5,51,42,9,11,,,BrocRa20
