,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,,-additional
211,Mike McKenzie,NOR,31,LCB,15,15,3,161,2,75,17,,,,,0,0.0,52,45,7,1,0,,McKeMi20
212,Troy Polamalu*,PIT,26,SS,11,11,0,0,0,0,9,3,0,1,13,0,0.0,58,45,13,2,0,,PolaTr99
213,Aaron Schobel*,BUF,30,RDE,16,16,0,0,0,0,5,5,0,1,0,0,6.5,57,45,12,7,15,,SchoAa99
214,Dwight Smith,MIN,29,FS,14,13,4,112,1,93,9,1,0,0,0,0,0.0,52,45,7,2,1,,SmitDw20
215,Deshea Townsend,PIT,32,RCB,16,16,2,44,0,23,16,,,,,0,0.0,52,45,7,3,1,,TownDe20
216,Na'il Diggs,CAR,29,RLB,16,9,0,0,0,0,3,1,0,1,0,0,3.5,58,44,14,6,4,,DiggNa20
217,James Hall,STL,30,RDE,15,15,0,0,0,0,1,,,,,0,2.5,59,44,15,7,12,,HallJa21
218,Dexter Jackson,CIN,30,SS,14,14,2,7,0,7,3,1,0,2,19,0,0.5,72,44,28,3,4,,JackDe20
219,Jim Leonhard,BUF,25,FS,13,6,2,60,0,36,3,0,1,0,0,0,0.0,54,44,10,0,0,,LeonJi23
220,Terence Newman*,DAL,29,RCB,13,11,4,129,1,70,12,1,1,0,0,0,0.0,50,44,6,1,0,,NewmTe20
221,Haloti Ngata,BAL,23,RDE,16,16,0,0,0,0,1,1,0,0,0,0,3.0,63,44,19,6,10,,NgatHa20
222,Fred Smoot,WAS,28,RCB,13,11,1,47,0,47,10,,,,,0,0.0,50,44,6,0,0,,SmooFr20
223,Pat Williams*,MIN,35,LDT,16,16,0,0,0,0,3,0,0,2,1,0,2.0,64,44,20,12,3,,WillPa20
224,Cameron Worrell,MIA,28,FS,12,7,0,0,0,0,1,,,,,,0.0,56,44,12,0,0,,WorrCa20
225,Fakhir Brown,STL,30,RCB,12,12,4,48,1,36,15,,,,,0,0.0,47,43,4,1,0,,BrowFa20
226,Darnell Dockett*,ARI,26,RDT,16,16,0,0,0,0,1,2,0,2,0,0,9.0,58,43,15,13,19,,DockDa20
227,Nick Ferguson,DEN,33,SS,12,7,0,0,0,0,1,1,0,2,0,0,0.0,55,43,12,2,0,,FergNi20
228,Jarrad Page,KAN,23,FS,16,16,3,37,0,37,7,1,0,1,0,0,0.0,59,43,16,0,0,,PageJa20
229,Derrick Pope,MIA,25,MLB,16,9,2,0,0,0,3,0,0,1,0,0,0.0,64,43,21,2,1,,PopeDe20
230,Brady Poppinga,GNB,28,LLB,16,15,1,0,0,0,1,,,,,0,0.0,50,43,7,3,2,,PoppBr20
231,Asante Samuel*+,NWE,26,LCB,16,14,6,89,1,42,18,,,,,0,0.0,46,43,3,0,0,,SamuAs20
232,Scott Shanle,NOR,28,RLB,14,14,0,0,0,0,1,2,0,1,26,0,0.0,69,43,26,2,1,,ShanSc20
233,Eric Weddle,SDG,22,DB,15,0,1,0,0,0,6,,,,,0,1.0,54,43,11,3,3,,WeddEr99
234,Mario Williams,HOU,22,RDE,16,16,0,0,0,0,1,2,0,1,38,1,14.0,59,43,16,14,17,,WillMa22
235,Andre Carter,WAS,28,RDE,16,16,0,0,0,0,2,4,0,1,0,0,10.5,54,42,12,11,21,1,CartAn20
236,Chris Gamble,CAR,24,LCB,15,12,1,2,0,2,6,1,0,1,0,0,0.0,47,42,5,1,0,,GambCh20
237,Jarret Johnson,BAL,26,LOLB,16,16,0,0,0,0,2,2,0,0,0,0,2.0,58,42,16,8,9,,JohnJa23
238,Clifton Ryan,STL,23,DT,16,0,,,0,,,3,0,1,0,0,2.0,48,42,6,3,2,,RyanCl99
239,Robaire Smith,CLE,30,RDE,16,16,0,0,0,0,2,,,,,0,4.0,56,42,14,7,8,,SmitRo21
240,Zach Thomas,MIA,34,MLB,5,5,0,0,0,0,2,,,,,0,1.0,52,42,10,2,1,,ThomZa01
241,Jonathan Babineaux,ATL,26,RDT,14,9,0,0,0,0,4,2,1,1,11,0,3.0,45,41,4,6,2,,BabiJo20
242,Dre' Bly,DEN,30,RCB,16,16,5,71,0,37,15,,,,,0,1.0,51,41,10,3,1,,BlyxDr00
243,Will Demps,HOU,28,FS,15,8,0,0,0,0,4,2,0,2,3,0,0.0,52,41,11,1,1,,DempWi20
244,Justin Durant,JAX,22,RLB,13,8,1,2,0,2,2,,,,,0,1.0,50,41,9,6,3,,DuraJu99
245,Jabari Greer,BUF,25,LCB,16,13,2,1,0,2,14,1,0,0,0,0,0.0,46,41,5,2,0,,GreeJa22
246,Tyjuan Hagler,IND,26,LLB,12,7,0,0,0,0,1,0,0,1,0,0,1.0,54,41,13,3,1,,HaglTy20
247,Ma'ake Kemoeatu,CAR,28,LDT,16,13,0,0,0,0,3,,,,,,0.0,47,41,6,5,1,,KemoMa20
248,Darryl Tapp,SEA,23,RDE,16,16,1,-4,0,-4,8,3,0,2,9,0,7.0,49,41,8,7,17,,TappDa20
249,Danny Clark,HOU,30,LLB,13,8,1,1,0,1,1,1,0,0,0,0,0.0,51,40,11,1,1,,ClarDa21
250,Nick Collins,GNB,24,FS,13,13,0,0,0,0,5,,,,,,0.0,46,40,6,1,1,,CollNi20
251,Demarcus Faggins,HOU,28,RCB,16,8,0,0,0,0,4,2,0,1,0,0,0.0,46,40,6,1,0,,FaggDe20
252,Osi Umenyiora*,NYG,26,RDE,16,16,,,0,,,5,0,2,75,1,13.0,52,40,12,11,21,,UmenOs99
253,Hamza Abdullah,DEN,24,SS,11,8,0,0,0,0,5,2,0,1,0,0,0.0,48,39,9,0,0,,AbduHa20
254,Antonio Cromartie*+,SDG,23,RCB,16,8,10,144,1,70,18,0,0,2,2,1,0.0,44,39,5,0,0,,CromAn20
255,Abram Elam,NYJ,26,FS,13,8,0,0,0,0,2,,,,,,0.0,53,39,14,2,1,,ElamAb20
256,Ryan Fowler,TEN,25,MLB,14,14,0,0,0,0,1,,,,,,0.0,53,39,14,3,1,,FowlRy20
257,Charles Grant,NOR,29,LDE,14,14,0,0,0,0,2,1,0,0,0,0,2.5,48,39,9,5,9,,GranCh21
258,Ty Law,KAN,33,LCB,16,16,2,2,0,2,13,,,,,0,0.0,47,39,8,2,0,,LawxTy00
259,Bryan Thomas,NYJ,28,ROLB,16,14,0,0,0,0,1,1,0,0,0,0,2.5,47,39,8,5,5,,ThomBr21
260,Kamerion Wimbley,CLE,24,ROLB,16,16,0,0,0,0,1,3,0,0,0,0,5.0,51,39,12,5,20,,WimbKa20
261,Keith Smith,DET,27,DB,15,1,3,64,1,64,7,,,,,0,0.0,50,38,12,0,0,,SmitKe20
262,Hollis Thomas,NOR,33,LDT,16,14,,,0,,,,,,,0,3.0,50,38,12,9,3,,ThomHo20
263,Boss Bailey,DET,28,LLB,15,12,0,0,0,0,2,1,0,0,0,0,3.5,51,37,14,4,4,,BailBo20
264,Tony Brown,TEN,27,LDT,16,16,0,0,0,0,5,1,0,0,0,0,4.0,59,37,22,4,9,,BrowTo25
265,Clark Haggans,PIT,30,LOLB,16,16,0,0,0,0,1,0,0,1,0,0,4.0,58,37,21,4,7,,HaggCl20
266,Chris Hope,TEN,27,SS,11,11,2,45,0,45,3,0,0,1,0,0,0.0,49,37,12,1,2,,HopeCh21
267,Warren Sapp,OAK,35,LDT,16,16,0,0,0,0,1,2,0,1,0,0,2.0,51,37,14,5,5,,SappWa00
268,Antonio Smith,ARI,26,LDE,16,13,,,0,,,1,0,3,10,0,5.5,44,37,7,9,11,,SmitAn22
269,Kenechi Udeze,MIN,24,LDE,16,15,0,0,0,0,1,1,0,1,37,0,5.0,47,37,10,9,15,,UdezKe20
270,Akin Ayodele,DAL,28,RILB,16,14,0,0,0,0,4,,,,,,0.0,57,36,21,1,0,,AyodAk20
271,Domata Peko,CIN,23,LDT,16,16,0,0,0,0,1,0,0,1,0,0,1.5,52,36,16,6,6,,PekoDo20
272,Dewayne Robertson,NYJ,26,NT,16,15,,,0,,,0,0,1,0,0,4.0,57,36,21,5,10,,RobeDe20
273,Lewis Sanders,ATL,29,RCB,14,6,0,0,0,0,2,,,,,,0.0,36,36,0,1,0,,SandLe20
274,Stephen Tulloch,TEN,22,LB,16,1,,,0,,,,,,,,0.0,49,36,13,2,0,,TullSt20
275,Vince Wilfork*,NWE,26,NT,16,16,0,0,0,0,2,0,0,1,0,0,2.0,48,36,12,4,7,,WilfVi20
276,Trumaine McBride,CHI,22,RCB,16,9,0,0,0,0,5,1,0,1,0,0,0.0,41,35,6,0,0,,McBrTr99
277,Nedu Ndukwe,CIN,22,DB,14,2,3,44,0,44,6,2,0,1,54,1,2.0,45,35,10,1,4,,NdukCh99
278,Sione Pouha,NYJ,28,DT,16,1,0,0,0,0,1,,,,,,0.0,40,35,5,0,0,,PouhSi20
279,Aaron Ross,NYG,25,LCB,15,9,3,51,1,43,9,,,,,0,1.5,42,35,7,2,4,,RossAa99
280,Stanford Routt,OAK,24,RCB,16,14,3,31,0,31,6,,,,,0,0.0,42,35,7,0,0,,RoutSt20
281,Quinton Culberson,STL,22,LB,14,1,,,0,,,2,,,,,0.0,36,34,2,0,0,,CulbQu99
282,Elvis Dumervil,DEN,23,RDE,16,16,1,27,0,27,4,4,0,3,0,0,12.5,39,34,5,6,19,,DumeEl20
283,Tye Hill,STL,25,LCB,8,7,1,0,0,0,8,,,,,0,0.0,35,34,1,0,0,,HillTy20
284,Chris Kelsay,BUF,28,LDE,14,14,1,0,1,0,3,0,0,1,0,0,2.5,43,34,9,9,10,1,KelsCh21
285,Mathias Kiwanuka,NYG,24,LLB,10,9,0,0,0,0,4,1,0,0,0,0,4.5,46,34,12,8,8,,KiwaMa20
286,Ricky Manning,CHI,27,RCB,16,5,0,0,0,0,1,0,0,1,11,0,1.0,44,34,10,1,1,,MannRi20
287,Igor Olshansky,SDG,25,LDE,16,16,1,0,0,0,3,2,0,0,0,0,3.5,48,34,14,3,11,,OlshIg20
288,J.R. Reed,PHI,25,DB,15,3,0,0,0,0,3,0,1,0,0,0,0.0,41,34,7,3,0,,ReedJ.20
289,Matt Roth,MIA,25,LDE,13,9,0,0,0,0,1,1,0,0,0,0,3.0,43,34,9,4,6,,RothMa20
290,Leigh Torrence,WAS,25,DB,16,1,,,0,,,,,,,0,1.0,43,34,9,1,1,,TorrLe20
291,Ty Warren,NWE,26,LDE,16,16,,,0,,,0,0,3,0,0,4.0,53,34,19,4,19,,WarrTy20
292,Rocky Boiman,IND,27,LLB,16,7,2,28,0,26,4,0,0,1,5,0,0.0,54,33,21,1,0,,BoimRo20
293,Kevin Carter,TAM,34,RDE/LDE,16,14,0,0,0,0,1,0,0,1,0,0,3.0,44,33,11,4,10,,CartKe00
294,Shaun Ellis,NYJ,30,LDE,16,16,,,0,,,1,0,1,6,0,5.0,49,33,16,7,9,,ElliSh00
295,La'Roi Glover,STL,33,RDT,16,16,,,0,,,,,,,0,6.0,39,33,6,9,15,,GlovLa00
296,Al Harris*,GNB,33,RCB,16,16,2,17,0,17,9,,,,,0,0.0,37,33,4,2,0,,HarrAl21
297,Vonnie Holliday,MIA,32,RDT,12,12,0,0,0,0,1,1,0,0,0,0,2.0,42,33,9,4,6,,HollVo20
298,Kevin Kaesviharn,NOR,31,DB,16,3,0,0,0,0,8,0,0,1,2,0,0.0,36,33,3,1,0,,KaesKe20
299,Mike Rucker,CAR,32,RDE,16,16,0,0,0,0,3,1,0,2,3,0,3.0,47,33,14,7,7,,RuckMi20
300,Donald Strickland,SFO,27,DB,13,4,0,0,0,0,5,,,,,,0.0,45,33,12,1,0,,StriDo20
301,Keith Traylor,MIA,38,LDT,15,14,0,0,0,0,1,,,,,0,1.0,44,33,11,1,3,,TrayKe20
302,Fabian Washington,OAK,24,DB,15,3,1,0,0,0,8,1,0,0,0,0,0.0,40,33,7,0,0,,WashFa20
303,Marcus Washington,WAS,30,LLB,12,11,,,0,,,1,0,0,0,0,5.0,49,33,16,4,4,,WashMa99
304,Dewayne White,DET,28,RDE/LDE,14,14,1,28,0,28,3,3,0,2,3,1,6.5,43,33,10,6,15,,WhitDe20
305,Adrian Wilson,ARI,28,SS,9,9,2,20,0,20,2,,,,,0,0.0,44,33,11,4,2,,WilsAd99
306,Bryant Young,SFO,35,LDE,16,16,0,0,0,0,2,1,0,0,0,0,6.5,38,33,5,7,12,,YounBr00
307,Nnamdi Asomugha,OAK,26,LCB,15,15,1,10,0,10,7,0,1,0,0,0,0.0,34,32,2,1,0,,AsomNn20
308,Monty Beisel,ARI,29,LB,16,2,,,0,,,,,,,,0.0,42,32,10,0,0,,BeisMo20
309,Derrick Burgess,OAK,29,RDE,14,14,0,0,0,0,1,0,0,1,0,0,8.0,41,32,9,11,16,,BurgDe99
310,Reed Doughty,WAS,25,FS,16,6,0,0,0,0,2,,,,,0,0.5,53,32,21,1,1,,DougRe20
311,Randall Gay,NWE,25,DB,16,3,3,52,0,31,7,1,0,1,15,1,0.0,37,32,5,1,0,,GayxRa20
312,Parys Haralson,SFO,23,LOLB,16,11,,,0,,,,,,,0,2.5,49,32,17,7,6,,HaraPa20
313,Albert Haynesworth*+,TEN,26,RDT,13,12,0,0,0,0,5,,,,,0,6.0,40,32,8,12,15,,HaynAl20
314,Derrick Martin,BAL,22,DB,16,3,2,3,0,3,7,0,0,1,0,0,0.0,40,32,8,0,0,,MartDe22
315,Fred Robbins,NYG,30,RDT,16,15,0,0,0,0,1,,,,,0,5.5,42,32,10,7,10,,RobbFr20
316,Anthony Weaver,HOU,27,LDE,15,13,,,0,,,,,,,,0.0,41,32,9,3,0,,WeavAn20
317,Jamal Williams*,SDG,31,NT,13,13,0,0,0,0,2,1,0,1,0,0,0.0,39,32,7,4,0,,WillJa99
318,John Abraham,ATL,29,RDE,16,16,0,0,0,0,4,4,0,0,0,0,10.0,32,31,1,10,13,,AbraJo00
319,Alex Brown,CHI,28,DE,16,2,1,7,0,7,5,2,0,2,0,0,4.5,41,31,10,6,10,,BrowAl20
320,Kevin Dockery,NYG,23,LCB,13,6,0,0,0,0,8,1,0,1,0,0,0.0,46,31,15,2,1,,DockKe20
321,Domonique Foxworth,DEN,24,FS,14,6,0,0,0,0,4,1,,,,,0.0,42,31,11,0,0,,FoxwDo20
322,Tommie Harris*,CHI,24,RDT,16,13,,,0,,,2,0,0,0,0,8.0,35,31,4,7,12,,HarrTo99
323,Chris Hovan,TAM,29,LDT,16,16,0,0,0,0,1,0,0,1,3,0,1.5,47,31,16,2,4,,HovaCh20
324,Robert Mathis,IND,26,LDE,13,12,,,0,,,4,0,1,0,0,7.0,37,31,6,7,10,,MathRo20
325,Sean Taylor*,WAS,24,FS,9,9,5,98,0,48,9,1,1,0,0,0,0.0,41,31,10,0,1,,TaylSe20
326,Pisa Tinoisamoa,STL,26,RLB,9,9,2,15,0,15,3,1,0,0,0,0,0.0,40,31,9,4,0,,TinoPi20
327,Jeff Ulbrich,SFO,30,LB,16,2,0,0,0,0,1,0,0,1,0,0,0.0,45,31,14,3,0,,UlbrJe20
328,Jonathan Vilma,NYJ,25,LILB,7,7,1,1,0,1,4,1,0,0,0,0,0.0,42,31,11,0,1,,VilmJo99
329,Tully Banta-Cain,SFO,27,ROLB,16,10,0,0,0,0,2,0,0,1,0,1,3.5,41,30,11,5,7,,BantTu20
330,Chris Canty,DAL,25,RDE,16,16,0,0,0,0,2,0,0,1,0,0,3.5,43,30,13,7,7,,CantCh21
331,Dwan Edwards,BAL,26,LDE,16,13,1,1,0,1,2,,,,,0,1.0,41,30,11,2,3,,EdwaDw20
332,John Engelberger,DEN,31,LDE,16,15,0,0,0,0,1,1,0,0,0,0,1.0,41,30,11,0,2,,EngeJo20
333,Charles Gordon,MIN,23,DB,16,3,1,0,0,0,5,,,,,0,0.0,39,30,9,1,1,,GordCh20
334,Kris Jenkins,CAR,28,RDT,16,15,0,0,0,0,1,,,,,0,2.5,38,30,8,7,8,,JenkKr00
335,Tim Jennings,IND,24,DB,11,4,0,0,0,0,3,1,,,,,0.0,31,30,1,1,0,,JennTi20
336,Travis Kirschke,PIT,33,DE,16,4,,,0,,,,,,,0,2.0,48,30,18,6,8,,KirsTr20
337,Anthony Montgomery,WAS,23,RDT,16,15,0,0,0,0,4,0,0,2,0,0,0.5,42,30,12,6,3,,MontAn20
338,Julius Peppers,CAR,27,LDE,14,14,1,0,0,0,4,3,0,2,0,0,2.5,38,30,8,3,4,,PeppJu99
339,Pierson Prioleau,WAS,30,DB,15,4,,,0,,,,,,,,0.0,44,30,14,0,0,,PrioPi20
340,Dunta Robinson,HOU,25,LCB,9,9,2,6,0,10,7,,,,,0,0.0,35,30,5,2,0,,RobiDu20
341,Kevin Williams*+,MIN,27,RDT,16,16,2,72,2,54,8,1,0,1,15,0,3.0,38,30,8,7,9,,WillKe98
342,George Wilson,BUF,26,FS,12,9,2,25,1,25,4,0,1,1,20,1,0.0,37,30,7,0,0,,WilsGe01
343,Stanley Wilson,DET,25,RCB,10,5,0,0,0,0,3,1,,,,,0.0,39,30,9,0,0,,WilsSt20
344,Barry Cofield,NYG,23,LDT,16,15,0,0,0,0,1,,,,,0,1.0,34,29,5,3,2,,CofiBa20
345,Vincent Fuller,TEN,25,DB,16,0,2,137,2,76,4,0,0,1,0,0,1.0,35,29,6,3,2,,FullVi20
346,Anthony Henry,DAL,31,RCB,13,10,6,81,1,28,13,,,,,0,0.0,36,29,7,0,0,,HenrAn20
347,Clint Ingram,JAX,24,LLB,13,11,1,39,1,39,1,,,,,0,1.0,33,29,4,2,0,,IngrCl20
348,Stephen Nicholas,ATL,24,LB,13,0,,,0,,,0,0,1,0,0,1.0,33,29,4,0,1,,NichSt99
349,Juqua Parker,PHI,29,LDE,16,7,0,0,0,0,2,2,0,2,0,0,5.0,39,29,10,5,8,,ThomJu20
350,Hank Poteat,NYJ,30,RCB,16,9,2,11,0,11,5,,,,,0,0.0,37,29,8,0,0,,PoteHa20
351,Ed Reed*+,BAL,29,FS,16,16,7,130,0,32,13,0,2,1,6,0,0.0,39,29,10,3,0,,ReedEd00
352,Jonathan Wade,STL,23,DB,16,1,1,2,0,2,1,,,,,0,0.0,32,29,3,1,0,,WadeJo99
353,Pat Watkins,DAL,25,DB,14,0,1,0,0,0,3,,,,,0,0.0,35,29,6,0,0,,WatkPa20
354,Gaines Adams,TAM,24,RDE,16,8,0,0,0,0,2,1,0,0,0,0,6.0,38,28,10,5,14,,AdamGa99
355,Ralph Brown,ARI,29,DB,16,0,1,5,0,5,1,3,0,1,0,0,0.0,31,28,3,0,0,,BrowRa20
356,Erik Coleman,NYJ,25,DB,15,4,,,0,,,,,,,,0.0,50,28,22,0,0,,ColeEr21
357,Brian Dawkins,PHI,34,FS,10,10,1,1,0,1,6,,,,,0,0.0,37,28,9,3,0,,DawkBr00
358,Cornelius Griffin,WAS,31,LDT,16,16,,,0,,,,,,,0,2.5,43,28,15,3,10,,GrifCo20
359,John Henderson,JAX,28,RDT,15,15,0,0,0,0,3,1,0,0,0,0,2.0,38,28,10,4,5,,HendJo99
360,Edward Johnson,IND,24,RDT,16,16,,,0,,,1,0,0,0,0,1.0,41,28,13,2,5,,JohnEd99
361,Ryan Pickett,GNB,28,LDT,14,14,0,0,0,0,2,,,,,0,1.0,39,28,11,3,1,,PickRy20
362,Anthony Spencer,DAL,23,LLB,16,6,,,0,,,2,0,0,0,0,3.0,36,28,8,6,7,,SpenAn99
363,Greg Wesley,KAN,29,DB,15,1,0,0,0,0,3,1,,,,,0.0,30,28,2,0,0,,WeslGr20
364,Kyle Williams,BUF,24,RDT,16,16,,,0,,,0,0,1,0,0,2.0,41,28,13,8,6,,WillKy20
365,Rodrique Wright,MIA,23,RDT,13,9,0,0,0,0,1,0,0,1,0,0,1.5,38,28,10,2,3,,WrigRo99
366,Mike Adams,CLE,26,DB,15,0,0,0,0,0,2,0,0,1,0,0,1.0,29,27,2,0,1,,AdamMi21
367,Sean Considine,PHI,25,SS,8,8,1,0,0,0,3,,,,,0,0.0,36,27,9,1,2,,ConsSe20
368,Chauncey Davis,ATL,24,DE,16,0,,,0,,,0,0,1,0,0,2.0,31,27,4,7,5,,DaviCh22
369,Jared DeVries,DET,31,LDE,14,10,,,0,,,3,0,3,0,0,6.5,29,27,2,8,14,,DeVrJa20
370,Keith Ellison,BUF,23,RLB,12,9,1,4,0,4,5,,,,,0,1.0,39,27,12,2,1,,ElliKe20
371,Aaron Francisco,ARI,24,DB,10,3,,,0,,,,,,,,0.0,31,27,4,2,0,,FranAa20
372,Travis Johnson,HOU,25,LDT,15,13,1,0,0,0,5,,,,,0,0.0,41,27,14,2,1,,JohnTr20
373,Tommy Kelly,OAK,27,LDE,7,6,0,0,0,0,1,,,,,0,1.0,30,27,3,2,2,,KellTo21
374,Cory Redding,DET,27,RDT,16,16,0,0,0,0,1,0,0,2,27,0,1.0,37,27,10,11,10,,ReddCo20
375,Lance Schulters,MIA,32,DB,7,4,0,0,0,0,2,,,,,,0.0,37,27,10,0,0,,SchuLa00
376,Paul Spicer,JAX,32,RDE,15,12,,,0,,,4,0,1,0,0,7.5,34,27,7,8,14,,SpicPa20
377,Reggie Torbor,NYG,26,LLB,16,5,0,0,0,0,1,,,,,0,1.0,39,27,12,2,3,,TorbRe20
378,Eugene Wilson,NWE,27,FS,11,6,1,5,1,5,3,0,0,1,4,0,0.0,31,27,4,1,0,,WilsEu20
379,Jamie Winborn,DEN,28,LB,14,2,0,0,0,0,1,,,,,0,0.5,34,27,7,2,1,,WinbJa20
380,Victor Adeyanju,STL,24,LDE,15,7,0,0,0,0,1,0,0,1,24,0,0.0,35,26,9,3,4,,AdeyVi20
381,Jamaal Anderson,ATL,21,LDE,16,16,0,0,0,0,3,1,,,,,0.0,30,26,4,0,4,,AndeJa98
382,Ryon Bingham,SDG,26,DT,16,2,,,0,,,,,,,0,1.5,39,26,13,2,5,,BingRy20
383,Khary Campbell,WAS,28,LB,16,0,,,0,,,,,,,,0.0,33,26,7,0,0,,CampKh20
384,Ray Edwards,MIN,22,RDE,12,11,0,0,0,0,2,2,0,1,9,1,5.0,30,26,4,7,6,,EdwaRa21
385,Renaldo Hill,MIA,29,FS,7,7,1,24,0,24,2,1,0,0,0,0,0.0,32,26,6,1,0,,HillRe20
386,Grady Jackson,2TM,34,DT/LDT,16,7,,,0,,,,,,,0,1.0,29,26,3,7,1,,JackGr20
387,Rashad Jeanty,CIN,24,LLB,10,7,0,0,0,0,1,2,0,2,0,0,0.0,38,26,12,1,0,,JeanRa20
388,Cullen Jenkins,GNB,26,RDE,16,15,0,0,0,0,6,,,,,0,1.0,44,26,18,4,7,,JenkCu20
389,Jevon Kearse,PHI,31,LDE,14,8,,,0,,,0,0,1,0,0,3.5,31,26,5,7,5,,KearJe00
390,Shaun Rogers,DET,28,LDT,16,16,1,66,1,66,3,0,1,4,10,0,7.0,39,26,13,7,21,,RogeSh99
391,Eric Smith,NYJ,24,DB,15,4,0,0,0,0,5,0,0,1,0,0,0.0,40,26,14,0,0,,SmitEr22
392,Corey Williams,GNB,27,RDT,16,9,1,9,0,9,1,3,0,0,0,0,7.0,35,26,9,6,11,,WillCo21
393,Mark Anderson,CHI,24,RDE,14,14,0,0,0,0,1,1,0,0,0,0,5.0,31,25,6,6,8,,AndeMa21
394,Rocky Bernard,SEA,28,RDT,14,14,,,0,,,0,0,2,0,0,3.5,35,25,10,6,9,,BernRo20
395,Brodrick Bunkley,PHI,24,RDT,15,15,,,0,,,0,0,1,0,0,3.0,32,25,7,10,4,,BunkBr20
396,Phillip Daniels,WAS,34,LDE,15,15,0,0,0,0,9,3,0,2,0,0,2.5,39,25,14,4,2,,DaniPh20
397,Heath Farwell,MIN,26,LB,16,0,,,0,,,0,0,1,0,0,0.0,30,25,5,0,0,,FarwHe20
398,Robert Geathers,CIN,24,LDE,16,16,1,30,0,30,3,2,0,1,0,0,3.5,47,25,22,4,15,,GeatRo21
399,Shawntae Spencer,SFO,25,DB,11,1,1,0,0,0,3,,,,,0,0.0,28,25,3,0,0,,SpenSh20
400,Montavious Stanley,ATL,26,LDT,14,6,,,0,,,0,0,2,0,0,0.0,29,25,4,1,0,,StanMo20
401,Josh Thomas,IND,26,LDE,15,7,0,0,0,0,3,1,0,0,0,0,1.0,33,25,8,4,4,,ThomJo25
402,Gabe Watson,ARI,24,LDT,16,16,0,0,0,0,2,,,,,,0.0,34,25,9,1,1,,WatsGa20
403,Raheem Brock,IND,29,LDT,11,11,0,0,0,0,3,0,0,2,0,0,2.5,31,24,7,7,3,,BrocRa20
404,Jarrett Bush,GNB,23,DB,14,1,0,0,0,0,7,0,1,1,0,0,0.0,30,24,6,0,0,,BushJa20
405,Chris Carr,OAK,24,DB,16,2,0,0,0,0,1,,,,,0,0.0,28,24,4,2,0,,CarrCh22
406,Greg Ellis*,DAL,32,LOLB,13,10,0,0,0,0,1,3,0,0,0,0,12.5,31,24,7,6,11,,ElliGr20
407,Nick Greisen,BAL,28,LB,14,2,,,0,,,0,0,1,0,0,0.0,30,24,6,4,0,,GreiNi20
408,Brian Iwuh,JAX,23,LB,16,1,,,0,,,0,0,1,0,0,0.0,31,24,7,1,0,,IwuhBr20
409,Alex Lewis,DET,26,LB,14,1,,,0,,,1,0,1,0,0,0.0,29,24,5,0,0,,LewiAl20
410,Darrell Reid,IND,25,DE,16,1,,,0,,,0,0,2,0,0,0.5,31,24,7,1,3,,ReidDa20
411,Jay Richardson,OAK,23,LDE,16,11,0,0,0,0,1,,,,,0,1.0,33,24,9,4,2,,RichJa99
412,Orpheus Roye,CLE,34,LDE,13,6,,,0,,,,,,,0,0.5,37,24,13,0,2,,RoyeOr20
413,Benny Sapp,KAN,26,DB,14,2,1,15,0,15,4,0,0,1,0,0,0.0,30,24,6,1,0,,SappBe20
414,John Thornton,CIN,31,RDT,14,14,0,0,0,0,1,0,0,1,0,0,1.0,32,24,8,4,4,,ThorJo21
415,Melvin Bullitt,IND,23,DB,15,0,1,0,0,0,1,,,,,0,0.0,28,23,5,1,1,,BullMe99
416,Adam Carriker,STL,23,LDT,16,16,0,0,0,0,2,0,0,1,0,0,2.0,32,23,9,6,3,1,CarrAd99
417,Luis Castillo,SDG,24,RDE,10,9,0,0,0,0,1,,,,,0,2.5,32,23,9,5,5,,CastLu20
418,Ron Edwards,KAN,28,LDT,16,15,0,0,0,0,1,0,0,1,0,0,3.0,26,23,3,5,5,,EdwaRo20
419,Ronald Fields,SFO,26,DT,16,0,,,0,,,1,0,0,0,0,1.0,34,23,11,0,1,,FielRo20
420,Michael Johnson,NYG,23,FS,16,5,0,0,0,0,2,1,,,,,0.0,25,23,2,3,1,,JohnMi99
421,Bryant McFadden,PIT,26,DB,13,0,1,50,1,50,3,0,0,1,0,0,0.0,27,23,4,1,1,,McFaBr20
422,Brandon Mebane,SEA,22,LDT,16,10,,,0,,,0,0,2,0,0,2.0,29,23,6,5,2,,MebaBr99
423,Amobi Okoye,HOU,20,RDT,16,14,0,0,0,0,1,1,0,0,0,0,5.5,32,23,9,5,9,,OkoyAm99
424,Clint Session,IND,23,LB,13,1,2,3,0,3,2,1,0,0,0,0,0.0,31,23,8,4,1,,SessCl99
425,Donnie Spragan,MIA,31,LLB,16,5,,,0,,,0,0,1,0,0,0.0,39,23,16,0,0,,SpraDo20
426,Usama Young,NOR,22,DB,14,0,0,0,0,0,2,,,,,,0.0,25,23,2,0,0,,YounUs99
427,Tyron Brackenridge,KAN,23,DB,13,1,,,0,,,1,0,1,50,1,0.0,25,22,3,0,0,,BracTy99
428,Stewart Bradley,PHI,24,LB,16,1,1,13,0,13,1,,,,,0,1.0,29,22,7,7,4,,BradSt99
