,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,,-additional
92,Brandon Flowers,KAN,22,RCB,14,13,2,118,1,91,13,1,0,2,37,0,0.0,68,61,7,3,0,,FlowBr99
93,Leon Hall,CIN,24,RCB,16,16,3,87,1,50,24,0,0,1,0,0,0.0,75,61,14,1,1,,HallLe98
94,Terrence McGee,BUF,28,LCB,14,13,3,36,0,36,18,,,,,0,0.0,66,61,5,3,0,,McGeTe99
95,Rocky McIntosh,WAS,26,RLB,16,15,1,4,0,4,5,2,0,0,0,0,2.0,88,61,27,3,5,,McInRo20
96,Brandon Meriweather,NWE,24,SS,16,11,4,25,0,19,9,2,0,0,0,0,2.0,83,61,22,5,2,,MeriBr99
97,Takeo Spikes,SFO,32,LLB,16,13,3,14,0,13,7,2,1,1,0,0,1.0,96,61,35,3,4,,SpikTa00
98,Eric Wright,CLE,23,LCB,16,16,3,131,1,94,13,2,1,3,-2,0,0.0,66,61,5,3,0,,WrigEr99
99,Nick Collins*,GNB,25,FS,16,16,7,295,3,62,15,1,0,0,0,0,0.0,72,60,12,1,1,,CollNi20
100,Antonio Cromartie,SDG,24,RCB,16,15,2,66,1,52,9,0,2,0,0,0,0.0,64,60,4,0,0,,CromAn20
101,Chris Harris,CAR,26,SS,16,16,1,16,0,16,3,2,0,1,3,0,0.0,70,60,10,1,0,,HarrCh20
102,Brodney Pool,CLE,24,FS,15,15,3,45,0,24,6,1,0,1,0,0,1.0,65,60,5,4,1,,PoolBr20
103,Kerry Rhodes,NYJ,26,FS,16,16,2,50,0,50,5,0,0,2,29,0,1.0,84,60,24,9,2,,RhodKe20
104,Shaun Rogers*,CLE,29,NT,16,16,0,0,0,0,4,,,,,0,4.5,75,60,15,11,17,,RogeSh99
105,Scott Shanle,NOR,29,RLB,16,16,0,0,0,0,5,1,0,0,0,0,2.0,87,60,27,7,3,,ShanSc20
106,Darren Sharper,MIN,33,SS,16,16,1,12,0,12,5,0,0,2,20,0,0.0,69,60,9,1,0,,SharDa00
107,Daryl Smith,JAX,26,LLB/MLB,14,14,0,0,0,0,3,1,0,0,0,0,2.5,70,60,10,5,4,,SmitDa24
108,David Thornton,TEN,30,LLB,15,15,0,0,0,0,6,2,,,,,0.0,78,60,18,6,2,,ThorDa20
109,Marcus Trufant,SEA,28,LCB,16,16,1,0,0,0,13,0,1,2,36,0,0.0,64,60,4,0,0,,TrufMa20
110,Adrian Wilson*,ARI,29,SS,15,14,2,37,0,28,5,2,0,0,0,0,2.5,74,60,14,7,6,,WilsAd99
111,Melvin Bullitt,IND,24,SS,15,9,4,7,0,3,9,1,0,0,0,0,0.0,72,59,13,3,1,,BullMe99
112,Antoine Cason,SDG,22,DB,16,3,2,69,1,59,7,1,1,0,0,0,0.0,75,59,16,2,0,,CasoAn99
113,Brandon Chillar,GNB,26,RLB,14,7,0,0,0,0,8,1,0,0,0,0,1.0,69,59,10,3,5,,ChilBr20
114,Trent Cole,PHI,26,RDE,16,16,0,0,0,0,2,2,0,0,0,0,9.0,77,59,18,14,19,,ColeTr20
115,Tanard Jackson,TAM,23,FS,16,16,1,25,0,25,3,2,0,1,0,0,1.0,69,59,10,1,0,,JackTa99
116,Gerald Sensabaugh,JAX,25,SS,16,13,4,38,0,23,8,,,,,0,0.0,70,59,11,2,0,,SensGe20
117,Akin Ayodele,MIA,29,RILB,16,13,2,29,0,17,4,0,0,1,0,0,0.0,75,58,17,2,0,,AyodAk20
118,Derrick Brooks*,TAM,35,RLB,16,16,1,-2,0,-2,7,1,0,0,0,0,0.0,73,58,15,7,0,,BrooDe00
119,Mike Brown,CHI,30,FS,15,15,2,0,0,0,8,,,,,0,1.0,74,58,16,3,4,,BrowMi99
120,Jordan Babineaux,SEA,26,DB,14,1,1,35,1,35,3,1,0,1,24,1,0.0,60,57,3,1,2,,BabiJo21
121,Cortland Finnegan*+,TEN,24,RCB,16,16,5,100,1,99,17,,,,,0,1.0,69,57,12,4,1,,FinnCo20
122,Chris Horton,WAS,24,SS,14,10,3,13,0,10,5,0,0,1,5,0,1.0,76,57,19,5,3,,HortCh99
123,Kawika Mitchell,BUF,29,RLB,16,15,2,33,0,32,3,2,0,0,0,0,4.0,82,57,25,10,7,,MitcKa20
124,Will Witherspoon,STL,28,MLB,16,12,1,2,0,2,3,0,0,1,0,0,1.0,72,57,15,3,3,,WithWi20
125,Nate Clements,SFO,29,LCB,15,15,2,13,0,13,9,1,0,0,0,0,0.0,63,56,7,4,0,,ClemNa99
126,Bryan Scott,BUF,27,FS/SS,16,7,0,0,0,0,3,1,0,1,0,0,1.0,69,56,13,8,2,,ScotBr20
127,Rocky Boiman,KAN,28,RLB/MLB,11,9,0,0,0,0,3,2,,,,,0.0,72,55,17,1,0,,BoimRo20
128,Michael Griffin*,TEN,23,FS,16,16,7,172,1,83,11,1,0,1,0,0,1.0,75,55,20,2,2,,GrifMi99
129,Jim Leonhard,BAL,26,SS,16,13,1,35,1,35,6,0,1,1,0,0,1.0,69,55,14,2,5,,LeonJi23
130,Kenny Phillips,NYG,22,DB,16,3,1,0,0,0,5,,,,,0,0.0,67,55,12,1,2,,PhilKe99
131,Brian Russell,SEA,30,FS,16,16,0,0,0,0,3,1,0,0,0,0,1.0,72,55,17,2,1,,RussBr20
132,Ron Bartell,STL,26,LCB,16,15,3,29,0,24,20,2,0,1,0,0,1.0,57,54,3,2,0,,BartRo20
133,Dre' Bly,DEN,31,RCB,16,16,2,5,0,5,8,1,0,0,0,0,0.0,62,54,8,4,0,,BlyxDr00
134,James Butler,NYG,26,SS,15,14,3,62,0,47,7,0,1,1,0,0,0.0,68,54,14,3,1,,ButlJa20
135,Dwight Lowery,NYJ,22,RCB,16,10,1,0,0,0,16,5,0,0,0,0,0.0,64,54,10,1,0,,LoweDw99
136,Troy Polamalu*+,PIT,27,SS,16,16,7,59,0,23,17,,,,,0,0.0,73,54,19,5,0,,PolaTr99
137,Terrell Suggs*,BAL,26,ROLB,16,16,2,86,2,44,9,2,0,1,0,0,8.0,69,54,15,19,15,,SuggTe99
138,Ken Hamlin,DAL,27,FS,16,16,1,0,0,0,2,1,0,1,0,0,1.0,74,53,21,1,2,,HamlKe20
139,David Harris,NYJ,24,RILB,11,11,0,0,0,0,1,0,0,1,0,0,1.0,76,53,23,1,3,,HarrDa99
140,Akeem Jordan,PHI,23,LLB,16,6,,,0,,,0,0,2,0,0,0.0,62,53,9,7,0,,JordAk99
141,Ken Lucas,CAR,29,RCB,16,16,2,74,0,43,10,,,,,0,0.0,60,53,7,1,0,,LucaKe20
142,Shaun Phillips,SDG,27,LOLB,16,16,0,0,0,0,4,1,0,1,0,0,7.5,76,53,23,7,15,,PhilSh20
143,Marvin White,CIN,25,FS,12,10,1,0,0,0,4,,,,,0,0.0,68,53,15,0,4,,WhitMa99
144,Corey Chavous,STL,32,SS,16,13,0,0,0,0,1,0,0,1,0,0,0.0,63,52,11,2,3,,ChavCo00
145,Ryan Clark,PIT,29,FS,14,14,1,0,0,0,6,,,,,0,0.0,88,52,36,0,0,,ClarRy20
146,Charles Godfrey,CAR,23,FS,16,16,1,16,0,16,5,1,0,2,0,0,1.0,61,52,9,2,1,,GodfCh99
147,Chris Houston,ATL,24,RCB,16,16,2,10,1,10,16,0,0,1,4,0,0.0,61,52,9,1,0,,HousCh99
148,Tramon Williams,GNB,25,RCB/LCB,16,9,5,78,0,39,14,2,0,1,0,0,0.0,57,52,5,1,0,,WillTr99
149,Eugene Wilson,HOU,28,FS,12,10,2,36,0,19,7,0,1,0,0,0,0.0,63,52,11,0,0,,WilsEu20
150,Kamerion Wimbley,CLE,25,ROLB,16,16,1,2,0,2,2,1,0,0,0,0,4.0,66,52,14,7,9,,WimbKa20
151,Omar Gaither,PHI,24,RLB,16,10,0,0,0,0,6,1,0,2,6,0,2.5,59,51,8,10,3,,GaitOm20
152,Tim Jennings,IND,25,RCB,16,12,2,9,0,6,7,2,0,2,0,0,0.0,66,51,15,3,0,,JennTi20
153,Ko Simpson,BUF,25,FS,16,11,0,0,0,0,2,,,,,,0.0,66,51,15,1,0,,SimpKo20
154,Justin Tuck*+,NYG,25,LDE,16,16,1,41,1,41,2,3,0,0,0,0,12.0,65,51,14,20,18,,TuckJu20
155,Charles Woodson*,GNB,32,LCB,16,16,7,169,2,62,17,1,0,1,-2,0,3.0,63,51,12,4,3,,WoodCh00
156,Chike Okeafor,ARI,32,LLB,16,16,1,39,0,39,3,1,0,0,0,0,4.5,59,50,9,9,11,,OkeaCh20
157,Justin Smith,SFO,29,RDE,16,16,1,0,0,0,3,1,0,0,0,0,7.0,73,50,23,10,17,,SmitJu20
158,Ike Taylor,PIT,28,LCB,16,16,1,0,0,0,15,,,,,0,0.0,65,50,15,0,0,,TaylIk20
159,Nate Webster,DEN,31,MLB,13,13,0,0,0,0,3,1,0,1,34,1,2.0,75,50,25,4,2,,WebsNa20
160,Donte Whitner,BUF,23,SS,13,13,0,0,0,0,1,1,0,0,0,0,1.0,61,50,11,2,2,,WhitDo20
161,Keith Ellison,BUF,24,LLB,16,14,0,0,0,0,2,0,0,1,0,0,0.0,73,49,24,2,0,,ElliKe20
162,Randall Gay,NOR,26,LCB,14,13,0,0,0,0,15,,,,,0,1.0,53,49,4,3,1,,GayxRa20
163,Cato June,TAM,29,LLB,16,14,1,1,0,1,2,,,,,0,0.0,67,49,18,3,0,,JuneCa99
164,Kevin Kaesviharn,NOR,32,FS,11,11,2,13,0,13,4,,,,,0,0.0,64,49,15,2,1,,KaesKe20
165,LaRon Landry,WAS,24,FS,16,16,2,18,0,13,11,2,0,1,0,0,0.5,65,49,16,1,2,,LandLa99
166,Reggie Nelson,JAX,25,FS,13,13,2,0,0,0,4,,,,,0,0.0,55,49,6,0,0,,NelsRe99
167,Jacques Reeves,HOU,26,RCB,16,16,4,108,1,44,19,1,0,1,0,0,0.0,53,49,4,0,0,,ReevJa20
168,Carlos Rogers,WAS,27,RCB,16,14,2,73,0,42,24,0,0,1,0,0,0.0,56,49,7,1,0,,RogeCa20
169,Phillip Buchanon,TAM,28,LCB,16,16,2,33,1,26,6,1,0,1,0,0,0.0,52,48,4,3,0,,BuchPh20
170,Abram Elam,NYJ,27,SS,16,9,1,92,1,92,3,3,0,0,0,0,2.0,69,48,21,3,1,,ElamAb20
171,Nick Ferguson,HOU,34,SS,14,9,0,0,0,0,2,1,0,1,0,0,0.0,59,48,11,1,2,,FergNi20
172,Aaron Francisco,ARI,25,DB,16,4,0,0,0,0,1,1,,,,,0.0,56,48,8,2,0,,FranAa20
173,Sean Jones,CLE,26,SS,12,12,4,27,0,20,4,1,0,0,0,0,0.0,56,48,8,3,1,,JoneSe20
174,Adewale Ogunleye,CHI,31,LDE,16,16,1,0,0,0,5,,,,,0,5.0,62,48,14,13,10,1,OgunAd00
175,Jermaine Phillips,TAM,29,SS,11,11,3,72,0,58,5,1,0,1,38,1,0.0,59,48,11,3,3,,PhilJe20
176,Brady Poppinga,GNB,29,LLB,16,12,0,0,0,0,1,,,,,,0.0,69,48,21,4,2,,PoppBr20
177,Corey Webster,NYG,26,RCB,16,16,3,65,0,57,24,2,0,1,0,0,1.0,50,48,2,3,1,,WebsCo20
178,Zach Diles,HOU,23,LLB,8,8,1,0,0,0,2,1,0,0,0,0,1.0,66,47,19,3,1,,DileZa99
179,Tim Dobbins,SDG,26,RILB,16,8,1,4,0,4,4,3,0,0,0,0,0.0,59,47,12,1,0,,DobbTi20
180,Michael Johnson,NYG,24,FS,16,16,2,18,0,18,4,0,0,1,0,0,1.0,72,47,25,2,3,,JohnMi99
181,Aaron Kampman,GNB,29,LDE,16,16,0,0,0,0,1,,,,,0,9.5,62,47,15,9,28,,KampAa99
182,Ben Leber,MIN,30,RLB,16,15,2,29,0,28,7,1,1,4,10,0,1.5,64,47,17,4,4,,LebeBe20
183,Kevin Williams*+,MIN,28,RDT,16,16,0,0,0,0,5,1,0,0,0,0,8.5,62,47,15,15,18,,WillKe98
184,Wesley Woodyard,DEN,22,RLB,16,6,0,0,0,0,1,,,,,,0.0,55,47,8,5,0,,WoodWe20
185,Hiram Eugene,OAK,28,FS,16,10,0,0,0,0,3,1,,,,,0.0,57,46,11,0,0,,EugeHi99
186,Corey Ivy,BAL,31,DB,16,1,0,0,0,0,3,1,0,0,0,0,2.5,51,46,5,2,5,,IvyxCo20
187,Brandon Johnson,CIN,25,RLB,16,9,2,35,0,35,4,,,,,0,1.5,83,46,37,6,4,,JohnBr20
188,Aaron Ross,NYG,26,LCB,15,15,3,58,1,50,8,,,,,0,0.0,52,46,6,4,1,,RossAa99
189,Matt Roth,MIA,26,LOLB,16,14,0,0,0,0,4,2,0,0,0,0,5.0,53,46,7,9,6,,RothMa20
190,Darryl Tapp,SEA,24,LDE,16,11,,,0,,,4,0,1,0,0,5.5,55,46,9,7,13,,TappDa20
191,Demorrio Williams,KAN,28,LLB,16,9,0,0,0,0,1,1,0,2,0,0,0.0,62,46,16,4,1,,WillDe22
192,Jamal Williams,SDG,32,NT,16,15,0,0,0,0,3,,,,,0,1.5,56,46,10,8,2,,WillJa99
193,Clinton Hart,SDG,31,SS,14,14,0,0,0,0,8,0,0,2,0,0,0.0,63,45,18,1,0,,HartCl20
194,Jarret Johnson,BAL,27,LOLB,16,16,0,0,0,0,3,2,0,1,22,0,5.0,57,45,12,9,8,,JohnJa23
195,Ryan Nece,DET,29,LLB,16,10,1,18,0,18,4,,,,,0,1.5,68,45,23,4,2,,NeceRy20
196,Darrelle Revis*,NYJ,23,LCB,16,16,5,38,1,32,16,1,0,2,0,0,1.0,58,45,13,2,1,,ReviDa99
197,Vince Wilfork,NWE,27,NT,16,16,0,0,0,0,1,,,,,0,2.0,66,45,21,3,4,,WilfVi20
198,Kenyon Coleman,NYJ,29,RDE,16,15,0,0,0,0,1,1,0,0,0,0,0.5,55,44,11,1,2,,ColeKe20
199,Tamba Hali,KAN,25,RDE/LDE,15,15,0,0,0,0,2,3,0,1,0,0,3.0,55,44,11,5,6,,HaliTa20
200,Walt Harris,SFO,34,RCB,16,16,3,25,0,24,14,,,,,0,1.0,54,44,10,0,1,,HarrWa21
201,Willie McGinest,CLE,37,LOLB,14,14,0,0,0,0,2,,,,,0,1.0,57,44,13,5,9,,McGiWi00
202,James Sanders,NWE,25,FS,14,14,1,9,0,9,3,,,,,0,0.0,67,44,23,1,0,,SandJa21
203,Aaron Smith,PIT,32,LDE,16,16,0,0,0,0,4,,,,,0,5.5,60,44,16,8,10,,SmitAa99
204,Mario Williams*,HOU,23,RDE,16,16,,,0,,,4,0,0,0,0,12.0,53,44,9,17,22,,WillMa22
205,Rocky Bernard,SEA,29,RDT,15,15,0,0,0,0,1,1,0,1,0,0,4.0,55,43,12,8,9,,BernRo20
206,Danny Clark,NYG,31,LLB,16,15,0,0,0,0,1,2,,,,,0.0,69,43,26,6,1,,ClarDa21
207,Na'il Diggs,CAR,30,LLB,16,16,1,0,0,0,2,,,,,0,1.0,54,43,11,3,3,,DiggNa20
208,Chris Gocong,PHI,25,LLB,16,12,0,0,0,0,6,1,0,1,0,1,2.0,59,43,16,6,3,,GocoCh99
209,Mike Montgomery,GNB,25,RDE,14,8,0,0,0,0,1,1,0,0,0,0,2.5,59,43,16,4,6,,MontMi20
210,Nedu Ndukwe,CIN,23,SS,11,11,1,12,0,12,4,0,0,1,15,1,3.0,64,43,21,5,4,,NdukCh99
